date,AS_MSCI_DM_AD_2021_Q4,meta
2021-09-30 00:00:00,-314.3970647998277,
2021-09-30 01:00:00,-288.9031828869387,
2021-09-30 02:30:00,-288.9031828869387,
2021-09-30 03:00:00,-288.9031828869387,
2021-09-30 18:30:00,-288.9031828869387,
2021-09-30 20:00:00,-288.9031828869387,
2021-09-30 23:00:00,-288.9031828869387,
2021-09-30 23:59:59,-240.64550155123644,c
2021-10-01 00:00:00,-224.9365341887139,
2021-10-01 01:00:00,-221.1916301672972,
2021-10-01 02:30:00,-221.1916301672972,
2021-10-01 03:00:00,-221.1916301672972,
2021-10-01 18:30:00,-221.1916301672972,
2021-10-01 20:00:00,-221.1916301672972,
2021-10-01 23:00:00,-221.1916301672972,
2021-10-01 23:59:59,-246.00564337776493,w
2021-10-04 00:00:00,-353.2220587110566,
2021-10-04 01:00:00,-336.2849763013703,
2021-10-04 02:30:00,-336.2849763013703,
2021-10-04 03:00:00,-336.2849763013703,
2021-10-04 18:30:00,-336.2849763013703,
2021-10-04 20:00:00,-336.2849763013703,
2021-10-04 23:00:00,-336.2849763013703,
2021-10-04 23:59:59,-255.60911368557012,c
2021-10-05 00:00:00,-279.0175217495264,
2021-10-05 01:00:00,-281.6443005195284,
2021-10-05 02:30:00,-281.6443005195284,
2021-10-05 03:00:00,-281.6443005195284,
2021-10-05 18:30:00,-281.6443005195284,
2021-10-05 20:00:00,-281.6443005195284,
2021-10-05 23:00:00,-281.6443005195284,
2021-10-05 23:59:59,-426.79807137592445,c
2021-10-06 00:00:00,-457.0633248606081,
2021-10-06 01:00:00,-468.35564925464814,
2021-10-06 02:30:00,-468.35564925464814,
2021-10-06 03:00:00,-468.35564925464814,
2021-10-06 18:30:00,-468.35564925464814,
2021-10-06 20:00:00,-468.35564925464814,
2021-10-06 23:00:00,-468.35564925464814,
2021-10-06 23:59:59,-338.7362563202145,c
2021-10-07 00:00:00,-329.0150037930758,
2021-10-07 01:00:00,-343.68015132902127,
2021-10-07 02:30:00,-343.68015132902127,
2021-10-07 03:00:00,-343.68015132902127,
2021-10-07 18:30:00,-343.68015132902127,
2021-10-07 20:00:00,-343.68015132902127,
2021-10-07 23:00:00,-343.68015132902127,
2021-10-07 23:59:59,-402.2098031124174,c
2021-10-08 00:00:00,-410.9954625912917,
2021-10-08 01:00:00,-444.04912261247796,
2021-10-08 02:30:00,-444.04912261247796,
2021-10-08 03:00:00,-444.04912261247796,
2021-10-08 18:30:00,-444.04912261247796,
2021-10-08 20:00:00,-444.04912261247796,
2021-10-08 23:00:00,-444.04912261247796,
2021-10-08 23:59:59,-476.061891567103,w
2021-10-11 00:00:00,-386.1996036051885,
2021-10-11 01:00:00,-388.6562823114324,
2021-10-11 02:30:00,-388.6562823114324,
2021-10-11 03:00:00,-388.6562823114324,
2021-10-11 18:30:00,-388.6562823114324,
2021-10-11 20:00:00,-388.6562823114324,
2021-10-11 23:00:00,-388.6562823114324,
2021-10-11 23:59:59,-363.6287582131269,c
2021-10-12 00:00:00,-376.01235907210355,
2021-10-12 01:00:00,-397.21831882697313,
2021-10-12 02:30:00,-397.21831882697313,
2021-10-12 03:00:00,-397.21831882697313,
2021-10-12 18:30:00,-397.21831882697313,
2021-10-12 20:00:00,-397.21831882697313,
2021-10-12 23:00:00,-397.21831882697313,
2021-10-12 23:59:59,-269.2825407459106,c
2021-10-13 00:00:00,-286.941090823645,
2021-10-13 01:00:00,-289.3735601613618,
2021-10-13 02:30:00,-289.3735601613618,
2021-10-13 03:00:00,-289.3735601613618,
2021-10-13 18:30:00,-289.3735601613618,
2021-10-13 20:00:00,-289.3735601613618,
2021-10-13 23:00:00,-289.3735601613618,
2021-10-13 23:59:59,-125.3069172721551,c
2021-10-14 00:00:00,-93.10225695504312,
2021-10-14 01:00:00,-124.15447420598933,
2021-10-14 02:30:00,-124.15447420598933,
2021-10-14 03:00:00,-124.15447420598933,
2021-10-14 18:30:00,-124.15447420598933,
2021-10-14 20:00:00,-124.15447420598933,
2021-10-14 23:00:00,-124.15447420598933,
2021-10-14 23:59:59,35.81016968108928,c
2021-10-15 00:00:00,17.672416890851903,
2021-10-15 01:00:00,41.2887231724997,
2021-10-15 02:30:00,41.2887231724997,
2021-10-15 03:00:00,41.2887231724997,
2021-10-15 18:30:00,41.2887231724997,
2021-10-15 20:00:00,41.2887231724997,
2021-10-15 23:00:00,41.2887231724997,
2021-10-15 23:59:59,32.09513101776659,w
2021-10-18 00:00:00,20.583313289208892,
2021-10-18 01:00:00,44.255072186140325,
2021-10-18 02:30:00,44.255072186140325,
2021-10-18 03:00:00,44.255072186140325,
2021-10-18 18:30:00,44.255072186140325,
2021-10-18 20:00:00,44.255072186140325,
2021-10-18 23:00:00,44.255072186140325,
2021-10-18 23:59:59,-12.611860426750898,c
2021-10-19 00:00:00,-1.1765858800290694,
2021-10-19 01:00:00,-10.77426135682121,
2021-10-19 02:30:00,-10.77426135682121,
2021-10-19 03:00:00,-10.77426135682121,
2021-10-19 18:30:00,-10.77426135682121,
2021-10-19 20:00:00,-10.77426135682121,
2021-10-19 23:00:00,-10.77426135682121,
2021-10-19 23:59:59,-34.712401827811306,c
2021-10-20 00:00:00,-27.412800839044582,
2021-10-20 01:00:00,-34.557915807955354,
2021-10-20 02:30:00,-34.557915807955354,
2021-10-20 03:00:00,-34.557915807955354,
2021-10-20 18:30:00,-34.557915807955354,
2021-10-20 20:00:00,-34.557915807955354,
2021-10-20 23:00:00,-34.557915807955354,
2021-10-20 23:59:59,-41.86162788189729,c
2021-10-21 00:00:00,-46.078880319738815,
2021-10-21 01:00:00,-59.4887242347729,
2021-10-21 02:30:00,-59.4887242347729,
2021-10-21 03:00:00,-59.4887242347729,
2021-10-21 18:30:00,-59.4887242347729,
2021-10-21 20:00:00,-59.4887242347729,
2021-10-21 23:00:00,-59.4887242347729,
2021-10-21 23:59:59,-111.95053302763789,c
2021-10-22 00:00:00,-70.02523223848056,
2021-10-22 01:00:00,-76.0580644974532,
2021-10-22 02:30:00,-76.0580644974532,
2021-10-22 03:00:00,-76.0580644974532,
2021-10-22 18:30:00,-76.0580644974532,
2021-10-22 20:00:00,-76.0580644974532,
2021-10-22 23:00:00,-76.0580644974532,
2021-10-22 23:59:59,-100.14844193488302,w
2021-10-25 00:00:00,-169.0617696226148,
2021-10-25 01:00:00,-160.66908661774428,
2021-10-25 02:30:00,-160.66908661774428,
2021-10-25 03:00:00,-160.66908661774428,
2021-10-25 18:30:00,-160.66908661774428,
2021-10-25 20:00:00,-160.66908661774428,
2021-10-25 23:00:00,-160.66908661774428,
2021-10-25 23:59:59,-80.1124312405721,c
2021-10-26 00:00:00,-50.69217306507407,
2021-10-26 01:00:00,-66.25899577764203,
2021-10-26 02:30:00,-66.25899577764203,
2021-10-26 03:00:00,-66.25899577764203,
2021-10-26 18:30:00,-66.25899577764203,
2021-10-26 20:00:00,-66.25899577764203,
2021-10-26 23:00:00,-66.25899577764203,
2021-10-26 23:59:59,-64.02137692735423,c
2021-10-27 00:00:00,-52.00233808310952,
2021-10-27 01:00:00,-71.32861835883104,
2021-10-27 02:30:00,-71.32861835883104,
2021-10-27 03:00:00,-71.32861835883104,
2021-10-27 18:30:00,-71.32861835883104,
2021-10-27 20:00:00,-71.32861835883104,
2021-10-27 23:00:00,-71.32861835883104,
2021-10-27 23:59:59,-35.11711957269347,c
2021-10-28 00:00:00,-45.32241195496958,
2021-10-28 01:00:00,-33.31323213757278,
2021-10-28 02:30:00,-33.31323213757278,
2021-10-28 03:00:00,-33.31323213757278,
2021-10-28 18:30:00,-33.31323213757278,
2021-10-28 20:00:00,-33.31323213757278,
2021-10-28 23:00:00,-33.31323213757278,
2021-10-28 23:59:59,-12.74615007174322,c
2021-10-29 00:00:00,-16.938973733341466,
2021-10-29 01:00:00,-10.906810751188118,
2021-10-29 02:30:00,-10.906810751188118,
2021-10-29 03:00:00,-10.906810751188118,
2021-10-29 18:30:00,-10.906810751188118,
2021-10-29 20:00:00,-10.906810751188118,
2021-10-29 23:00:00,-10.906810751188118,
2021-10-29 23:59:59,3.5139995699530697,w
2021-11-01 00:00:00,14.327401988865468,
2021-11-01 01:00:00,34.71464016380425,
2021-11-01 02:30:00,34.71464016380425,
2021-11-01 03:00:00,34.71464016380425,
2021-11-01 18:30:00,34.71464016380425,
2021-11-01 20:00:00,34.71464016380425,
2021-11-01 23:00:00,34.71464016380425,
2021-11-01 23:59:59,66.17565375641665,c
2021-11-02 00:00:00,65.57501174276764,
2021-11-02 01:00:00,29.49122496113455,
2021-11-02 02:30:00,29.49122496113455,
2021-11-02 03:00:00,29.49122496113455,
2021-11-02 18:30:00,29.49122496113455,
2021-11-02 20:00:00,29.49122496113455,
