date,NUFAM_2022_Q1,meta
2022-02-11 00:00:00,-66.0020048698741,
2022-02-11 10:00:00,-66.0020048698741,
2022-02-11 10:30:00,-66.0020048698741,
2022-02-11 12:00:00,-66.0020048698741,
2022-02-11 13:30:00,-66.0020048698741,
2022-02-11 15:00:00,-66.0020048698741,
2022-02-11 15:30:30,-66.0020048698741,
2022-02-11 23:59:59,-66.0020048698741,w
2022-02-14 00:00:00,-66.0020048698741,
2022-02-14 10:00:00,-68.28561576845595,
2022-02-14 10:30:00,-52.99741480464672,
2022-02-14 12:00:00,-57.803857150686554,
2022-02-14 13:30:00,-50.99450108599899,
2022-02-14 15:00:00,-58.75131508475215,
2022-02-14 15:30:30,-58.75131508475215,
2022-02-14 23:59:59,-31.970212141839284,c
2022-02-15 00:00:00,-48.895911435494554,
2022-02-15 10:00:00,-61.32229830754545,
2022-02-15 10:30:00,-85.63858990972562,
2022-02-15 12:00:00,-100.84356897753878,
2022-02-15 13:30:00,-79.38343092925061,
2022-02-15 15:00:00,-77.38050736632749,
2022-02-15 15:30:30,-77.38050736632749,
2022-02-15 23:59:59,-70.48252647050481,c
2022-02-16 00:00:00,-64.27159184752486,
2022-02-16 10:00:00,-76.72589178260728,
2022-02-16 10:30:00,-64.13786111680429,
2022-02-16 12:00:00,-62.493480570804195,
2022-02-16 13:30:00,-51.872302221157724,
2022-02-16 15:00:00,-51.81275434860913,
2022-02-16 15:30:30,-51.81275434860913,
2022-02-16 23:59:59,-29.022326191869297,c
2022-02-17 00:00:00,-56.56774572450399,
2022-02-17 10:00:00,-38.035919861855064,
2022-02-17 10:30:00,-48.23331655697734,
2022-02-17 12:00:00,-56.01663804708073,
2022-02-17 13:30:00,-46.921716203659344,
2022-02-17 15:00:00,-50.11062223221211,
2022-02-17 15:30:30,-50.11062223221211,
2022-02-17 23:59:59,-36.099728164163935,c
2022-02-18 00:00:00,-41.48604483509234,
2022-02-18 10:00:00,-55.41575488718672,
2022-02-18 10:30:00,-45.90014913089203,
2022-02-18 12:00:00,-25.493965356888793,
2022-02-18 13:30:00,-25.830553029706834,
2022-02-18 15:00:00,-46.67763663211349,
2022-02-18 15:30:30,-46.67763663211349,
2022-02-18 23:59:59,-23.16122996825584,w
2022-02-21 00:00:00,-23.16122996825584,
2022-02-21 10:00:00,-23.16122996825584,
2022-02-21 10:30:00,-23.16122996825584,
2022-02-21 12:00:00,-23.16122996825584,
2022-02-21 13:30:00,-23.16122996825584,
2022-02-21 15:00:00,-23.16122996825584,
2022-02-21 15:30:30,-23.16122996825584,
2022-02-21 23:59:59,-23.16122996825584,c
2022-02-22 00:00:00,-14.715607226108432,
2022-02-22 10:00:00,-42.1843718777659,
2022-02-22 10:30:00,-48.615110723651924,
2022-02-22 12:00:00,-45.400001412097026,
2022-02-22 13:30:00,-39.333039789898976,
2022-02-22 15:00:00,-49.14273702893615,
2022-02-22 15:30:30,-49.14273702893615,
2022-02-22 23:59:59,-60.957612016070016,c
2022-02-23 00:00:00,-39.977361195085905,
2022-02-23 10:00:00,-54.500534517446795,
2022-02-23 10:30:00,-45.11311540572228,
2022-02-23 12:00:00,-33.542755593633046,
2022-02-23 13:30:00,-9.548825099245505,
2022-02-23 15:00:00,11.225248033691742,
2022-02-23 15:30:30,11.225248033691742,
2022-02-23 23:59:59,13.656411987676393,c
2022-02-24 00:00:00,32.63134514212379,
2022-02-24 10:00:00,53.51585714194971,
2022-02-24 10:30:00,35.45340539038489,
2022-02-24 12:00:00,42.517685053086325,
2022-02-24 13:30:00,40.906315824814556,
2022-02-24 15:00:00,36.484531787321885,
2022-02-24 15:30:30,36.484531787321885,
2022-02-24 23:59:59,29.97479171486566,c
2022-02-25 00:00:00,30.32803634503466,
2022-02-25 10:00:00,20.115664355232866,
2022-02-25 10:30:00,31.712931720541974,
2022-02-25 12:00:00,22.543264471995826,
2022-02-25 13:30:00,10.109978799119745,
2022-02-25 15:00:00,-4.245111587055817,
2022-02-25 15:30:30,-4.245111587055817,
2022-02-25 23:59:59,0.0,a
2022-02-28 00:00:00,12.47279473543881,
2022-02-28 10:00:00,34.487632288271016,
2022-02-28 10:30:00,48.138923963732395,
2022-02-28 12:00:00,32.57950198702565,
2022-02-28 13:30:00,29.451776740730793,
2022-02-28 15:00:00,23.626521615685306,
2022-02-28 15:30:30,23.626521615685306,
2022-02-28 23:59:59,44.21083872944496,e
2022-03-01 00:00:00,58.93939238867006,
2022-03-01 10:00:00,37.07372918038186,
2022-03-01 10:30:00,25.431796695365165,
2022-03-01 12:00:00,-2.9166700116220454,
2022-03-01 13:30:00,-5.131918231272266,
2022-03-01 15:00:00,-18.101725444840667,
2022-03-01 15:30:30,-18.101725444840667,
2022-03-01 23:59:59,-70.48533502046075,c
2022-03-02 00:00:00,-42.34370228337934,
2022-03-02 10:00:00,-92.57476996924879,
2022-03-02 10:30:00,-83.57184944183973,
2022-03-02 12:00:00,-84.20661537211186,
2022-03-02 13:30:00,-94.01398195231013,
2022-03-02 15:00:00,-79.26983843545213,
2022-03-02 15:30:30,-79.26983843545213,
2022-03-02 23:59:59,-84.3156275154472,c
2022-03-03 00:00:00,-98.1222219656895,
2022-03-03 10:00:00,-64.69333295699835,
2022-03-03 10:30:00,-57.919493559457806,
2022-03-03 12:00:00,-76.35090432302354,
2022-03-03 13:30:00,-97.18365370792048,
2022-03-03 15:00:00,-80.08497192788218,
2022-03-03 15:30:30,-80.08497192788218,
2022-03-03 23:59:59,-84.2906048102625,c
2022-03-04 00:00:00,-61.793347808565386,
2022-03-04 10:00:00,-83.91952731984452,
2022-03-04 10:30:00,-75.61001049143442,
2022-03-04 12:00:00,-69.14758574589064,
2022-03-04 13:30:00,-93.18784223737339,
2022-03-04 15:00:00,-103.15171713306358,
2022-03-04 15:30:30,-103.15171713306358,
2022-03-04 23:59:59,-99.68322154815428,w
2022-03-07 00:00:00,-90.64555327294988,
2022-03-07 10:00:00,-127.45590753858096,
2022-03-07 10:30:00,-127.60289139987185,
2022-03-07 12:00:00,-125.23935127831805,
2022-03-07 13:30:00,-136.58782565352385,
