date,FPX_2021_Q2,meta
2021-06-01 00:00:00,-349.17375050381116,
2021-06-01 10:00:00,-337.5276209559687,
2021-06-01 10:30:00,-333.52971913668483,
2021-06-01 12:00:00,-326.77166302441674,
2021-06-01 13:30:00,-318.3090439114217,
2021-06-01 15:00:00,-317.53545557463923,
2021-06-01 15:30:30,-317.53545557463923,
2021-06-01 23:59:59,-317.51736739296126,c
2021-06-02 00:00:00,-298.58740103411327,
2021-06-02 10:00:00,-273.99340605936743,
2021-06-02 10:30:00,-282.6619493418098,
2021-06-02 12:00:00,-293.71452581297154,
2021-06-02 13:30:00,-290.98820322181615,
2021-06-02 15:00:00,-287.09953817014457,
2021-06-02 15:30:30,-287.09953817014457,
2021-06-02 23:59:59,-279.0475496872237,c
2021-06-03 00:00:00,-286.3692822964421,
2021-06-03 10:00:00,-260.0282675276832,
2021-06-03 10:30:00,-261.38682572505223,
2021-06-03 12:00:00,-258.0436502982586,
2021-06-03 13:30:00,-253.57295680139242,
2021-06-03 15:00:00,-245.79012482005174,
2021-06-03 15:30:30,-245.79012482005174,
2021-06-03 23:59:59,-261.60371087174286,c
2021-06-04 00:00:00,-250.42672931276854,
2021-06-04 10:00:00,-236.1863457602991,
2021-06-04 10:30:00,-231.85700621367204,
2021-06-04 12:00:00,-221.7353583391963,
2021-06-04 13:30:00,-216.09865582865118,
2021-06-04 15:00:00,-222.06922047926147,
2021-06-04 15:30:30,-222.06922047926147,
2021-06-04 23:59:59,-208.97730305212986,w
2021-06-07 00:00:00,-196.0373431760776,
2021-06-07 10:00:00,-176.8978814428841,
2021-06-07 10:30:00,-163.6443768768354,
2021-06-07 12:00:00,-164.9171434916173,
2021-06-07 13:30:00,-156.55090518515792,
2021-06-07 15:00:00,-158.33466660405455,
2021-06-07 15:30:30,-158.33466660405455,
2021-06-07 23:59:59,-160.36580813537657,c
2021-06-08 00:00:00,-129.06065196930496,
2021-06-08 10:00:00,-113.76733383859346,
2021-06-08 10:30:00,-101.12701242959997,
2021-06-08 12:00:00,-120.40693086462093,
2021-06-08 13:30:00,-113.7921541698787,
