date,MSCI_US_AD_HEDGED_2023_Q1,meta
2023-01-05 00:00:00,-310.72902186517445,
2023-01-05 10:00:00,-319.8993299784845,
2023-01-05 10:30:00,-291.5996782631589,
2023-01-05 12:00:00,-262.22856789653963,
2023-01-05 13:30:00,-324.5271554977726,
2023-01-05 15:00:00,-315.3660779055092,
2023-01-05 15:30:30,-315.3660779055092,
2023-01-05 23:59:59,-344.50027449220886,c
2023-01-06 00:00:00,-355.43663261395955,
2023-01-06 10:00:00,-356.776304328832,
2023-01-06 10:30:00,-340.29067262392334,
2023-01-06 12:00:00,-356.35873681582973,
2023-01-06 13:30:00,-339.39463160279354,
2023-01-06 15:00:00,-365.7233980203574,
2023-01-06 15:30:30,-365.7233980203574,
2023-01-06 23:59:59,-393.8514998103933,w
2023-01-09 00:00:00,-389.8704532150754,
2023-01-09 10:00:00,-422.7141396212081,
2023-01-09 10:30:00,-406.3025787654457,
2023-01-09 12:00:00,-414.7767991821546,
2023-01-09 13:30:00,-424.705427194084,
2023-01-09 15:00:00,-391.7704199667702,
2023-01-09 15:30:30,-391.7704199667702,
2023-01-09 23:59:59,-349.5938008511299,c
2023-01-10 00:00:00,-373.70943678701303,
2023-01-10 10:00:00,-364.0610876434715,
2023-01-10 10:30:00,-355.50633879266286,
2023-01-10 12:00:00,-361.653734046355,
2023-01-10 13:30:00,-352.7074418552111,
2023-01-10 15:00:00,-281.74220067317674,
2023-01-10 15:30:30,-281.74220067317674,
2023-01-10 23:59:59,-286.50210381068905,c
2023-01-11 00:00:00,-200.7736294147062,
2023-01-11 10:00:00,-96.54304397480792,
2023-01-11 10:30:00,-71.22952848624516,
2023-01-11 12:00:00,-76.96601224133667,
2023-01-11 13:30:00,-96.56779804012729,
2023-01-11 15:00:00,-117.27372916338732,
2023-01-11 15:30:30,-117.27372916338732,
2023-01-11 23:59:59,-163.24752028588205,c
2023-01-12 00:00:00,-179.60679155234777,
2023-01-12 10:00:00,-132.189889706391,
2023-01-12 10:30:00,-102.39329953104948,
2023-01-12 12:00:00,-95.91963770020823,
2023-01-12 13:30:00,-69.75246233590792,
2023-01-12 15:00:00,-114.27191957468165,
2023-01-12 15:30:30,-114.27191957468165,
2023-01-12 23:59:59,-83.82852707106065,c
2023-01-13 00:00:00,-82.5279412548523,
2023-01-13 10:00:00,-60.73697853048952,
2023-01-13 10:30:00,-60.22467342942946,
2023-01-13 12:00:00,-80.61403287765108,
2023-01-13 13:30:00,-59.27400161951232,
2023-01-13 15:00:00,-61.768263413861064,
2023-01-13 15:30:30,-61.768263413861064,
2023-01-13 23:59:59,-73.40085324954077,w
