date,EU_MSCI_EM_MIG_2023_Q1,meta
2022-12-29 00:00:00,468.73909688179776,
2022-12-29 03:30:00,482.5039261365921,
2022-12-29 04:00:00,475.16356559426185,
2022-12-29 06:00:00,532.9883499001609,
2022-12-29 08:00:00,467.6442013575896,
2022-12-29 10:30:00,467.6442013575896,
2022-12-29 11:00:00,467.6442013575896,
2022-12-29 23:59:59,470.7453982486145,c
2022-12-30 00:00:00,402.9735757715332,
2022-12-30 03:30:00,484.28762944515904,
2022-12-30 04:00:00,495.4635194500073,
2022-12-30 06:00:00,495.4635194500073,
2022-12-30 08:00:00,495.4635194500073,
2022-12-30 10:30:00,495.4635194500073,
2022-12-30 11:00:00,495.4635194500073,
2022-12-30 23:59:59,507.49066538064176,w
2023-01-02 00:00:00,507.49066538064176,
2023-01-02 03:30:00,507.49066538064176,
2023-01-02 04:00:00,507.49066538064176,
2023-01-02 06:00:00,507.49066538064176,
2023-01-02 08:00:00,507.49066538064176,
2023-01-02 10:30:00,507.49066538064176,
2023-01-02 11:00:00,507.49066538064176,
2023-01-02 23:59:59,507.49066538064176,c
2023-01-03 00:00:00,592.0237887498025,
2023-01-03 03:30:00,546.9842751381195,
2023-01-03 04:00:00,541.158645690651,
2023-01-03 06:00:00,534.96810829519,
2023-01-03 08:00:00,534.961239137627,
2023-01-03 10:30:00,534.961239137627,
2023-01-03 11:00:00,534.961239137627,
2023-01-03 23:59:59,537.1033388421954,c
2023-01-04 00:00:00,438.4392611135594,
2023-01-04 03:30:00,516.9235541425625,
2023-01-04 04:00:00,596.5114172466957,
2023-01-04 06:00:00,599.9757771060857,
2023-01-04 08:00:00,461.4635420812168,
2023-01-04 10:30:00,461.4635420812168,
2023-01-04 11:00:00,461.4635420812168,
2023-01-04 23:59:59,403.2500907681675,c
2023-01-05 00:00:00,436.1802562910117,
2023-01-05 03:30:00,417.3370475719796,
2023-01-05 04:00:00,429.6583631220873,
2023-01-05 06:00:00,473.67491366665445,
