date,KRE_2021_Q1,meta
2021-02-19 00:00:00,-28.53132580977615,
2021-02-19 10:00:00,-63.449080219020516,
2021-02-19 10:30:00,-27.310350625728006,
2021-02-19 12:00:00,-17.917538469830674,
2021-02-19 13:30:00,-26.300458252663475,
2021-02-19 15:00:00,-47.2310376523335,
2021-02-19 15:30:30,-47.2310376523335,
2021-02-19 23:59:59,-37.257162407021724,w
2021-02-22 00:00:00,-99.86902870743097,
2021-02-22 10:00:00,-53.07693053126832,
2021-02-22 10:30:00,-83.00133827766638,
2021-02-22 12:00:00,-65.7652255251121,
2021-02-22 13:30:00,-84.87747630107765,
2021-02-22 15:00:00,-76.61957796661306,
2021-02-22 15:30:30,-76.61957796661306,
2021-02-22 23:59:59,-58.58921640367362,c
2021-02-23 00:00:00,-153.5285183187235,
2021-02-23 10:00:00,-172.78092361097185,
2021-02-23 10:30:00,-164.8143802611661,
2021-02-23 12:00:00,-162.1059616978207,
2021-02-23 13:30:00,-174.12292103068773,
2021-02-23 15:00:00,-181.58393503205286,
2021-02-23 15:30:30,-181.58393503205286,
2021-02-23 23:59:59,-172.7604393651044,c
2021-02-24 00:00:00,-167.60443834049954,
2021-02-24 10:00:00,-174.63936204128265,
2021-02-24 10:30:00,-176.2374317882378,
2021-02-24 12:00:00,-205.72640452362327,
2021-02-24 13:30:00,-216.15053305341905,
2021-02-24 15:00:00,-201.5984336767723,
2021-02-24 15:30:30,-201.5984336767723,
2021-02-24 23:59:59,-211.59206535169562,c
2021-02-25 00:00:00,-246.42781827869374,
2021-02-25 10:00:00,-209.81728859689554,
2021-02-25 10:30:00,-196.1736655844851,
2021-02-25 12:00:00,-207.3830300612259,
2021-02-25 13:30:00,-169.24678912084016,
2021-02-25 15:00:00,-161.18891198864048,
2021-02-25 15:30:30,-161.18891198864048,
2021-02-25 23:59:59,-169.2891033343666,c
2021-02-26 00:00:00,-161.2057979700421,
2021-02-26 10:00:00,-153.48974679736796,
2021-02-26 10:30:00,-148.74590518047808,
2021-02-26 12:00:00,-126.71220199427637,
2021-02-26 13:30:00,-98.83254219646449,
2021-02-26 15:00:00,-97.12218146185592,
2021-02-26 15:30:30,-97.12218146185592,s
2021-02-26 23:59:59,-104.3387939606207,w
2021-03-01 00:00:00,-91.84189103759343,
2021-03-01 10:00:00,-102.0957366506999,
2021-03-01 10:30:00,-113.37099074989214,
2021-03-01 12:00:00,-76.0389229463658,
2021-03-01 13:30:00,-84.32634445130839,
2021-03-01 15:00:00,-93.92789043111009,
2021-03-01 15:30:30,-93.92789043111009,
2021-03-01 23:59:59,-80.0527054541036,c
2021-03-02 00:00:00,-61.88621797409053,
2021-03-02 10:00:00,-89.61173110440757,
2021-03-02 10:30:00,-109.31944230125794,
2021-03-02 12:00:00,-89.99608487021055,
