date,EU_SX5E_AD_2021_Q4,meta
2021-11-22 11:00:00,-58.16259417450942,
2021-11-22 23:59:59,-82.56224350910247,c
2021-11-23 00:00:00,-140.84612286716197,
2021-11-23 03:30:00,-198.0610878611419,
2021-11-23 04:00:00,-193.9021089706439,
2021-11-23 06:00:00,-117.53934173789571,
2021-11-23 08:00:00,-117.45115712572192,
2021-11-23 10:30:00,-139.20771176565177,
2021-11-23 11:00:00,-138.82229348108262,
2021-11-23 23:59:59,-117.64696985073442,c
2021-11-24 00:00:00,-95.04377803271586,
2021-11-24 03:30:00,-55.18676947347967,
2021-11-24 04:00:00,-75.10391747217432,
2021-11-24 06:00:00,-136.4336545595429,
2021-11-24 08:00:00,-138.63975382392482,
2021-11-24 10:30:00,-118.74597001671577,
2021-11-24 11:00:00,-101.43681509941189,
2021-11-24 23:59:59,-108.32723894726632,c
2021-11-25 00:00:00,-108.55308849515109,
2021-11-25 03:30:00,-108.11740776622491,
2021-11-25 04:00:00,-134.06663794546967,
2021-11-25 06:00:00,-163.1968112941513,
2021-11-25 08:00:00,-107.8266387797837,
2021-11-25 10:30:00,-96.3861115657985,
2021-11-25 11:00:00,-84.14073490068131,
2021-11-25 23:59:59,-63.3164119475764,c
2021-11-26 00:00:00,-129.6685083689306,
2021-11-26 03:30:00,-75.81058586936115,
2021-11-26 04:00:00,-67.82075890293709,
2021-11-26 06:00:00,-104.44248346478662,
2021-11-26 08:00:00,-71.3518869384568,
2021-11-26 10:30:00,-119.29594414908479,
2021-11-26 11:00:00,-112.27847540226071,
2021-11-26 23:59:59,-125.85770645695993,w
2021-11-29 00:00:00,-114.44634688625843,
2021-11-29 03:30:00,-119.3336906806203,
2021-11-29 04:00:00,-80.47649624272981,
2021-11-29 06:00:00,-11.325552742410764,
2021-11-29 08:00:00,-6.042853549358142,
2021-11-29 10:30:00,-4.87055214962993,
2021-11-29 11:00:00,31.57516485007841,
2021-11-29 23:59:59,22.144664358363343,c
2021-11-30 00:00:00,-11.558673350152048,
2021-11-30 03:30:00,-1.456339452963448,
2021-11-30 04:00:00,15.835027498156023,
2021-11-30 06:00:00,52.562560591915144,
2021-11-30 08:00:00,82.12193019746292,
2021-11-30 10:30:00,110.21262262111145,
2021-11-30 11:00:00,68.41162249833678,
2021-11-30 23:59:59,71.07356044434255,c
2021-12-01 00:00:00,81.44618975627372,
2021-12-01 03:30:00,-24.06131232211351,
2021-12-01 04:00:00,-61.271511914654184,
2021-12-01 06:00:00,-54.27363284349326,
2021-12-01 08:00:00,-43.76279271088538,
2021-12-01 10:30:00,-6.5997801973740025,
2021-12-01 11:00:00,-7.1568542846500804,
2021-12-01 23:59:59,0.0,a
2021-12-02 00:00:00,-25.316071960258114,
2021-12-02 03:30:00,-74.86053738534338,
2021-12-02 04:00:00,-9.9726334604768,
2021-12-02 06:00:00,-22.07317160333514,
2021-12-02 08:00:00,-72.07235348353606,
2021-12-02 10:30:00,-75.74522261902143,
2021-12-02 11:00:00,-75.74146673905352,
2021-12-02 23:59:59,-86.27081266231517,c
2021-12-03 00:00:00,-34.60202218375798,
2021-12-03 03:30:00,-86.63914749301534,
2021-12-03 04:00:00,-127.88552173495782,
2021-12-03 06:00:00,-83.45080713775292,
2021-12-03 08:00:00,-80.50225096314489,
2021-12-03 10:30:00,-84.9167182452054,
2021-12-03 11:00:00,-80.28472329243345,
2021-12-03 23:59:59,-60.06255089809838,w
2021-12-06 00:00:00,-48.39591805586292,
2021-12-06 03:30:00,-133.0145357735305,
2021-12-06 04:00:00,-103.57484097173983,
2021-12-06 06:00:00,-140.22802610189842,
2021-12-06 08:00:00,-170.8806557088144,
2021-12-06 10:30:00,-228.6649379641076,
2021-12-06 11:00:00,-272.5898006632988,
2021-12-06 23:59:59,-268.12468795692257,c
2021-12-07 00:00:00,-268.12468795692257,
2021-12-07 03:30:00,-234.717536381454,
2021-12-07 04:00:00,-258.5611297760372,
2021-12-07 06:00:00,-248.9272134236087,
2021-12-07 08:00:00,-246.0063127706062,
2021-12-07 10:30:00,-261.4004284488608,
2021-12-07 11:00:00,-256.72764179182195,
2021-12-07 23:59:59,-252.18895770206655,c
2021-12-08 00:00:00,-209.97603421174517,
2021-12-08 03:30:00,-196.50177985260075,
2021-12-08 04:00:00,-216.58118521554434,
2021-12-08 06:00:00,-241.72194961076798,
2021-12-08 08:00:00,-238.66423963779607,
2021-12-08 10:30:00,-332.4664823351543,
2021-12-08 11:00:00,-328.41466575189474,
2021-12-08 23:59:59,-323.5125541677701,c
2021-12-09 00:00:00,-284.0261368150784,
2021-12-09 03:30:00,-287.48053767139936,
2021-12-09 04:00:00,-275.9956912467869,
2021-12-09 06:00:00,-322.5827383810358,
2021-12-09 08:00:00,-325.310915335604,
2021-12-09 10:30:00,-284.9799539921428,
2021-12-09 11:00:00,-272.3403029687199,
2021-12-09 23:59:59,-252.2166454245678,c
2021-12-10 00:00:00,-250.74428708904793,
2021-12-10 03:30:00,-287.8364658255757,
2021-12-10 04:00:00,-271.51929055926234,
2021-12-10 06:00:00,-296.01569350331965,
2021-12-10 08:00:00,-292.1479458379142,
2021-12-10 10:30:00,-260.6251709172716,
2021-12-10 11:00:00,-252.2271228458485,
2021-12-10 23:59:59,-251.936714765513,w
2021-12-13 00:00:00,-233.57131864917346,
2021-12-13 03:30:00,-304.54705466820474,
2021-12-13 04:00:00,-298.7118391062213,
2021-12-13 06:00:00,-251.68833112136554,
2021-12-13 08:00:00,-227.00614225695676,
2021-12-13 10:30:00,-277.0282187822329,
2021-12-13 11:00:00,-268.5070785838725,
2021-12-13 23:59:59,-240.09796102990003,c
2021-12-14 00:00:00,-258.3889207601719,
2021-12-14 03:30:00,-248.88884024561662,
2021-12-14 04:00:00,-272.1531534286678,
2021-12-14 06:00:00,-278.4354789608485,
2021-12-14 08:00:00,-296.61689843460294,
2021-12-14 10:30:00,-283.46727551912136,
2021-12-14 11:00:00,-302.51141596499065,
2021-12-14 23:59:59,-276.447791887422,c
2021-12-15 00:00:00,-250.12273041573576,
2021-12-15 03:30:00,-207.41072072158477,
2021-12-15 04:00:00,-160.05335761802598,
2021-12-15 06:00:00,-148.73230563580933,
2021-12-15 08:00:00,-175.13956523654474,
2021-12-15 10:30:00,-153.33040131415328,
2021-12-15 11:00:00,-131.03484129049366,
2021-12-15 23:59:59,-123.43223165658833,c
2021-12-16 00:00:00,-99.81351819176803,
2021-12-16 03:30:00,-207.42156524254506,
2021-12-16 04:00:00,-166.83913957596656,
2021-12-16 06:00:00,-144.94022613040238,
2021-12-16 08:00:00,-112.66031163145749,
2021-12-16 10:30:00,-41.44122185060769,
2021-12-16 11:00:00,-41.94299174312164,
2021-12-16 23:59:59,-59.48905392396318,c
2021-12-17 00:00:00,-50.0100743540645,
2021-12-17 03:30:00,97.71672566301686,
2021-12-17 04:00:00,38.41452089219251,
2021-12-17 06:00:00,-94.07469478157054,
2021-12-17 08:00:00,-218.00062997010195,
2021-12-17 10:30:00,-303.4502268986737,
2021-12-17 11:00:00,-351.85372463557997,
2021-12-17 23:59:59,-435.28664134045266,e
2021-12-20 00:00:00,-459.10002156394853,
2021-12-20 03:30:00,-401.3649440188815,
2021-12-20 04:00:00,-374.32834197184957,
2021-12-20 06:00:00,-332.03391285484986,
2021-12-20 08:00:00,-347.5068010927107,
2021-12-20 10:30:00,-382.04093372860166,
2021-12-20 11:00:00,-354.94247248106444,
2021-12-20 23:59:59,-319.13718606751513,c
2021-12-21 00:00:00,-276.953541924056,
2021-12-21 03:30:00,-282.8285662301107,
2021-12-21 04:00:00,-296.77398194374655,
2021-12-21 06:00:00,-318.72604992743527,
2021-12-21 08:00:00,-322.33176124138254,
2021-12-21 10:30:00,-398.6421687295565,
2021-12-21 11:00:00,-394.4782288071549,
2021-12-21 23:59:59,-385.71392796232976,c
2021-12-22 00:00:00,-327.1563000395188,
2021-12-22 03:30:00,-375.3810226907133,
2021-12-22 04:00:00,-353.1684308887536,
2021-12-22 06:00:00,-406.51255960236676,
2021-12-22 08:00:00,-449.95958190707574,
2021-12-22 10:30:00,-375.15856778529974,
2021-12-22 11:00:00,-358.0148238828649,
2021-12-22 23:59:59,-347.2383461981424,c
2021-12-23 00:00:00,-356.4551155909512,
2021-12-23 03:30:00,-409.30991928989056,
2021-12-23 04:00:00,-441.3893384034609,
2021-12-23 06:00:00,-463.50326882964623,
2021-12-23 08:00:00,-440.7324161258457,
2021-12-23 10:30:00,-435.63278739098587,
2021-12-23 11:00:00,-439.88395079781526,
2021-12-23 23:59:59,-443.5594342571994,c
2021-12-24 00:00:00,-416.5523970910233,
2021-12-24 03:30:00,-430.19993790601256,
2021-12-24 04:00:00,-419.6401076317636,
2021-12-24 06:00:00,-438.59577202290893,
2021-12-24 08:00:00,-438.59577202290893,
2021-12-24 10:30:00,-438.59577202290893,
2021-12-24 11:00:00,-438.59577202290893,
2021-12-24 23:59:59,-434.41347843480844,w
2021-12-27 00:00:00,-462.34248183613045,
2021-12-27 03:30:00,-465.030777341502,
2021-12-27 04:00:00,-451.1046022110131,
2021-12-27 06:00:00,-468.0097007875047,
2021-12-27 08:00:00,-446.4533537519478,
2021-12-27 10:30:00,-440.85288494597694,
2021-12-27 11:00:00,-446.6804267569428,
2021-12-27 23:59:59,-442.64365783141193,c
2021-12-28 00:00:00,-454.2849025602628,
2021-12-28 03:30:00,-482.04871882327757,
2021-12-28 04:00:00,-443.6195512706688,
2021-12-28 06:00:00,-454.33176579151575,
2021-12-28 08:00:00,-458.7211146387151,
2021-12-28 10:30:00,-493.46697202463383,
2021-12-28 11:00:00,-500.6165019226165,
2021-12-28 23:59:59,-486.59276569208316,c
2021-12-29 00:00:00,-486.02370033033503,
2021-12-29 03:30:00,-467.2451857901592,
2021-12-29 04:00:00,-480.06144704355904,
2021-12-29 06:00:00,-438.60369078911845,
2021-12-29 08:00:00,-431.58958015678945,
2021-12-29 10:30:00,-454.47222217769,
2021-12-29 11:00:00,-441.6506818028711,
2021-12-29 23:59:59,-430.00773886152683,c
2021-12-30 00:00:00,-423.05824533031546,
2021-12-30 03:30:00,-445.76191808746694,
2021-12-30 04:00:00,-449.56197628012046,
2021-12-30 06:00:00,-452.5744603994,
2021-12-30 08:00:00,-462.3491643051734,
2021-12-30 10:30:00,-513.5420194344819,
2021-12-30 11:00:00,-510.153463503618,
2021-12-30 23:59:59,-498.0595758032821,c
2021-12-31 00:00:00,-498.3161939936449,
2021-12-31 03:30:00,-478.8970438952713,
2021-12-31 04:00:00,-476.5453641850654,
2021-12-31 06:00:00,-465.3431125494436,
2021-12-31 08:00:00,-465.3431125494436,
2021-12-31 10:30:00,-465.3431125494436,
2021-12-31 11:00:00,-465.3431125494436,
2021-12-31 23:59:59,-472.0246867564998,w
