date,EU_SX5E_AD_2021_Q4,meta
2021-11-10 00:00:00,-917.3763286328841,
2021-11-10 03:30:00,-971.0600263925883,
2021-11-10 04:00:00,-991.3041277292723,
2021-11-10 06:00:00,-1038.605481965928,
2021-11-10 08:00:00,-1016.5000515035365,
2021-11-10 10:30:00,-1025.3043280066895,
2021-11-10 11:00:00,-1014.267058461457,
2021-11-10 23:59:59,-1015.7723120692224,c
2021-11-11 00:00:00,-1043.2073481731145,
2021-11-11 03:30:00,-1019.17616067377,
2021-11-11 04:00:00,-1015.6900285157964,
2021-11-11 06:00:00,-968.7665009818556,
2021-11-11 08:00:00,-984.4086069531154,
2021-11-11 10:30:00,-996.4347766896844,
2021-11-11 11:00:00,-1007.4999057173218,
2021-11-11 23:59:59,-998.7004166634545,c
2021-11-12 00:00:00,-1004.2731733010642,
2021-11-12 03:30:00,-958.0961761088835,
2021-11-12 04:00:00,-948.9200548920312,
2021-11-12 06:00:00,-961.4437024610211,
2021-11-12 08:00:00,-906.7583529806576,
2021-11-12 10:30:00,-876.0392658715806,
2021-11-12 11:00:00,-863.3395870552719,
2021-11-12 23:59:59,-846.4301566078951,w
2021-11-15 00:00:00,-827.0582900948591,
2021-11-15 03:30:00,-822.9341043122059,
2021-11-15 04:00:00,-833.2726358957825,
2021-11-15 06:00:00,-801.8154281757231,
2021-11-15 08:00:00,-762.0704523148576,
2021-11-15 10:30:00,-745.8651586364989,
2021-11-15 11:00:00,-748.2843250694942,
2021-11-15 23:59:59,-739.9008941014647,c
2021-11-16 00:00:00,-703.4552953962848,
2021-11-16 03:30:00,-719.6267926572743,
2021-11-16 04:00:00,-698.159858694834,
2021-11-16 06:00:00,-686.4687463933707,
2021-11-16 08:00:00,-666.1625842450306,
2021-11-16 10:30:00,-577.0813281276115,
2021-11-16 11:00:00,-591.9560515225934,
2021-11-16 23:59:59,-586.9774823929803,c
2021-11-17 00:00:00,-573.383018408797,
2021-11-17 03:30:00,-540.4137073442363,
2021-11-17 04:00:00,-577.8355686774822,
2021-11-17 06:00:00,-581.8428708116575,
2021-11-17 08:00:00,-578.4369228062382,
2021-11-17 10:30:00,-566.0449234283346,
2021-11-17 11:00:00,-575.7430276172375,
2021-11-17 23:59:59,-569.1118167729445,c
2021-11-18 00:00:00,-530.3308590886558,
2021-11-18 03:30:00,-505.7409617432402,
2021-11-18 04:00:00,-467.2158922388312,
2021-11-18 06:00:00,-366.5173996568799,
2021-11-18 08:00:00,-237.20490079959086,
2021-11-18 10:30:00,-329.7579308087554,
2021-11-18 11:00:00,-321.82211283130255,
2021-11-18 23:59:59,-317.47179526610535,c
2021-11-19 00:00:00,-91.14197019567632,
2021-11-19 03:30:00,-95.8993036154036,
2021-11-19 04:00:00,-91.53543300413753,
2021-11-19 06:00:00,-90.2379389304424,
2021-11-19 08:00:00,-122.22198579548512,
2021-11-19 10:30:00,-63.98809181796355,
2021-11-19 11:00:00,-52.76206367107261,
2021-11-19 23:59:59,7.812378229079286,w
2021-11-22 00:00:00,-54.77888900068115,
2021-11-22 03:30:00,-58.58316088017955,
2021-11-22 04:00:00,-43.753164024346916,
2021-11-22 06:00:00,-108.80420187713366,
2021-11-22 08:00:00,-133.3590413874722,
2021-11-22 10:30:00,-45.89536697026551,
