date,INTEL_STY_2023_Q1,meta
2023-02-07 00:00:00,92.80725928396019,
2023-02-07 10:00:00,93.00715624965802,
2023-02-07 10:30:00,89.42307593417468,
2023-02-07 12:00:00,78.98724436101105,
2023-02-07 13:30:00,77.96837948796947,
2023-02-07 15:00:00,82.69481194304147,
2023-02-07 15:30:30,82.69481194304147,
2023-02-07 23:59:59,73.50103058770704,c
2023-02-08 00:00:00,59.50157178426805,
2023-02-08 10:00:00,62.38970495353449,
2023-02-08 10:30:00,59.73204130357338,
2023-02-08 12:00:00,62.835268033450674,
2023-02-08 13:30:00,61.570493608031214,
2023-02-08 15:00:00,55.12838621594803,
2023-02-08 15:30:30,55.12838621594803,
2023-02-08 23:59:59,62.398526246239086,c
2023-02-09 00:00:00,72.12653754548768,
2023-02-09 10:00:00,91.79564774038425,
2023-02-09 10:30:00,85.44577860191441,
2023-02-09 12:00:00,86.41304630065277,
2023-02-09 13:30:00,76.69992686666697,
2023-02-09 15:00:00,73.91495937139932,
2023-02-09 15:30:30,73.91495937139932,
2023-02-09 23:59:59,68.50156250364846,c
2023-02-10 00:00:00,56.046494334789685,
2023-02-10 10:00:00,50.00333259609444,
2023-02-10 10:30:00,43.68371999817059,
2023-02-10 12:00:00,39.797580793324485,
2023-02-10 13:30:00,39.45279291821606,
2023-02-10 15:00:00,30.999059971462486,
2023-02-10 15:30:30,30.999059971462486,
2023-02-10 23:59:59,35.82776326431204,w
2023-02-13 00:00:00,47.67732021543112,
2023-02-13 10:00:00,73.3861293699875,
2023-02-13 10:30:00,66.73999741093864,
2023-02-13 12:00:00,76.78628703552282,
2023-02-13 13:30:00,69.96630405538764,
2023-02-13 15:00:00,75.34492801907241,
2023-02-13 15:30:30,75.34492801907241,
2023-02-13 23:59:59,85.24011759359524,c
2023-02-14 00:00:00,77.52149976765403,
2023-02-14 10:00:00,85.54675873689294,
2023-02-14 10:30:00,88.1119410927622,
2023-02-14 12:00:00,74.0938973529516,
2023-02-14 13:30:00,77.29225579363572,
2023-02-14 15:00:00,79.93880289200226,
2023-02-14 15:30:30,79.93880289200226,
2023-02-14 23:59:59,71.77428795141248,c
2023-02-15 00:00:00,33.48439113458441,
2023-02-15 10:00:00,37.4209559975005,
2023-02-15 10:30:00,37.09737729707075,
2023-02-15 12:00:00,37.036224508427125,
2023-02-15 13:30:00,37.24811205729485,
2023-02-15 15:00:00,43.274647851372606,
2023-02-15 15:30:30,43.274647851372606,
2023-02-15 23:59:59,41.554825035829154,c
2023-02-16 00:00:00,19.933829092941338,
2023-02-16 10:00:00,17.719613741536413,
2023-02-16 10:30:00,6.026125044555819,
2023-02-16 12:00:00,0.15313536519990834,
2023-02-16 13:30:00,20.459685920539492,
2023-02-16 15:00:00,19.987300977227243,
2023-02-16 15:30:30,19.987300977227243,
2023-02-16 23:59:59,31.92387863431837,c
2023-02-17 00:00:00,29.763161826513162,
2023-02-17 10:00:00,34.698296513550616,
2023-02-17 10:30:00,32.752289911118226,
2023-02-17 12:00:00,24.86008650952634,
2023-02-17 13:30:00,32.26690078855813,
2023-02-17 15:00:00,34.054246555479125,
2023-02-17 15:30:30,34.054246555479125,
2023-02-17 23:59:59,44.81686739907778,w
2023-02-20 00:00:00,44.81686739907778,
2023-02-20 10:00:00,44.81686739907778,
2023-02-20 10:30:00,44.81686739907778,
2023-02-20 12:00:00,44.81686739907778,
2023-02-20 13:30:00,44.81686739907778,
2023-02-20 15:00:00,44.81686739907778,
2023-02-20 15:30:30,44.81686739907778,s
2023-02-20 23:59:59,44.81686739907778,c
2023-02-21 00:00:00,27.727801288016572,
2023-02-21 10:00:00,11.795572220731415,
2023-02-21 10:30:00,9.812232829704413,
2023-02-21 12:00:00,8.975984691208403,
2023-02-21 13:30:00,-2.673564615046409,
2023-02-21 15:00:00,-3.59442494084799,
2023-02-21 15:30:30,-3.59442494084799,
2023-02-21 23:59:59,0.0,a
2023-02-22 00:00:00,10.205682274103012,
2023-02-22 10:00:00,18.430587664173906,
2023-02-22 10:30:00,15.737588304973691,
2023-02-22 12:00:00,5.092745968022193,
2023-02-22 13:30:00,2.2691069950176725,
2023-02-22 15:00:00,-8.547797763889982,
2023-02-22 15:30:30,-8.547797763889982,
2023-02-22 23:59:59,-2.169858833756326,c
2023-02-23 00:00:00,-15.394941542035117,
2023-02-23 10:00:00,-6.494368960200639,
2023-02-23 10:30:00,-8.72550713019676,
2023-02-23 12:00:00,-9.461268567887878,
2023-02-23 13:30:00,-12.045925438456674,
2023-02-23 15:00:00,-9.996130392993276,
2023-02-23 15:30:30,-9.996130392993276,
2023-02-23 23:59:59,-0.1475550821406486,c
0,-0.1475550821406486,
0,-0.1475550821406486,
0,-0.1475550821406486,
0,-0.1475550821406486,
0,-0.1475550821406486,
0,-0.1475550821406486,
0,-0.1475550821406486,
0,-0.1475550821406486,
2023-02-24 00:00:00,-15.817012009073036,
2023-02-24 10:00:00,-6.201120569229445,
2023-02-24 10:30:00,-4.657754928455738,
2023-02-24 12:00:00,-5.345483020461977,
2023-02-24 13:30:00,-11.335043324615228,
2023-02-24 15:00:00,-10.600125129236552,
2023-02-24 15:30:30,-10.600125129236552,
2023-02-24 23:59:59,-21.598348555589062,w
2023-02-27 00:00:00,-11.428944822411466,
2023-02-27 10:00:00,-29.757458231230338,
2023-02-27 10:30:00,-27.87916547253734,
2023-02-27 12:00:00,-27.199800956194974,
2023-02-27 13:30:00,-24.46912189315031,
2023-02-27 15:00:00,-27.37288165588757,
2023-02-27 15:30:30,-27.37288165588757,
2023-02-27 23:59:59,-25.229394473101664,c
2023-02-28 00:00:00,-31.79396640717933,
2023-02-28 10:00:00,0.5291401619865965,
2023-02-28 10:30:00,0.20321102012538006,
2023-02-28 12:00:00,13.38947386810407,
2023-02-28 13:30:00,20.486723216458294,
2023-02-28 15:00:00,16.553045609094255,
2023-02-28 15:30:30,16.553045609094255,
2023-02-28 23:59:59,19.174633258887695,e
2023-03-01 00:00:00,10.818018573858744,
2023-03-01 10:00:00,15.705122647285087,
2023-03-01 10:30:00,6.257172038907989,
2023-03-01 12:00:00,4.8159960309510055,
2023-03-01 13:30:00,1.3170185599966615,
2023-03-01 15:00:00,-14.535109975245906,
2023-03-01 15:30:30,-14.535109975245906,
2023-03-01 23:59:59,-14.455423180104216,c
2023-03-02 00:00:00,-1.9814639795629247,
2023-03-02 10:00:00,-3.75868231040905,
2023-03-02 10:30:00,-1.741001866912871,
2023-03-02 12:00:00,1.443545697862703,
2023-03-02 13:30:00,-1.0320681675432368,
2023-03-02 15:00:00,12.746413032563005,
2023-03-02 15:30:30,12.746413032563005,
2023-03-02 23:59:59,14.644983590163378,c
2023-03-03 00:00:00,15.943087574240984,
2023-03-03 10:00:00,24.67947351541236,
2023-03-03 10:30:00,33.88281940734457,
2023-03-03 12:00:00,32.34196907215073,
2023-03-03 13:30:00,26.94145183945738,
2023-03-03 15:00:00,34.67688156674966,
2023-03-03 15:30:30,34.67688156674966,
2023-03-03 23:59:59,40.97344192711003,w
2023-03-06 00:00:00,51.45571230009875,
2023-03-06 10:00:00,54.78700318889743,
2023-03-06 10:30:00,55.767013703279545,
2023-03-06 12:00:00,63.18062680374092,
2023-03-06 13:30:00,57.97816278206558,
2023-03-06 15:00:00,52.2386634919346,
2023-03-06 15:30:30,52.2386634919346,
2023-03-06 23:59:59,48.02660360448964,c
2023-03-07 00:00:00,54.84762960972536,
2023-03-07 10:00:00,53.82281815591841,
2023-03-07 10:30:00,48.97696708313333,
2023-03-07 12:00:00,49.9427197828858,
2023-03-07 13:30:00,36.76476493378324,
2023-03-07 15:00:00,41.587615290572316,
2023-03-07 15:30:30,41.587615290572316,
2023-03-07 23:59:59,41.511206143492004,c
2023-03-08 00:00:00,52.76379607258997,
2023-03-08 10:00:00,68.40578946386863,
2023-03-08 10:30:00,76.59225152468716,
2023-03-08 12:00:00,87.46172508156548,
2023-03-08 13:30:00,90.28061849962135,
2023-03-08 15:00:00,90.20221180656006,
2023-03-08 15:30:30,90.20221180656006,
2023-03-08 23:59:59,93.72330238148379,c
2023-03-09 00:00:00,97.13498360420824,
2023-03-09 10:00:00,100.1492696302481,
2023-03-09 10:30:00,101.65507530000197,
2023-03-09 12:00:00,86.06240540783674,
2023-03-09 13:30:00,77.1420159571503,
2023-03-09 15:00:00,83.24894503521898,
2023-03-09 15:30:30,83.24894503521898,
2023-03-09 23:59:59,77.848542613398,c
2023-03-10 00:00:00,73.03140560912007,
2023-03-10 10:00:00,41.394339071591574,
2023-03-10 10:30:00,50.11503903897635,
2023-03-10 12:00:00,51.751438126173554,
2023-03-10 13:30:00,43.95843764102733,
2023-03-10 15:00:00,47.98977836054003,
2023-03-10 15:30:30,47.98977836054003,
2023-03-10 23:59:59,44.288589333265705,w
2023-03-13 00:00:00,44.288589333265705,
2023-03-13 10:00:00,44.288589333265705,
2023-03-13 10:30:00,44.288589333265705,
2023-03-13 12:00:00,44.288589333265705,
2023-03-13 13:30:00,44.288589333265705,
2023-03-13 15:00:00,44.288589333265705,
2023-03-13 15:30:30,44.288589333265705,
2023-03-13 23:59:59,44.288589333265705,c
2023-03-14 00:00:00,44.288589333265705,
2023-03-14 10:00:00,44.288589333265705,
2023-03-14 10:30:00,44.288589333265705,
2023-03-14 12:00:00,44.288589333265705,
2023-03-14 13:30:00,44.288589333265705,
2023-03-14 15:00:00,44.288589333265705,
2023-03-14 15:30:30,44.288589333265705,
2023-03-14 23:59:59,44.288589333265705,c
