date,SPHB_2022_Q1,meta
2022-01-28 00:00:00,602.4160831516915,
2022-01-28 10:00:00,673.4691012580502,
2022-01-28 10:30:00,649.7348912455295,
2022-01-28 12:00:00,492.1300587765818,
2022-01-28 13:30:00,523.4563305666056,
2022-01-28 15:00:00,470.1414443658441,
2022-01-28 15:30:30,470.1414443658441,
2022-01-28 23:59:59,442.8209182283049,w
2022-01-31 00:00:00,443.6297098249206,
2022-01-31 10:00:00,441.13758222052275,
2022-01-31 10:30:00,458.0273653994336,
2022-01-31 12:00:00,410.49494347236396,
2022-01-31 13:30:00,408.1647651397825,
2022-01-31 15:00:00,408.98348970269626,
2022-01-31 15:30:30,408.98348970269626,s
2022-01-31 23:59:59,434.8567598036493,c
2022-02-01 00:00:00,380.0079799319601,
2022-02-01 10:00:00,398.49341963435154,
2022-02-01 10:30:00,331.8113751443402,
2022-02-01 12:00:00,216.6670626141081,
2022-02-01 13:30:00,278.27072731023736,
2022-02-01 15:00:00,263.1628843697604,
2022-02-01 15:30:30,263.1628843697604,
2022-02-01 23:59:59,237.50885633519465,c
2022-02-02 00:00:00,184.6175215266053,
2022-02-02 10:00:00,257.6502745197222,
2022-02-02 10:30:00,285.4077412288084,
2022-02-02 12:00:00,263.6630874115417,
2022-02-02 13:30:00,301.1949759680597,
2022-02-02 15:00:00,272.925422458331,
2022-02-02 15:30:30,272.925422458331,
2022-02-02 23:59:59,301.1076540771701,c
2022-02-03 00:00:00,360.9314573308875,
2022-02-03 10:00:00,387.1242348822261,
2022-02-03 10:30:00,354.5930845393814,
2022-02-03 12:00:00,408.8277458979851,
2022-02-03 13:30:00,435.4723037926883,
2022-02-03 15:00:00,452.2914133996219,
2022-02-03 15:30:30,452.2914133996219,
2022-02-03 23:59:59,479.1784484228033,c
2022-02-04 00:00:00,515.9866140603253,
2022-02-04 10:00:00,390.5230585358022,
2022-02-04 10:30:00,374.3427950524583,
2022-02-04 12:00:00,349.4614587872552,
2022-02-04 13:30:00,343.03761851495574,
2022-02-04 15:00:00,358.5073851750162,
2022-02-04 15:30:30,358.5073851750162,
2022-02-04 23:59:59,357.9691942868608,w
2022-02-07 00:00:00,369.655459854579,
2022-02-07 10:00:00,326.62763036795104,
2022-02-07 10:30:00,327.6280170098066,
2022-02-07 12:00:00,387.05103951948195,
2022-02-07 13:30:00,371.5834237837689,
2022-02-07 15:00:00,323.84427662592407,
2022-02-07 15:30:30,323.84427662592407,
2022-02-07 23:59:59,329.9845576423613,c
2022-02-08 00:00:00,333.88687183639604,
2022-02-08 10:00:00,414.5870526821359,
2022-02-08 10:30:00,436.4888382652389,
2022-02-08 12:00:00,404.8240246496671,
2022-02-08 13:30:00,399.53348378290093,
2022-02-08 15:00:00,439.77108725153903,
2022-02-08 15:30:30,439.77108725153903,
2022-02-08 23:59:59,414.8794471564879,c
2022-02-09 00:00:00,201.64896181434688,
2022-02-09 10:00:00,74.26189872180566,
2022-02-09 10:30:00,14.304032093111346,
2022-02-09 12:00:00,32.22370883504482,
2022-02-09 13:30:00,-7.132581171107631,
2022-02-09 15:00:00,-16.762231494572916,
2022-02-09 15:30:30,-16.762231494572916,
2022-02-09 23:59:59,-50.45243655521881,c
2022-02-10 00:00:00,49.541532541925335,
2022-02-10 10:00:00,-58.690328280601534,
2022-02-10 10:30:00,-143.62611229845606,
2022-02-10 12:00:00,-200.55709587268848,
2022-02-10 13:30:00,-88.18498376843854,
2022-02-10 15:00:00,-36.522014918050445,
2022-02-10 15:30:30,-36.522014918050445,
2022-02-10 23:59:59,-36.29289558911387,c
2022-02-11 00:00:00,62.25488430123187,
2022-02-11 10:00:00,-36.39176275946102,
2022-02-11 10:30:00,-22.88738708778692,
2022-02-11 12:00:00,-42.02224142755222,
2022-02-11 13:30:00,-57.578423703433145,
2022-02-11 15:00:00,18.772208879449863,
2022-02-11 15:30:30,18.772208879449863,
2022-02-11 23:59:59,0.0,a
2022-02-14 00:00:00,4.3870794604235925,
2022-02-14 10:00:00,-21.104068301692678,
2022-02-14 10:30:00,28.639335154485707,
2022-02-14 12:00:00,30.937850719027665,
2022-02-14 13:30:00,80.81802868921659,
2022-02-14 15:00:00,83.77143800833619,
2022-02-14 15:30:30,83.77143800833619,
2022-02-14 23:59:59,109.33619149882179,c
2022-02-15 00:00:00,82.70403319299658,
2022-02-15 10:00:00,82.34023789578077,
2022-02-15 10:30:00,98.24355665147596,
2022-02-15 12:00:00,70.55495297580546,
2022-02-15 13:30:00,74.22717514838132,
2022-02-15 15:00:00,101.45407880187122,
2022-02-15 15:30:30,101.45407880187122,
2022-02-15 23:59:59,54.160039667120145,c
2022-02-16 00:00:00,44.62353572510801,
2022-02-16 10:00:00,55.65673127490936,
2022-02-16 10:30:00,54.83237894233116,
2022-02-16 12:00:00,88.08312289391051,
