date,PAVE_2022_Q1,meta
2022-01-03 00:00:00,-271.8754478992185,
2022-01-03 10:00:00,-239.64491914850504,
2022-01-03 10:30:00,-231.18248074724892,
2022-01-03 12:00:00,-209.83033491508507,
2022-01-03 13:30:00,-187.35329223441215,
2022-01-03 15:00:00,-187.84073805125433,
2022-01-03 15:30:30,-187.84073805125433,
2022-01-03 23:59:59,-188.74721604809508,c
2022-01-04 00:00:00,-229.23552365914855,
2022-01-04 10:00:00,-215.51174253876485,
2022-01-04 10:30:00,-220.4120207726982,
2022-01-04 12:00:00,-195.24223849596177,
2022-01-04 13:30:00,-194.58333366198798,
2022-01-04 15:00:00,-208.99267183854312,
2022-01-04 15:30:30,-208.99267183854312,
2022-01-04 23:59:59,-211.21092649383576,c
2022-01-05 00:00:00,-204.9535359704072,
2022-01-05 10:00:00,-227.30621899172166,
2022-01-05 10:30:00,-229.07557425149008,
2022-01-05 12:00:00,-230.19014323108166,
2022-01-05 13:30:00,-232.66909835555424,
2022-01-05 15:00:00,-223.19779274260014,
2022-01-05 15:30:30,-223.19779274260014,
2022-01-05 23:59:59,-211.90790888987027,c
2022-01-06 00:00:00,-220.3688636719175,
2022-01-06 10:00:00,-215.17080469986712,
2022-01-06 10:30:00,-214.69494976702634,
2022-01-06 12:00:00,-233.85884843122727,
2022-01-06 13:30:00,-228.9370516927417,
2022-01-06 15:00:00,-226.55608980398216,
2022-01-06 15:30:30,-226.55608980398216,
2022-01-06 23:59:59,-225.87142041591693,c
2022-01-07 00:00:00,-224.5240763685776,
2022-01-07 10:00:00,-204.54472441101615,
2022-01-07 10:30:00,-214.61814242772965,
2022-01-07 12:00:00,-185.99788370273654,
2022-01-07 13:30:00,-194.27361005216676,
2022-01-07 15:00:00,-186.77609278820006,
2022-01-07 15:30:30,-186.77609278820006,
2022-01-07 23:59:59,-177.20236817557702,w
2022-01-10 00:00:00,-161.77823703319797,
2022-01-10 10:00:00,-177.30282075807315,
2022-01-10 10:30:00,-173.8989454808344,
2022-01-10 12:00:00,-151.06592821784284,
2022-01-10 13:30:00,-152.55323942933785,
2022-01-10 15:00:00,-164.19296498151516,
2022-01-10 15:30:30,-164.19296498151516,
2022-01-10 23:59:59,-172.32537070650056,c
2022-01-11 00:00:00,-188.88864374223556,
2022-01-11 10:00:00,-168.85332142542734,
2022-01-11 10:30:00,-168.7572726191317,
2022-01-11 12:00:00,-163.5576098000867,
2022-01-11 13:30:00,-183.19621629233393,
2022-01-11 15:00:00,-197.603565468993,
2022-01-11 15:30:30,-197.603565468993,
2022-01-11 23:59:59,-201.44301804845406,c
2022-01-12 00:00:00,-205.5404505063292,
2022-01-12 10:00:00,-210.8924891708811,
2022-01-12 10:30:00,-215.24555131570963,
2022-01-12 12:00:00,-220.3206442272894,
2022-01-12 13:30:00,-210.9219280383624,
2022-01-12 15:00:00,-216.12817163553296,
2022-01-12 15:30:30,-216.12817163553296,
2022-01-12 23:59:59,-219.59319994440142,c
2022-01-13 00:00:00,-210.47691860550145,
2022-01-13 10:00:00,-222.2364918863155,
2022-01-13 10:30:00,-217.80432168761314,
2022-01-13 12:00:00,-231.42318289589326,
2022-01-13 13:30:00,-228.68487095748304,
2022-01-13 15:00:00,-243.35943651481188,
