date,PAVE_2022_Q1,meta
2022-01-13 15:30:30,-243.35943651481188,
2022-01-13 23:59:59,-243.4189964554143,c
2022-01-14 00:00:00,-247.48488305921438,
2022-01-14 10:00:00,-225.64903383438576,
2022-01-14 10:30:00,-216.93178524706917,
2022-01-14 12:00:00,-191.8802886544516,
2022-01-14 13:30:00,-168.31406068322963,
2022-01-14 15:00:00,-167.62898243078018,
2022-01-14 15:30:30,-167.62898243078018,
2022-01-14 23:59:59,-177.81430880842208,w
2022-01-17 00:00:00,-177.81430880842208,
2022-01-17 10:00:00,-177.81430880842208,
2022-01-17 10:30:00,-177.81430880842208,
2022-01-17 12:00:00,-177.81430880842208,
2022-01-17 13:30:00,-177.81430880842208,
2022-01-17 15:00:00,-177.81430880842208,
2022-01-17 15:30:30,-177.81430880842208,
2022-01-17 23:59:59,-177.81430880842208,c
2022-01-18 00:00:00,-157.64583493319748,
2022-01-18 10:00:00,-143.65353421276865,
2022-01-18 10:30:00,-157.40981027203094,
2022-01-18 12:00:00,-165.20453565675723,
2022-01-18 13:30:00,-148.86701643614447,
2022-01-18 15:00:00,-145.5818933316695,
2022-01-18 15:30:30,-145.5818933316695,
2022-01-18 23:59:59,-152.76463048722826,c
2022-01-19 00:00:00,-188.4109461270341,
2022-01-19 10:00:00,-169.02521793826605,
2022-01-19 10:30:00,-164.7875239377493,
2022-01-19 12:00:00,-154.36262897675363,
2022-01-19 13:30:00,-166.86885727590033,
2022-01-19 15:00:00,-174.31554973591255,
2022-01-19 15:30:30,-174.31554973591255,
2022-01-19 23:59:59,-153.82051726927665,c
2022-01-20 00:00:00,-161.99205772944316,
2022-01-20 10:00:00,-156.84292936688746,
2022-01-20 10:30:00,-165.6069613199088,
2022-01-20 12:00:00,-160.6263943267599,
2022-01-20 13:30:00,-149.96771282342786,
2022-01-20 15:00:00,-148.38395987485893,
2022-01-20 15:30:30,-148.38395987485893,
2022-01-20 23:59:59,-137.58893849253985,c
2022-01-21 00:00:00,-158.0709652236756,
2022-01-21 10:00:00,-132.42194937698372,
2022-01-21 10:30:00,-129.44794559772174,
2022-01-21 12:00:00,-133.12024315803347,
2022-01-21 13:30:00,-124.19422292329563,
2022-01-21 15:00:00,-121.34821012989653,
2022-01-21 15:30:30,-121.34821012989653,
2022-01-21 23:59:59,-124.39262137635387,w
2022-01-24 00:00:00,-110.6940823659084,
2022-01-24 10:00:00,-93.27801883509642,
2022-01-24 10:30:00,-114.53603218480862,
2022-01-24 12:00:00,-84.12000835652839,
2022-01-24 13:30:00,14.26678577487587,
2022-01-24 15:00:00,9.698542589098963,
2022-01-24 15:30:30,9.698542589098963,
2022-01-24 23:59:59,0.0,a
2022-01-25 00:00:00,27.312242970786826,
2022-01-25 10:00:00,92.73649766003066,
2022-01-25 10:30:00,116.23915493911153,
2022-01-25 12:00:00,117.38918866214627,
2022-01-25 13:30:00,95.93118057765605,
2022-01-25 15:00:00,82.70371106663188,
2022-01-25 15:30:30,82.70371106663188,
2022-01-25 23:59:59,88.80512072403454,c
2022-01-26 00:00:00,92.83126323856405,
2022-01-26 10:00:00,50.88313191893158,
2022-01-26 10:30:00,47.899112380026224,
2022-01-26 12:00:00,51.35794526529787,
2022-01-26 13:30:00,59.445059931158966,
2022-01-26 15:00:00,59.91157464725441,
2022-01-26 15:30:30,59.91157464725441,
2022-01-26 23:59:59,48.87841186190133,c
2022-01-27 00:00:00,31.69883177596472,
2022-01-27 10:00:00,66.6050453853168,
2022-01-27 10:30:00,86.3314849247491,
2022-01-27 12:00:00,74.0322534730094,
2022-01-27 13:30:00,73.76925790686968,
2022-01-27 15:00:00,78.16330832623277,
2022-01-27 15:30:30,78.16330832623277,
2022-01-27 23:59:59,77.20973466076916,c
2022-01-28 00:00:00,83.91375248986424,
2022-01-28 10:00:00,152.0060654581235,
2022-01-28 10:30:00,155.7141435594463,
2022-01-28 12:00:00,121.86215684558357,
2022-01-28 13:30:00,108.05385420571636,
2022-01-28 15:00:00,96.7219726897545,
2022-01-28 15:30:30,96.7219726897545,
2022-01-28 23:59:59,101.1801057008183,w
2022-01-31 00:00:00,101.76894552164038,
2022-01-31 10:00:00,158.7615650296983,
2022-01-31 10:30:00,151.86766133927193,
2022-01-31 12:00:00,154.3845432511295,
2022-01-31 13:30:00,153.42186026281894,
2022-01-31 15:00:00,111.20898322513133,
2022-01-31 15:30:30,111.20898322513133,
2022-01-31 23:59:59,-50.677806755086465,e
2022-02-01 00:00:00,-55.20458370045145,
2022-02-01 10:00:00,-29.747906321790197,
2022-02-01 10:30:00,1.5147700596119194,
2022-02-01 12:00:00,-23.912953038895637,
2022-02-01 13:30:00,-36.42586186816669,
2022-02-01 15:00:00,-56.668858054645966,
2022-02-01 15:30:30,-56.668858054645966,
2022-02-01 23:59:59,-49.85608714157394,c
2022-02-02 00:00:00,-35.82166611317996,
2022-02-02 10:00:00,-47.74107753666175,
2022-02-02 10:30:00,-35.04514911556896,
2022-02-02 12:00:00,-62.485833079986946,
2022-02-02 13:30:00,-63.546685088046445,
2022-02-02 15:00:00,-60.06395592707025,
2022-02-02 15:30:30,-60.06395592707025,
2022-02-02 23:59:59,-68.47270077274658,c
2022-02-03 00:00:00,-84.42984047546582,
2022-02-03 10:00:00,-119.83386437479135,
2022-02-03 10:30:00,-112.15694713579222,
2022-02-03 12:00:00,-129.01418650269272,
2022-02-03 13:30:00,-114.15913901048367,
2022-02-03 15:00:00,-111.25616965325133,
2022-02-03 15:30:30,-111.25616965325133,
2022-02-03 23:59:59,-100.3796499642591,c
2022-02-04 00:00:00,-79.53562101419828,
2022-02-04 10:00:00,-111.32713705448339,
2022-02-04 10:30:00,-85.20131402203793,
2022-02-04 12:00:00,-85.9986235623382,
2022-02-04 13:30:00,-65.84194031082166,
2022-02-04 15:00:00,-63.26066291016423,
2022-02-04 15:30:30,-63.26066291016423,
2022-02-04 23:59:59,-51.95440364702364,w
2022-02-07 00:00:00,-65.04392316350732,
2022-02-07 10:00:00,-68.6365709476836,
2022-02-07 10:30:00,-57.25367578998231,
2022-02-07 12:00:00,-47.34884543436249,
2022-02-07 13:30:00,-43.74415127681931,
2022-02-07 15:00:00,-56.58290131700625,
2022-02-07 15:30:30,-56.58290131700625,
2022-02-07 23:59:59,-51.319029868714495,c
2022-02-08 00:00:00,-54.83613814118138,
2022-02-08 10:00:00,-79.47431105590664,
2022-02-08 10:30:00,-94.4007434978796,
2022-02-08 12:00:00,-88.97407087684599,
2022-02-08 13:30:00,-93.06152739330747,
2022-02-08 15:00:00,-86.04135089793294,
2022-02-08 15:30:30,-86.04135089793294,
2022-02-08 23:59:59,-70.81215160386074,c
2022-02-09 00:00:00,-94.67784877306349,
2022-02-09 10:00:00,-112.25707138066161,
2022-02-09 10:30:00,-115.17186805480787,
2022-02-09 12:00:00,-99.54120681115353,
2022-02-09 13:30:00,-111.87120551862591,
2022-02-09 15:00:00,-95.43774256874758,
2022-02-09 15:30:30,-95.43774256874758,
2022-02-09 23:59:59,-98.87567100565565,c
2022-02-10 00:00:00,-81.94835555683392,
2022-02-10 10:00:00,-88.46202579114606,
2022-02-10 10:30:00,-88.61396750365225,
2022-02-10 12:00:00,-70.50454984977108,
2022-02-10 13:30:00,-67.18587289652618,
2022-02-10 15:00:00,-61.56302137283336,
2022-02-10 15:30:30,-61.56302137283336,
2022-02-10 23:59:59,-51.09709771795474,c
2022-02-11 00:00:00,-59.29425073451023,
2022-02-11 10:00:00,-12.472279109902445,
2022-02-11 10:30:00,-19.475598395955046,
2022-02-11 12:00:00,-6.785467355402318,
2022-02-11 13:30:00,19.120488005106438,
2022-02-11 15:00:00,6.6015867197149305,
2022-02-11 15:30:30,6.6015867197149305,
2022-02-11 23:59:59,12.796101422166203,w
2022-02-14 00:00:00,20.290234601217378,
2022-02-14 10:00:00,-0.7917968614540882,
2022-02-14 10:30:00,0.878990332654098,
2022-02-14 12:00:00,9.468743544277345,
2022-02-14 13:30:00,8.152704316761685,
2022-02-14 15:00:00,6.0656086684850266,
2022-02-14 15:30:30,6.0656086684850266,
2022-02-14 23:59:59,-1.7382339293229734,c
