date,EU_AEX_2023_Q1,meta
2023-01-31 00:00:00,-356.56112919705606,
2023-01-31 03:30:00,-354.0155210236668,
2023-01-31 04:00:00,-362.2318676555683,
2023-01-31 06:00:00,-351.2635370034736,
2023-01-31 08:00:00,-367.7055450027366,
2023-01-31 10:30:00,-374.87004996487644,
2023-01-31 11:00:00,-369.719617894796,
2023-01-31 23:59:59,-353.60883021220627,c
2023-02-01 00:00:00,-362.63165837536746,
2023-02-01 03:30:00,-343.82791287982036,
2023-02-01 04:00:00,-335.6011092828263,
2023-02-01 06:00:00,-323.93745348589493,
2023-02-01 08:00:00,-307.8933170536435,
2023-02-01 10:30:00,-330.9811454998398,
2023-02-01 11:00:00,-314.4977608885024,
2023-02-01 23:59:59,-319.0850285938499,c
2023-02-02 00:00:00,-304.34736351580597,
2023-02-02 03:30:00,-304.62062192577366,
2023-02-02 04:00:00,-307.94812171543674,
2023-02-02 06:00:00,-299.8161017839406,
2023-02-02 08:00:00,-307.6113878090917,
2023-02-02 10:30:00,-286.0169739987783,
2023-02-02 11:00:00,-272.89391276334743,
2023-02-02 23:59:59,-283.8605987645958,c
2023-02-03 00:00:00,-304.5175711669884,
2023-02-03 03:30:00,-286.9117876999782,
2023-02-03 04:00:00,-289.0848844077946,
2023-02-03 06:00:00,-288.47610962618984,
2023-02-03 08:00:00,-282.8105480669879,
2023-02-03 10:30:00,-252.1514446735186,
2023-02-03 11:00:00,-249.21681070377048,
2023-02-03 23:59:59,-281.940501696282,w
2023-02-06 00:00:00,-246.77568139699872,
2023-02-06 03:30:00,-252.3191986877598,
2023-02-06 04:00:00,-224.58042410483938,
2023-02-06 06:00:00,-215.14010425242836,
2023-02-06 08:00:00,-202.81938346294106,
2023-02-06 10:30:00,-252.2415273768387,
2023-02-06 11:00:00,-260.1772610897117,
2023-02-06 23:59:59,-264.209693560142,c
2023-02-07 00:00:00,-293.38134771716375,
2023-02-07 03:30:00,-280.1406038980929,
2023-02-07 04:00:00,-261.06459261776934,
2023-02-07 06:00:00,-265.5093177961023,
2023-02-07 08:00:00,-272.2442084829897,
2023-02-07 10:30:00,-291.3130442741589,
2023-02-07 11:00:00,-293.2987933777722,
2023-02-07 23:59:59,-284.5888146161097,c
2023-02-08 00:00:00,-399.8235107824442,
2023-02-08 03:30:00,-404.9854296530634,
2023-02-08 04:00:00,-386.35275861127957,
2023-02-08 06:00:00,-408.03841729305447,
2023-02-08 08:00:00,-391.9376833241191,
2023-02-08 10:30:00,-377.6843501591675,
2023-02-08 11:00:00,-383.3903003385243,
2023-02-08 23:59:59,-386.6488607783325,c
2023-02-09 00:00:00,-429.8298623995388,
2023-02-09 03:30:00,-424.51323308280274,
2023-02-09 04:00:00,-407.2382777931287,
2023-02-09 06:00:00,-433.41242320809704,
2023-02-09 08:00:00,-419.03771961404095,
2023-02-09 10:30:00,-420.64901995686694,
2023-02-09 11:00:00,-416.5986899943034,
2023-02-09 23:59:59,-420.92683183807316,c
2023-02-10 00:00:00,-376.8962832804676,
2023-02-10 03:30:00,-383.57118389941763,
2023-02-10 04:00:00,-393.9768806636573,
2023-02-10 06:00:00,-367.0842933421086,
2023-02-10 08:00:00,-394.79784314344795,
2023-02-10 10:30:00,-390.05744446974154,
2023-02-10 11:00:00,-379.6716027978386,
2023-02-10 23:59:59,-376.590319097553,w
2023-02-13 00:00:00,-389.3390394533934,
2023-02-13 03:30:00,-394.32288912400895,
2023-02-13 04:00:00,-402.87754455675247,
2023-02-13 06:00:00,-400.3676863821039,
2023-02-13 08:00:00,-398.5375274454353,
2023-02-13 10:30:00,-404.6005336283288,
2023-02-13 11:00:00,-411.94479273515134,
2023-02-13 23:59:59,-421.5578675498126,c
2023-02-14 00:00:00,-392.48537615032853,
2023-02-14 03:30:00,-370.88460980946473,
2023-02-14 04:00:00,-362.7820820077055,
2023-02-14 06:00:00,-361.86367199068775,
2023-02-14 08:00:00,-388.0114121903604,
2023-02-14 10:30:00,-376.1102754305001,
2023-02-14 11:00:00,-367.72508327495444,
2023-02-14 23:59:59,-372.3149058412663,c
2023-02-15 00:00:00,-346.12072500442434,
2023-02-15 03:30:00,-361.6462360959159,
2023-02-15 04:00:00,-365.6053166814055,
2023-02-15 06:00:00,-358.7356402726025,
2023-02-15 08:00:00,-360.49483480790724,
2023-02-15 10:30:00,-362.4808315118862,
2023-02-15 11:00:00,-347.10285411301123,
2023-02-15 23:59:59,-360.8329473753862,c
2023-02-16 00:00:00,-352.99867352828204,
2023-02-16 03:30:00,-332.7269730788836,
2023-02-16 04:00:00,-329.4861487947974,
2023-02-16 06:00:00,-317.19615205696607,
2023-02-16 08:00:00,-301.2364507622883,
2023-02-16 10:30:00,-286.43694708562106,
2023-02-16 11:00:00,-293.0695588745473,
2023-02-16 23:59:59,-291.15857728153486,c
2023-02-17 00:00:00,-259.0672674319718,
2023-02-17 03:30:00,-240.76623189316823,
2023-02-17 04:00:00,-236.6810825819294,
2023-02-17 06:00:00,-233.92509347628294,
2023-02-17 08:00:00,-239.2737532826248,
2023-02-17 10:30:00,-245.07714299440627,
2023-02-17 11:00:00,-239.87674133507966,
2023-02-17 23:59:59,-235.50883823333612,w
2023-02-20 00:00:00,-245.26927523391817,
2023-02-20 03:30:00,-229.7564986292081,
2023-02-20 04:00:00,-235.18916821136025,
2023-02-20 06:00:00,-210.67931554743106,
2023-02-20 08:00:00,-206.6037584259724,
2023-02-20 10:30:00,-194.4243521396597,
2023-02-20 11:00:00,-206.8247489488331,
2023-02-20 23:59:59,-212.93190843087442,c
2023-02-21 00:00:00,-151.91327842555177,
2023-02-21 03:30:00,-114.59901121410525,
2023-02-21 04:00:00,-122.77030593609766,
2023-02-21 06:00:00,-106.52341190269718,
2023-02-21 08:00:00,-108.51758571029995,
2023-02-21 10:30:00,-126.98390385673244,
2023-02-21 11:00:00,-128.47219996230325,
2023-02-21 23:59:59,-133.3453876086249,c
2023-02-22 00:00:00,-123.92045825815342,
2023-02-22 03:30:00,-135.07006967235037,
2023-02-22 04:00:00,-130.3170398914574,
2023-02-22 06:00:00,-120.49835468809434,
2023-02-22 08:00:00,-128.44048263655526,
2023-02-22 10:30:00,-106.38572003960181,
2023-02-22 11:00:00,-114.50513996845663,
2023-02-22 23:59:59,-120.91776286420234,c
2023-02-23 00:00:00,-135.19084469152847,
2023-02-23 03:30:00,-140.80160113212847,
2023-02-23 04:00:00,-146.4174712754752,
2023-02-23 06:00:00,-135.188402602429,
2023-02-23 08:00:00,-148.6331368166553,
2023-02-23 10:30:00,-125.31448360481582,
2023-02-23 11:00:00,-134.42260693782768,
2023-02-23 23:59:59,-127.15962540221736,c
2023-02-24 00:00:00,-129.07942838904066,
2023-02-24 03:30:00,-121.32086384753829,
2023-02-24 04:00:00,-119.4158985643664,
2023-02-24 06:00:00,-123.83012627478212,
2023-02-24 08:00:00,-112.80474611622746,
2023-02-24 10:30:00,-112.8628149773341,
2023-02-24 11:00:00,-105.34893786937866,
2023-02-24 23:59:59,-75.52777125224979,w
2023-02-27 00:00:00,-106.63569774118677,
2023-02-27 03:30:00,-110.56037129714517,
2023-02-27 04:00:00,-103.81661999946127,
2023-02-27 06:00:00,-106.83878254825014,
2023-02-27 08:00:00,-116.1404613060715,
2023-02-27 10:30:00,-111.63993030146186,
2023-02-27 11:00:00,-102.00768250130338,
2023-02-27 23:59:59,-108.23267087555675,c
2023-02-28 00:00:00,-99.3390796142871,
2023-02-28 03:30:00,-103.99898301849062,
2023-02-28 04:00:00,-97.51884633609237,
2023-02-28 06:00:00,-102.54970220993559,
2023-02-28 08:00:00,-92.49825912611585,
2023-02-28 10:30:00,-91.08775489759562,
2023-02-28 11:00:00,-87.83914585674064,
2023-02-28 23:59:59,-85.20001757378574,c
2023-03-01 00:00:00,-202.49338385216416,
2023-03-01 03:30:00,-162.3060834435327,
2023-03-01 04:00:00,-160.88724222032886,
2023-03-01 06:00:00,-178.4476112834655,
2023-03-01 08:00:00,-182.81562841406463,
2023-03-01 10:30:00,-163.92931061030737,
2023-03-01 11:00:00,-149.70996144169084,
2023-03-01 23:59:59,-123.81235328231901,c
2023-03-02 00:00:00,-96.83374410489421,
2023-03-02 03:30:00,-70.3060124431798,
2023-03-02 04:00:00,-71.83599306288956,
2023-03-02 06:00:00,-55.82368111418303,
2023-03-02 08:00:00,-41.10993819820135,
2023-03-02 10:30:00,-83.67165835643043,
2023-03-02 11:00:00,-71.53197156435026,
2023-03-02 23:59:59,-69.19810392760166,c
2023-03-03 00:00:00,-85.98517433190733,
2023-03-03 03:30:00,-79.01670864488464,
2023-03-03 04:00:00,-76.26316935040208,
2023-03-03 06:00:00,-88.7551770007433,
2023-03-03 08:00:00,-74.63167672779947,
2023-03-03 10:30:00,-94.91979226967455,
2023-03-03 11:00:00,-82.5532954264341,
2023-03-03 23:59:59,-85.85896737023668,w
