date,GUNR_2022_Q3,meta
2022-08-19 00:00:00,205.08728426059395,
2022-08-19 10:00:00,192.57470335154596,
2022-08-19 10:30:00,184.5667545468945,
2022-08-19 12:00:00,163.5736010521066,
2022-08-19 13:30:00,147.13955384220822,
2022-08-19 15:00:00,143.66345811388982,
2022-08-19 15:30:30,143.66345811388982,
2022-08-19 23:59:59,153.3316765968853,w
2022-08-22 00:00:00,132.16399903934243,
2022-08-22 10:00:00,92.72165216698934,
2022-08-22 10:30:00,92.32178386397406,
2022-08-22 12:00:00,55.20201407979272,
2022-08-22 13:30:00,56.39595360433904,
2022-08-22 15:00:00,53.149639318000865,
2022-08-22 15:30:30,53.149639318000865,
2022-08-22 23:59:59,48.0687500288135,c
2022-08-23 00:00:00,16.00829972951313,
2022-08-23 10:00:00,5.356449433335957,
2022-08-23 10:30:00,-19.31109103754396,
2022-08-23 12:00:00,-34.4013781625445,
2022-08-23 13:30:00,-23.305806413622072,
2022-08-23 15:00:00,-47.28406235693838,
2022-08-23 15:30:30,-47.28406235693838,
2022-08-23 23:59:59,-31.954951750718187,c
2022-08-24 00:00:00,-49.704115486889236,
2022-08-24 10:00:00,-73.70327737903224,
2022-08-24 10:30:00,-88.18925303491102,
2022-08-24 12:00:00,-75.02060809750849,
2022-08-24 13:30:00,-102.34295562826577,
2022-08-24 15:00:00,-86.19233385959592,
2022-08-24 15:30:30,-86.19233385959592,
2022-08-24 23:59:59,-98.75209142762718,c
2022-08-25 00:00:00,-128.56376661212545,
2022-08-25 10:00:00,-150.21927519621633,
2022-08-25 10:30:00,-139.18746267506108,
2022-08-25 12:00:00,-156.91157986641537,
2022-08-25 13:30:00,-170.63213401536598,
2022-08-25 15:00:00,-166.22137616165867,
2022-08-25 15:30:30,-166.22137616165867,
2022-08-25 23:59:59,-151.08705517486024,c
2022-08-26 00:00:00,-150.59982145494544,
2022-08-26 10:00:00,-176.97246074352168,
2022-08-26 10:30:00,-207.2218737580085,
2022-08-26 12:00:00,-241.65837143988935,
2022-08-26 13:30:00,-259.03332762925027,
2022-08-26 15:00:00,-269.75613459055484,
2022-08-26 15:30:30,-269.75613459055484,
2022-08-26 23:59:59,-272.2220195136406,w
2022-08-29 00:00:00,-253.66624669065087,
2022-08-29 10:00:00,-238.76740740078415,
2022-08-29 10:30:00,-262.0745197773138,
2022-08-29 12:00:00,-243.5236574036669,
2022-08-29 13:30:00,-236.01593914443714,
2022-08-29 15:00:00,-239.68163650062144,
2022-08-29 15:30:30,-239.68163650062144,
2022-08-29 23:59:59,-221.38831352870415,c
2022-08-30 00:00:00,-167.460890877083,
2022-08-30 10:00:00,-148.08361610787497,
2022-08-30 10:30:00,-161.9480882900326,
2022-08-30 12:00:00,-122.89188163851013,
2022-08-30 13:30:00,-102.52879677368595,
2022-08-30 15:00:00,-96.90703184371056,
2022-08-30 15:30:30,-96.90703184371056,
2022-08-30 23:59:59,-104.90268398596382,c
2022-08-31 00:00:00,-65.86271407096457,
