date,AS_CGW_2022_Q4,meta
2022-09-30 00:00:00,33.70212468917589,
2022-09-30 01:00:00,12.534734189198844,
2022-09-30 02:30:00,-2.5755755321579272,
2022-09-30 03:00:00,-8.861706910413432,
2022-09-30 18:30:00,-8.861706910413432,
2022-09-30 20:00:00,-8.861706910413432,
2022-09-30 23:00:00,-8.861706910413432,
2022-09-30 23:59:59,-17.350815621181482,w
2022-10-03 00:00:00,104.03874758803886,
2022-10-03 01:00:00,93.30034614900114,
2022-10-03 02:30:00,145.29934278274004,
2022-10-03 03:00:00,142.15377934201342,
2022-10-03 18:30:00,142.15377934201342,
2022-10-03 20:00:00,137.41509226207654,
2022-10-03 23:00:00,159.08953442724214,
2022-10-03 23:59:59,167.74810574562616,c
2022-10-04 00:00:00,207.4176868619429,
2022-10-04 01:00:00,227.91341103220202,
2022-10-04 02:30:00,227.91341103220202,
2022-10-04 03:00:00,227.91341103220202,
2022-10-04 18:30:00,227.91341103220202,
2022-10-04 20:00:00,238.72365991374863,
2022-10-04 23:00:00,172.74679720582435,
2022-10-04 23:59:59,157.79082210678735,c
2022-10-05 00:00:00,165.4420039476836,
2022-10-05 01:00:00,158.1993778013939,
2022-10-05 02:30:00,154.3034167343735,
2022-10-05 03:00:00,152.0005997086496,
2022-10-05 18:30:00,152.0005997086496,
2022-10-05 20:00:00,150.03037070666414,
2022-10-05 23:00:00,204.36936551153804,
2022-10-05 23:59:59,215.42292545473492,c
2022-10-06 00:00:00,186.60575666897148,
2022-10-06 01:00:00,194.0341446008042,
2022-10-06 02:30:00,213.16283575215948,
2022-10-06 03:00:00,215.72474054398663,
2022-10-06 18:30:00,215.72474054398663,
2022-10-06 20:00:00,220.56084155254484,
2022-10-06 23:00:00,292.3062790328913,
2022-10-06 23:59:59,274.0026394648753,c
2022-10-07 00:00:00,224.70490400965718,
2022-10-07 01:00:00,202.20277631579756,
2022-10-07 02:30:00,221.99859978455743,
2022-10-07 03:00:00,217.81419493391923,
2022-10-07 18:30:00,217.81419493391923,
2022-10-07 20:00:00,217.81419493391923,
2022-10-07 23:00:00,217.81419493391923,
2022-10-07 23:59:59,221.81412944067506,w
2022-10-10 00:00:00,280.7034878499553,
2022-10-10 01:00:00,284.3059430786561,
2022-10-10 02:30:00,269.9847710621407,
2022-10-10 03:00:00,277.26976106293887,
2022-10-10 18:30:00,277.26976106293887,
2022-10-10 20:00:00,264.16535749424975,
2022-10-10 23:00:00,125.37600166205038,
2022-10-10 23:59:59,116.63434724575745,c
2022-10-11 00:00:00,77.25034112058756,
2022-10-11 01:00:00,48.75925949429529,
2022-10-11 02:30:00,67.55083052930877,
2022-10-11 03:00:00,70.08406864826065,
2022-10-11 18:30:00,70.08406864826065,
2022-10-11 20:00:00,73.16375589131485,
2022-10-11 23:00:00,147.24327268799925,
2022-10-11 23:59:59,152.90040914406472,c
2022-10-12 00:00:00,140.36407507138665,
2022-10-12 01:00:00,148.38446756761778,
2022-10-12 02:30:00,100.06673343522698,
2022-10-12 03:00:00,80.52591595172089,
2022-10-12 18:30:00,80.52591595172089,
2022-10-12 20:00:00,92.12812768901449,
2022-10-12 23:00:00,-17.564687191124676,
2022-10-12 23:59:59,-36.08178190789795,c
2022-10-13 00:00:00,-56.969775134148676,
2022-10-13 01:00:00,-61.94560000264846,
2022-10-13 02:30:00,-84.09465461596983,
2022-10-13 03:00:00,-97.66091919998235,
2022-10-13 18:30:00,-97.66091919998235,
2022-10-13 20:00:00,-80.58169221122535,
2022-10-13 23:00:00,-46.68048450812739,
2022-10-13 23:59:59,-46.79690404768394,c
2022-10-14 00:00:00,-26.625581247404398,
2022-10-14 01:00:00,-46.23794126665507,
2022-10-14 02:30:00,-23.781904667575418,
2022-10-14 03:00:00,-12.960246173508267,
2022-10-14 18:30:00,-12.960246173508267,
2022-10-14 20:00:00,-12.960246173508267,
2022-10-14 23:00:00,-12.960246173508267,
2022-10-14 23:59:59,0.0,a
2022-10-17 00:00:00,249.06499416503857,
2022-10-17 01:00:00,245.61849955536172,
2022-10-17 02:30:00,226.837584411026,
2022-10-17 03:00:00,233.05223511193753,
2022-10-17 18:30:00,233.05223511193753,
2022-10-17 20:00:00,204.77294383475464,
2022-10-17 23:00:00,74.11294660861495,
2022-10-17 23:59:59,84.3576978160695,c
2022-10-18 00:00:00,109.41565215353603,
2022-10-18 01:00:00,118.53263811958595,
2022-10-18 02:30:00,82.98435426216156,
2022-10-18 03:00:00,72.99926548342773,
2022-10-18 18:30:00,72.99926548342773,
2022-10-18 20:00:00,99.49291285964,
2022-10-18 23:00:00,-93.96653135125075,
2022-10-18 23:59:59,-147.38688570155568,c
2022-10-19 00:00:00,-116.47984211649191,
2022-10-19 01:00:00,-105.32510777352809,
2022-10-19 02:30:00,-172.53209734577763,
2022-10-19 03:00:00,-169.406958028163,
2022-10-19 18:30:00,-169.406958028163,
2022-10-19 20:00:00,-161.46248352906878,
2022-10-19 23:00:00,-188.28813275874222,
2022-10-19 23:59:59,-195.98091554903408,c
2022-10-20 00:00:00,-201.5005624906487,
2022-10-20 01:00:00,-183.55259216997524,
2022-10-20 02:30:00,-178.3460370621874,
2022-10-20 03:00:00,-172.94993298390477,
2022-10-20 18:30:00,-172.94993298390477,
2022-10-20 20:00:00,-183.9123396387788,
2022-10-20 23:00:00,-128.74551593326896,
2022-10-20 23:59:59,-79.63093975395373,c
2022-10-21 00:00:00,-84.91911194555041,
2022-10-21 01:00:00,-103.17112776613158,
2022-10-21 02:30:00,-119.75802976964997,
2022-10-21 03:00:00,-119.36241039925426,
2022-10-21 18:30:00,-119.36241039925426,
2022-10-21 20:00:00,-119.36241039925426,
2022-10-21 23:00:00,-119.36241039925426,
2022-10-21 23:59:59,-127.27771143401424,e
2022-10-24 00:00:00,-249.30151800762928,
2022-10-24 01:00:00,-241.45059216080494,
2022-10-24 02:30:00,-236.0360825380858,
2022-10-24 03:00:00,-223.99416866317029,
2022-10-24 18:30:00,-223.99416866317029,
2022-10-24 20:00:00,-196.35855027808452,
2022-10-24 23:00:00,-112.51436041717011,
2022-10-24 23:59:59,-51.919219239174254,c
2022-10-25 00:00:00,-25.10615598582558,
2022-10-25 01:00:00,-31.85639274912296,
2022-10-25 02:30:00,-43.41054973902101,
2022-10-25 03:00:00,-36.68216560043311,
2022-10-25 18:30:00,-36.68216560043311,
2022-10-25 20:00:00,-45.49056614074084,
2022-10-25 23:00:00,-47.969615376303636,
2022-10-25 23:59:59,-78.25163464611092,c
2022-10-26 00:00:00,-64.55048390009688,
2022-10-26 01:00:00,-62.918946169798346,
2022-10-26 02:30:00,-75.22456751513369,
2022-10-26 03:00:00,-90.67908733900686,
2022-10-26 18:30:00,-90.67908733900686,
2022-10-26 20:00:00,-91.28238272668159,
2022-10-26 23:00:00,-78.8084583125185,
2022-10-26 23:59:59,-54.711399266558374,c
2022-10-27 00:00:00,-49.35286033130296,
2022-10-27 01:00:00,-43.419706798086736,
2022-10-27 02:30:00,-10.474612353877546,
2022-10-27 03:00:00,10.964896671521274,
2022-10-27 18:30:00,10.964896671521274,
2022-10-27 20:00:00,-1.1458710274378063,
2022-10-27 23:00:00,57.896809631163705,
2022-10-27 23:59:59,73.18282694857453,c
2022-10-28 00:00:00,66.76816448919317,
2022-10-28 01:00:00,63.68991563872487,
2022-10-28 02:30:00,78.67584047445462,
2022-10-28 03:00:00,81.19423897595652,
2022-10-28 18:30:00,81.19423897595652,
2022-10-28 20:00:00,81.19423897595652,
2022-10-28 23:00:00,81.19423897595652,
2022-10-28 23:59:59,81.66528265202442,w
2022-10-31 00:00:00,399.35267862682394,
2022-10-31 01:00:00,369.7149205240007,
2022-10-31 02:30:00,435.0931857662108,
2022-10-31 03:00:00,442.8542517153237,
2022-10-31 18:30:00,442.8542517153237,
2022-10-31 20:00:00,452.4915983194105,
2022-10-31 23:00:00,410.31994899650135,
2022-10-31 23:59:59,454.26409415623584,c
2022-11-01 00:00:00,474.6345845334308,
2022-11-01 01:00:00,499.8623553050579,
2022-11-01 02:30:00,487.36522729416583,
2022-11-01 03:00:00,479.81325293968393,
2022-11-01 18:30:00,479.81325293968393,
2022-11-01 20:00:00,477.37351775270827,
2022-11-01 23:00:00,500.3601646704765,
2022-11-01 23:59:59,439.6074321064157,c
2022-11-02 00:00:00,439.9574750253669,
2022-11-02 01:00:00,426.8306484533887,
2022-11-02 02:30:00,426.8306484533887,
2022-11-02 03:00:00,426.8306484533887,
2022-11-02 18:30:00,426.8306484533887,
2022-11-02 20:00:00,432.610520320281,
2022-11-02 23:00:00,437.386962536817,
2022-11-02 23:59:59,424.2817265082358,c
2022-11-03 00:00:00,397.4066659664845,
2022-11-03 01:00:00,402.2828458057179,
2022-11-03 02:30:00,364.50941142184183,
2022-11-03 03:00:00,366.03008273424393,
2022-11-03 18:30:00,366.03008273424393,
2022-11-03 20:00:00,365.96542028713884,
2022-11-03 23:00:00,305.6117634276229,
2022-11-03 23:59:59,294.0989758493902,c
2022-11-04 00:00:00,279.84997000330395,
2022-11-04 01:00:00,295.2414755885329,
2022-11-04 02:30:00,301.5150194486728,
2022-11-04 03:00:00,293.4982438177244,
2022-11-04 18:30:00,293.4982438177244,
2022-11-04 20:00:00,293.4982438177244,
2022-11-04 23:00:00,293.4982438177244,
2022-11-04 23:59:59,272.157149577391,w
