date,SPLV_HEDGED_2021_Q4,meta
2021-10-15 00:00:00,-69.3743406158315,
2021-10-15 10:00:00,-75.0598317678533,
2021-10-15 10:30:00,-76.1116715844015,
2021-10-15 12:00:00,-68.73209811525132,
2021-10-15 13:30:00,-67.02104888693916,
2021-10-15 15:00:00,-67.09830949766376,
2021-10-15 15:30:30,-67.09830949766376,
2021-10-15 23:59:59,-63.39772689334296,w
2021-10-18 00:00:00,-54.87155070712248,
2021-10-18 10:00:00,-43.89458396221042,
2021-10-18 10:30:00,-52.487184881765046,
2021-10-18 12:00:00,-53.1634387729313,
2021-10-18 13:30:00,-46.952404495489475,
2021-10-18 15:00:00,-47.4454567537847,
2021-10-18 15:30:30,-47.4454567537847,
2021-10-18 23:59:59,-41.576649404683735,c
2021-10-19 00:00:00,-43.83339994411696,
2021-10-19 10:00:00,-43.32545627846213,
2021-10-19 10:30:00,-43.06277554810677,
2021-10-19 12:00:00,-37.03109310017771,
2021-10-19 13:30:00,-38.72937348602153,
2021-10-19 15:00:00,-37.80500447217119,
2021-10-19 15:30:30,-37.80500447217119,
2021-10-19 23:59:59,-37.98358266785348,c
2021-10-20 00:00:00,-27.76883750862072,
2021-10-20 10:00:00,-36.49573958963154,
2021-10-20 10:30:00,-38.6770719674403,
2021-10-20 12:00:00,-49.94345350716165,
2021-10-20 13:30:00,-53.502860758172915,
2021-10-20 15:00:00,-49.590538722345286,
2021-10-20 15:30:30,-49.590538722345286,
2021-10-20 23:59:59,-51.880542488973305,c
2021-10-21 00:00:00,-52.99718296291809,
2021-10-21 10:00:00,-66.65725070255772,
2021-10-21 10:30:00,-69.99499435923008,
2021-10-21 12:00:00,-64.184216573236,
2021-10-21 13:30:00,-62.91520189237423,
2021-10-21 15:00:00,-64.49207995003022,
2021-10-21 15:30:30,-64.49207995003022,
2021-10-21 23:59:59,-63.80688166460743,c
2021-10-22 00:00:00,-52.46484828620993,
2021-10-22 10:00:00,-61.582713314009396,
2021-10-22 10:30:00,-64.01679937642717,
2021-10-22 12:00:00,-69.61971445322195,
2021-10-22 13:30:00,-72.47323712087655,
2021-10-22 15:00:00,-70.61602485192438,
2021-10-22 15:30:30,-70.61602485192438,
2021-10-22 23:59:59,-72.57176003754927,w
2021-10-25 00:00:00,-79.46764710676572,
2021-10-25 10:00:00,-62.767646734378644,
2021-10-25 10:30:00,-70.52277386291868,
2021-10-25 12:00:00,-61.78017544692236,
2021-10-25 13:30:00,-53.37117664899381,
2021-10-25 15:00:00,-52.4579720814518,
2021-10-25 15:30:30,-52.4579720814518,
2021-10-25 23:59:59,-55.874457484258244,c
2021-10-26 00:00:00,-50.748186227067436,
2021-10-26 10:00:00,-54.77643471275212,
2021-10-26 10:30:00,-56.54600846713734,
2021-10-26 12:00:00,-48.965537551421505,
2021-10-26 13:30:00,-52.43367276795959,
2021-10-26 15:00:00,-52.53074049805363,
2021-10-26 15:30:30,-52.53074049805363,
2021-10-26 23:59:59,-57.1147987775457,c
2021-10-27 00:00:00,-38.15645639831976,
2021-10-27 10:00:00,-27.239098664526097,
2021-10-27 10:30:00,-16.607905297482773,
2021-10-27 12:00:00,-18.195662240304785,
2021-10-27 13:30:00,-15.959263272119102,
2021-10-27 15:00:00,-17.87179659838793,
2021-10-27 15:30:30,-17.87179659838793,
2021-10-27 23:59:59,-15.998141952328893,c
2021-10-28 00:00:00,-9.548354941547387,
2021-10-28 10:00:00,-1.2609293720165624,
2021-10-28 10:30:00,3.330685960093035,
2021-10-28 12:00:00,14.659019887284956,
2021-10-28 13:30:00,8.794330905522145,
2021-10-28 15:00:00,11.244585215976798,
