date,CRSP_STAY_HEDGED_2022_Q3,meta
2022-07-22 00:00:00,-60.180047831675665,
2022-07-22 10:00:00,-58.23394770414802,
2022-07-22 10:30:00,-53.90439283968044,
2022-07-22 12:00:00,-50.75667245163737,
2022-07-22 13:30:00,-45.924406528744214,
2022-07-22 15:00:00,-49.26083552884626,
2022-07-22 15:30:30,-49.26083552884626,
2022-07-22 23:59:59,-47.89668865024572,w
2022-07-25 00:00:00,-52.74633678539578,
2022-07-25 10:00:00,-57.440279175889884,
2022-07-25 10:30:00,-51.23802482722505,
2022-07-25 12:00:00,-52.992501987462106,
2022-07-25 13:30:00,-50.11256314265671,
2022-07-25 15:00:00,-51.48964432926431,
2022-07-25 15:30:30,-51.48964432926431,
2022-07-25 23:59:59,-54.81283108922241,c
2022-07-26 00:00:00,-46.11772151576105,
2022-07-26 10:00:00,-39.570867359928286,
2022-07-26 10:30:00,-37.51667471463389,
2022-07-26 12:00:00,-27.078372153511566,
2022-07-26 13:30:00,-32.35238394176099,
2022-07-26 15:00:00,-22.654540807042395,
2022-07-26 15:30:30,-22.654540807042395,
2022-07-26 23:59:59,-17.725484239248487,c
2022-07-27 00:00:00,-24.051561554517775,
2022-07-27 10:00:00,-34.66902358096752,
2022-07-27 10:30:00,-30.208040596935405,
2022-07-27 12:00:00,-34.26369030905386,
2022-07-27 13:30:00,-41.53131333642233,
2022-07-27 15:00:00,-45.91780427672421,
2022-07-27 15:30:30,-45.91780427672421,
2022-07-27 23:59:59,-42.594819713617596,c
2022-07-28 00:00:00,-41.51636198818028,
2022-07-28 10:00:00,-23.397918518427957,
2022-07-28 10:30:00,-14.071526477497798,
2022-07-28 12:00:00,-31.184542581604603,
2022-07-28 13:30:00,-23.1985956882869,
2022-07-28 15:00:00,-26.944172891442008,
2022-07-28 15:30:30,-26.944172891442008,
2022-07-28 23:59:59,-18.417638506189405,c
2022-07-29 00:00:00,1.1041819584463326,
2022-07-29 10:00:00,-3.8118529984537304,
2022-07-29 10:30:00,0.24777145187840688,
2022-07-29 12:00:00,4.874931126225704,
2022-07-29 13:30:00,1.9974701313901448,
2022-07-29 15:00:00,-1.575317580525848,
2022-07-29 15:30:30,-1.575317580525848,
2022-07-29 23:59:59,-6.4913750508020485,w
2022-08-01 00:00:00,-1.2501582786585743,
2022-08-01 10:00:00,-2.524458199223858,
2022-08-01 10:30:00,-5.380668080363023,
2022-08-01 12:00:00,-12.91374860336117,
2022-08-01 13:30:00,-16.313159657861775,
2022-08-01 15:00:00,-13.801789707675255,
2022-08-01 15:30:30,-13.801789707675255,
2022-08-01 23:59:59,-15.740356012873747,c
2022-08-02 00:00:00,-4.985468099619766,
2022-08-02 10:00:00,0.6181774366257855,
2022-08-02 10:30:00,-2.6055726294661383,
2022-08-02 12:00:00,-13.251098681590975,
2022-08-02 13:30:00,-7.885940773041682,
2022-08-02 15:00:00,-3.805304979836336,
2022-08-02 15:30:30,-3.805304979836336,
2022-08-02 23:59:59,-8.411059758702436,c
2022-08-03 00:00:00,-18.076697016479045,
2022-08-03 10:00:00,-34.18114852519574,
2022-08-03 10:30:00,-32.93643120279677,
2022-08-03 12:00:00,-27.815522289301384,
2022-08-03 13:30:00,-23.13126208626494,
2022-08-03 15:00:00,-21.818744576682832,
2022-08-03 15:30:30,-21.818744576682832,
2022-08-03 23:59:59,-24.881804864340154,c
2022-08-04 00:00:00,-30.099892352149425,
2022-08-04 10:00:00,-20.390601279339762,
2022-08-04 10:30:00,-23.24625059324211,
2022-08-04 12:00:00,-31.32529669669958,
2022-08-04 13:30:00,-34.25379263373708,
2022-08-04 15:00:00,-31.80387874129144,
2022-08-04 15:30:30,-31.80387874129144,
2022-08-04 23:59:59,-29.196235278096253,c
2022-08-05 00:00:00,-18.543662051056003,
2022-08-05 10:00:00,-30.01200134631415,
2022-08-05 10:30:00,-27.378521747230707,
2022-08-05 12:00:00,-34.339833339613676,
2022-08-05 13:30:00,-34.55514401776634,
2022-08-05 15:00:00,-37.96583471144197,
2022-08-05 15:30:30,-37.96583471144197,
2022-08-05 23:59:59,-39.619197944456914,w
2022-08-08 00:00:00,-29.98569856168706,
2022-08-08 10:00:00,-37.67899507265639,
2022-08-08 10:30:00,-38.24176592733738,
2022-08-08 12:00:00,-37.330815747241786,
2022-08-08 13:30:00,-33.987369381603855,
2022-08-08 15:00:00,-36.665512206395306,
2022-08-08 15:30:30,-36.665512206395306,
2022-08-08 23:59:59,-36.12684867036211,c
2022-08-09 00:00:00,-29.50630391398812,
2022-08-09 10:00:00,-26.236619611920503,
