date,AS_MSCI_AS_DM_STAY_2022_Q1,meta
2022-02-15 03:00:00,-11.702377950970913,
2022-02-15 18:30:00,38.63098684237775,
2022-02-15 20:00:00,24.977770145695104,
2022-02-15 23:00:00,-0.5648134428993217,
2022-02-15 23:59:59,-2.374814273074662,c
2022-02-16 00:00:00,-63.20236646532612,
2022-02-16 01:00:00,-60.14759438667352,
2022-02-16 02:30:00,-62.08054184114735,
2022-02-16 03:00:00,-63.982975418017304,
2022-02-16 18:30:00,-80.97495575428002,
2022-02-16 20:00:00,-64.95596270627175,
2022-02-16 23:00:00,-14.08189455745196,
2022-02-16 23:59:59,-7.737417301121241,c
2022-02-17 00:00:00,-25.041963387024225,
2022-02-17 01:00:00,-31.898033382325593,
2022-02-17 02:30:00,-33.9573723127869,
2022-02-17 03:00:00,-37.060317016716,
2022-02-17 18:30:00,-33.458833589978894,
2022-02-17 20:00:00,-18.59581722160692,
2022-02-17 23:00:00,-75.6981766599838,
2022-02-17 23:59:59,-85.22860448093707,c
2022-02-18 00:00:00,-31.57083596362827,
2022-02-18 01:00:00,-29.385735808547906,
2022-02-18 02:30:00,-29.54537384301875,
2022-02-18 03:00:00,-28.065539439960048,
2022-02-18 18:30:00,-28.065539439960048,
2022-02-18 20:00:00,-28.065539439960048,
2022-02-18 23:00:00,-28.065539439960048,
2022-02-18 23:59:59,-14.729855560024589,w
2022-02-21 00:00:00,-96.96173801446275,
2022-02-21 01:00:00,-94.92796956212442,
2022-02-21 02:30:00,-102.39998010903946,
2022-02-21 03:00:00,-103.38472720982645,
2022-02-21 18:30:00,-72.20133969938797,
2022-02-21 20:00:00,-120.90846140848043,
2022-02-21 23:00:00,-60.58364779821204,
2022-02-21 23:59:59,-47.886723843321306,c
2022-02-22 00:00:00,3.0043715829633584,
2022-02-22 01:00:00,7.9646001228902605,
2022-02-22 02:30:00,6.659736596231596,
2022-02-22 03:00:00,4.5679873989447515,
2022-02-22 18:30:00,4.077800874967579,
2022-02-22 20:00:00,1.5397850697136164,
2022-02-22 23:00:00,1.986971318234282,
2022-02-22 23:59:59,2.6025694959189423,c
2022-02-23 00:00:00,-4.861526966973543,
2022-02-23 01:00:00,-5.307519353158568,
2022-02-23 02:30:00,-6.055997550171014,
2022-02-23 03:00:00,-7.657008007770855,
2022-02-23 18:30:00,-6.478672424253091,
2022-02-23 20:00:00,58.429993338935674,
2022-02-23 23:00:00,161.52805126647763,
2022-02-23 23:59:59,145.5049151221483,c
2022-02-24 00:00:00,200.35260653920704,
2022-02-24 01:00:00,194.630095870054,
2022-02-24 02:30:00,203.73242474730432,
2022-02-24 03:00:00,201.61092424650633,
2022-02-24 18:30:00,238.8661100650461,
2022-02-24 20:00:00,270.53777205959886,
2022-02-24 23:00:00,248.6217829155721,
2022-02-24 23:59:59,216.67957132585616,c
2022-02-25 00:00:00,198.56978250031534,
2022-02-25 01:00:00,203.49018599714145,
2022-02-25 02:30:00,204.88544003351126,
2022-02-25 03:00:00,204.48925290279294,
2022-02-25 18:30:00,204.48925290279294,
2022-02-25 20:00:00,204.48925290279294,
2022-02-25 23:00:00,204.48925290279294,
2022-02-25 23:59:59,235.61270340675765,w
2022-02-28 00:00:00,268.6528660314216,
2022-02-28 01:00:00,249.9033946703421,
2022-02-28 02:30:00,247.04583312108844,
2022-02-28 03:00:00,245.3189523169931,
2022-02-28 18:30:00,209.168281098644,
2022-02-28 20:00:00,192.15046741706283,
2022-02-28 23:00:00,232.69033254576425,
2022-02-28 23:59:59,239.49329004432911,e
2022-03-01 00:00:00,211.9654882060713,
2022-03-01 01:00:00,222.72071106150725,
2022-03-01 02:30:00,214.89844825755426,
2022-03-01 03:00:00,216.9244338906592,
2022-03-01 18:30:00,212.59781920534442,
2022-03-01 20:00:00,133.2096017314816,
2022-03-01 23:00:00,140.38782244870345,
2022-03-01 23:59:59,159.35684674183904,c
2022-03-02 00:00:00,216.59326976298144,
2022-03-02 01:00:00,221.62914304061633,
2022-03-02 02:30:00,229.56085640344827,
2022-03-02 03:00:00,228.68620635849766,
2022-03-02 18:30:00,253.09963100139066,
2022-03-02 20:00:00,259.3291931601725,
2022-03-02 23:00:00,239.83952626651262,
2022-03-02 23:59:59,248.47876192880358,c
2022-03-03 00:00:00,198.70940597838126,
2022-03-03 01:00:00,200.44947562278503,
2022-03-03 02:30:00,203.16481634740012,
2022-03-03 03:00:00,205.32097203073135,
2022-03-03 18:30:00,209.91809227205522,
2022-03-03 20:00:00,292.2266205370215,
2022-03-03 23:00:00,230.26544616221508,
2022-03-03 23:59:59,211.23263812912228,c
2022-03-04 00:00:00,224.91529104241454,
2022-03-04 01:00:00,220.41113577775286,
2022-03-04 02:30:00,222.77005934530825,
2022-03-04 03:00:00,223.51582634768965,
2022-03-04 18:30:00,223.51582634768965,
2022-03-04 20:00:00,223.51582634768965,
2022-03-04 23:00:00,223.51582634768965,
2022-03-04 23:59:59,248.49357046839214,w
2022-03-07 00:00:00,335.70406126966736,
2022-03-07 01:00:00,331.2034634714455,
2022-03-07 02:30:00,329.8891081500751,
2022-03-07 03:00:00,336.2161556084229,
2022-03-07 18:30:00,336.2161556084229,
2022-03-07 20:00:00,336.2161556084229,
2022-03-07 23:00:00,336.2161556084229,
2022-03-07 23:59:59,373.8187947895676,c
2022-03-08 00:00:00,373.8187947895676,
2022-03-08 01:00:00,373.8187947895676,
2022-03-08 02:30:00,373.8187947895676,
2022-03-08 03:00:00,373.8187947895676,
2022-03-08 18:30:00,373.8187947895676,
2022-03-08 20:00:00,373.8187947895676,
2022-03-08 23:00:00,373.8187947895676,
2022-03-08 23:59:59,373.8187947895676,c
2022-03-09 00:00:00,373.8187947895676,
2022-03-09 01:00:00,373.8187947895676,
2022-03-09 02:30:00,373.8187947895676,
2022-03-09 03:00:00,373.8187947895676,
2022-03-09 18:30:00,373.8187947895676,
2022-03-09 20:00:00,373.8187947895676,
2022-03-09 23:00:00,373.8187947895676,
2022-03-09 23:59:59,373.8187947895676,c
2022-03-10 00:00:00,373.8187947895676,
2022-03-10 01:00:00,373.8187947895676,
2022-03-10 02:30:00,373.8187947895676,
2022-03-10 03:00:00,373.8187947895676,
2022-03-10 18:30:00,373.8187947895676,
2022-03-10 20:00:00,373.8187947895676,
2022-03-10 23:00:00,373.8187947895676,
2022-03-10 23:59:59,373.8187947895676,c
2022-03-11 00:00:00,373.8187947895676,
2022-03-11 01:00:00,373.8187947895676,
2022-03-11 02:30:00,373.8187947895676,
2022-03-11 03:00:00,373.8187947895676,
2022-03-11 18:30:00,373.8187947895676,
2022-03-11 20:00:00,373.8187947895676,
