date,EU_FTSE_DM_SC_STAY_2023_Q1,meta
2023-01-06 00:00:00,-62.274291888058286,
2023-01-06 03:30:00,-64.75089121839392,
2023-01-06 04:00:00,-66.32999760547867,
2023-01-06 06:00:00,-45.234059612084565,
2023-01-06 08:00:00,-45.9663368021516,
2023-01-06 10:30:00,-36.75294388487981,
2023-01-06 11:00:00,-41.405481849274736,
2023-01-06 23:59:59,-32.68709577383598,w
2023-01-09 00:00:00,-21.662301900416054,
2023-01-09 03:30:00,-35.477777428026,
2023-01-09 04:00:00,-26.042460365383363,
2023-01-09 06:00:00,-21.66064567569427,
2023-01-09 08:00:00,-21.827112553143195,
2023-01-09 10:30:00,-15.719684355289388,
2023-01-09 11:00:00,-14.56153181296358,
2023-01-09 23:59:59,-10.52469056868975,c
2023-01-10 00:00:00,-49.490410475810364,
2023-01-10 03:30:00,3.369638660027306,
2023-01-10 04:00:00,-3.2787237779551788,
2023-01-10 06:00:00,-2.0349292801650734,
2023-01-10 08:00:00,-34.90563895868763,
2023-01-10 10:30:00,5.178717352914134,
2023-01-10 11:00:00,10.197237748597928,
2023-01-10 23:59:59,28.181132839495348,c
2023-01-11 00:00:00,-26.41600227621595,
2023-01-11 03:30:00,-80.34165425213472,
2023-01-11 04:00:00,-68.66060496741613,
2023-01-11 06:00:00,-49.75193472023423,
2023-01-11 08:00:00,-1.1144345375333842,
2023-01-11 10:30:00,-19.82516792905841,
2023-01-11 11:00:00,-10.612517898297455,
2023-01-11 23:59:59,4.721480569057434,c
2023-01-12 00:00:00,-3.556385191246136,
2023-01-12 03:30:00,2.070480261573067,
2023-01-12 04:00:00,2.652728091850463,
2023-01-12 06:00:00,-36.10402239899676,
2023-01-12 08:00:00,-32.97857280448204,
2023-01-12 10:30:00,7.9124313472262315,
2023-01-12 11:00:00,4.969582221444512,
2023-01-12 23:59:59,-14.333560901093108,c
2023-01-13 00:00:00,-26.554805524100033,
2023-01-13 03:30:00,-6.491465294356374,
2023-01-13 04:00:00,-1.3445283139394917,
2023-01-13 06:00:00,-13.423360380636808,
2023-01-13 08:00:00,-19.37110822902841,
2023-01-13 10:30:00,-22.806177968489294,
2023-01-13 11:00:00,-29.177720979631005,
2023-01-13 23:59:59,-35.39817990671497,w
2023-01-16 00:00:00,-44.27429297800509,
2023-01-16 03:30:00,-32.62255477393691,
2023-01-16 04:00:00,-26.468035595634944,
2023-01-16 06:00:00,-6.5430757063380725,
2023-01-16 08:00:00,4.92829615985562,
2023-01-16 10:30:00,-0.04710171846105027,
2023-01-16 11:00:00,-3.0889198154853545,
2023-01-16 23:59:59,-3.899470925134068,c
2023-01-17 00:00:00,-9.564554812179836,
2023-01-17 03:30:00,1.4242630617681868,
2023-01-17 04:00:00,-5.258555994362325,
2023-01-17 06:00:00,3.8892592741682677,
2023-01-17 08:00:00,-10.38270466242028,
2023-01-17 10:30:00,26.5319147808556,
2023-01-17 11:00:00,33.886226920112904,
2023-01-17 23:59:59,9.824227062337485,c
2023-01-18 00:00:00,33.355417694302815,
2023-01-18 03:30:00,32.24261196616382,
2023-01-18 04:00:00,46.03312089636836,
2023-01-18 06:00:00,38.88259630898324,
2023-01-18 08:00:00,53.36258848788293,
2023-01-18 10:30:00,97.57841283077238,
2023-01-18 11:00:00,97.89558019356014,
2023-01-18 23:59:59,62.394287104574744,c
