date,EU_DAX_2021_Q4,meta
2021-11-16 00:00:00,117.16694941738129,
2021-11-16 03:30:00,107.99542226707521,
2021-11-16 04:00:00,97.53034955385354,
2021-11-16 06:00:00,112.29358372627007,
2021-11-16 08:00:00,132.48568775041997,
2021-11-16 10:30:00,118.19213561399536,
2021-11-16 11:00:00,111.1173756624478,
2021-11-16 23:59:59,118.46143380783278,c
2021-11-17 00:00:00,107.64375185597859,
2021-11-17 03:30:00,122.94117709506128,
2021-11-17 04:00:00,122.7889654644003,
2021-11-17 06:00:00,119.20543428858673,
2021-11-17 08:00:00,124.38630307384327,
2021-11-17 10:30:00,117.28918377456671,
2021-11-17 11:00:00,113.6144768213067,
2021-11-17 23:59:59,117.85278059597088,c
2021-11-18 00:00:00,108.15807580456958,
2021-11-18 03:30:00,93.56106105545352,
2021-11-18 04:00:00,77.14166443580231,
2021-11-18 06:00:00,114.60524867882428,
2021-11-18 08:00:00,99.71320925526032,
2021-11-18 10:30:00,112.37040345949794,
2021-11-18 11:00:00,111.3714605859146,
2021-11-18 23:59:59,101.93401527073301,c
2021-11-19 00:00:00,95.45022075035537,
2021-11-19 03:30:00,96.63119238939863,
2021-11-19 04:00:00,92.3227978629957,
2021-11-19 06:00:00,110.32347984303011,
2021-11-19 08:00:00,112.22656087183468,
2021-11-19 10:30:00,102.81262802056376,
2021-11-19 11:00:00,102.91466740468272,
2021-11-19 23:59:59,124.81665152934399,w
2021-11-22 00:00:00,123.69969377906332,
2021-11-22 03:30:00,137.1666439835925,
2021-11-22 04:00:00,137.5835296357296,
2021-11-22 06:00:00,94.7173756569099,
2021-11-22 08:00:00,99.06037159430363,
2021-11-22 10:30:00,96.86484846671824,
2021-11-22 11:00:00,87.82816099639744,
2021-11-22 23:59:59,82.48748085459428,c
2021-11-23 00:00:00,70.6729937239712,
2021-11-23 03:30:00,52.310759792340846,
2021-11-23 04:00:00,51.191056445921724,
2021-11-23 06:00:00,44.63525953657,
2021-11-23 08:00:00,31.62184841899962,
2021-11-23 10:30:00,28.57251534132339,
2021-11-23 11:00:00,21.842204123949603,
2021-11-23 23:59:59,15.45895777041093,c
2021-11-24 00:00:00,44.14859538206693,
2021-11-24 03:30:00,12.259713009664306,
2021-11-24 04:00:00,17.684079513368882,
2021-11-24 06:00:00,30.965512538495716,
2021-11-24 08:00:00,57.164618594381025,
2021-11-24 10:30:00,127.76422798823428,
2021-11-24 11:00:00,127.58588359719253,
2021-11-24 23:59:59,128.7193185241986,c
2021-11-25 00:00:00,116.78655833720128,
2021-11-25 03:30:00,141.13528257282073,
2021-11-25 04:00:00,152.1233427051269,
2021-11-25 06:00:00,143.82926933637188,
2021-11-25 08:00:00,162.3785015389639,
2021-11-25 10:30:00,139.96608657777168,
2021-11-25 11:00:00,142.99378135274935,
2021-11-25 23:59:59,149.28408750443748,c
2021-11-26 00:00:00,101.63053352130176,
2021-11-26 03:30:00,85.73825223699026,
2021-11-26 04:00:00,81.74240447541143,
2021-11-26 06:00:00,78.20468248956242,
2021-11-26 08:00:00,64.72640957804741,
2021-11-26 10:30:00,72.76105692439015,
2021-11-26 11:00:00,67.87368402700614,
2021-11-26 23:59:59,14.66218867346994,w
2021-11-29 00:00:00,37.87115039109984,
2021-11-29 03:30:00,81.19531822693047,
