date,MSCI_FACT_VLUE_HEDGED_2021_Q2,meta
2021-04-12 00:00:00,-162.89145145346384,
2021-04-12 10:00:00,-150.47458515463782,
2021-04-12 10:30:00,-148.02190138385907,
2021-04-12 12:00:00,-150.60697052587886,
2021-04-12 13:30:00,-130.70667903942245,
2021-04-12 15:00:00,-124.86283242455664,
2021-04-12 15:30:30,-124.86283242455664,
2021-04-12 23:59:59,-130.39901364351147,c
2021-04-13 00:00:00,-125.00876907603705,
2021-04-13 10:00:00,-108.27329460180229,
2021-04-13 10:30:00,-98.61413491507736,
2021-04-13 12:00:00,-109.36717285598773,
2021-04-13 13:30:00,-106.46390706834923,
2021-04-13 15:00:00,-103.58686758023876,
2021-04-13 15:30:30,-103.58686758023876,
2021-04-13 23:59:59,-104.77992220201087,c
2021-04-14 00:00:00,-105.08669513907822,
2021-04-14 10:00:00,-114.34494812114356,
2021-04-14 10:30:00,-108.08076358977718,
2021-04-14 12:00:00,-109.21382397028705,
2021-04-14 13:30:00,-104.68625601331888,
2021-04-14 15:00:00,-101.56876237743907,
2021-04-14 15:30:30,-101.56876237743907,
2021-04-14 23:59:59,-99.18090068677157,c
2021-04-15 00:00:00,-99.9605639962187,
2021-04-15 10:00:00,-78.13181217626402,
2021-04-15 10:30:00,-78.06948737042148,
2021-04-15 12:00:00,-82.02667806689253,
2021-04-15 13:30:00,-75.14283089553565,
2021-04-15 15:00:00,-76.81114120701275,
2021-04-15 15:30:30,-76.81114120701275,
2021-04-15 23:59:59,-80.70563830878034,c
2021-04-16 00:00:00,-67.07119852832265,
2021-04-16 10:00:00,-61.76560124414165,
2021-04-16 10:30:00,-65.78086652449936,
2021-04-16 12:00:00,-48.102054957510944,
2021-04-16 13:30:00,-42.29095964438301,
2021-04-16 15:00:00,-39.412464055425204,
2021-04-16 15:30:30,-39.412464055425204,
2021-04-16 23:59:59,-37.48943710561835,w
2021-04-19 00:00:00,-43.08515918607114,
2021-04-19 10:00:00,-34.06860401477735,
2021-04-19 10:30:00,-27.658395200760054,
2021-04-19 12:00:00,-23.966490558829378,
2021-04-19 13:30:00,-28.31961352919788,
2021-04-19 15:00:00,-24.850586796770216,
2021-04-19 15:30:30,-24.850586796770216,
2021-04-19 23:59:59,-31.81115990011176,c
2021-04-20 00:00:00,-29.66700371897565,
2021-04-20 10:00:00,-23.580684707899337,
2021-04-20 10:30:00,-22.400817106920982,
2021-04-20 12:00:00,-33.9837575434845,
2021-04-20 13:30:00,-22.2733409259167,
2021-04-20 15:00:00,-23.36231111989011,
2021-04-20 15:30:30,-23.36231111989011,
2021-04-20 23:59:59,-25.4108371206776,c
2021-04-21 00:00:00,-18.216612626871324,
2021-04-21 10:00:00,-34.752123704345706,
2021-04-21 10:30:00,-39.23292223550246,
2021-04-21 12:00:00,-41.217729452413494,
2021-04-21 13:30:00,-46.91119776352582,
2021-04-21 15:00:00,-55.17908679811514,
2021-04-21 15:30:30,-55.17908679811514,
2021-04-21 23:59:59,-57.50997970014035,c
2021-04-22 00:00:00,-32.43601246128665,
2021-04-22 10:00:00,1.3110075234129397,
2021-04-22 10:30:00,16.455253056269072,
2021-04-22 12:00:00,13.262267551936418,
2021-04-22 13:30:00,8.576634297642443,
2021-04-22 15:00:00,10.169705837201633,
2021-04-22 15:30:30,10.169705837201633,
2021-04-22 23:59:59,13.251304265045917,c
2021-04-23 00:00:00,32.247673677974035,
2021-04-23 10:00:00,52.63059095842249,
2021-04-23 10:30:00,46.32427374986071,
2021-04-23 12:00:00,45.24492356150796,
2021-04-23 13:30:00,46.45862990983002,
2021-04-23 15:00:00,44.834085804468316,
2021-04-23 15:30:30,44.834085804468316,
2021-04-23 23:59:59,38.576361798039414,w
2021-04-26 00:00:00,32.4182886123439,
2021-04-26 10:00:00,33.667246476872435,
2021-04-26 10:30:00,41.303195353672464,
2021-04-26 12:00:00,30.850629903677998,
2021-04-26 13:30:00,34.4926155281868,
2021-04-26 15:00:00,33.9096478411563,
2021-04-26 15:30:30,33.9096478411563,
2021-04-26 23:59:59,34.00509932887849,c
2021-04-27 00:00:00,39.91517284351988,
2021-04-27 10:00:00,23.81418474473233,
2021-04-27 10:30:00,20.686431361605656,
2021-04-27 12:00:00,27.405544178984627,
2021-04-27 13:30:00,18.499972878600346,
2021-04-27 15:00:00,15.688129047100887,
2021-04-27 15:30:30,15.688129047100887,
2021-04-27 23:59:59,3.383374831053203,c
2021-04-28 00:00:00,6.547066693014926,
2021-04-28 10:00:00,17.383348194985558,
2021-04-28 10:30:00,10.484849699830534,
2021-04-28 12:00:00,16.516173526931027,
2021-04-28 13:30:00,15.073940858651042,
2021-04-28 15:00:00,13.919167414241429,
2021-04-28 15:30:30,13.919167414241429,
2021-04-28 23:59:59,12.55455353684431,c
2021-04-29 00:00:00,13.631550441715007,
2021-04-29 10:00:00,19.400075627419852,
2021-04-29 10:30:00,5.661251413910861,
2021-04-29 12:00:00,-2.624512826966111,
2021-04-29 13:30:00,-9.734372421492196,
2021-04-29 15:00:00,-13.263741646690733,
2021-04-29 15:30:30,-13.263741646690733,
2021-04-29 23:59:59,-14.68071390214621,c
2021-04-30 00:00:00,-29.430190933492298,
2021-04-30 10:00:00,-39.15913300222192,
2021-04-30 10:30:00,-28.81156485484803,
2021-04-30 12:00:00,-27.810666790119058,
2021-04-30 13:30:00,-14.392975973812185,
2021-04-30 15:00:00,-5.57051399021023,
2021-04-30 15:30:30,-5.57051399021023,s
2021-04-30 23:59:59,-9.63661702771725,w
2021-05-03 00:00:00,-17.068670649018856,
2021-05-03 10:00:00,-25.51259486792685,
2021-05-03 10:30:00,-11.966800827064986,
2021-05-03 12:00:00,-16.091800857212803,
2021-05-03 13:30:00,-20.975400364257382,
2021-05-03 15:00:00,-30.31348091456195,
2021-05-03 15:30:30,-30.31348091456195,
2021-05-03 23:59:59,-20.28892591293038,c
2021-05-04 00:00:00,-8.554150376922166,
2021-05-04 10:00:00,18.79993429975471,
2021-05-04 10:30:00,13.780138660410955,
2021-05-04 12:00:00,10.84182042972381,
2021-05-04 13:30:00,14.950639884155152,
2021-05-04 15:00:00,8.874864686506527,
2021-05-04 15:30:30,8.874864686506527,
2021-05-04 23:59:59,9.04803242111484,c
2021-05-05 00:00:00,9.405206812687084,
2021-05-05 10:00:00,4.597119915093202,
2021-05-05 10:30:00,4.635683014623936,
2021-05-05 12:00:00,-2.1920808344511613,
2021-05-05 13:30:00,-1.32844979520101,
2021-05-05 15:00:00,-10.582609135812021,
2021-05-05 15:30:30,-10.582609135812021,
2021-05-05 23:59:59,-10.289548577140295,c
2021-05-06 00:00:00,-23.74636094008585,
2021-05-06 10:00:00,-14.857813521614275,
2021-05-06 10:30:00,-13.07901287406608,
2021-05-06 12:00:00,-4.57601928540609,
2021-05-06 13:30:00,-5.039682401726054,
2021-05-06 15:00:00,-1.3596070004536784,
2021-05-06 15:30:30,-1.3596070004536784,
2021-05-06 23:59:59,-5.331670993528405,c
2021-05-07 00:00:00,2.2168622168649392,
2021-05-07 10:00:00,-1.8826823819197216,
2021-05-07 10:30:00,-13.576388725632938,
2021-05-07 12:00:00,-12.34346448325303,
2021-05-07 13:30:00,-15.896263451768476,
2021-05-07 15:00:00,-18.82736205046001,
2021-05-07 15:30:30,-18.82736205046001,
2021-05-07 23:59:59,-13.993175839344474,w
2021-05-10 00:00:00,2.9703824155962195,
2021-05-10 10:00:00,25.635378457677405,
2021-05-10 10:30:00,30.394376551287138,
2021-05-10 12:00:00,38.888537056859235,
2021-05-10 13:30:00,32.29952477915478,
2021-05-10 15:00:00,28.58375594609086,
2021-05-10 15:30:30,28.58375594609086,
2021-05-10 23:59:59,25.10948275256402,c
2021-05-11 00:00:00,31.610283553892856,
2021-05-11 10:00:00,38.58240495323352,
2021-05-11 10:30:00,53.130126688692,
2021-05-11 12:00:00,46.34976231746589,
2021-05-11 13:30:00,45.15481352423171,
2021-05-11 15:00:00,36.134136721242015,
2021-05-11 15:30:30,36.134136721242015,
2021-05-11 23:59:59,39.88371797470447,c
2021-05-12 00:00:00,49.07158929461832,
2021-05-12 10:00:00,68.70805417486253,
2021-05-12 10:30:00,79.51674014970229,
2021-05-12 12:00:00,81.60075511291427,
2021-05-12 13:30:00,73.83221715939646,
2021-05-12 15:00:00,83.55494206656829,
2021-05-12 15:30:30,83.55494206656829,
2021-05-12 23:59:59,82.03459148896115,c
2021-05-13 00:00:00,72.69247905354197,
2021-05-13 10:00:00,50.02050845651573,
2021-05-13 10:30:00,56.08848108236219,
2021-05-13 12:00:00,55.69950764249259,
2021-05-13 13:30:00,50.76547656788057,
2021-05-13 15:00:00,49.52153134633369,
2021-05-13 15:30:30,49.52153134633369,u
2021-05-13 23:59:59,50.554397434445946,c
2021-05-14 00:00:00,38.730594182042466,
2021-05-14 10:00:00,42.54930523755888,
2021-05-14 10:30:00,39.37688355606076,
2021-05-14 12:00:00,32.54303755462166,
2021-05-14 13:30:00,15.432153529974528,
2021-05-14 15:00:00,16.699521792148943,
2021-05-14 15:30:30,16.699521792148943,
2021-05-14 23:59:59,20.53973876173984,w
2021-05-17 00:00:00,41.27424705790085,
2021-05-17 10:00:00,59.45980406158506,
2021-05-17 10:30:00,35.09456354853765,
2021-05-17 12:00:00,18.434403943159566,
2021-05-17 13:30:00,6.5235713721496325,
2021-05-17 15:00:00,9.081076680634254,
2021-05-17 15:30:30,9.081076680634254,
2021-05-17 23:59:59,0.0,a
2021-05-18 00:00:00,-26.78200816803985,
2021-05-18 10:00:00,-24.903564296173386,
2021-05-18 10:30:00,-15.014317491365006,
2021-05-18 12:00:00,-0.8451743461118042,
2021-05-18 13:30:00,-0.012476387123541599,
2021-05-18 15:00:00,-5.092555681911392,
