date,R1_STAY_HEDGED_2022_Q4,meta
2022-10-07 00:00:00,209.19485277704075,
2022-10-07 10:00:00,205.6680058886165,
2022-10-07 10:30:00,203.48743919097237,
2022-10-07 12:00:00,197.27303702095415,
2022-10-07 13:30:00,194.62827493838535,
2022-10-07 15:00:00,196.67550946161305,
2022-10-07 15:30:30,196.67550946161305,
2022-10-07 23:59:59,195.4626366363645,w
2022-10-10 00:00:00,192.24766122532296,
2022-10-10 10:00:00,200.23674630870445,
2022-10-10 10:30:00,190.37699769596853,
2022-10-10 12:00:00,187.58388076296026,
2022-10-10 13:30:00,182.69928577956728,
2022-10-10 15:00:00,173.5285057305993,
2022-10-10 15:30:30,173.5285057305993,
2022-10-10 23:59:59,173.23722924669454,c
2022-10-11 00:00:00,170.16264166932686,
2022-10-11 10:00:00,177.4162524146161,
2022-10-11 10:30:00,178.12237698772813,
2022-10-11 12:00:00,169.99030993532602,
2022-10-11 13:30:00,175.22192514067933,
2022-10-11 15:00:00,169.37379600007415,
2022-10-11 15:30:30,169.37379600007415,
2022-10-11 23:59:59,170.0406071582655,c
2022-10-12 00:00:00,160.71491983187056,
2022-10-12 10:00:00,164.74868423226067,
2022-10-12 10:30:00,162.8503925923519,
2022-10-12 12:00:00,161.47524927596146,
2022-10-12 13:30:00,165.36688412763763,
2022-10-12 15:00:00,169.16072053625473,
2022-10-12 15:30:30,169.16072053625473,
2022-10-12 23:59:59,170.7477002847881,c
2022-10-13 00:00:00,166.05782311709294,
2022-10-13 10:00:00,154.93222983404758,
2022-10-13 10:30:00,161.98044808420445,
2022-10-13 12:00:00,158.0119580625598,
2022-10-13 13:30:00,160.51668381766027,
2022-10-13 15:00:00,158.16979419502363,
2022-10-13 15:30:30,158.16979419502363,
2022-10-13 23:59:59,157.3391800810724,c
2022-10-14 00:00:00,163.26814190650327,
2022-10-14 10:00:00,162.5895459640572,
2022-10-14 10:30:00,164.09129425625136,
2022-10-14 12:00:00,160.8470072592826,
2022-10-14 13:30:00,160.0004254939918,
2022-10-14 15:00:00,160.74233894857903,
2022-10-14 15:30:30,160.74233894857903,
2022-10-14 23:59:59,157.2134309402982,w
2022-10-17 00:00:00,157.3271120292299,
2022-10-17 10:00:00,165.4839543191745,
2022-10-17 10:30:00,168.2116141395263,
2022-10-17 12:00:00,169.13467759793025,
2022-10-17 13:30:00,166.64172785206847,
2022-10-17 15:00:00,165.32431950285329,
2022-10-17 15:30:30,165.32431950285329,
2022-10-17 23:59:59,167.67255187898482,c
2022-10-18 00:00:00,174.0832718932527,
2022-10-18 10:00:00,156.79687555094662,
2022-10-18 10:30:00,165.27028319972734,
2022-10-18 12:00:00,167.20447292565595,
2022-10-18 13:30:00,163.98379493102507,
2022-10-18 15:00:00,169.8591073157166,
2022-10-18 15:30:30,169.8591073157166,
2022-10-18 23:59:59,166.90448655699558,c
2022-10-19 00:00:00,170.71746907572935,
2022-10-19 10:00:00,167.62843257003738,
2022-10-19 10:30:00,158.56777048097464,
2022-10-19 12:00:00,160.93300155565453,
2022-10-19 13:30:00,169.12799480309582,
2022-10-19 15:00:00,170.80670011564462,
2022-10-19 15:30:30,170.80670011564462,
2022-10-19 23:59:59,169.445786933998,c
2022-10-20 00:00:00,155.65588667613204,
2022-10-20 10:00:00,144.7971891941372,
2022-10-20 10:30:00,150.0344278523115,
2022-10-20 12:00:00,157.88361749566582,
2022-10-20 13:30:00,158.42632858601536,
