date,AS_GDXJ_2021_Q4,meta
2021-11-19 00:00:00,-242.29334178680256,
2021-11-19 01:00:00,-275.36093206667465,
2021-11-19 02:30:00,-285.1171153929754,
2021-11-19 03:00:00,-289.99829236926234,
2021-11-19 18:30:00,-289.99829236926234,
2021-11-19 20:00:00,-289.99829236926234,
2021-11-19 23:00:00,-289.99829236926234,
2021-11-19 23:59:59,-289.94354057929377,w
2021-11-22 00:00:00,-311.8288398205077,
2021-11-22 01:00:00,-336.2618158780024,
2021-11-22 02:30:00,-317.9617308258439,
2021-11-22 03:00:00,-322.84820060736274,
2021-11-22 18:30:00,-256.9540561049507,
2021-11-22 20:00:00,-310.9706197070427,
2021-11-22 23:00:00,-254.32091556702835,
2021-11-22 23:59:59,-288.56212296404374,c
2021-11-23 00:00:00,-404.7455744076178,
2021-11-23 01:00:00,-397.47679397539105,
2021-11-23 02:30:00,-413.36967444898437,
2021-11-23 03:00:00,-418.327970495262,
2021-11-23 18:30:00,-416.27018945686723,
2021-11-23 20:00:00,-389.964602237731,
2021-11-23 23:00:00,-365.36214463319084,
2021-11-23 23:59:59,-261.49941014981596,c
2021-11-24 00:00:00,-304.08434771218526,
2021-11-24 01:00:00,-280.82671158363337,
2021-11-24 02:30:00,-283.2012789885339,
2021-11-24 03:00:00,-278.3956886251144,
2021-11-24 18:30:00,-290.7325409153709,
2021-11-24 20:00:00,-302.6954307410997,
2021-11-24 23:00:00,-278.7357025807014,
2021-11-24 23:59:59,-322.91807086031986,c
2021-11-25 00:00:00,-296.9288912055381,
2021-11-25 01:00:00,-282.2601232936013,
2021-11-25 02:30:00,-293.188056159368,
2021-11-25 03:00:00,-298.1445232668975,
2021-11-25 18:30:00,-300.24272446338364,
2021-11-25 20:00:00,-234.1241500834749,
2021-11-25 23:00:00,-342.6442904877549,
2021-11-25 23:59:59,-317.0298545907208,c
2021-11-26 00:00:00,-330.7903717071604,
2021-11-26 01:00:00,-344.217816064167,
2021-11-26 02:30:00,-334.46812107312326,
2021-11-26 03:00:00,-339.28747889464285,
2021-11-26 18:30:00,-339.28747889464285,
2021-11-26 20:00:00,-339.28747889464285,
2021-11-26 23:00:00,-339.28747889464285,
2021-11-26 23:59:59,-288.8509418594949,w
2021-11-29 00:00:00,-133.8454897380925,
2021-11-29 01:00:00,-135.1297342940179,
2021-11-29 02:30:00,-133.90181027364451,
2021-11-29 03:00:00,-135.17972796084905,
2021-11-29 18:30:00,-56.374622058150635,
2021-11-29 20:00:00,40.56707721713428,
2021-11-29 23:00:00,189.33332896687716,
2021-11-29 23:59:59,144.68434113990952,c
2021-11-30 00:00:00,21.126414678501533,
2021-11-30 01:00:00,19.854102690342188,
2021-11-30 02:30:00,26.916203405166016,
2021-11-30 03:00:00,27.100998710779095,
2021-11-30 18:30:00,150.97501048246158,
2021-11-30 20:00:00,-17.67910146952636,
2021-11-30 23:00:00,-31.263733418787524,
2021-11-30 23:59:59,-12.2356268748008,c
2021-12-01 00:00:00,-82.21461009420455,
2021-12-01 01:00:00,-107.92613875286406,
2021-12-01 02:30:00,-115.21142344121836,
2021-12-01 03:00:00,-120.08816101196862,
2021-12-01 18:30:00,-50.91284087497661,
2021-12-01 20:00:00,-213.08947893834193,
2021-12-01 23:00:00,-145.5426746517951,
2021-12-01 23:59:59,-246.22318290271323,c
2021-12-02 00:00:00,-346.4103915637861,
2021-12-02 01:00:00,-375.5657480341033,
2021-12-02 02:30:00,-381.3791758611169,
2021-12-02 03:00:00,-386.2922945843602,
2021-12-02 18:30:00,-484.4448078622154,
2021-12-02 20:00:00,-538.6897626801547,
2021-12-02 23:00:00,-551.5261312703478,
2021-12-02 23:59:59,-597.4503014273814,c
2021-12-03 00:00:00,-593.1740617331325,
2021-12-03 01:00:00,-598.0725641893605,
2021-12-03 02:30:00,-606.7206378149222,
2021-12-03 03:00:00,-612.7840868800304,
2021-12-03 18:30:00,-612.7840868800304,
2021-12-03 20:00:00,-612.7840868800304,
2021-12-03 23:00:00,-612.7840868800304,
2021-12-03 23:59:59,-593.6590438198527,w
2021-12-06 00:00:00,-504.981684467004,
2021-12-06 01:00:00,-518.4869227221825,
2021-12-06 02:30:00,-519.8341860358032,
2021-12-06 03:00:00,-529.7303527055046,
2021-12-06 18:30:00,-486.51358162831457,
2021-12-06 20:00:00,-506.6229976289851,
2021-12-06 23:00:00,-447.9475414161334,
2021-12-06 23:59:59,-427.7814954681544,c
2021-12-07 00:00:00,-396.8281723611817,
2021-12-07 01:00:00,-395.5901865221549,
2021-12-07 02:30:00,-385.8488293389437,
2021-12-07 03:00:00,-391.85420114905537,
2021-12-07 18:30:00,-399.9423907466389,
2021-12-07 20:00:00,-409.9510659191674,
2021-12-07 23:00:00,-360.21024357028,
2021-12-07 23:59:59,-368.4935077613136,c
2021-12-08 00:00:00,-352.55217969555997,
2021-12-08 01:00:00,-353.6584004173801,
2021-12-08 02:30:00,-351.2142696923056,
2021-12-08 03:00:00,-352.49952709252466,
2021-12-08 18:30:00,-404.2167217045662,
2021-12-08 20:00:00,-319.43541389521124,
2021-12-08 23:00:00,-300.62377539912814,
2021-12-08 23:59:59,-283.6748746625526,c
2021-12-09 00:00:00,-322.85407300165025,
2021-12-09 01:00:00,-314.30635034220177,
2021-12-09 02:30:00,-314.3334569416402,
2021-12-09 03:00:00,-317.9773575720392,
2021-12-09 18:30:00,-274.33752516051027,
2021-12-09 20:00:00,-114.03814941350356,
2021-12-09 23:00:00,3.889083344654864,
2021-12-09 23:59:59,23.10697929971684,c
2021-12-10 00:00:00,7.653524752095109,
2021-12-10 01:00:00,3.88140671115616,
2021-12-10 02:30:00,8.746332686972892,
2021-12-10 03:00:00,5.0388276723770105,
2021-12-10 18:30:00,5.0388276723770105,
2021-12-10 20:00:00,5.0388276723770105,
2021-12-10 23:00:00,5.0388276723770105,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,231.27931841145437,
2021-12-13 01:00:00,228.7632418461726,
2021-12-13 02:30:00,227.50024173352358,
2021-12-13 03:00:00,226.27835581367071,
2021-12-13 18:30:00,204.25971375199515,
2021-12-13 20:00:00,198.95480142478118,
2021-12-13 23:00:00,188.9677192234667,
2021-12-13 23:59:59,112.58352476655637,c
2021-12-14 00:00:00,112.13127004030866,
2021-12-14 01:00:00,107.29468734635702,
2021-12-14 02:30:00,103.6491085379912,
2021-12-14 03:00:00,107.27432688451336,
2021-12-14 18:30:00,7.974664960107475,
2021-12-14 20:00:00,10.135284060428603,
2021-12-14 23:00:00,-42.96723304906118,
2021-12-14 23:59:59,-21.174935078488488,c
2021-12-15 00:00:00,-70.7703466353014,
2021-12-15 01:00:00,-64.67179911852145,
2021-12-15 02:30:00,-80.70388767470831,
2021-12-15 03:00:00,-78.26089812931059,
2021-12-15 18:30:00,-166.36758673995791,
2021-12-15 20:00:00,-121.48819609108978,
2021-12-15 23:00:00,-37.1022844983072,
2021-12-15 23:59:59,-110.77184465320897,c
2021-12-16 00:00:00,-104.76741816059803,
2021-12-16 01:00:00,-108.402552833546,
2021-12-16 02:30:00,-96.08017311285039,
2021-12-16 03:00:00,-93.63145961959708,
2021-12-16 18:30:00,-157.45658909842314,
2021-12-16 20:00:00,-188.46418541097592,
2021-12-16 23:00:00,-95.15829467183175,
2021-12-16 23:59:59,-181.61905463016774,c
2021-12-17 00:00:00,-148.24756798422823,
2021-12-17 01:00:00,-153.2586086938045,
2021-12-17 02:30:00,-145.88578387392954,
2021-12-17 03:00:00,-148.34518848620064,
2021-12-17 18:30:00,-148.34518848620064,
2021-12-17 20:00:00,-148.34518848620064,
2021-12-17 23:00:00,-148.34518848620064,
2021-12-17 23:59:59,-132.3176460819377,e
2021-12-20 00:00:00,-196.06660468371956,
2021-12-20 01:00:00,-188.5757540869381,
2021-12-20 02:30:00,-187.33367486241332,
2021-12-20 03:00:00,-192.18685943536366,
2021-12-20 18:30:00,-171.46949985596257,
2021-12-20 20:00:00,-60.942982252454385,
2021-12-20 23:00:00,5.115302685315328,
2021-12-20 23:59:59,53.250642436849375,c
2021-12-21 00:00:00,31.886487364130517,
2021-12-21 01:00:00,30.759473772535785,
2021-12-21 02:30:00,40.470775844614764,
2021-12-21 03:00:00,38.03679480730352,
2021-12-21 18:30:00,-56.19818950024455,
2021-12-21 20:00:00,-37.86116875925836,
2021-12-21 23:00:00,-82.05916812142641,
2021-12-21 23:59:59,-111.11804627955098,c
2021-12-22 00:00:00,-79.09049418333598,
2021-12-22 01:00:00,-80.18054219252008,
2021-12-22 02:30:00,-85.11899707306657,
2021-12-22 03:00:00,-88.88507861788639,
2021-12-22 18:30:00,-18.712491792619403,
2021-12-22 20:00:00,-4.008371705465834,
2021-12-22 23:00:00,-74.6499630826147,
2021-12-22 23:59:59,-56.634853116618615,c
2021-12-23 00:00:00,26.80457755397947,
2021-12-23 01:00:00,26.79938310079342,
2021-12-23 02:30:00,30.50726194570052,
2021-12-23 03:00:00,29.300788223674317,
2021-12-23 18:30:00,14.235450261243386,
2021-12-23 20:00:00,-9.246993030958038,
2021-12-23 23:00:00,13.08102912224058,
2021-12-23 23:59:59,9.486398384056884,c
2021-12-24 00:00:00,20.743880088419246,
2021-12-24 01:00:00,20.743880088419246,
2021-12-24 02:30:00,20.743880088419246,
2021-12-24 03:00:00,20.743880088419246,
2021-12-24 18:30:00,20.743880088419246,
2021-12-24 20:00:00,20.743880088419246,
2021-12-24 23:00:00,20.743880088419246,
2021-12-24 23:59:59,28.196810639097748,w
2021-12-27 00:00:00,28.196810639097748,
2021-12-27 01:00:00,28.196810639097748,
2021-12-27 02:30:00,28.196810639097748,
2021-12-27 03:00:00,28.196810639097748,
2021-12-27 18:30:00,28.196810639097748,
2021-12-27 20:00:00,28.196810639097748,
2021-12-27 23:00:00,24.474893604510726,
2021-12-27 23:59:59,24.474893604510726,c
2021-12-28 00:00:00,26.907304089496392,
2021-12-28 01:00:00,24.375654749699606,
2021-12-28 02:30:00,26.912510941183427,
2021-12-28 03:00:00,24.52623459942697,
2021-12-28 18:30:00,102.34163512290797,
2021-12-28 20:00:00,139.82856361258564,
2021-12-28 23:00:00,179.43102762832496,
2021-12-28 23:59:59,169.1185970493334,c
2021-12-29 00:00:00,173.71173443956286,
2021-12-29 01:00:00,171.31991615498737,
2021-12-29 02:30:00,159.19318463619857,
2021-12-29 03:00:00,159.17790369315662,
2021-12-29 18:30:00,127.43179128072552,
2021-12-29 20:00:00,130.92969052953595,
2021-12-29 23:00:00,117.36063800971169,
2021-12-29 23:59:59,109.5903527228802,c
2021-12-30 00:00:00,100.12174719893665,
2021-12-30 01:00:00,87.98099788760737,
2021-12-30 02:30:00,94.0240083319386,
2021-12-30 03:00:00,90.37429890554813,
2021-12-30 18:30:00,236.86570365460102,
2021-12-30 20:00:00,240.15543429393438,
2021-12-30 23:00:00,292.4822811765298,
2021-12-30 23:59:59,283.25845962272615,c
2021-12-31 00:00:00,330.0725253368455,
2021-12-31 01:00:00,330.0725253368455,
2021-12-31 02:30:00,330.0725253368455,
2021-12-31 03:00:00,330.0725253368455,
2021-12-31 18:30:00,330.0725253368455,
2021-12-31 20:00:00,330.0725253368455,
2021-12-31 23:00:00,330.0725253368455,
2021-12-31 23:59:59,320.5114575841435,w
