date,QCLN_2021_Q4,meta
2021-11-19 00:00:00,-288.7836526007502,
2021-11-19 10:00:00,-295.9849083919221,
2021-11-19 10:30:00,-307.31127494317434,
2021-11-19 12:00:00,-304.83483268393456,
2021-11-19 13:30:00,-339.32199924789256,
2021-11-19 15:00:00,-451.13873558989144,
2021-11-19 15:30:30,-451.13873558989144,
2021-11-19 23:59:59,-453.79958702111185,w
2021-11-22 00:00:00,-476.657545314431,
2021-11-22 10:00:00,-526.5276869111797,
2021-11-22 10:30:00,-540.4915179534146,
2021-11-22 12:00:00,-421.26022614918725,
2021-11-22 13:30:00,-530.7187333207919,
2021-11-22 15:00:00,-564.6665142377944,
2021-11-22 15:30:30,-564.6665142377944,u
2021-11-22 23:59:59,-458.6769634353834,c
2021-11-23 00:00:00,-508.2583846890557,
2021-11-23 10:00:00,-666.439618986569,
2021-11-23 10:30:00,-590.1699789282668,
2021-11-23 12:00:00,-491.0560570762168,
2021-11-23 13:30:00,-340.59534920544456,
2021-11-23 15:00:00,-406.374283577768,
2021-11-23 15:30:30,-406.374283577768,
2021-11-23 23:59:59,-462.25125039382215,c
2021-11-24 00:00:00,-442.60253135223616,
2021-11-24 10:00:00,-494.18361567023135,
2021-11-24 10:30:00,-559.2403067820751,
2021-11-24 12:00:00,-558.9469705402337,
2021-11-24 13:30:00,-584.7360230162892,
2021-11-24 15:00:00,-594.3712924076408,
2021-11-24 15:30:30,-594.3712924076408,
2021-11-24 23:59:59,-571.8241952955998,c
2021-11-25 00:00:00,-571.8241952955998,
2021-11-25 10:00:00,-571.8241952955998,
2021-11-25 10:30:00,-571.8241952955998,
2021-11-25 12:00:00,-571.8241952955998,
2021-11-25 13:30:00,-571.8241952955998,
2021-11-25 15:00:00,-571.8241952955998,
2021-11-25 15:30:30,-571.8241952955998,
2021-11-25 23:59:59,-571.8241952955998,c
2021-11-26 00:00:00,-504.7316342659765,
2021-11-26 10:00:00,-458.61469401686713,
2021-11-26 10:30:00,-474.1865212518476,
2021-11-26 12:00:00,-464.23116463475617,
2021-11-26 13:30:00,-464.23116463475617,
2021-11-26 15:00:00,-464.23116463475617,
2021-11-26 15:30:30,-464.23116463475617,
2021-11-26 23:59:59,-401.9492569384886,w
2021-11-29 00:00:00,-469.9193891993589,
2021-11-29 10:00:00,-553.5912179521004,
2021-11-29 10:30:00,-505.7390661546706,
2021-11-29 12:00:00,-539.9720441516715,
2021-11-29 13:30:00,-529.3267530266742,
2021-11-29 15:00:00,-529.7123934994972,
2021-11-29 15:30:30,-529.7123934994972,
2021-11-29 23:59:59,-567.3813721536133,c
2021-11-30 00:00:00,-618.4612339551302,
2021-11-30 10:00:00,-675.0910898560037,
2021-11-30 10:30:00,-686.2748272019287,
2021-11-30 12:00:00,-566.3872925926323,
2021-11-30 13:30:00,-601.3235773662868,
2021-11-30 15:00:00,-662.1530068368936,
2021-11-30 15:30:30,-662.1530068368936,s
2021-11-30 23:59:59,-683.7654143545767,c
2021-12-01 00:00:00,-691.8723891973973,
2021-12-01 10:00:00,-635.7453765173489,
2021-12-01 10:30:00,-624.2137234034221,
2021-12-01 12:00:00,-620.3554864664322,
2021-12-01 13:30:00,-615.2566553158629,
2021-12-01 15:00:00,-529.7478859725359,
2021-12-01 15:30:30,-529.7478859725359,
2021-12-01 23:59:59,-437.432867642317,c
2021-12-02 00:00:00,-407.12612394810935,
2021-12-02 10:00:00,-432.38369132078356,
2021-12-02 10:30:00,-356.27532664444834,
2021-12-02 12:00:00,-360.25060564177284,
2021-12-02 13:30:00,-276.25496198951305,
2021-12-02 15:00:00,-297.12725758579404,
2021-12-02 15:30:30,-297.12725758579404,
2021-12-02 23:59:59,-317.49873596352063,c
2021-12-03 00:00:00,-280.6353915189379,
2021-12-03 10:00:00,-152.20924371711567,
2021-12-03 10:30:00,-120.06554270089805,
2021-12-03 12:00:00,5.6508280764521714,
2021-12-03 13:30:00,-57.399351327305794,
2021-12-03 15:00:00,6.422019864021195,
2021-12-03 15:30:30,6.422019864021195,
2021-12-03 23:59:59,-16.725161190530116,w
2021-12-06 00:00:00,55.338528753836954,
2021-12-06 10:00:00,75.1996503604571,
2021-12-06 10:30:00,51.94111523078391,
2021-12-06 12:00:00,101.33804409190725,
2021-12-06 13:30:00,-39.59871855010556,
2021-12-06 15:00:00,-17.199285382563176,
2021-12-06 15:30:30,-17.199285382563176,
2021-12-06 23:59:59,-29.04015359103869,c
2021-12-07 00:00:00,-142.22553422963665,
2021-12-07 10:00:00,-124.42655343898127,
2021-12-07 10:30:00,-154.360375337802,
2021-12-07 12:00:00,-85.24134179595194,
2021-12-07 13:30:00,-117.96360775134667,
2021-12-07 15:00:00,-123.79446914808864,
2021-12-07 15:30:30,-123.79446914808864,
2021-12-07 23:59:59,-149.36779836081246,c
2021-12-08 00:00:00,-169.17007019545895,
2021-12-08 10:00:00,-79.20168631196748,
2021-12-08 10:30:00,-90.35055517197975,
2021-12-08 12:00:00,-125.35917073347628,
2021-12-08 13:30:00,-185.2721351403211,
2021-12-08 15:00:00,-163.90628124472437,
2021-12-08 15:30:30,-163.90628124472437,
2021-12-08 23:59:59,-175.5941397022766,c
2021-12-09 00:00:00,-137.9457428340918,
2021-12-09 10:00:00,-110.78365113774862,
2021-12-09 10:30:00,-84.60746869230388,
2021-12-09 12:00:00,-69.75429579616434,
2021-12-09 13:30:00,-33.70712850482846,
2021-12-09 15:00:00,-2.1847336732307667,
2021-12-09 15:30:30,-2.1847336732307667,
2021-12-09 23:59:59,12.086470690466513,c
2021-12-10 00:00:00,33.77869830541886,
2021-12-10 10:00:00,93.65323402761283,
2021-12-10 10:30:00,41.727851922810714,
2021-12-10 12:00:00,-1.5110180265708095,
2021-12-10 13:30:00,1.6970554584370348,
2021-12-10 15:00:00,19.55861132597056,
2021-12-10 15:30:30,19.55861132597056,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,68.30652098538098,
2021-12-13 10:00:00,137.73692673864184,
2021-12-13 10:30:00,187.42961106738062,
2021-12-13 12:00:00,229.91185277570253,
2021-12-13 13:30:00,218.57035381331025,
2021-12-13 15:00:00,179.62082145688805,
2021-12-13 15:30:30,179.62082145688805,
2021-12-13 23:59:59,195.62830828853976,c
2021-12-14 00:00:00,276.94166316299095,
2021-12-14 10:00:00,249.2226629193774,
