date,AS_KWEB_2021_Q4,meta
2021-11-25 23:00:00,-215.1825908879198,
2021-11-25 23:59:59,-215.02699988895506,c
2021-11-26 00:00:00,-258.8050288542365,
2021-11-26 01:00:00,-260.5811754278809,
2021-11-26 02:30:00,-303.8800793397347,
2021-11-26 03:00:00,-299.69155764364973,
2021-11-26 18:30:00,-299.69155764364973,
2021-11-26 20:00:00,-299.69155764364973,
2021-11-26 23:00:00,-299.69155764364973,
2021-11-26 23:59:59,-299.5593774795045,w
2021-11-29 00:00:00,-199.69301945096618,
2021-11-29 01:00:00,-145.94002211510883,
2021-11-29 02:30:00,-165.56274340070672,
2021-11-29 03:00:00,-157.1967169218908,
2021-11-29 18:30:00,-157.1967169218908,
2021-11-29 20:00:00,-157.1967169218908,
2021-11-29 23:00:00,-209.3055119305575,
2021-11-29 23:59:59,-209.6440173559988,c
2021-11-30 00:00:00,-274.8115033750189,
2021-11-30 01:00:00,-214.01009431096304,
2021-11-30 02:30:00,-209.73269353072442,
2021-11-30 03:00:00,-174.84537921329343,
2021-11-30 18:30:00,-174.84537921329343,
2021-11-30 20:00:00,-174.84537921329343,
2021-11-30 23:00:00,0.4244090850663724,
2021-11-30 23:59:59,0.0,a
2021-12-01 00:00:00,-80.5888136477954,
2021-12-01 01:00:00,-93.6706167035129,
2021-12-01 02:30:00,-138.43348850065217,
2021-12-01 03:00:00,-128.79655002955337,
2021-12-01 18:30:00,-128.79655002955337,
2021-12-01 20:00:00,-128.79655002955337,
2021-12-01 23:00:00,93.74401431596084,
2021-12-01 23:59:59,94.25486097961175,c
2021-12-02 00:00:00,142.41817315208982,
2021-12-02 01:00:00,115.66016122869178,
2021-12-02 02:30:00,95.97332635791713,
2021-12-02 03:00:00,107.16647144877129,
2021-12-02 18:30:00,107.16647144877129,
2021-12-02 20:00:00,107.16647144877129,
2021-12-02 23:00:00,259.9219936993147,
2021-12-02 23:59:59,260.7103937528493,c
2021-12-03 00:00:00,228.3339344038459,
2021-12-03 01:00:00,183.36766011121722,
2021-12-03 02:30:00,193.7610163928241,
2021-12-03 03:00:00,88.68491123605077,
2021-12-03 18:30:00,88.68491123605077,
2021-12-03 20:00:00,88.68491123605077,
2021-12-03 23:00:00,88.68491123605077,
2021-12-03 23:59:59,88.56652463283035,w
2021-12-06 00:00:00,462.8726261928791,
2021-12-06 01:00:00,468.7789524383895,
2021-12-06 02:30:00,478.7619734568909,
2021-12-06 03:00:00,477.93423244777455,
2021-12-06 18:30:00,477.93423244777455,
2021-12-06 20:00:00,477.93423244777455,
2021-12-06 23:00:00,561.7178460555695,
2021-12-06 23:59:59,561.1771683444708,c
2021-12-07 00:00:00,544.7318263917214,
2021-12-07 01:00:00,465.43680514446623,
2021-12-07 02:30:00,489.874174726157,
2021-12-07 03:00:00,492.31885977057846,
2021-12-07 18:30:00,492.31885977057846,
2021-12-07 20:00:00,492.31885977057846,
2021-12-07 23:00:00,490.24343450133597,
2021-12-07 23:59:59,490.349223390793,c
2021-12-08 00:00:00,462.69623034185565,
2021-12-08 01:00:00,449.5878576860059,
2021-12-08 02:30:00,375.86594614343926,
2021-12-08 03:00:00,345.9965751984398,
2021-12-08 18:30:00,345.9965751984398,
2021-12-08 20:00:00,345.9965751984398,
2021-12-08 23:00:00,403.70388113346894,
2021-12-08 23:59:59,403.93789239520856,c
2021-12-09 00:00:00,391.7772969033733,
2021-12-09 01:00:00,255.43698638120645,
2021-12-09 02:30:00,295.0857008686721,
2021-12-09 03:00:00,281.9470124212421,
2021-12-09 18:30:00,281.9470124212421,
2021-12-09 20:00:00,281.9470124212421,
2021-12-09 23:00:00,325.05263646403705,
2021-12-09 23:59:59,325.1106506834831,c
2021-12-10 00:00:00,345.76433423758704,
2021-12-10 01:00:00,307.85489725892444,
2021-12-10 02:30:00,364.8134390883872,
2021-12-10 03:00:00,324.3702312774137,
2021-12-10 18:30:00,324.3702312774137,
2021-12-10 20:00:00,324.3702312774137,
2021-12-10 23:00:00,324.3702312774137,
2021-12-10 23:59:59,323.98561429699726,e
2021-12-13 00:00:00,493.90401283614574,
2021-12-13 01:00:00,560.1128925427745,
2021-12-13 02:30:00,563.2940823062042,
2021-12-13 03:00:00,564.2756766442328,
2021-12-13 18:30:00,564.2756766442328,
2021-12-13 20:00:00,564.2756766442328,
2021-12-13 23:00:00,666.780444571536,
2021-12-13 23:59:59,666.8822874198993,c
2021-12-14 00:00:00,690.9753657681674,
2021-12-14 01:00:00,678.4969633804935,
2021-12-14 02:30:00,684.7207411719717,
2021-12-14 03:00:00,703.0486767077814,
2021-12-14 18:30:00,703.0486767077814,
2021-12-14 20:00:00,703.0486767077814,
2021-12-14 23:00:00,699.8393237557573,
2021-12-14 23:59:59,699.9716638950433,c
2021-12-15 00:00:00,742.660908890324,
2021-12-15 01:00:00,711.4127444862954,
2021-12-15 02:30:00,774.2367124659493,
2021-12-15 03:00:00,780.74376248115,
2021-12-15 18:30:00,780.74376248115,
2021-12-15 20:00:00,780.74376248115,
2021-12-15 23:00:00,745.5907586153796,
2021-12-15 23:59:59,745.2875256381635,c
2021-12-16 00:00:00,702.6357129958324,
2021-12-16 01:00:00,646.4638761769334,
2021-12-16 02:30:00,691.9703077782026,
2021-12-16 03:00:00,654.2738732057339,
2021-12-16 18:30:00,654.2738732057339,
2021-12-16 20:00:00,654.2738732057339,
2021-12-16 23:00:00,701.5002012107573,
2021-12-16 23:59:59,701.5497630008906,c
2021-12-17 00:00:00,749.3858951165539,
2021-12-17 01:00:00,725.8569105756069,
2021-12-17 02:30:00,690.605200755168,
2021-12-17 03:00:00,711.570134835461,
2021-12-17 18:30:00,711.570134835461,
2021-12-17 20:00:00,711.570134835461,
2021-12-17 23:00:00,711.570134835461,
2021-12-17 23:59:59,711.7516131607856,w
2021-12-20 00:00:00,804.355208004622,
2021-12-20 01:00:00,761.2493514858927,
2021-12-20 02:30:00,763.6130668508117,
2021-12-20 03:00:00,762.5374984964867,
2021-12-20 18:30:00,762.5374984964867,
2021-12-20 20:00:00,762.5374984964867,
2021-12-20 23:00:00,748.7130324943375,
2021-12-20 23:59:59,749.0075038477003,c
2021-12-21 00:00:00,737.6428704058981,
2021-12-21 01:00:00,725.5780883310686,
2021-12-21 02:30:00,654.415613059168,
2021-12-21 03:00:00,656.3223098989351,
2021-12-21 18:30:00,656.3223098989351,
2021-12-21 20:00:00,656.3223098989351,
2021-12-21 23:00:00,663.7132017755753,
2021-12-21 23:59:59,663.9722905871909,c
2021-12-22 00:00:00,658.4646030663259,
2021-12-22 01:00:00,665.3479008711035,
2021-12-22 02:30:00,594.0776203048367,
2021-12-22 03:00:00,664.6855518406239,
2021-12-22 18:30:00,664.6855518406239,
2021-12-22 20:00:00,664.6855518406239,
2021-12-22 23:00:00,599.8005666791189,
2021-12-22 23:59:59,599.7987516045789,c
2021-12-23 00:00:00,603.2775766352177,
2021-12-23 01:00:00,568.0161323518303,
2021-12-23 02:30:00,522.1707143245242,
2021-12-23 03:00:00,533.9445249484988,
2021-12-23 18:30:00,533.9445249484988,
2021-12-23 20:00:00,533.9445249484988,
2021-12-23 23:00:00,543.713747323643,
2021-12-23 23:59:59,544.1058152423943,c
2021-12-24 00:00:00,489.78903762024925,
2021-12-24 01:00:00,489.78903762024925,
2021-12-24 02:30:00,489.78903762024925,
2021-12-24 03:00:00,489.78903762024925,
2021-12-24 18:30:00,489.78903762024925,
2021-12-24 20:00:00,489.78903762024925,
2021-12-24 23:00:00,489.78903762024925,
2021-12-24 23:59:59,489.7505489172763,w
