date,AS_KWEB_2021_Q4,meta
2021-11-16 00:00:00,948.8378937807918,
2021-11-16 01:00:00,972.1149456367987,
2021-11-16 02:30:00,1052.6318616546102,
2021-11-16 03:00:00,959.4249490301136,
2021-11-16 18:30:00,959.4249490301136,
2021-11-16 20:00:00,959.4249490301136,
2021-11-16 23:00:00,817.2224164502052,
2021-11-16 23:59:59,817.3429456741899,c
2021-11-17 00:00:00,822.7467563081823,
2021-11-17 01:00:00,834.8008314812319,
2021-11-17 02:30:00,761.7382476115506,
2021-11-17 03:00:00,756.5037906228813,
2021-11-17 18:30:00,756.5037906228813,
2021-11-17 20:00:00,756.5037906228813,
2021-11-17 23:00:00,665.21116933177,
2021-11-17 23:59:59,665.0772408534938,c
2021-11-18 00:00:00,683.4666313776747,
2021-11-18 01:00:00,621.5585257770945,
2021-11-18 02:30:00,631.7752078103749,
2021-11-18 03:00:00,561.7634665803737,
2021-11-18 18:30:00,561.7634665803737,
2021-11-18 20:00:00,561.7634665803737,
2021-11-18 23:00:00,437.4778098962579,
2021-11-18 23:59:59,437.5276591539457,c
2021-11-19 00:00:00,418.95082154610327,
2021-11-19 01:00:00,468.54311656160826,
2021-11-19 02:30:00,452.5668629046229,
2021-11-19 03:00:00,471.36755957493915,
2021-11-19 18:30:00,471.36755957493915,
2021-11-19 20:00:00,471.36755957493915,
2021-11-19 23:00:00,471.36755957493915,
2021-11-19 23:59:59,471.34805826137676,w
2021-11-22 00:00:00,375.26860792526213,
2021-11-22 01:00:00,327.66435854366614,
2021-11-22 02:30:00,228.43307881792884,
2021-11-22 03:00:00,240.94658800090315,
2021-11-22 18:30:00,240.94658800090315,
2021-11-22 20:00:00,240.94658800090315,
2021-11-22 23:00:00,50.46820041705337,
2021-11-22 23:59:59,50.317327196248925,c
2021-11-23 00:00:00,-15.876687450471536,
2021-11-23 01:00:00,3.636773904929669,
2021-11-23 02:30:00,-6.5821784342338105,
2021-11-23 03:00:00,37.34458527306947,
2021-11-23 18:30:00,37.34458527306947,
2021-11-23 20:00:00,37.34458527306947,
2021-11-23 23:00:00,-79.75906889291332,
2021-11-23 23:59:59,-80.28420349138628,c
2021-11-24 00:00:00,-89.83674059742384,
2021-11-24 01:00:00,-204.93344242551916,
2021-11-24 02:30:00,-118.44999046741418,
2021-11-24 03:00:00,-93.66405818393082,
2021-11-24 18:30:00,-93.66405818393082,
2021-11-24 20:00:00,-93.66405818393082,
2021-11-24 23:00:00,-224.0007093241909,
2021-11-24 23:59:59,-223.9722927968171,c
2021-11-25 00:00:00,-332.05426881263725,
2021-11-25 01:00:00,-328.665619878004,
2021-11-25 02:30:00,-277.45759666338495,
2021-11-25 03:00:00,-245.152944715044,
2021-11-25 18:30:00,-245.152944715044,
2021-11-25 20:00:00,-245.152944715044,
