date,AS_FTSE_DM_AD_2022_Q2,meta
2022-04-08 00:00:00,25.983331437882015,
2022-04-08 01:00:00,25.60896004152758,
2022-04-08 02:30:00,25.60896004152758,
2022-04-08 03:00:00,25.60896004152758,
2022-04-08 18:30:00,25.60896004152758,
2022-04-08 20:00:00,25.60896004152758,
2022-04-08 23:00:00,25.60896004152758,
2022-04-08 23:59:59,27.05721268814071,w
2022-04-11 00:00:00,-65.79863895657792,
2022-04-11 01:00:00,-68.72699190948299,
2022-04-11 02:30:00,-68.72699190948299,
2022-04-11 03:00:00,-68.72699190948299,
2022-04-11 18:30:00,-68.72699190948299,
2022-04-11 20:00:00,-68.72699190948299,
2022-04-11 23:00:00,-123.351849019886,
2022-04-11 23:59:59,-135.63782906955413,c
2022-04-12 00:00:00,-157.16277185292608,
2022-04-12 01:00:00,-161.03696951724044,
2022-04-12 02:30:00,-161.03696951724044,
2022-04-12 03:00:00,-161.03696951724044,
2022-04-12 18:30:00,-161.03696951724044,
2022-04-12 20:00:00,-161.03696951724044,
2022-04-12 23:00:00,-127.43806428778709,
2022-04-12 23:59:59,-137.12958214109676,c
2022-04-13 00:00:00,-125.91040004480362,
2022-04-13 01:00:00,-97.55063460334907,
2022-04-13 02:30:00,-97.55063460334907,
2022-04-13 03:00:00,-97.55063460334907,
2022-04-13 18:30:00,-97.55063460334907,
2022-04-13 20:00:00,-97.55063460334907,
2022-04-13 23:00:00,-32.08216443804736,
2022-04-13 23:59:59,-48.72591563324863,c
2022-04-14 00:00:00,-37.597036762665596,
2022-04-14 01:00:00,-23.2888609933201,
2022-04-14 02:30:00,-23.2888609933201,
2022-04-14 03:00:00,-23.2888609933201,
2022-04-14 18:30:00,-23.2888609933201,
2022-04-14 20:00:00,-23.2888609933201,
2022-04-14 23:00:00,141.2979581024004,
2022-04-14 23:59:59,131.721355167055,c
2022-04-15 00:00:00,115.96145371698492,
2022-04-15 01:00:00,78.03083271223576,
2022-04-15 02:30:00,78.03083271223576,
2022-04-15 03:00:00,78.03083271223576,
2022-04-15 18:30:00,78.03083271223576,
2022-04-15 20:00:00,78.03083271223576,
2022-04-15 23:00:00,78.03083271223576,
2022-04-15 23:59:59,44.613487698626415,w
2022-04-18 00:00:00,9.206618305297667,
2022-04-18 01:00:00,9.068053588993166,
2022-04-18 02:30:00,9.068053588993166,
2022-04-18 03:00:00,9.068053588993166,
2022-04-18 18:30:00,9.068053588993166,
2022-04-18 20:00:00,9.068053588993166,
2022-04-18 23:00:00,-43.286045512654425,
2022-04-18 23:59:59,-50.0810629366527,c
2022-04-19 00:00:00,-35.322915795013614,
2022-04-19 01:00:00,-30.60711146170513,
2022-04-19 02:30:00,-30.60711146170513,
2022-04-19 03:00:00,-30.60711146170513,
2022-04-19 18:30:00,-30.60711146170513,
2022-04-19 20:00:00,-30.60711146170513,
2022-04-19 23:00:00,-82.00502820746124,
2022-04-19 23:59:59,-96.6505430750043,c
2022-04-20 00:00:00,-87.79860989887663,
2022-04-20 01:00:00,-76.03273153061679,
2022-04-20 02:30:00,-76.03273153061679,
2022-04-20 03:00:00,-76.03273153061679,
2022-04-20 18:30:00,-76.03273153061679,
2022-04-20 20:00:00,-76.03273153061679,
2022-04-20 23:00:00,-127.09366674657286,
2022-04-20 23:59:59,-110.75292162995203,c
2022-04-21 00:00:00,-117.93579978087269,
2022-04-21 01:00:00,-119.81976889635854,
2022-04-21 02:30:00,-119.81976889635854,
2022-04-21 03:00:00,-119.81976889635854,
2022-04-21 18:30:00,-119.81976889635854,
2022-04-21 20:00:00,-119.81976889635854,
2022-04-21 23:00:00,-128.38517843114556,
2022-04-21 23:59:59,-131.5466165873463,c
2022-04-22 00:00:00,-126.93720308961969,
2022-04-22 01:00:00,-85.18544201195778,
2022-04-22 02:30:00,-85.18544201195778,
2022-04-22 03:00:00,-85.18544201195778,
2022-04-22 18:30:00,-85.18544201195778,
2022-04-22 20:00:00,-85.18544201195778,
2022-04-22 23:00:00,-85.18544201195778,
