date,EU_MSCI_EM_MIG_2021_Q4,meta
2021-11-17 06:00:00,214.630450629169,
2021-11-17 08:00:00,274.7458193958628,
2021-11-17 10:30:00,63.050255998183275,
2021-11-17 11:00:00,63.050255998183275,
2021-11-17 23:59:59,36.170204261092294,c
2021-11-18 00:00:00,-63.28534857345039,
2021-11-18 03:30:00,-303.03734790072485,
2021-11-18 04:00:00,-336.8187342146048,
2021-11-18 06:00:00,-467.03820783115225,
2021-11-18 08:00:00,-653.7226340114485,
2021-11-18 10:30:00,-847.9899137202246,
2021-11-18 11:00:00,-847.9899137202246,
2021-11-18 23:59:59,-969.2533268017851,c
2021-11-19 00:00:00,-777.5714791127557,
2021-11-19 03:30:00,-626.6616735991411,
2021-11-19 04:00:00,-702.8418445307198,
2021-11-19 06:00:00,-848.6293862679358,
2021-11-19 08:00:00,-937.513324982805,
2021-11-19 10:30:00,-786.4531646154701,
2021-11-19 11:00:00,-786.4531646154701,
2021-11-19 23:59:59,-660.0307234543925,w
2021-11-22 00:00:00,-741.4050927563385,
2021-11-22 03:30:00,-503.9312431531889,
2021-11-22 04:00:00,-625.5306954972075,
2021-11-22 06:00:00,-340.6704434941985,
2021-11-22 08:00:00,-480.872329988817,
2021-11-22 10:30:00,-286.69306309512103,
2021-11-22 11:00:00,-286.69306309512103,
2021-11-22 23:59:59,-415.9076155485636,c
2021-11-23 00:00:00,-587.6975805428556,
2021-11-23 03:30:00,-570.664107556011,
2021-11-23 04:00:00,-582.8637517341213,
2021-11-23 06:00:00,-707.4572862726454,
2021-11-23 08:00:00,-721.1065679791591,
2021-11-23 10:30:00,-770.4222119106871,
2021-11-23 11:00:00,-770.4222119106871,
2021-11-23 23:59:59,-804.6959072162153,c
2021-11-24 00:00:00,-795.6528673312241,
2021-11-24 03:30:00,-635.037482082229,
2021-11-24 04:00:00,-715.4632826442794,
2021-11-24 06:00:00,-756.1611918767485,
2021-11-24 08:00:00,-785.3044541752188,
2021-11-24 10:30:00,-747.6168577797034,
2021-11-24 11:00:00,-747.6168577797034,
2021-11-24 23:59:59,-714.2784820718844,c
2021-11-25 00:00:00,-723.320080434034,
2021-11-25 03:30:00,-689.1527717578319,
2021-11-25 04:00:00,-687.0265203795243,
2021-11-25 06:00:00,-777.6801833461104,
2021-11-25 08:00:00,-848.1449357102374,
2021-11-25 10:30:00,-793.0224455211082,
2021-11-25 11:00:00,-793.0224455211082,
2021-11-25 23:59:59,-777.569670606932,c
2021-11-26 00:00:00,-1103.0672116443347,
2021-11-26 03:30:00,-1160.6818978516876,
2021-11-26 04:00:00,-1068.4419069978394,
2021-11-26 06:00:00,-932.3724421861552,
2021-11-26 08:00:00,-929.5413272797086,
2021-11-26 10:30:00,-1010.9598700759252,
2021-11-26 11:00:00,-1010.9598700759252,
2021-11-26 23:59:59,-1074.134096885453,w
2021-11-29 00:00:00,-1103.0672116443347,
2021-11-29 03:30:00,-1403.3570431488552,
2021-11-29 04:00:00,-1140.1831606825326,
2021-11-29 06:00:00,-942.2944726078604,
2021-11-29 08:00:00,-892.1288495439167,
2021-11-29 10:30:00,-963.6884191167155,
2021-11-29 11:00:00,-963.6884191167155,
2021-11-29 23:59:59,-1052.4342608162951,c
2021-11-30 00:00:00,-1301.9823756116366,
2021-11-30 03:30:00,-995.223787836554,
2021-11-30 04:00:00,-1068.4717827696713,
2021-11-30 06:00:00,-1182.7667421654678,
2021-11-30 08:00:00,-992.888385272292,
2021-11-30 10:30:00,-1026.5573446698654,
2021-11-30 11:00:00,-1026.5573446698654,
2021-11-30 23:59:59,-1229.6495887144283,e
2021-12-01 00:00:00,-1117.5337690237684,
2021-12-01 03:30:00,-949.8515015299417,
2021-12-01 04:00:00,-1013.6984428016258,
2021-12-01 06:00:00,-1352.6750143277186,
2021-12-01 08:00:00,-1560.1377909486582,
2021-12-01 10:30:00,-1746.5390266221584,
2021-12-01 11:00:00,-1746.5390266221584,
2021-12-01 23:59:59,-1609.3967199247236,c
2021-12-02 00:00:00,-1616.6299986144459,
2021-12-02 03:30:00,-1462.9098568368117,
2021-12-02 04:00:00,-1317.6954588410135,
2021-12-02 06:00:00,-1226.709499640412,
2021-12-02 08:00:00,-1097.7187781007633,
2021-12-02 10:30:00,-1188.2798423847853,
2021-12-02 11:00:00,-1188.2798423847853,
2021-12-02 23:59:59,-1175.3999985415303,c
2021-12-03 00:00:00,-1103.0661728031355,
2021-12-03 03:30:00,-1167.0431414259947,
2021-12-03 04:00:00,-1173.7352106328271,
2021-12-03 06:00:00,-1299.469957839783,
2021-12-03 08:00:00,-1247.4093412212624,
2021-12-03 10:30:00,-1267.5014088664575,
2021-12-03 11:00:00,-1267.5014088664575,
2021-12-03 23:59:59,-1327.2978383666414,w
2021-12-06 00:00:00,-1229.6444586162834,
2021-12-06 03:30:00,-1321.5569860502656,
2021-12-06 04:00:00,-1202.6610581823043,
2021-12-06 06:00:00,-1329.038734631782,
2021-12-06 08:00:00,-1256.5512178376339,
2021-12-06 10:30:00,-1233.7667149157915,
2021-12-06 11:00:00,-1233.7667149157915,
2021-12-06 23:59:59,-1193.478044012636,c
2021-12-07 00:00:00,-1193.478044012636,
2021-12-07 03:30:00,-1372.4129467695857,
2021-12-07 04:00:00,-1480.9460296548768,
2021-12-07 06:00:00,-1562.5518926354216,
2021-12-07 08:00:00,-1530.8367244310448,
2021-12-07 10:30:00,-1462.8254357260103,
2021-12-07 11:00:00,-1462.8254357260103,
2021-12-07 23:59:59,-1480.4522829042871,c
2021-12-08 00:00:00,-1415.8826235211345,
2021-12-08 03:30:00,-1509.369355060775,
2021-12-08 04:00:00,-1513.6166667012803,
2021-12-08 06:00:00,-1563.2582367685736,
2021-12-08 08:00:00,-1515.5975784985694,
2021-12-08 10:30:00,-1636.3191773444487,
2021-12-08 11:00:00,-1636.3191773444487,
2021-12-08 23:59:59,-1552.1953942299515,c
2021-12-09 00:00:00,-1616.7634624827351,
2021-12-09 03:30:00,-1662.0832209487362,
2021-12-09 04:00:00,-1782.85167664837,
2021-12-09 06:00:00,-1805.871685270542,
2021-12-09 08:00:00,-2049.5083836730773,
2021-12-09 10:30:00,-2026.8555673974852,
2021-12-09 11:00:00,-2026.8555673974852,
2021-12-09 23:59:59,-1946.7838995608654,c
2021-12-10 00:00:00,-2068.747974133218,
2021-12-10 03:30:00,-1866.476730147575,
2021-12-10 04:00:00,-1913.4317676072505,
2021-12-10 06:00:00,-1929.3526790501073,
2021-12-10 08:00:00,-1910.9183563695578,
2021-12-10 10:30:00,-1994.8231223429248,
2021-12-10 11:00:00,-1994.8231223429248,
2021-12-10 23:59:59,-1928.8480062414137,w
2021-12-13 00:00:00,-1892.9734807431005,
2021-12-13 03:30:00,-1783.077538218091,
2021-12-13 04:00:00,-1841.2829287325112,
2021-12-13 06:00:00,-2015.1484531302012,
2021-12-13 08:00:00,-2061.889045606781,
2021-12-13 10:30:00,-2103.928251859641,
2021-12-13 11:00:00,-2103.928251859641,
2021-12-13 23:59:59,-2036.4606757741976,c
2021-12-14 00:00:00,-2122.5529927928555,
2021-12-14 03:30:00,-2213.4549872858124,
2021-12-14 04:00:00,-2284.3084038374263,
2021-12-14 06:00:00,-2399.1168842385205,
2021-12-14 08:00:00,-2423.480415699716,
2021-12-14 10:30:00,-2353.9743130708157,
2021-12-14 11:00:00,-2353.9743130708157,
2021-12-14 23:59:59,-2409.5273828550417,c
2021-12-15 00:00:00,-2456.157712510474,
2021-12-15 03:30:00,-2501.188224844773,
2021-12-15 04:00:00,-2553.591387420779,
2021-12-15 06:00:00,-2551.1574047151507,
2021-12-15 08:00:00,-2692.165958508299,
2021-12-15 10:30:00,-2669.1565332295904,
2021-12-15 11:00:00,-2669.1565332295904,
2021-12-15 23:59:59,-2624.7552339141876,c
2021-12-16 00:00:00,-2524.3138997976657,
2021-12-16 03:30:00,-2464.356336751838,
2021-12-16 04:00:00,-2497.7047523683214,
2021-12-16 06:00:00,-2482.2670034291605,
2021-12-16 08:00:00,-2440.3890106920244,
2021-12-16 10:30:00,-2548.353215070154,
2021-12-16 11:00:00,-2548.353215070154,
2021-12-16 23:59:59,-2502.7908112174355,c
2021-12-17 00:00:00,-2621.1672069191836,
2021-12-17 03:30:00,-2574.604361930589,
2021-12-17 04:00:00,-2596.42035449152,
2021-12-17 06:00:00,-2768.207801562471,
2021-12-17 08:00:00,-2745.874376914763,
2021-12-17 10:30:00,-2944.8927472699224,
2021-12-17 11:00:00,-2944.8927472699224,
2021-12-17 23:59:59,-2839.985291692119,w
2021-12-20 00:00:00,-3058.8033764650554,
2021-12-20 03:30:00,-3017.172194034594,
2021-12-20 04:00:00,-3100.410105364136,
2021-12-20 06:00:00,-2865.99710036173,
2021-12-20 08:00:00,-2854.7408870784056,
2021-12-20 10:30:00,-2728.219627988625,
2021-12-20 11:00:00,-2728.219627988625,
2021-12-20 23:59:59,-2771.828839057932,c
2021-12-21 00:00:00,-2692.910841270971,
2021-12-21 03:30:00,-2734.5000745538737,
2021-12-21 04:00:00,-2712.5973554229186,
2021-12-21 06:00:00,-2741.37054963199,
2021-12-21 08:00:00,-2793.3238188054256,
2021-12-21 10:30:00,-2760.626179558123,
2021-12-21 11:00:00,-2760.626179558123,
2021-12-21 23:59:59,-2804.11347451623,c
2021-12-22 00:00:00,-2807.70065623382,
2021-12-22 03:30:00,-2752.6740551282555,
2021-12-22 04:00:00,-2731.5682106313143,
2021-12-22 06:00:00,-2678.719795327651,
2021-12-22 08:00:00,-2745.4528727640536,
2021-12-22 10:30:00,-2892.5109837564087,
2021-12-22 11:00:00,-2892.5109837564087,
2021-12-22 23:59:59,-2929.6648346318543,c
2021-12-23 00:00:00,-2897.377552343368,
2021-12-23 03:30:00,-2756.1920281258235,
2021-12-23 04:00:00,-2743.3728819033477,
2021-12-23 06:00:00,-2708.0203759940878,
2021-12-23 08:00:00,-2628.917941938187,
2021-12-23 10:30:00,-2753.7598915767667,
2021-12-23 11:00:00,-2753.7598915767667,
2021-12-23 23:59:59,-2732.3671318422585,c
2021-12-24 00:00:00,-2732.3671318422585,
2021-12-24 03:30:00,-2732.3671318422585,
2021-12-24 04:00:00,-2732.3671318422585,
2021-12-24 06:00:00,-2732.3671318422585,
2021-12-24 08:00:00,-2732.3671318422585,
2021-12-24 10:30:00,-2732.3671318422585,
2021-12-24 11:00:00,-2732.3671318422585,
2021-12-24 23:59:59,-2732.3671318422585,w
2021-12-27 00:00:00,-2732.3635687226433,
2021-12-27 03:30:00,-2769.4294159333685,
2021-12-27 04:00:00,-2810.276824940949,
2021-12-27 06:00:00,-2759.9072287670942,
2021-12-27 08:00:00,-2615.80859520774,
2021-12-27 10:30:00,-2622.3321145579102,
2021-12-27 11:00:00,-2622.3321145579102,
2021-12-27 23:59:59,-2624.7480243305836,c
2021-12-28 00:00:00,-2628.335209143651,
2021-12-28 03:30:00,-2487.3257964877894,
2021-12-28 04:00:00,-2466.0510705330526,
2021-12-28 06:00:00,-2516.208614084726,
2021-12-28 08:00:00,-2572.9478962770227,
2021-12-28 10:30:00,-2566.600669265049,
2021-12-28 11:00:00,-2566.600669265049,
2021-12-28 23:59:59,-2585.288991386824,c
