date,AR2_AD_2020_Q2,meta
2020-04-24 00:00:00,-222.1509665490712,
2020-04-24 10:00:00,-195.37540509654525,
2020-04-24 10:30:00,-185.10522864737834,
2020-04-24 12:00:00,-181.25513995167208,
2020-04-24 13:30:00,-188.9540893525565,
2020-04-24 15:00:00,-209.9860585168944,
2020-04-24 15:30:30,-209.9860585168944,
2020-04-24 23:59:59,-207.61462689529878,w
2020-04-27 00:00:00,-209.8273657281606,
2020-04-27 10:00:00,-231.9567627957329,
2020-04-27 10:30:00,-223.65192920197046,
2020-04-27 12:00:00,-222.9616552000011,
2020-04-27 13:30:00,-246.04020185262675,
2020-04-27 15:00:00,-269.87954352004454,
2020-04-27 15:30:30,-269.87954352004454,
2020-04-27 23:59:59,-274.66437259602725,c
2020-04-28 00:00:00,-289.62046882874927,
2020-04-28 10:00:00,-298.27560394678744,
2020-04-28 10:30:00,-306.19234141348534,
2020-04-28 12:00:00,-280.50356397675796,
2020-04-28 13:30:00,-286.2629523217996,
2020-04-28 15:00:00,-268.86982582319445,
2020-04-28 15:30:30,-268.86982582319445,
2020-04-28 23:59:59,-255.54850370994887,c
2020-04-29 00:00:00,-337.45064767524934,
2020-04-29 10:00:00,-297.22626453680436,
2020-04-29 10:30:00,-289.5000934217715,
2020-04-29 12:00:00,-320.65779455979623,
2020-04-29 13:30:00,-352.67199068515725,
2020-04-29 15:00:00,-355.2864524939541,
2020-04-29 15:30:30,-355.2864524939541,
2020-04-29 23:59:59,-316.36029420153005,c
2020-04-30 00:00:00,-284.1710866094555,
2020-04-30 10:00:00,-294.00090127801786,
2020-04-30 10:30:00,-300.63487679614343,
2020-04-30 12:00:00,-236.67230865177186,
2020-04-30 13:30:00,-241.68134325620213,
2020-04-30 15:00:00,-240.2643322368188,
2020-04-30 15:30:30,-240.2643322368188,
2020-04-30 23:59:59,-213.2520872138616,c
2020-05-01 00:00:00,-187.84790552273302,
2020-05-01 10:00:00,-182.46586827179658,
2020-05-01 10:30:00,-192.9773828304103,
2020-05-01 12:00:00,-152.64056822559965,
2020-05-01 13:30:00,-130.75486293356747,
2020-05-01 15:00:00,-119.00730777112634,
2020-05-01 15:30:30,-119.00730777112634,
2020-05-01 23:59:59,-133.918744202148,w
2020-05-04 00:00:00,-100.71619984761276,
2020-05-04 10:00:00,-132.99378143956247,
2020-05-04 10:30:00,-101.7998562147773,
2020-05-04 12:00:00,-87.7113793240485,
2020-05-04 13:30:00,-69.09504087898748,
2020-05-04 15:00:00,-98.23292868439466,
2020-05-04 15:30:30,-98.23292868439466,
2020-05-04 23:59:59,-127.13272132459835,c
2020-05-05 00:00:00,-151.91989305404618,
2020-05-05 10:00:00,-153.09223468868996,
2020-05-05 10:30:00,-106.18811406906238,
2020-05-05 12:00:00,-98.05674669075742,
2020-05-05 13:30:00,-83.01267353867186,
2020-05-05 15:00:00,-73.46826803141917,
2020-05-05 15:30:30,-73.46826803141917,
2020-05-05 23:59:59,-66.24879541916326,c
2020-05-06 00:00:00,-71.77520172909007,
2020-05-06 10:00:00,-60.336506984327116,
2020-05-06 10:30:00,-88.46906933424614,
2020-05-06 12:00:00,-71.77914394027962,
2020-05-06 13:30:00,-85.94364711670443,
2020-05-06 15:00:00,-87.6860914702217,
2020-05-06 15:30:30,-87.6860914702217,
2020-05-06 23:59:59,-82.67784511834671,c
2020-05-07 00:00:00,-81.8848854134377,
2020-05-07 10:00:00,-64.53812143198351,
2020-05-07 10:30:00,-71.41084287720176,
2020-05-07 12:00:00,-51.2269241005381,
2020-05-07 13:30:00,-41.422702630193385,
2020-05-07 15:00:00,-49.10418055351511,
2020-05-07 15:30:30,-49.10418055351511,
2020-05-07 23:59:59,-54.15844718826378,c
2020-05-08 00:00:00,-47.128613145470354,
2020-05-08 10:00:00,-58.469877823806314,
2020-05-08 10:30:00,-51.60649151538462,
2020-05-08 12:00:00,-10.529032890944222,
2020-05-08 13:30:00,-9.979113206404122,
2020-05-08 15:00:00,-17.862148095829923,
2020-05-08 15:30:30,-17.862148095829923,s
2020-05-08 23:59:59,-30.07145206634732,w
2020-05-11 00:00:00,15.155975494106656,
2020-05-11 10:00:00,16.393891168976097,
2020-05-11 10:30:00,9.134673734621742,
2020-05-11 12:00:00,25.611135287036632,
2020-05-11 13:30:00,4.316023732414806,
2020-05-11 15:00:00,19.443666322051513,
2020-05-11 15:30:30,19.443666322051513,
2020-05-11 23:59:59,15.00016853587772,c
2020-05-12 00:00:00,39.95465212743176,
2020-05-12 10:00:00,56.59604481530573,
2020-05-12 10:30:00,83.03637060434517,
2020-05-12 12:00:00,70.6090560634238,
2020-05-12 13:30:00,76.04117516005635,
2020-05-12 15:00:00,94.36841420164467,
2020-05-12 15:30:30,94.36841420164467,
2020-05-12 23:59:59,95.7266556992733,c
2020-05-13 00:00:00,145.20722698205168,
2020-05-13 10:00:00,125.72928369891122,
2020-05-13 10:30:00,112.98464337181792,
2020-05-13 12:00:00,82.17024956726266,
2020-05-13 13:30:00,72.45653904816282,
2020-05-13 15:00:00,72.42868760488483,
2020-05-13 15:30:30,72.42868760488483,
2020-05-13 23:59:59,69.95899181068654,c
2020-05-14 00:00:00,115.89727485783419,
2020-05-14 10:00:00,110.66045558647386,
2020-05-14 10:30:00,99.18667284631749,
2020-05-14 12:00:00,128.46619841418772,
2020-05-14 13:30:00,101.01623743315855,
2020-05-14 15:00:00,111.68809665155175,
2020-05-14 15:30:30,111.68809665155175,
2020-05-14 23:59:59,95.82912000040022,c
2020-05-15 00:00:00,72.78150656187955,
2020-05-15 10:00:00,58.16860523789347,
2020-05-15 10:30:00,51.848101751908644,
2020-05-15 12:00:00,31.140661268869508,
2020-05-15 13:30:00,17.795670276478006,
2020-05-15 15:00:00,15.604977688813733,
2020-05-15 15:30:30,15.604977688813733,
2020-05-15 23:59:59,2.590944947211881,w
2020-05-18 00:00:00,-54.87694803768244,
2020-05-18 10:00:00,-70.9563157602959,
2020-05-18 10:30:00,-40.244578112970544,
2020-05-18 12:00:00,-66.64391300015663,
