date,CAD_FTSE_2021_Q4,meta
2021-10-08 00:00:00,535.4283747613445,
2021-10-08 10:00:00,503.22268870905555,
2021-10-08 10:30:00,500.10185999919577,
2021-10-08 12:00:00,478.474818368647,
2021-10-08 13:30:00,480.2726087754154,
2021-10-08 15:00:00,446.5192194709871,
2021-10-08 15:30:30,446.5192194709871,
2021-10-08 23:59:59,463.0310753453341,w
2021-10-11 00:00:00,463.0310753453341,
2021-10-11 10:00:00,463.0310753453341,
2021-10-11 10:30:00,463.0310753453341,
2021-10-11 12:00:00,463.0310753453341,
2021-10-11 13:30:00,463.0310753453341,
2021-10-11 15:00:00,463.0310753453341,
2021-10-11 15:30:30,463.0310753453341,
2021-10-11 23:59:59,463.0310753453341,c
2021-10-12 00:00:00,440.55675345082363,
2021-10-12 10:00:00,416.5974366131313,
2021-10-12 10:30:00,431.45237199890835,
2021-10-12 12:00:00,413.3341387008086,
2021-10-12 13:30:00,416.52571144098874,
2021-10-12 15:00:00,405.1673920260182,
2021-10-12 15:30:30,405.1673920260182,
2021-10-12 23:59:59,419.5362352620223,c
2021-10-13 00:00:00,421.6794517654198,
2021-10-13 10:00:00,439.0939522917979,
2021-10-13 10:30:00,437.9110697421838,
2021-10-13 12:00:00,402.8956679043231,
2021-10-13 13:30:00,380.40091027507424,
2021-10-13 15:00:00,388.7246595285824,
2021-10-13 15:30:30,388.7246595285824,
2021-10-13 23:59:59,392.1149691499013,c
2021-10-14 00:00:00,359.0250759144965,
2021-10-14 10:00:00,384.2995994022258,
2021-10-14 10:30:00,386.90322559439755,
2021-10-14 12:00:00,378.86676196217013,
2021-10-14 13:30:00,380.6494334573108,
2021-10-14 15:00:00,369.8127204998882,
2021-10-14 15:30:30,369.8127204998882,
2021-10-14 23:59:59,376.22471585650965,c
2021-10-15 00:00:00,360.69944575415957,
2021-10-15 10:00:00,348.02270323755056,
2021-10-15 10:30:00,351.2957954209187,
2021-10-15 12:00:00,348.5854641650367,
2021-10-15 13:30:00,350.3783961647823,
2021-10-15 15:00:00,344.7527842066738,
2021-10-15 15:30:30,344.7527842066738,
2021-10-15 23:59:59,355.4821658410656,w
2021-10-18 00:00:00,342.0508823633372,
2021-10-18 10:00:00,321.660294818651,
2021-10-18 10:30:00,321.2253877386138,
2021-10-18 12:00:00,333.04489892272795,
2021-10-18 13:30:00,352.0015768288222,
2021-10-18 15:00:00,363.99146633326836,
2021-10-18 15:30:30,363.99146633326836,
2021-10-18 23:59:59,367.60094773434685,c
2021-10-19 00:00:00,361.3408444939723,
2021-10-19 10:00:00,372.0447718747091,
2021-10-19 10:30:00,387.5449421205203,
2021-10-19 12:00:00,379.0503324668516,
2021-10-19 13:30:00,372.30336323306074,
2021-10-19 15:00:00,386.5041373671629,
2021-10-19 15:30:30,386.5041373671629,
2021-10-19 23:59:59,387.77071995858205,c
2021-10-20 00:00:00,393.3950275580937,
2021-10-20 10:00:00,384.43311016633834,
2021-10-20 10:30:00,371.8688091775939,
2021-10-20 12:00:00,362.36086242115744,
2021-10-20 13:30:00,371.2133526063826,
2021-10-20 15:00:00,352.9295078224868,
2021-10-20 15:30:30,352.9295078224868,
2021-10-20 23:59:59,369.0764347398863,c
2021-10-21 00:00:00,389.3587201931987,
2021-10-21 10:00:00,378.0376392162734,
2021-10-21 10:30:00,382.58610884913105,
2021-10-21 12:00:00,430.54212752191324,
2021-10-21 13:30:00,440.6771674741922,
2021-10-21 15:00:00,444.9256179911781,
2021-10-21 15:30:30,444.9256179911781,
2021-10-21 23:59:59,422.73334352589154,c
2021-10-22 00:00:00,432.4663611784872,
2021-10-22 10:00:00,390.71184894327143,
2021-10-22 10:30:00,393.3117757271375,
2021-10-22 12:00:00,427.8922912157195,
2021-10-22 13:30:00,415.7199866273577,
2021-10-22 15:00:00,413.72643805136613,
2021-10-22 15:30:30,413.72643805136613,
2021-10-22 23:59:59,414.76153321517086,w
2021-10-25 00:00:00,390.3547657740728,
2021-10-25 10:00:00,391.3644760234274,
2021-10-25 10:30:00,387.38056182024775,
2021-10-25 12:00:00,367.3445919229607,
2021-10-25 13:30:00,383.84213939253186,
2021-10-25 15:00:00,377.2923927715483,
2021-10-25 15:30:30,377.2923927715483,
2021-10-25 23:59:59,367.1144636187164,c
2021-10-26 00:00:00,347.6130141428539,
2021-10-26 10:00:00,374.3761352008614,
2021-10-26 10:30:00,367.4369533478157,
2021-10-26 12:00:00,404.85279688811806,
2021-10-26 13:30:00,405.78189861622104,
2021-10-26 15:00:00,402.3035862954939,
2021-10-26 15:30:30,402.3035862954939,
2021-10-26 23:59:59,397.3409864080995,c
2021-10-27 00:00:00,395.5745503577,
2021-10-27 10:00:00,424.933492879346,
2021-10-27 10:30:00,415.1672256893671,
2021-10-27 12:00:00,430.71613657656235,
2021-10-27 13:30:00,423.68217803018615,
2021-10-27 15:00:00,415.24441066902546,
2021-10-27 15:30:30,415.24441066902546,
2021-10-27 23:59:59,457.6307331779417,c
2021-10-28 00:00:00,391.1012296168319,
2021-10-28 10:00:00,353.3468741915831,
2021-10-28 10:30:00,331.70900671940126,
2021-10-28 12:00:00,311.34863192487865,
2021-10-28 13:30:00,271.2344158936521,
2021-10-28 15:00:00,262.7530133895898,
2021-10-28 15:30:30,262.7530133895898,
2021-10-28 23:59:59,251.30177561278833,c
2021-10-29 00:00:00,251.30177561278833,
2021-10-29 10:00:00,271.99253894353205,
2021-10-29 10:30:00,288.5074845770823,
2021-10-29 12:00:00,260.5680569427486,
2021-10-29 13:30:00,284.0783787070004,
2021-10-29 15:00:00,286.19449406187323,
2021-10-29 15:30:30,286.19449406187323,
2021-10-29 23:59:59,275.4483756593845,w
2021-11-01 00:00:00,238.96569996086419,
2021-11-01 10:00:00,258.03291436461586,
2021-11-01 10:30:00,274.5863650970259,
2021-11-01 12:00:00,228.1125859204967,
2021-11-01 13:30:00,213.8532560699923,
2021-11-01 15:00:00,221.44574749718868,
2021-11-01 15:30:30,221.44574749718868,
2021-11-01 23:59:59,232.0852560129988,c
2021-11-02 00:00:00,216.16754799730916,
2021-11-02 10:00:00,207.55126058709357,
2021-11-02 10:30:00,217.7432726998195,
2021-11-02 12:00:00,235.80293663902012,
2021-11-02 13:30:00,205.49736483825018,
2021-11-02 15:00:00,216.09114791484626,
2021-11-02 15:30:30,216.09114791484626,
2021-11-02 23:59:59,225.4063567804833,c
2021-11-03 00:00:00,234.84093881467015,
2021-11-03 10:00:00,211.73694870113468,
2021-11-03 10:30:00,204.94636681129032,
2021-11-03 12:00:00,197.6598062484718,
2021-11-03 13:30:00,203.62235059198974,
2021-11-03 15:00:00,177.71721765004622,
2021-11-03 15:30:30,177.71721765004622,
2021-11-03 23:59:59,195.88012367062493,c
2021-11-04 00:00:00,143.091740657429,
2021-11-04 10:00:00,126.8702752027184,
2021-11-04 10:30:00,127.1388482170205,
