date,GDXJ_2021_Q3,meta
2021-08-20 00:00:00,-130.29240400062008,
2021-08-20 10:00:00,128.43106041365627,
2021-08-20 10:30:00,4.02664657420064,
2021-08-20 12:00:00,63.458857918513786,
2021-08-20 13:30:00,2.4338583404623932,
2021-08-20 15:00:00,-95.25799178814668,
2021-08-20 15:30:30,-95.25799178814668,
2021-08-20 23:59:59,-78.73522013928323,w
2021-08-23 00:00:00,46.02830198021002,
2021-08-23 10:00:00,130.03116132266405,
2021-08-23 10:30:00,208.71319702407436,
2021-08-23 12:00:00,216.8807338789029,
2021-08-23 13:30:00,183.13135741360566,
2021-08-23 15:00:00,168.00799323818865,
2021-08-23 15:30:30,168.00799323818865,
2021-08-23 23:59:59,257.3056419793729,c
2021-08-24 00:00:00,-120.4109543097511,
2021-08-24 10:00:00,-124.25410956138239,
2021-08-24 10:30:00,-112.58119331154558,
2021-08-24 12:00:00,-104.50179083490912,
2021-08-24 13:30:00,-75.7426849371941,
2021-08-24 15:00:00,-32.30317337077395,
2021-08-24 15:30:30,-32.30317337077395,
2021-08-24 23:59:59,-51.38821037167054,c
2021-08-25 00:00:00,-94.08829420681559,
2021-08-25 10:00:00,-124.48882345370748,
2021-08-25 10:30:00,-175.5619375863307,
2021-08-25 12:00:00,-163.78616437561595,
2021-08-25 13:30:00,-165.56726383972818,
2021-08-25 15:00:00,-107.38060979581405,
2021-08-25 15:30:30,-107.38060979581405,
2021-08-25 23:59:59,-168.692564267757,c
2021-08-26 00:00:00,-211.832522788397,
2021-08-26 10:00:00,-88.72655017953275,
2021-08-26 10:30:00,-114.89724980272786,
2021-08-26 12:00:00,-197.17433118632107,
2021-08-26 13:30:00,-202.31035706649527,
2021-08-26 15:00:00,-227.334575401439,
2021-08-26 15:30:30,-227.334575401439,
2021-08-26 23:59:59,-165.89705802432854,c
2021-08-27 00:00:00,-179.41213451572548,
2021-08-27 10:00:00,-165.71060380480867,
2021-08-27 10:30:00,-139.64320554074584,
2021-08-27 12:00:00,-124.12949366618614,
2021-08-27 13:30:00,-75.38377083710657,
2021-08-27 15:00:00,5.43479845829097,
2021-08-27 15:30:30,5.43479845829097,
2021-08-27 23:59:59,-73.66735268864068,w
2021-08-30 00:00:00,-66.83757015292394,
2021-08-30 10:00:00,-78.49080509540818,
2021-08-30 10:30:00,-83.28541643947574,
2021-08-30 12:00:00,-116.46057301760993,
2021-08-30 13:30:00,-106.23526297373337,
2021-08-30 15:00:00,-104.0523506926611,
2021-08-30 15:30:30,-104.0523506926611,
2021-08-30 23:59:59,-81.39240759861514,c
2021-08-31 00:00:00,-95.95352845736306,
2021-08-31 10:00:00,-131.55837989869178,
2021-08-31 10:30:00,-119.0520057003896,
2021-08-31 12:00:00,-134.02629241725845,
2021-08-31 13:30:00,-114.34206087229813,
2021-08-31 15:00:00,-118.52205665525071,
2021-08-31 15:30:30,-118.52205665525071,s
2021-08-31 23:59:59,-122.52279974642715,c
2021-09-01 00:00:00,-131.42931743419285,
2021-09-01 10:00:00,-122.2103982384915,
2021-09-01 10:30:00,-116.8205749338058,
2021-09-01 12:00:00,-120.20447458211493,
2021-09-01 13:30:00,-103.7320302731805,
2021-09-01 15:00:00,-130.96390920899557,
2021-09-01 15:30:30,-130.96390920899557,
2021-09-01 23:59:59,-136.69531871091658,c
2021-09-02 00:00:00,-157.18964243866594,
2021-09-02 10:00:00,-128.60892874451474,
2021-09-02 10:30:00,-162.8621824650645,
2021-09-02 12:00:00,-168.01619242886318,
2021-09-02 13:30:00,-174.99323098743662,
2021-09-02 15:00:00,-194.57977759010555,
2021-09-02 15:30:30,-194.57977759010555,
2021-09-02 23:59:59,-185.02354077072323,c
2021-09-03 00:00:00,-135.56053136537776,
2021-09-03 10:00:00,-96.65182765258123,
2021-09-03 10:30:00,-36.27023158070733,
2021-09-03 12:00:00,-46.312282405884616,
2021-09-03 13:30:00,-48.61649420001322,
2021-09-03 15:00:00,-32.01158112480425,
2021-09-03 15:30:30,-32.01158112480425,
2021-09-03 23:59:59,-65.6992058141359,w
2021-09-06 00:00:00,-65.6992058141359,
2021-09-06 10:00:00,-65.6992058141359,
2021-09-06 10:30:00,-65.6992058141359,
2021-09-06 12:00:00,-65.6992058141359,
2021-09-06 13:30:00,-65.6992058141359,
2021-09-06 15:00:00,-65.6992058141359,
2021-09-06 15:30:30,-65.6992058141359,
2021-09-06 23:59:59,-65.6992058141359,c
2021-09-07 00:00:00,-75.58578003637103,
2021-09-07 10:00:00,-92.72049300997514,
