date,AS_MSCI_ESG_2022_Q1,meta
2022-01-12 00:00:00,331.13764772070294,
2022-01-12 01:00:00,295.39082616613143,
2022-01-12 02:30:00,325.8894750587374,
2022-01-12 03:00:00,334.057704946417,
2022-01-12 18:30:00,336.3459879929148,
2022-01-12 20:00:00,333.9916196936308,
2022-01-12 23:00:00,240.76785681624654,
2022-01-12 23:59:59,249.46680853460296,c
2022-01-13 00:00:00,228.69694782977012,
2022-01-13 01:00:00,226.6254224166783,
2022-01-13 02:30:00,234.05088847029145,
2022-01-13 03:00:00,229.5506232660855,
2022-01-13 18:30:00,234.3098504025835,
2022-01-13 20:00:00,214.77405470804808,
2022-01-13 23:00:00,254.59533313845773,
2022-01-13 23:59:59,250.65569950547484,c
2022-01-14 00:00:00,169.82668917972194,
2022-01-14 01:00:00,151.18912399560026,
2022-01-14 02:30:00,169.37647704246115,
2022-01-14 03:00:00,183.97791938458215,
2022-01-14 18:30:00,183.97791938458215,
2022-01-14 20:00:00,183.97791938458215,
2022-01-14 23:00:00,183.97791938458215,
2022-01-14 23:59:59,184.28871752431616,w
2022-01-17 00:00:00,191.9791966254001,
2022-01-17 01:00:00,207.84599877575812,
2022-01-17 02:30:00,227.74212532940754,
2022-01-17 03:00:00,230.979501840208,
2022-01-17 18:30:00,230.21185049104798,
2022-01-17 20:00:00,239.2021861476362,
2022-01-17 23:00:00,232.3288439640358,
2022-01-17 23:59:59,244.33909640374296,c
2022-01-18 00:00:00,239.64209782516104,
2022-01-18 01:00:00,242.9929729893727,
2022-01-18 02:30:00,235.531816623978,
2022-01-18 03:00:00,229.30757728512913,
2022-01-18 18:30:00,231.4965167226477,
2022-01-18 20:00:00,235.85299391856256,
2022-01-18 23:00:00,260.15368354963147,
2022-01-18 23:59:59,264.6093674658176,c
2022-01-19 00:00:00,253.0393453330743,
2022-01-19 01:00:00,251.14595753627674,
2022-01-19 02:30:00,235.6977637844526,
2022-01-19 03:00:00,221.25272384351592,
2022-01-19 18:30:00,226.06827410386103,
2022-01-19 20:00:00,219.2424180059034,
2022-01-19 23:00:00,203.7420436160619,
2022-01-19 23:59:59,202.14257654608696,c
2022-01-20 00:00:00,243.25013498884513,
2022-01-20 01:00:00,268.19869645200185,
2022-01-20 02:30:00,230.02546871481792,
2022-01-20 03:00:00,236.2203912990015,
2022-01-20 18:30:00,239.07772968488905,
2022-01-20 20:00:00,235.26810774788453,
2022-01-20 23:00:00,240.59173846800792,
2022-01-20 23:59:59,239.14590084525702,c
2022-01-21 00:00:00,134.39818337777706,
2022-01-21 01:00:00,123.82814731032636,
2022-01-21 02:30:00,108.78162263967289,
2022-01-21 03:00:00,119.65030523565889,
2022-01-21 18:30:00,119.65030523565889,
2022-01-21 20:00:00,119.65030523565889,
2022-01-21 23:00:00,119.65030523565889,
2022-01-21 23:59:59,123.66902747199936,w
2022-01-24 00:00:00,-18.80201548503328,
2022-01-24 01:00:00,-15.060139218472386,
2022-01-24 02:30:00,-40.76142550674922,
2022-01-24 03:00:00,-11.016239551520755,
2022-01-24 18:30:00,-13.310512233117265,
2022-01-24 20:00:00,-28.452891548464777,
2022-01-24 23:00:00,-7.700119263030388,
2022-01-24 23:59:59,-0.20904657399591997,c
2022-01-25 00:00:00,16.405567375015494,
2022-01-25 01:00:00,52.240304831796436,
2022-01-25 02:30:00,35.69916861183435,
2022-01-25 03:00:00,19.044066610875404,
2022-01-25 18:30:00,19.044066610875404,
2022-01-25 20:00:00,21.93889172166331,
2022-01-25 23:00:00,9.06572608858437,
2022-01-25 23:59:59,12.030859247753142,c
2022-01-26 00:00:00,82.55964273501013,
2022-01-26 01:00:00,107.96107106469617,
2022-01-26 02:30:00,109.51724668263779,
2022-01-26 03:00:00,134.06787319583867,
2022-01-26 18:30:00,138.41712720833175,
2022-01-26 20:00:00,104.32051042099727,
2022-01-26 23:00:00,114.50624048146915,
2022-01-26 23:59:59,115.89540050830459,c
2022-01-27 00:00:00,14.044675282169806,
2022-01-27 01:00:00,29.25886901481715,
2022-01-27 02:30:00,19.61505275663626,
2022-01-27 03:00:00,26.130738210831794,
2022-01-27 18:30:00,25.667650792306688,
2022-01-27 20:00:00,14.140550999411005,
2022-01-27 23:00:00,46.20080901203579,
2022-01-27 23:59:59,40.688289753111064,c
2022-01-28 00:00:00,26.235643312774357,
2022-01-28 01:00:00,27.33649443882433,
2022-01-28 02:30:00,54.75676388489916,
2022-01-28 03:00:00,39.10758311929186,
2022-01-28 18:30:00,39.10758311929186,
2022-01-28 20:00:00,39.10758311929186,
2022-01-28 23:00:00,39.10758311929186,
2022-01-28 23:59:59,40.20543284576644,w
2022-01-31 00:00:00,125.52558302789305,
2022-01-31 01:00:00,125.52558302789305,
2022-01-31 02:30:00,125.52558302789305,
2022-01-31 03:00:00,125.52558302789305,
2022-01-31 18:30:00,126.45198561501473,
2022-01-31 20:00:00,129.80622978274664,
2022-01-31 23:00:00,126.04430963032996,
2022-01-31 23:59:59,125.02652041885148,c
2022-02-01 00:00:00,125.28249459084435,
2022-02-01 01:00:00,125.28249459084435,
2022-02-01 02:30:00,125.28249459084435,
2022-02-01 03:00:00,125.28249459084435,
2022-02-01 18:30:00,126.12495242947244,
2022-02-01 20:00:00,137.81430248799995,
2022-02-01 23:00:00,136.8787585613435,
2022-02-01 23:59:59,137.04630827442304,c
2022-02-02 00:00:00,137.70287244898861,
2022-02-02 01:00:00,137.70287244898861,
2022-02-02 02:30:00,137.70287244898861,
2022-02-02 03:00:00,137.70287244898861,
2022-02-02 18:30:00,129.3720483590808,
2022-02-02 20:00:00,122.27660746947868,
2022-02-02 23:00:00,119.68319416541118,
2022-02-02 23:59:59,121.06001263608943,c
2022-02-03 00:00:00,121.80085941290201,
2022-02-03 01:00:00,120.32672505214703,
2022-02-03 02:30:00,120.32672505214703,
2022-02-03 03:00:00,120.32672505214703,
2022-02-03 18:30:00,127.57887448487782,
2022-02-03 20:00:00,124.25695801972984,
2022-02-03 23:00:00,9.787486198563329,
2022-02-03 23:59:59,18.191139748449757,c
2022-02-04 00:00:00,83.57230676501598,
2022-02-04 01:00:00,87.35090845657186,
2022-02-04 02:30:00,67.330281692325,
2022-02-04 03:00:00,69.79472819302771,
2022-02-04 18:30:00,69.79472819302771,
2022-02-04 20:00:00,69.79472819302771,
2022-02-04 23:00:00,69.79472819302771,
2022-02-04 23:59:59,68.1597356863428,w
2022-02-07 00:00:00,61.95404386520164,
2022-02-07 01:00:00,62.49457319353263,
2022-02-07 02:30:00,72.72604093282916,
2022-02-07 03:00:00,71.53359887904247,
2022-02-07 18:30:00,77.19281499998328,
2022-02-07 20:00:00,87.09665934825517,
2022-02-07 23:00:00,112.59018600593032,
2022-02-07 23:59:59,109.15804180043057,c
2022-02-08 00:00:00,96.81725808783028,
2022-02-08 01:00:00,86.70933063643031,
2022-02-08 02:30:00,87.04183297075218,
2022-02-08 03:00:00,79.04578104490372,
2022-02-08 18:30:00,61.866077421373404,
2022-02-08 20:00:00,67.07670994676977,
2022-02-08 23:00:00,23.095349146242143,
2022-02-08 23:59:59,23.145997500125873,c
2022-02-09 00:00:00,92.39296495226893,
2022-02-09 01:00:00,99.02603296204256,
2022-02-09 02:30:00,115.89446326573011,
2022-02-09 03:00:00,113.96799148805019,
2022-02-09 18:30:00,115.00591931201973,
2022-02-09 20:00:00,103.87489439426861,
2022-02-09 23:00:00,98.55295913932781,
2022-02-09 23:59:59,93.53125242823137,c
2022-02-10 00:00:00,111.5027068581864,
2022-02-10 01:00:00,114.2544876726601,
2022-02-10 02:30:00,106.65043154543616,
2022-02-10 03:00:00,109.40806223672831,
2022-02-10 18:30:00,102.73379324203376,
2022-02-10 20:00:00,87.1047594414216,
2022-02-10 23:00:00,36.3500888992628,
2022-02-10 23:59:59,27.986502345435667,c
2022-02-11 00:00:00,-17.413744521956573,
2022-02-11 01:00:00,-15.813059745326314,
2022-02-11 02:30:00,-13.273902424789185,
2022-02-11 03:00:00,-0.8623461006150706,
2022-02-11 18:30:00,-0.8623461006150706,
2022-02-11 20:00:00,-0.8623461006150706,
2022-02-11 23:00:00,-0.8623461006150706,
2022-02-11 23:59:59,2.3420516019103275,w
2022-02-14 00:00:00,-71.28583971044372,
2022-02-14 01:00:00,-64.82977115224901,
2022-02-14 02:30:00,-56.49399932946403,
2022-02-14 03:00:00,-47.80235457110257,
2022-02-14 18:30:00,-51.81745828254043,
2022-02-14 20:00:00,-38.95409399200514,
2022-02-14 23:00:00,9.724689502227307,
2022-02-14 23:59:59,11.861467189664438,c
2022-02-15 00:00:00,-3.590496270177141,
2022-02-15 01:00:00,-3.0540584999287717,
2022-02-15 02:30:00,-17.823754566280286,
2022-02-15 03:00:00,-27.567614045969208,
2022-02-15 18:30:00,-24.488073739626884,
2022-02-15 20:00:00,-14.710922052471574,
2022-02-15 23:00:00,-40.95094190996792,
