date,EU_MSCI_DM_STAY_2022_Q2,meta
2022-03-31 00:00:00,16.80589792337358,
2022-03-31 03:30:00,19.786808144069013,
2022-03-31 04:00:00,18.874929735620967,
2022-03-31 06:00:00,25.332710173361647,
2022-03-31 08:00:00,26.11279848889663,
2022-03-31 10:30:00,9.609509122920286,
2022-03-31 11:00:00,16.910628810535215,
2022-03-31 23:59:59,17.27103354179016,c
2022-04-01 00:00:00,14.699576436228966,
2022-04-01 03:30:00,33.222773914845234,
2022-04-01 04:00:00,21.677238839166847,
2022-04-01 06:00:00,-2.409019845894221,
2022-04-01 08:00:00,2.6590248691535976,
2022-04-01 10:30:00,-0.2620024192885637,
2022-04-01 11:00:00,-10.499983733469463,
2022-04-01 23:59:59,-6.91189824124794,w
2022-04-04 00:00:00,-7.350111085275898,
2022-04-04 03:30:00,-22.384404961865357,
2022-04-04 04:00:00,-13.516392498581155,
2022-04-04 06:00:00,-5.831326964956844,
2022-04-04 08:00:00,0.12052126736688251,
2022-04-04 10:30:00,-1.3573354279612317,
2022-04-04 11:00:00,2.3700773790587277,
2022-04-04 23:59:59,3.3975578435867533,c
2022-04-05 00:00:00,2.644429018701345,
2022-04-05 03:30:00,9.788980943436968,
2022-04-05 04:00:00,17.462508027010372,
2022-04-05 06:00:00,18.537141235437105,
2022-04-05 08:00:00,11.151214591981926,
2022-04-05 10:30:00,10.931455514518262,
2022-04-05 11:00:00,13.701156074904034,
2022-04-05 23:59:59,15.464894662121736,c
2022-04-06 00:00:00,17.16565121245641,
2022-04-06 03:30:00,17.283986342070634,
2022-04-06 04:00:00,20.40737379633714,
2022-04-06 06:00:00,13.078906159923662,
2022-04-06 08:00:00,-0.40704440407276365,
2022-04-06 10:30:00,-4.783095969110008,
2022-04-06 11:00:00,-8.57194944636791,
2022-04-06 23:59:59,-9.748313855151736,c
2022-04-07 00:00:00,-4.004967095662181,
2022-04-07 03:30:00,-8.216739289441875,
2022-04-07 04:00:00,-12.942414593505845,
2022-04-07 06:00:00,-7.119667808750307,
2022-04-07 08:00:00,-7.410312591776147,
2022-04-07 10:30:00,-9.834599355380192,
2022-04-07 11:00:00,-10.299926040954688,
2022-04-07 23:59:59,-15.126260308857411,c
2022-04-08 00:00:00,-13.696200630968718,
2022-04-08 03:30:00,-14.216368600039829,
2022-04-08 04:00:00,-17.718253021801672,
2022-04-08 06:00:00,-18.709810887289876,
2022-04-08 08:00:00,-11.349269520815795,
2022-04-08 10:30:00,-15.718463511094,
2022-04-08 11:00:00,-15.943123244592869,
2022-04-08 23:59:59,-18.516118299137787,w
2022-04-11 00:00:00,-7.047534750748952,
2022-04-11 03:30:00,-21.09424165572321,
2022-04-11 04:00:00,-12.720412893536235,
2022-04-11 06:00:00,-23.60068157272073,
2022-04-11 08:00:00,-28.419237169947735,
2022-04-11 10:30:00,-37.5746842784427,
2022-04-11 11:00:00,-38.32633158749468,
2022-04-11 23:59:59,-31.146418084995616,c
2022-04-12 00:00:00,-48.601262067687315,
2022-04-12 03:30:00,-32.6071890105338,
2022-04-12 04:00:00,-24.422233365136208,
2022-04-12 06:00:00,-26.05341195353887,
2022-04-12 08:00:00,-21.893105276141057,
2022-04-12 10:30:00,-9.107857103175803,
2022-04-12 11:00:00,-10.175214605377562,
2022-04-12 23:59:59,-15.730992468018883,c
2022-04-13 00:00:00,-16.02948896222219,
2022-04-13 03:30:00,-22.918853132914137,
2022-04-13 04:00:00,-24.46001576279923,
2022-04-13 06:00:00,-27.51077614195424,
2022-04-13 08:00:00,-21.947160108539265,
2022-04-13 10:30:00,-17.371602299070247,
2022-04-13 11:00:00,-23.2680418966022,
2022-04-13 23:59:59,-12.884434611403009,c
2022-04-14 00:00:00,-12.951282638551987,
2022-04-14 03:30:00,-12.609294521381543,
2022-04-14 04:00:00,-9.325938185343404,
2022-04-14 06:00:00,-9.863479125073638,
2022-04-14 08:00:00,3.9899488712255504,
2022-04-14 10:30:00,-0.4735206857687615,
2022-04-14 11:00:00,-0.7694212404159089,
2022-04-14 23:59:59,0.4380218197636907,c
2022-04-15 00:00:00,0.4380218197636907,
2022-04-15 03:30:00,0.4380218197636907,
2022-04-15 04:00:00,0.4380218197636907,
2022-04-15 06:00:00,0.4380218197636907,
2022-04-15 08:00:00,0.4380218197636907,
2022-04-15 10:30:00,0.4380218197636907,
2022-04-15 11:00:00,0.4380218197636907,
2022-04-15 23:59:59,0.4380218197636907,w
2022-04-18 00:00:00,0.6684123095581072,
2022-04-18 03:30:00,0.9811013237897441,
2022-04-18 04:00:00,0.9001593222759539,
2022-04-18 06:00:00,1.1353454192981758,
2022-04-18 08:00:00,1.1353454192981758,
2022-04-18 10:30:00,1.1353454192981758,
2022-04-18 11:00:00,1.1353454192981758,
2022-04-18 23:59:59,1.998238801999861,c
2022-04-19 00:00:00,2.1981299449551557,
2022-04-19 03:30:00,-17.03411821761111,
2022-04-19 04:00:00,-17.046963769117013,
2022-04-19 06:00:00,-16.602632836754196,
2022-04-19 08:00:00,-20.567016827184347,
2022-04-19 10:30:00,-15.711790511554227,
2022-04-19 11:00:00,-5.170350385415418,
2022-04-19 23:59:59,-2.86333924861367,c
2022-04-20 00:00:00,-25.45825919094824,
2022-04-20 03:30:00,-0.11454175389371812,
2022-04-20 04:00:00,2.6841075760760873,
2022-04-20 06:00:00,15.202326256519115,
2022-04-20 08:00:00,7.51800555963564,
2022-04-20 10:30:00,1.154494953629893,
2022-04-20 11:00:00,2.290249129339685,
2022-04-20 23:59:59,-0.8780931897657922,c
2022-04-21 00:00:00,-4.2589409930334625,
2022-04-21 03:30:00,6.600194522107927,
2022-04-21 04:00:00,14.123697425927702,
2022-04-21 06:00:00,22.607903140283867,
2022-04-21 08:00:00,19.349031087233058,
2022-04-21 10:30:00,12.736083736283916,
2022-04-21 11:00:00,15.639978857865685,
2022-04-21 23:59:59,17.61290932053913,c
2022-04-22 00:00:00,27.11883236656128,
2022-04-22 03:30:00,7.239508951843334,
2022-04-22 04:00:00,2.776723955191841,
2022-04-22 06:00:00,4.235480270139362,
2022-04-22 08:00:00,2.4277885436143265,
2022-04-22 10:30:00,7.106892983196843,
2022-04-22 11:00:00,5.500839477187924,
2022-04-22 23:59:59,1.5036346029770584,w
2022-04-25 00:00:00,27.662589646432295,
2022-04-25 03:30:00,17.863213630812808,
2022-04-25 04:00:00,24.86031595441206,
