date,CAD_FTSE_2021_Q1,meta
2021-01-08 00:00:00,-28.10950893372592,
2021-01-08 10:00:00,-17.649209133449403,
2021-01-08 10:30:00,-30.66680196757261,
2021-01-08 12:00:00,-21.124280477690263,
2021-01-08 13:30:00,-5.469031970565084,
2021-01-08 15:00:00,-12.11894613077584,
2021-01-08 15:30:30,-12.11894613077584,
2021-01-08 23:59:59,-52.60981240696583,w
2021-01-11 00:00:00,-23.118041207269926,
2021-01-11 10:00:00,-49.572933035026836,
2021-01-11 10:30:00,-51.33495196086733,
2021-01-11 12:00:00,-42.476307883686786,
2021-01-11 13:30:00,-44.08754488933937,
2021-01-11 15:00:00,-52.27384703326334,
2021-01-11 15:30:30,-52.27384703326334,
2021-01-11 23:59:59,-28.914084468445253,c
2021-01-12 00:00:00,-35.87815880517701,
2021-01-12 10:00:00,-3.905346612313224,
2021-01-12 10:30:00,-10.043668575822267,
2021-01-12 12:00:00,12.27258459208042,
2021-01-12 13:30:00,-13.059735035696576,
2021-01-12 15:00:00,-34.78187198487194,
2021-01-12 15:30:30,-34.78187198487194,
2021-01-12 23:59:59,-4.237889657686537,c
2021-01-13 00:00:00,-13.532212077474469,
2021-01-13 10:00:00,24.706241559901173,
2021-01-13 10:30:00,31.75586005850164,
2021-01-13 12:00:00,41.81522835662781,
2021-01-13 13:30:00,24.0604528345948,
2021-01-13 15:00:00,20.883863687328812,
2021-01-13 15:30:30,20.883863687328812,
2021-01-13 23:59:59,42.097284630720424,c
2021-01-14 00:00:00,53.394772596549956,
2021-01-14 10:00:00,57.23355190968687,
2021-01-14 10:30:00,53.46504274846848,
2021-01-14 12:00:00,39.55267353226009,
2021-01-14 13:30:00,26.825976181661645,
2021-01-14 15:00:00,44.52917837672976,
2021-01-14 15:30:30,44.52917837672976,
2021-01-14 23:59:59,63.4930266964102,c
2021-01-15 00:00:00,88.40939711665851,
2021-01-15 10:00:00,77.56982376718315,
2021-01-15 10:30:00,78.50148179953521,
2021-01-15 12:00:00,45.64665546480592,
2021-01-15 13:30:00,26.63694889267026,
2021-01-15 15:00:00,23.570879210827115,
2021-01-15 15:30:30,23.570879210827115,
2021-01-15 23:59:59,29.157965630578474,w
2021-01-18 00:00:00,14.893318926308893,
2021-01-18 10:00:00,23.34191871578787,
2021-01-18 10:30:00,34.27328539955124,
2021-01-18 12:00:00,24.83926740570314,
2021-01-18 13:30:00,26.766890852824872,
2021-01-18 15:00:00,24.292727663590085,
2021-01-18 15:30:30,24.292727663590085,
2021-01-18 23:59:59,22.82720664542194,c
2021-01-19 00:00:00,18.972911157374256,
2021-01-19 10:00:00,33.24354205516829,
2021-01-19 10:30:00,31.27376071661729,
2021-01-19 12:00:00,12.756147781171421,
2021-01-19 13:30:00,24.369669101949512,
2021-01-19 15:00:00,21.848947905366913,
2021-01-19 15:30:30,21.848947905366913,
2021-01-19 23:59:59,36.633795547807495,c
2021-01-20 00:00:00,9.115940956958184,
2021-01-20 10:00:00,25.55725073470694,
2021-01-20 10:30:00,19.151462971963156,
2021-01-20 12:00:00,0.37532776926036604,
2021-01-20 13:30:00,-8.538505443060785,
2021-01-20 15:00:00,-21.287256472746776,
2021-01-20 15:30:30,-21.287256472746776,
2021-01-20 23:59:59,-5.319241576095919,c
2021-01-21 00:00:00,-1.459537050615836,
2021-01-21 10:00:00,-19.65052136248414,
2021-01-21 10:30:00,-11.144105817604213,
2021-01-21 12:00:00,7.531749140513966,
2021-01-21 13:30:00,17.8504134428822,
2021-01-21 15:00:00,13.35111311644323,
2021-01-21 15:30:30,13.35111311644323,
2021-01-21 23:59:59,9.07904785417395,c
2021-01-22 00:00:00,9.63980927907869,
2021-01-22 10:00:00,43.020260398283426,
2021-01-22 10:30:00,29.50092668999241,
2021-01-22 12:00:00,20.17169970343184,
2021-01-22 13:30:00,17.269337382495905,
2021-01-22 15:00:00,18.319745875946865,
2021-01-22 15:30:30,18.319745875946865,
2021-01-22 23:59:59,17.230756240642222,w
2021-01-25 00:00:00,18.81295211539964,
2021-01-25 10:00:00,26.471183562002807,
2021-01-25 10:30:00,-4.697538121427897,
2021-01-25 12:00:00,-0.5560799642044003,
2021-01-25 13:30:00,-12.419874479769533,
2021-01-25 15:00:00,-15.720996138854389,
2021-01-25 15:30:30,-15.720996138854389,
2021-01-25 23:59:59,-27.69394278769414,c
2021-01-26 00:00:00,-26.055016047330355,
2021-01-26 10:00:00,6.10869705571622,
2021-01-26 10:30:00,4.060104977234914,
2021-01-26 12:00:00,-10.03432584186885,
2021-01-26 13:30:00,-0.2054913293059144,
2021-01-26 15:00:00,-4.324007371129483,
2021-01-26 15:30:30,-4.324007371129483,
2021-01-26 23:59:59,4.041080813370172,c
2021-01-27 00:00:00,15.89162526653945,
2021-01-27 10:00:00,54.243275041124434,
2021-01-27 10:30:00,59.631458916344855,
2021-01-27 12:00:00,75.30602369911503,
2021-01-27 13:30:00,63.243326829134276,
2021-01-27 15:00:00,96.86026971502179,
2021-01-27 15:30:30,96.86026971502179,
2021-01-27 23:59:59,101.15876980972735,c
2021-01-28 00:00:00,54.98896645052537,
2021-01-28 10:00:00,69.40766749380873,
2021-01-28 10:30:00,69.00246053879073,
2021-01-28 12:00:00,58.988175881629104,
2021-01-28 13:30:00,45.66867688859293,
2021-01-28 15:00:00,45.61415777894672,
2021-01-28 15:30:30,45.61415777894672,
2021-01-28 23:59:59,70.5362048085126,c
2021-01-29 00:00:00,75.88571488111847,
2021-01-29 10:00:00,87.93768331096635,
2021-01-29 10:30:00,93.6463475461187,
2021-01-29 12:00:00,130.63506298346056,
2021-01-29 13:30:00,145.49312136643493,
2021-01-29 15:00:00,139.51288984972416,
2021-01-29 15:30:30,139.51288984972416,
2021-01-29 23:59:59,126.05093300448243,w
2021-02-01 00:00:00,53.0790895737573,
2021-02-01 10:00:00,111.91325538912952,
2021-02-01 10:30:00,122.99003369389811,
2021-02-01 12:00:00,117.62612505790094,
2021-02-01 13:30:00,119.1376117107975,
2021-02-01 15:00:00,110.54765607798072,
2021-02-01 15:30:30,110.54765607798072,
2021-02-01 23:59:59,99.09113189914024,c
2021-02-02 00:00:00,97.15764351708458,
2021-02-02 10:00:00,108.03430955108615,
2021-02-02 10:30:00,108.02732159660081,
2021-02-02 12:00:00,100.61919430453236,
2021-02-02 13:30:00,116.57947929155398,
2021-02-02 15:00:00,122.68274018373177,
2021-02-02 15:30:30,122.68274018373177,
2021-02-02 23:59:59,135.25252564599668,c
2021-02-03 00:00:00,134.30812695342775,
2021-02-03 10:00:00,157.67561550955543,
2021-02-03 10:30:00,157.14850357990053,
2021-02-03 12:00:00,140.4075170981032,
2021-02-03 13:30:00,142.03398597243176,
2021-02-03 15:00:00,134.3981541563062,
2021-02-03 15:30:30,134.3981541563062,
2021-02-03 23:59:59,148.7881283374436,c
2021-02-04 00:00:00,156.73123516594478,
2021-02-04 10:00:00,146.11710419621977,
2021-02-04 10:30:00,133.6549666637511,
2021-02-04 12:00:00,118.87305609772557,
2021-02-04 13:30:00,102.70756795938905,
2021-02-04 15:00:00,105.28754823605686,
2021-02-04 15:30:30,105.28754823605686,
2021-02-04 23:59:59,91.81834550081021,c
2021-02-05 00:00:00,100.20080018979297,
2021-02-05 10:00:00,105.5680207950063,
2021-02-05 10:30:00,113.02196225631087,
2021-02-05 12:00:00,107.04065845569676,
2021-02-05 13:30:00,99.30342261822807,
2021-02-05 15:00:00,100.08637382392499,
2021-02-05 15:30:30,100.08637382392499,
2021-02-05 23:59:59,99.51201896738621,w
2021-02-08 00:00:00,98.20004512554988,
2021-02-08 10:00:00,95.22451457228817,
2021-02-08 10:30:00,79.09426475867804,
2021-02-08 12:00:00,93.25781676691349,
2021-02-08 13:30:00,88.64536540998961,
2021-02-08 15:00:00,101.48055315565125,
2021-02-08 15:30:30,101.48055315565125,
2021-02-08 23:59:59,113.06652007849425,c
2021-02-09 00:00:00,121.99368942752335,
2021-02-09 10:00:00,155.4983241509126,
2021-02-09 10:30:00,153.1949500931387,
2021-02-09 12:00:00,172.24328127503668,
2021-02-09 13:30:00,156.51363525281522,
2021-02-09 15:00:00,149.56710277269758,
2021-02-09 15:30:30,149.56710277269758,
2021-02-09 23:59:59,158.38930255077685,c
2021-02-10 00:00:00,224.23170996584895,
2021-02-10 10:00:00,215.37466464680347,
2021-02-10 10:30:00,227.53118526982598,
2021-02-10 12:00:00,196.36607956827993,
2021-02-10 13:30:00,227.7865301248321,
2021-02-10 15:00:00,233.708595985609,
2021-02-10 15:30:30,233.708595985609,
2021-02-10 23:59:59,233.77429853628018,c
2021-02-11 00:00:00,206.2647351333926,
2021-02-11 10:00:00,160.6685488317462,
2021-02-11 10:30:00,149.180470965106,
2021-02-11 12:00:00,120.81158194836007,
2021-02-11 13:30:00,142.90974651189845,
2021-02-11 15:00:00,137.36453624002024,
2021-02-11 15:30:30,137.36453624002024,
2021-02-11 23:59:59,109.21837427788068,c
2021-02-12 00:00:00,77.31492123708449,
2021-02-12 10:00:00,101.20900939092371,
2021-02-12 10:30:00,104.03249394065915,
2021-02-12 12:00:00,85.3527318043889,
2021-02-12 13:30:00,70.44469426549949,
2021-02-12 15:00:00,65.50029951271063,
2021-02-12 15:30:30,65.50029951271063,
2021-02-12 23:59:59,73.6011766689835,w
2021-02-15 00:00:00,73.6011766689835,
2021-02-15 10:00:00,73.6011766689835,
2021-02-15 10:30:00,73.6011766689835,
2021-02-15 12:00:00,73.6011766689835,
2021-02-15 13:30:00,73.6011766689835,
2021-02-15 15:00:00,73.6011766689835,
2021-02-15 15:30:30,73.6011766689835,
2021-02-15 23:59:59,73.6011766689835,c
2021-02-16 00:00:00,44.90678443249453,
2021-02-16 10:00:00,58.49789016869272,
2021-02-16 10:30:00,21.047941047665518,
2021-02-16 12:00:00,43.97738598304568,
