date,SML_HEDGED_2022_Q1,meta
2022-01-28 00:00:00,-530.5546661063804,
2022-01-28 10:00:00,-583.1555269193818,
2022-01-28 10:30:00,-564.8652053513229,
2022-01-28 12:00:00,-527.2697583359527,
2022-01-28 13:30:00,-553.3775221427613,
2022-01-28 15:00:00,-537.8383752574318,
2022-01-28 15:30:30,-537.8383752574318,
2022-01-28 23:59:59,-467.98463896930343,w
2022-01-31 00:00:00,-484.54148025949826,
2022-01-31 10:00:00,-461.3627389204853,
2022-01-31 10:30:00,-460.39758574304005,
2022-01-31 12:00:00,-446.0623221391779,
2022-01-31 13:30:00,-438.8755914715566,
2022-01-31 15:00:00,-441.1465209345447,
2022-01-31 15:30:30,-441.1465209345447,
2022-01-31 23:59:59,-414.48911928771486,c
2022-02-01 00:00:00,-420.32943083053806,
2022-02-01 10:00:00,-443.61972709109295,
2022-02-01 10:30:00,-437.1040878129397,
2022-02-01 12:00:00,-396.84112311666513,
2022-02-01 13:30:00,-385.4862124493252,
2022-02-01 15:00:00,-398.256175586268,
2022-02-01 15:30:30,-398.256175586268,
2022-02-01 23:59:59,-373.824612552065,c
2022-02-02 00:00:00,-341.25973024413133,
2022-02-02 10:00:00,-345.70056057577176,
2022-02-02 10:30:00,-338.4211257395059,
2022-02-02 12:00:00,-335.33539778133627,
2022-02-02 13:30:00,-333.21759202259136,
2022-02-02 15:00:00,-302.7450600918769,
2022-02-02 15:30:30,-302.7450600918769,
2022-02-02 23:59:59,-304.66065682121643,c
2022-02-03 00:00:00,-345.31777225634187,
2022-02-03 10:00:00,-335.11907368109496,
2022-02-03 10:30:00,-318.76689362371553,
2022-02-03 12:00:00,-340.63498657925857,
2022-02-03 13:30:00,-332.81504158161624,
2022-02-03 15:00:00,-345.27522454464133,
2022-02-03 15:30:30,-345.27522454464133,
2022-02-03 23:59:59,-369.23957097403763,c
2022-02-04 00:00:00,-395.04671607664477,
2022-02-04 10:00:00,-412.4718945289642,
2022-02-04 10:30:00,-396.72180867872476,
2022-02-04 12:00:00,-390.4314601911392,
2022-02-04 13:30:00,-359.47931305148677,
2022-02-04 15:00:00,-348.4754284715191,
2022-02-04 15:30:30,-348.4754284715191,
2022-02-04 23:59:59,-358.7365848069808,w
2022-02-07 00:00:00,-368.4686552779049,
2022-02-07 10:00:00,-369.00637466332455,
2022-02-07 10:30:00,-366.91812417588335,
2022-02-07 12:00:00,-388.1938130006047,
2022-02-07 13:30:00,-380.5157416329248,
2022-02-07 15:00:00,-390.95358625883,
2022-02-07 15:30:30,-390.95358625883,
2022-02-07 23:59:59,-393.30283208205356,c
2022-02-08 00:00:00,-400.9565146169016,
2022-02-08 10:00:00,-389.6439197767145,
2022-02-08 10:30:00,-400.606860035371,
2022-02-08 12:00:00,-377.6059188236736,
2022-02-08 13:30:00,-379.23291075251063,
2022-02-08 15:00:00,-399.1376028894342,
2022-02-08 15:30:30,-399.1376028894342,
2022-02-08 23:59:59,-395.4912347616255,c
2022-02-09 00:00:00,-335.0735152718812,
2022-02-09 10:00:00,-313.39624317532207,
2022-02-09 10:30:00,-298.00087963759916,
2022-02-09 12:00:00,-293.53732121282746,
2022-02-09 13:30:00,-309.63479653798595,
2022-02-09 15:00:00,-302.0459167343265,
2022-02-09 15:30:30,-302.0459167343265,
2022-02-09 23:59:59,-287.89477583003463,c
2022-02-10 00:00:00,-328.153355250553,
2022-02-10 10:00:00,-275.95014608395877,
2022-02-10 10:30:00,-231.88875928780953,
2022-02-10 12:00:00,-191.59720049276075,
2022-02-10 13:30:00,-226.98181981785137,
2022-02-10 15:00:00,-262.91533167766556,
2022-02-10 15:30:30,-262.91533167766556,
2022-02-10 23:59:59,-262.2939553372544,c
2022-02-11 00:00:00,-254.2198471577999,
2022-02-11 10:00:00,-251.07281405833146,
2022-02-11 10:30:00,-215.48931698946308,
2022-02-11 12:00:00,-222.02511119039627,
2022-02-11 13:30:00,-237.10640442738077,
2022-02-11 15:00:00,-272.56042625990995,
2022-02-11 15:30:30,-272.56042625990995,s
2022-02-11 23:59:59,-247.63195726800404,w
2022-02-14 00:00:00,-260.45958039052266,
2022-02-14 10:00:00,-278.50503101038976,
2022-02-14 10:30:00,-297.9236048634184,
2022-02-14 12:00:00,-298.2358934587278,
2022-02-14 13:30:00,-313.2918120007239,
2022-02-14 15:00:00,-305.37333013147327,
2022-02-14 15:30:30,-305.37333013147327,
2022-02-14 23:59:59,-305.3710803508334,c
2022-02-15 00:00:00,-270.2413732280593,
2022-02-15 10:00:00,-283.1454105189623,
2022-02-15 10:30:00,-270.16646736034545,
2022-02-15 12:00:00,-246.48716424997838,
2022-02-15 13:30:00,-243.43415429840115,
2022-02-15 15:00:00,-230.21348559487024,
2022-02-15 15:30:30,-230.21348559487024,
2022-02-15 23:59:59,-223.89824074431317,c
2022-02-16 00:00:00,-234.66932654399488,
2022-02-16 10:00:00,-235.17996206813405,
2022-02-16 10:30:00,-223.43891082542177,
2022-02-16 12:00:00,-215.8315231728293,
2022-02-16 13:30:00,-217.14012672379295,
2022-02-16 15:00:00,-205.0164961362957,
2022-02-16 15:30:30,-205.0164961362957,
2022-02-16 23:59:59,-208.4508010456816,c
2022-02-17 00:00:00,-417.03558045528416,
2022-02-17 10:00:00,-265.95214323046184,
2022-02-17 10:30:00,-224.72608732196704,
2022-02-17 12:00:00,-159.81086008294005,
2022-02-17 13:30:00,-103.54121022621848,
2022-02-17 15:00:00,-160.75361983452422,
2022-02-17 15:30:30,-160.75361983452422,
2022-02-17 23:59:59,-162.34564963233288,c
2022-02-18 00:00:00,-164.8322443958923,
2022-02-18 10:00:00,-171.53479682528905,
2022-02-18 10:30:00,-187.37466677136672,
2022-02-18 12:00:00,-198.37162244947194,
2022-02-18 13:30:00,-216.94637061756248,
2022-02-18 15:00:00,-200.7006980527367,
2022-02-18 15:30:30,-200.7006980527367,
2022-02-18 23:59:59,-201.52663363435067,w
2022-02-21 00:00:00,-201.52663363435067,
2022-02-21 10:00:00,-201.52663363435067,
2022-02-21 10:30:00,-201.52663363435067,
2022-02-21 12:00:00,-201.52663363435067,
2022-02-21 13:30:00,-201.52663363435067,
2022-02-21 15:00:00,-201.52663363435067,
2022-02-21 15:30:30,-201.52663363435067,
2022-02-21 23:59:59,-201.52663363435067,c
2022-02-22 00:00:00,-188.2961008598645,
2022-02-22 10:00:00,-173.3764367088752,
2022-02-22 10:30:00,-179.05776519646497,
2022-02-22 12:00:00,-192.14960516858173,
2022-02-22 13:30:00,-199.83817182160192,
2022-02-22 15:00:00,-155.88561107396208,
2022-02-22 15:30:30,-155.88561107396208,
2022-02-22 23:59:59,-191.2681536392397,c
2022-02-23 00:00:00,-170.52115445126265,
2022-02-23 10:00:00,-167.26504674655916,
2022-02-23 10:30:00,-193.1309778136051,
2022-02-23 12:00:00,-188.7465539842865,
2022-02-23 13:30:00,-210.76857411528454,
2022-02-23 15:00:00,-219.56283116851318,
2022-02-23 15:30:30,-219.56283116851318,
2022-02-23 23:59:59,-224.44514733296455,c
2022-02-24 00:00:00,-278.6197055577536,
2022-02-24 10:00:00,-230.8272463317503,
2022-02-24 10:30:00,-196.41227301483286,
2022-02-24 12:00:00,-186.84184110078604,
2022-02-24 13:30:00,-224.01236516468498,
2022-02-24 15:00:00,-201.75433462003048,
2022-02-24 15:30:30,-201.75433462003048,
2022-02-24 23:59:59,-186.7331783081936,c
2022-02-25 00:00:00,-188.1028274763521,
2022-02-25 10:00:00,-153.06064138718557,
2022-02-25 10:30:00,-161.48591479463812,
2022-02-25 12:00:00,-121.96059422367625,
2022-02-25 13:30:00,-93.64669911802957,
2022-02-25 15:00:00,-92.23856279824031,
2022-02-25 15:30:30,-92.23856279824031,
2022-02-25 23:59:59,-74.38942048424224,w
2022-02-28 00:00:00,-125.54840845672015,
2022-02-28 10:00:00,-46.77595955669631,
2022-02-28 10:30:00,-59.94335091521452,
2022-02-28 12:00:00,-49.72924417508921,
2022-02-28 13:30:00,-70.87768560203176,
2022-02-28 15:00:00,-57.934718071395764,
2022-02-28 15:30:30,-57.934718071395764,m
2022-02-28 23:59:59,-72.05333265243053,c
2022-03-01 00:00:00,-49.72089626226989,
2022-03-01 10:00:00,-57.497000340539216,
2022-03-01 10:30:00,-45.88444609575754,
2022-03-01 12:00:00,-111.29429313744686,
2022-03-01 13:30:00,-124.67889872300702,
2022-03-01 15:00:00,-97.07321993965797,
2022-03-01 15:30:30,-97.07321993965797,
2022-03-01 23:59:59,-100.06296612283631,c
2022-03-02 00:00:00,-51.06945228328277,
2022-03-02 10:00:00,19.721396851992722,
2022-03-02 10:30:00,9.960803385935833,
2022-03-02 12:00:00,22.548551787218003,
2022-03-02 13:30:00,15.757705209855885,
2022-03-02 15:00:00,13.286822413009304,
2022-03-02 15:30:30,13.286822413009304,
2022-03-02 23:59:59,16.34097530624331,c
2022-03-03 00:00:00,34.48326992348575,
2022-03-03 10:00:00,16.38541959491249,
2022-03-03 10:30:00,-2.503751537662538,
2022-03-03 12:00:00,2.144038191956497,
2022-03-03 13:30:00,25.201099385470116,
2022-03-03 15:00:00,-16.644838601564516,
2022-03-03 15:30:30,-16.644838601564516,
2022-03-03 23:59:59,-6.677187311118814,c
2022-03-04 00:00:00,-28.683573866262122,
2022-03-04 10:00:00,-24.10348856056089,
2022-03-04 10:30:00,-38.74392784451311,
2022-03-04 12:00:00,-44.887261840322026,
2022-03-04 13:30:00,-9.786014872648138,
2022-03-04 15:00:00,-25.559314688492577,
2022-03-04 15:30:30,-25.559314688492577,
2022-03-04 23:59:59,0.0,a
2022-03-07 00:00:00,-52.42723607591142,
2022-03-07 10:00:00,52.03999698832786,
2022-03-07 10:30:00,34.64138518104073,
2022-03-07 12:00:00,62.944549068928154,
2022-03-07 13:30:00,46.575933777296996,
2022-03-07 15:00:00,26.7745828667953,
2022-03-07 15:30:30,26.7745828667953,
2022-03-07 23:59:59,-1.5445360824751333,c
2022-03-08 00:00:00,7.998446273522404,
2022-03-08 10:00:00,15.238200221906482,
2022-03-08 10:30:00,4.744968546838663,
2022-03-08 12:00:00,41.750322707753185,
2022-03-08 13:30:00,58.04454664832838,
2022-03-08 15:00:00,48.13554330377565,
2022-03-08 15:30:30,48.13554330377565,
2022-03-08 23:59:59,25.967295536595884,c
2022-03-09 00:00:00,53.29671827157381,
2022-03-09 10:00:00,31.52103249416041,
2022-03-09 10:30:00,47.110676523891016,
2022-03-09 12:00:00,68.82180738647594,
2022-03-09 13:30:00,52.429181204948236,
2022-03-09 15:00:00,30.531701089555554,
2022-03-09 15:30:30,30.531701089555554,
2022-03-09 23:59:59,5.208279219131327,c
2022-03-10 00:00:00,-35.83992663427762,
2022-03-10 10:00:00,10.026688033053233,
2022-03-10 10:30:00,-25.623185558413297,
2022-03-10 12:00:00,-35.41483229563892,
2022-03-10 13:30:00,6.781768856016242,
2022-03-10 15:00:00,35.70328465213652,
2022-03-10 15:30:30,35.70328465213652,
2022-03-10 23:59:59,12.22147782898719,c
2022-03-11 00:00:00,29.32968443915479,
2022-03-11 10:00:00,53.62345689836775,
2022-03-11 10:30:00,20.352808332528184,
2022-03-11 12:00:00,-17.010976715638662,
2022-03-11 13:30:00,-30.2204390248653,
2022-03-11 15:00:00,-46.701992982090815,
2022-03-11 15:30:30,-46.701992982090815,
2022-03-11 23:59:59,-45.00725257285194,w
2022-03-14 00:00:00,-50.51224493295058,
2022-03-14 10:00:00,-130.9389329447681,
2022-03-14 10:30:00,-122.04581623669674,
2022-03-14 12:00:00,-148.85846680816212,
2022-03-14 13:30:00,-143.7359954714634,
2022-03-14 15:00:00,-134.15691163979773,
2022-03-14 15:30:30,-134.15691163979773,
2022-03-14 23:59:59,-146.2424704447103,c
2022-03-15 00:00:00,-132.24207814496958,
2022-03-15 10:00:00,-152.6736312989715,
2022-03-15 10:30:00,-115.55075017387117,
2022-03-15 12:00:00,-83.61146293032834,
2022-03-15 13:30:00,-92.8072553497168,
2022-03-15 15:00:00,-87.47079019827788,
2022-03-15 15:30:30,-87.47079019827788,
2022-03-15 23:59:59,-94.89670340850034,c
2022-03-16 00:00:00,-67.07365037714908,
2022-03-16 10:00:00,-18.05996620159476,
2022-03-16 10:30:00,-39.36057677541385,
2022-03-16 12:00:00,-71.4146914278349,
2022-03-16 13:30:00,-58.9641982264493,
2022-03-16 15:00:00,-67.76914873773467,
2022-03-16 15:30:30,-67.76914873773467,
2022-03-16 23:59:59,-47.27560311181969,c
2022-03-17 00:00:00,-39.01349137423904,
2022-03-17 10:00:00,-16.166330083751745,
