date,FTSE_NA_REIT_2022_Q1,meta
2022-02-09 00:00:00,54.45930946833889,
2022-02-09 10:00:00,67.19278656891552,
2022-02-09 10:30:00,67.89438109689186,
2022-02-09 12:00:00,63.36545208318742,
2022-02-09 13:30:00,67.79788715120768,
2022-02-09 15:00:00,81.5816007314663,
2022-02-09 15:30:30,81.5816007314663,
2022-02-09 23:59:59,86.73050504477513,c
2022-02-10 00:00:00,64.94784674815932,
2022-02-10 10:00:00,60.9585356239979,
2022-02-10 10:30:00,40.97976195226087,
2022-02-10 12:00:00,22.867380598753783,
2022-02-10 13:30:00,7.403595907274706,
2022-02-10 15:00:00,10.229432100073637,
2022-02-10 15:30:30,10.229432100073637,
2022-02-10 23:59:59,14.731919645474676,c
2022-02-11 00:00:00,22.16507843396093,
2022-02-11 10:00:00,1.9537289707524792,
2022-02-11 10:30:00,-13.306698564098184,
2022-02-11 12:00:00,-15.081863222721296,
2022-02-11 13:30:00,-23.784052865831256,
2022-02-11 15:00:00,-12.990701988636744,
2022-02-11 15:30:30,-12.990701988636744,
2022-02-11 23:59:59,-20.109533547310917,w
2022-02-14 00:00:00,-26.615778743468155,
2022-02-14 10:00:00,-25.661138056559395,
2022-02-14 10:30:00,-15.992555868116654,
2022-02-14 12:00:00,-32.03913365435352,
2022-02-14 13:30:00,-27.886925938570073,
2022-02-14 15:00:00,-21.420438617927573,
2022-02-14 15:30:30,-21.420438617927573,
2022-02-14 23:59:59,-14.597496825361134,c
2022-02-15 00:00:00,-0.6983288956494391,
2022-02-15 10:00:00,-15.131751277044117,
2022-02-15 10:30:00,-16.457280476273212,
2022-02-15 12:00:00,-8.928652276231617,
2022-02-15 13:30:00,-19.60778810801972,
2022-02-15 15:00:00,-15.160285429555387,
2022-02-15 15:30:30,-15.160285429555387,
2022-02-15 23:59:59,-22.46132914803863,c
2022-02-16 00:00:00,-34.35177714431438,
2022-02-16 10:00:00,-42.988340193292174,
2022-02-16 10:30:00,-61.43675965326486,
2022-02-16 12:00:00,-61.43356033135447,
2022-02-16 13:30:00,-65.3263390809885,
2022-02-16 15:00:00,-72.06755334249482,
2022-02-16 15:30:30,-72.06755334249482,
2022-02-16 23:59:59,-74.82639976942264,c
2022-02-17 00:00:00,-65.41369228282596,
2022-02-17 10:00:00,-59.15921064675291,
2022-02-17 10:30:00,-39.89710596191489,
2022-02-17 12:00:00,-24.670983000807723,
2022-02-17 13:30:00,-31.062620589350928,
2022-02-17 15:00:00,-24.443230343005467,
2022-02-17 15:30:30,-24.443230343005467,
2022-02-17 23:59:59,-31.2648381906927,c
2022-02-18 00:00:00,-54.304152996857624,
2022-02-18 10:00:00,-46.549570278246335,
2022-02-18 10:30:00,-45.58011432350125,
2022-02-18 12:00:00,-33.367877072820164,
2022-02-18 13:30:00,-39.46854210036446,
2022-02-18 15:00:00,-34.18486202306937,
2022-02-18 15:30:30,-34.18486202306937,
2022-02-18 23:59:59,-31.009893727229667,w
2022-02-21 00:00:00,-31.009893727229667,
2022-02-21 10:00:00,-31.009893727229667,
2022-02-21 10:30:00,-31.009893727229667,
2022-02-21 12:00:00,-31.009893727229667,
2022-02-21 13:30:00,-31.009893727229667,
2022-02-21 15:00:00,-31.009893727229667,
2022-02-21 15:30:30,-31.009893727229667,s
2022-02-21 23:59:59,-31.009893727229667,c
2022-02-22 00:00:00,-33.647755189228775,
2022-02-22 10:00:00,-5.304472008596065,
2022-02-22 10:30:00,-6.894893977066943,
2022-02-22 12:00:00,-30.296408761535872,
2022-02-22 13:30:00,-11.006381492297379,
2022-02-22 15:00:00,-21.741801779702826,
2022-02-22 15:30:30,-21.741801779702826,
2022-02-22 23:59:59,-28.645875541488635,c
2022-02-23 00:00:00,-18.766355264761074,
2022-02-23 10:00:00,-43.477842402130364,
2022-02-23 10:30:00,-33.18953477508097,
2022-02-23 12:00:00,-38.24510712019352,
2022-02-23 13:30:00,-37.716761895898145,
2022-02-23 15:00:00,-43.40215076249436,
2022-02-23 15:30:30,-43.40215076249436,
2022-02-23 23:59:59,-40.01337738717052,c
2022-02-24 00:00:00,-30.461830785964594,
2022-02-24 10:00:00,-36.688655724730495,
2022-02-24 10:30:00,-13.39324060967428,
2022-02-24 12:00:00,-11.493961433791839,
2022-02-24 13:30:00,4.364119315140414,
2022-02-24 15:00:00,4.451359640679101,
2022-02-24 15:30:30,4.451359640679101,
2022-02-24 23:59:59,4.980568849626906,c
2022-02-25 00:00:00,-1.2579047355130228,
2022-02-25 10:00:00,-11.965069228305452,
2022-02-25 10:30:00,-0.2405557200461601,
2022-02-25 12:00:00,8.535221410043022,
2022-02-25 13:30:00,11.436868727358188,
2022-02-25 15:00:00,11.088924226149999,
2022-02-25 15:30:30,11.088924226149999,
2022-02-25 23:59:59,16.878502372646977,w
2022-02-28 00:00:00,25.827464057138997,
2022-02-28 10:00:00,11.072575462773926,
2022-02-28 10:30:00,-3.444040794599374,
2022-02-28 12:00:00,11.993353881351567,
2022-02-28 13:30:00,6.997808516035576,
2022-02-28 15:00:00,9.74347662870079,
2022-02-28 15:30:30,9.74347662870079,m
2022-02-28 23:59:59,12.71837133335967,c
2022-03-01 00:00:00,23.204046797601023,
2022-03-01 10:00:00,13.971202602093086,
2022-03-01 10:30:00,28.79276932739029,
2022-03-01 12:00:00,24.653600910210486,
2022-03-01 13:30:00,23.374112440687753,
2022-03-01 15:00:00,9.528033088156775,
2022-03-01 15:30:30,9.528033088156775,
2022-03-01 23:59:59,10.595443028665017,c
2022-03-02 00:00:00,16.22913083871825,
2022-03-02 10:00:00,-2.7271954806538474,
2022-03-02 10:30:00,-6.501536482199526,
2022-03-02 12:00:00,-7.5843572454867,
2022-03-02 13:30:00,-8.86205468858941,
2022-03-02 15:00:00,-1.628436102646532,
2022-03-02 15:30:30,-1.628436102646532,
2022-03-02 23:59:59,0.0,a
2022-03-03 00:00:00,7.062414446741258,
2022-03-03 10:00:00,16.73941022971107,
2022-03-03 10:30:00,9.383106059192272,
2022-03-03 12:00:00,8.275240964317248,
2022-03-03 13:30:00,19.76068441134285,
2022-03-03 15:00:00,19.27646242136396,
2022-03-03 15:30:30,19.27646242136396,
2022-03-03 23:59:59,6.151779371130914,c
2022-03-04 00:00:00,4.2768934314371165,
2022-03-04 10:00:00,12.425335145890159,
2022-03-04 10:30:00,23.76703577105164,
2022-03-04 12:00:00,14.504093604557653,
2022-03-04 13:30:00,-3.7521651595661467,
2022-03-04 15:00:00,-0.08355831354111842,
2022-03-04 15:30:30,-0.08355831354111842,
2022-03-04 23:59:59,11.392253766398909,w
2022-03-07 00:00:00,42.52570191116362,
2022-03-07 10:00:00,23.27354231902345,
2022-03-07 10:30:00,3.9960754899747997,
2022-03-07 12:00:00,-2.8861891988995296,
2022-03-07 13:30:00,-0.05405867681110976,
2022-03-07 15:00:00,-4.055846765031703,
2022-03-07 15:30:30,-4.055846765031703,
2022-03-07 23:59:59,-1.7735690039452265,c
2022-03-08 00:00:00,-18.669261725309212,
2022-03-08 10:00:00,-2.930076425223632,
2022-03-08 10:30:00,-12.430940028994769,
2022-03-08 12:00:00,-39.07835763773795,
2022-03-08 13:30:00,-14.707744568459447,
2022-03-08 15:00:00,-25.706498878484723,
2022-03-08 15:30:30,-25.706498878484723,
2022-03-08 23:59:59,-27.18200224928617,c
2022-03-09 00:00:00,-9.089735757568974,
2022-03-09 10:00:00,-20.303192965142358,
2022-03-09 10:30:00,-8.775667445917236,
2022-03-09 12:00:00,-5.815929312114122,
