date,EU_JETS_2022_Q1,meta
2022-02-04 00:00:00,802.8855756901855,
2022-02-04 03:30:00,754.7274002069249,
2022-02-04 04:00:00,673.6796227997421,
2022-02-04 06:00:00,775.16006446116,
2022-02-04 08:00:00,728.9007759188253,
2022-02-04 10:30:00,726.2985964117819,
2022-02-04 11:00:00,712.8122520595441,
2022-02-04 23:59:59,687.4640588726805,w
2022-02-07 00:00:00,617.6636485768908,
2022-02-07 03:30:00,610.3732923260184,
2022-02-07 04:00:00,598.3085782112373,
2022-02-07 06:00:00,591.5792072232096,
2022-02-07 08:00:00,594.7548051896333,
2022-02-07 10:30:00,658.0774033654174,
2022-02-07 11:00:00,648.9674227736191,
2022-02-07 23:59:59,674.0221531997157,c
2022-02-08 00:00:00,745.0551796636128,
2022-02-08 03:30:00,642.7637874336739,
2022-02-08 04:00:00,669.60545250819,
2022-02-08 06:00:00,625.453168708598,
2022-02-08 08:00:00,629.3773865769209,
2022-02-08 10:30:00,577.5525707493307,
2022-02-08 11:00:00,554.111805291006,
2022-02-08 23:59:59,608.6098622391168,c
2022-02-09 00:00:00,600.0664927272206,
2022-02-09 03:30:00,646.1673788603397,
2022-02-09 04:00:00,615.8236821553318,
2022-02-09 06:00:00,687.5632187258682,
2022-02-09 08:00:00,687.084389912442,
2022-02-09 10:30:00,706.8467261867614,
2022-02-09 11:00:00,707.5737767879865,
2022-02-09 23:59:59,686.8247170031829,c
2022-02-10 00:00:00,695.1934158890274,
2022-02-10 03:30:00,658.3310487192791,
2022-02-10 04:00:00,685.6582786290577,
2022-02-10 06:00:00,772.3085425512843,
2022-02-10 08:00:00,762.3865811245852,
2022-02-10 10:30:00,914.9609692623242,
2022-02-10 11:00:00,922.1127964410823,
2022-02-10 23:59:59,959.7252433464363,c
2022-02-11 00:00:00,959.7252433464363,
2022-02-11 03:30:00,959.7252433464363,
2022-02-11 04:00:00,959.7252433464363,
2022-02-11 06:00:00,959.7252433464363,
2022-02-11 08:00:00,959.7252433464363,
2022-02-11 10:30:00,959.7252433464363,
2022-02-11 11:00:00,959.7252433464363,
2022-02-11 23:59:59,959.7252433464363,w
2022-02-14 00:00:00,940.2127586789318,
2022-02-14 03:30:00,775.6135733566615,
2022-02-14 04:00:00,754.6582096929319,
2022-02-14 06:00:00,726.5123852438292,
2022-02-14 08:00:00,757.7588378439084,
2022-02-14 10:30:00,747.3503923746927,
2022-02-14 11:00:00,757.1086447631135,
2022-02-14 23:59:59,798.2260099150583,c
2022-02-15 00:00:00,750.3216104945152,
2022-02-15 03:30:00,863.2347706403164,
2022-02-15 04:00:00,872.6374214991295,
2022-02-15 06:00:00,824.1067093682386,
2022-02-15 08:00:00,795.3182418174222,
2022-02-15 10:30:00,813.9897031050141,
2022-02-15 11:00:00,804.2158224799916,
2022-02-15 23:59:59,838.857616524032,c
2022-02-16 00:00:00,688.7642586416559,
2022-02-16 03:30:00,728.1372805568358,
2022-02-16 04:00:00,773.9944103961014,
2022-02-16 06:00:00,736.9346425695602,
2022-02-16 08:00:00,805.7521622814197,
2022-02-16 10:30:00,819.5091198911488,
2022-02-16 11:00:00,826.1269512963188,
2022-02-16 23:59:59,769.9315413902193,c
2022-02-17 00:00:00,760.1856139953245,
2022-02-17 03:30:00,610.9112033846326,
2022-02-17 04:00:00,583.8881911731149,
2022-02-17 06:00:00,496.5658528236211,
2022-02-17 08:00:00,531.4385546574729,
2022-02-17 10:30:00,524.5854793553407,
2022-02-17 11:00:00,531.8822909084009,
2022-02-17 23:59:59,385.429287788063,c
2022-02-18 00:00:00,392.52517107262537,
2022-02-18 03:30:00,401.1311680604635,
2022-02-18 04:00:00,408.61420033209697,
2022-02-18 06:00:00,425.3722061914293,
2022-02-18 08:00:00,389.6917226310553,
2022-02-18 10:30:00,399.90688433171874,
2022-02-18 11:00:00,429.09562619656685,
2022-02-18 23:59:59,397.08028937973125,w
2022-02-21 00:00:00,373.798755600734,
2022-02-21 03:30:00,418.29274882543604,
2022-02-21 04:00:00,372.74193600233025,
2022-02-21 06:00:00,338.64588021222517,
2022-02-21 08:00:00,381.49774047401615,
2022-02-21 10:30:00,345.3674290415456,
2022-02-21 11:00:00,368.228377425489,
2022-02-21 23:59:59,382.7944756726755,c
2022-02-22 00:00:00,390.0482847028358,
2022-02-22 03:30:00,299.86254716145106,
2022-02-22 04:00:00,294.56329345963104,
2022-02-22 06:00:00,228.76222486816368,
2022-02-22 08:00:00,307.55950348019053,
2022-02-22 10:30:00,282.2347318432627,
2022-02-22 11:00:00,269.37153740850204,
2022-02-22 23:59:59,316.8258819075353,c
2022-02-23 00:00:00,314.6493068020055,
2022-02-23 03:30:00,326.7745831341099,
2022-02-23 04:00:00,293.0007207406006,
2022-02-23 06:00:00,258.5196353104292,
2022-02-23 08:00:00,195.96731318191678,
2022-02-23 10:30:00,62.2837182194437,
2022-02-23 11:00:00,28.411932744086698,
2022-02-23 23:59:59,25.00318473590289,c
2022-02-24 00:00:00,-116.99648309855934,
2022-02-24 03:30:00,-140.60849397943036,
2022-02-24 04:00:00,-221.92896006670458,
2022-02-24 06:00:00,-154.9939317270772,
2022-02-24 08:00:00,-286.13783608025597,
2022-02-24 10:30:00,-236.336542222321,
2022-02-24 11:00:00,-243.4371219233583,
2022-02-24 23:59:59,-266.5394595183627,c
2022-02-25 00:00:00,-252.95389481859843,
2022-02-25 03:30:00,-151.12509617606008,
2022-02-25 04:00:00,-56.379551708069584,
2022-02-25 06:00:00,-93.00998264209557,
2022-02-25 08:00:00,-159.70299708574066,
2022-02-25 10:30:00,-102.02828773211615,
2022-02-25 11:00:00,-36.38750369198681,
2022-02-25 23:59:59,0.0,a
2022-02-28 00:00:00,-135.47704812827237,
2022-02-28 03:30:00,-195.40657979314756,
2022-02-28 04:00:00,-246.77894274731352,
2022-02-28 06:00:00,-242.04776350036877,
2022-02-28 08:00:00,-100.34140875451749,
2022-02-28 10:30:00,-178.98937757443923,
2022-02-28 11:00:00,-126.11339702258192,
2022-02-28 23:59:59,-67.5547533815245,c
2022-03-01 00:00:00,-122.15989627919998,
2022-03-01 03:30:00,-76.11910175516607,
2022-03-01 04:00:00,-86.14564227099072,
