date,MTECH_2021_Q1,meta
2021-02-19 00:00:00,233.7553201258993,
2021-02-19 10:00:00,200.56822689793427,
2021-02-19 10:30:00,200.05408719076547,
2021-02-19 12:00:00,199.1506157309065,
2021-02-19 13:30:00,194.15223471931625,
2021-02-19 15:00:00,158.73448408848566,
2021-02-19 15:30:30,158.73448408848566,
2021-02-19 23:59:59,154.0091335053918,w
2021-02-22 00:00:00,181.21512120245114,
2021-02-22 10:00:00,138.49772112235684,
2021-02-22 10:30:00,123.18631637122633,
2021-02-22 12:00:00,126.89893353538321,
2021-02-22 13:30:00,136.4458281107738,
2021-02-22 15:00:00,134.74444406061747,
2021-02-22 15:30:30,134.74444406061747,
2021-02-22 23:59:59,138.08646369436735,c
2021-02-23 00:00:00,136.55677502620205,
2021-02-23 10:00:00,128.2354436338003,
2021-02-23 10:30:00,133.54543368108108,
2021-02-23 12:00:00,114.38642963976633,
2021-02-23 13:30:00,103.30650401430887,
2021-02-23 15:00:00,96.79360444815194,
2021-02-23 15:30:30,96.79360444815194,
2021-02-23 23:59:59,94.30589442680815,c
2021-02-24 00:00:00,131.04191691312832,
2021-02-24 10:00:00,85.14993298448718,
2021-02-24 10:30:00,73.40394654455457,
2021-02-24 12:00:00,87.24429172030563,
2021-02-24 13:30:00,68.58171150042995,
2021-02-24 15:00:00,62.64199295052384,
2021-02-24 15:30:30,62.64199295052384,
2021-02-24 23:59:59,65.23509726650684,c
2021-02-25 00:00:00,63.512274580429334,
2021-02-25 10:00:00,54.06112246392428,
2021-02-25 10:30:00,68.02341729872154,
2021-02-25 12:00:00,75.77265623040432,
2021-02-25 13:30:00,68.93173236329608,
2021-02-25 15:00:00,57.849859700385366,
2021-02-25 15:30:30,57.849859700385366,
2021-02-25 23:59:59,70.51684938999642,c
2021-02-26 00:00:00,52.15826778297264,
2021-02-26 10:00:00,55.65857719831865,
2021-02-26 10:30:00,53.27261564234777,
2021-02-26 12:00:00,25.354531496068944,
2021-02-26 13:30:00,8.621302808295354,
2021-02-26 15:00:00,26.550494164232873,
2021-02-26 15:30:30,26.550494164232873,m
2021-02-26 23:59:59,25.870742660237738,w
2021-03-01 00:00:00,5.589663139886397,
2021-03-01 10:00:00,-2.637897312611244,
2021-03-01 10:30:00,-7.298605140061568,
2021-03-01 12:00:00,0.988838373600629,
2021-03-01 13:30:00,10.468999619916644,
2021-03-01 15:00:00,7.575743715760041,
2021-03-01 15:30:30,7.575743715760041,
2021-03-01 23:59:59,13.532221419194684,c
2021-03-02 00:00:00,47.07854983298614,
2021-03-02 10:00:00,13.28550297305162,
2021-03-02 10:30:00,15.222113019719131,
2021-03-02 12:00:00,34.755085168247206,
2021-03-02 13:30:00,13.194856643725302,
2021-03-02 15:00:00,9.019297693173826,
2021-03-02 15:30:30,9.019297693173826,
2021-03-02 23:59:59,2.1310520676022406,c
2021-03-03 00:00:00,21.99950753428925,
2021-03-03 10:00:00,-18.23320760354079,
2021-03-03 10:30:00,-6.230548247348224,
2021-03-03 12:00:00,-11.830503203435342,
2021-03-03 13:30:00,-16.566439365255746,
2021-03-03 15:00:00,-2.062111400008348,
2021-03-03 15:30:30,-2.062111400008348,
2021-03-03 23:59:59,-3.6845567956705736,c
2021-03-04 00:00:00,2.319536212489197,
2021-03-04 10:00:00,26.96638393517435,
2021-03-04 10:30:00,16.48549888060984,
2021-03-04 12:00:00,7.628557196557836,
2021-03-04 13:30:00,5.766868313422378,
2021-03-04 15:00:00,8.51174038463455,
2021-03-04 15:30:30,8.51174038463455,
2021-03-04 23:59:59,7.642632709277109,c
2021-03-05 00:00:00,-5.043885530298098,
2021-03-05 10:00:00,-40.25307528765745,
2021-03-05 10:30:00,-41.02697089793014,
2021-03-05 12:00:00,-61.847649857226656,
2021-03-05 13:30:00,-78.74253796333824,
2021-03-05 15:00:00,-95.29971175528556,
2021-03-05 15:30:30,-95.29971175528556,
2021-03-05 23:59:59,-84.38292643417412,w
2021-03-08 00:00:00,-47.45802200952846,
2021-03-08 10:00:00,-48.39926162084157,
2021-03-08 10:30:00,-57.376333090565254,
2021-03-08 12:00:00,-40.07574673167096,
2021-03-08 13:30:00,-32.55071467608548,
2021-03-08 15:00:00,-24.57771733524794,
2021-03-08 15:30:30,-24.57771733524794,
2021-03-08 23:59:59,-25.556623796017107,c
2021-03-09 00:00:00,-42.34648806939663,
