date,EU_BOTZ_2022_Q2,meta
2022-06-09 00:00:00,-414.40018976302787,
2022-06-09 03:30:00,-388.2885163864617,
2022-06-09 04:00:00,-390.16213002069117,
2022-06-09 06:00:00,-388.190967888446,
2022-06-09 08:00:00,-400.47422471180244,
2022-06-09 10:30:00,-408.7895371800096,
2022-06-09 11:00:00,-422.7095036758802,
2022-06-09 23:59:59,-401.40797973520523,c
2022-06-10 00:00:00,-395.5554151708971,
2022-06-10 03:30:00,-423.9017490518958,
2022-06-10 04:00:00,-430.468877712054,
2022-06-10 06:00:00,-458.06837547671046,
2022-06-10 08:00:00,-456.39018627375674,
2022-06-10 10:30:00,-439.79941213571493,
2022-06-10 11:00:00,-424.0260800780102,
2022-06-10 23:59:59,-436.28345856496935,w
2022-06-13 00:00:00,-397.0032986467551,
2022-06-13 03:30:00,-389.7308933422242,
2022-06-13 04:00:00,-386.16008512614013,
2022-06-13 06:00:00,-379.65683322815005,
2022-06-13 08:00:00,-388.18244652726634,
2022-06-13 10:30:00,-388.18244652726634,
2022-06-13 11:00:00,-388.18244652726634,
2022-06-13 23:59:59,-363.20871155347373,c
2022-06-14 00:00:00,-330.0184561220144,
2022-06-14 03:30:00,-319.9293443461896,
2022-06-14 04:00:00,-270.07983549608116,
2022-06-14 06:00:00,-256.4474388938693,
2022-06-14 08:00:00,-249.2810969556877,
2022-06-14 10:30:00,-240.95147193065003,
2022-06-14 11:00:00,-262.0180281447761,
2022-06-14 23:59:59,-290.2030801353488,c
2022-06-15 00:00:00,-274.0273430564861,
2022-06-15 03:30:00,-265.74286924453764,
2022-06-15 04:00:00,-261.72212563326536,
2022-06-15 06:00:00,-277.4181226299461,
2022-06-15 08:00:00,-311.2217615676434,
2022-06-15 10:30:00,-329.75632637121714,
2022-06-15 11:00:00,-344.05255548081044,
2022-06-15 23:59:59,-322.048172576266,c
2022-06-16 00:00:00,-300.2831657129301,
2022-06-16 03:30:00,-264.3874883677255,
2022-06-16 04:00:00,-320.37704843506657,
2022-06-16 06:00:00,-327.7237820811324,
2022-06-16 08:00:00,-333.87810553178934,
2022-06-16 10:30:00,-292.8669751365124,
2022-06-16 11:00:00,-298.30559702602113,
2022-06-16 23:59:59,-245.96124141381722,c
2022-06-17 00:00:00,-189.9434426688057,
2022-06-17 03:30:00,-274.0158593401845,
2022-06-17 04:00:00,-291.60388874014006,
2022-06-17 06:00:00,-222.60992572654567,
2022-06-17 08:00:00,-222.0743284985512,
2022-06-17 10:30:00,-219.0079184687654,
2022-06-17 11:00:00,-229.06663190327862,
2022-06-17 23:59:59,-217.76687366378843,w
2022-06-20 00:00:00,-216.37364795077804,
2022-06-20 03:30:00,-206.0487420655213,
2022-06-20 04:00:00,-209.50783836629913,
2022-06-20 06:00:00,-225.02363616585274,
2022-06-20 08:00:00,-196.37110543280315,
2022-06-20 10:30:00,-139.22523009571088,
2022-06-20 11:00:00,-128.8660727001131,
2022-06-20 23:59:59,-130.79482871914905,c
2022-06-21 00:00:00,-137.4905158704592,
2022-06-21 03:30:00,-128.68870656473737,
2022-06-21 04:00:00,-134.96486561540692,
