date,NOBL_2022_Q3,meta
2022-07-01 00:00:00,1.565886923065296,
2022-07-01 10:00:00,-6.182884061699884,
2022-07-01 10:30:00,-23.579812874336085,
2022-07-01 12:00:00,-22.933769149965933,
2022-07-01 13:30:00,-26.550564483403395,
2022-07-01 15:00:00,-29.606993130060385,
2022-07-01 15:30:30,-29.606993130060385,
2022-07-01 23:59:59,-33.324743952914375,w
2022-07-04 00:00:00,-33.324743952914375,
2022-07-04 10:00:00,-33.324743952914375,
2022-07-04 10:30:00,-33.324743952914375,
2022-07-04 12:00:00,-33.324743952914375,
2022-07-04 13:30:00,-33.324743952914375,
2022-07-04 15:00:00,-33.324743952914375,
2022-07-04 15:30:30,-33.324743952914375,
2022-07-04 23:59:59,-33.324743952914375,c
2022-07-05 00:00:00,-58.58603672722218,
2022-07-05 10:00:00,-64.27423986443156,
2022-07-05 10:30:00,-50.353189481717436,
2022-07-05 12:00:00,-39.209060004253914,
2022-07-05 13:30:00,-21.078083580700707,
2022-07-05 15:00:00,-18.459763193140944,
2022-07-05 15:30:30,-18.459763193140944,
2022-07-05 23:59:59,-15.87530885831611,c
2022-07-06 00:00:00,-29.471564848156653,
2022-07-06 10:00:00,-31.23329650918856,
2022-07-06 10:30:00,-19.100645248158983,
2022-07-06 12:00:00,-14.762340635881845,
2022-07-06 13:30:00,-22.673037607893505,
2022-07-06 15:00:00,-12.555770701848965,
2022-07-06 15:30:30,-12.555770701848965,
2022-07-06 23:59:59,-22.155926485602645,c
2022-07-07 00:00:00,5.599169418815176,
2022-07-07 10:00:00,10.64063633608978,
2022-07-07 10:30:00,-2.2662548317342983,
2022-07-07 12:00:00,18.95345699226411,
2022-07-07 13:30:00,20.391491587315468,
2022-07-07 15:00:00,25.967587179893012,
2022-07-07 15:30:30,25.967587179893012,
2022-07-07 23:59:59,24.773679378545015,c
2022-07-08 00:00:00,34.12676188552095,
2022-07-08 10:00:00,15.443134136650073,
2022-07-08 10:30:00,3.9625275716853547,
2022-07-08 12:00:00,5.589870427378987,
2022-07-08 13:30:00,4.787353909662599,
2022-07-08 15:00:00,3.815291096932425,
2022-07-08 15:30:30,3.815291096932425,
2022-07-08 23:59:59,-3.835082859300048,w
2022-07-11 00:00:00,1.970450283200968,
2022-07-11 10:00:00,-1.7483994499210294,
2022-07-11 10:30:00,-2.8855630460253696,
2022-07-11 12:00:00,-23.15364837627395,
2022-07-11 13:30:00,-25.372718301946477,
2022-07-11 15:00:00,-31.947588045524896,
2022-07-11 15:30:30,-31.947588045524896,
2022-07-11 23:59:59,-33.21277206645599,c
2022-07-12 00:00:00,-37.36554100721588,
2022-07-12 10:00:00,-1.853264635391417,
2022-07-12 10:30:00,-4.189509579414075,
2022-07-12 12:00:00,-4.815519749211994,
2022-07-12 13:30:00,-13.540222497749763,
2022-07-12 15:00:00,-14.997535176885853,
2022-07-12 15:30:30,-14.997535176885853,
2022-07-12 23:59:59,-21.302971761634172,c
2022-07-13 00:00:00,-18.780457388794208,
2022-07-13 10:00:00,-30.593455206226853,
2022-07-13 10:30:00,-27.087093608787992,
2022-07-13 12:00:00,-25.085018534129233,
2022-07-13 13:30:00,-28.076145696030032,
2022-07-13 15:00:00,-32.37307839904595,
2022-07-13 15:30:30,-32.37307839904595,
2022-07-13 23:59:59,-31.222059489364163,c
2022-07-14 00:00:00,-30.287671020359955,
2022-07-14 10:00:00,-40.054501771972646,
2022-07-14 10:30:00,-46.099055984193484,
2022-07-14 12:00:00,-51.997042980520504,
2022-07-14 13:30:00,-64.29595206197357,
2022-07-14 15:00:00,-64.37687165586496,
2022-07-14 15:30:30,-64.37687165586496,
2022-07-14 23:59:59,-78.1812668325213,c
2022-07-15 00:00:00,-62.592384396683954,
2022-07-15 10:00:00,-74.93981604881013,
2022-07-15 10:30:00,-57.45538207531918,
2022-07-15 12:00:00,-59.9646011955214,
2022-07-15 13:30:00,-57.7828487379209,
2022-07-15 15:00:00,-58.66287684574701,
2022-07-15 15:30:30,-58.66287684574701,
2022-07-15 23:59:59,-60.16181753015991,w
2022-07-18 00:00:00,-46.66221203752097,
2022-07-18 10:00:00,-37.67828661155223,
2022-07-18 10:30:00,-26.610473615380982,
2022-07-18 12:00:00,-12.277252694264044,
2022-07-18 13:30:00,-9.745422727542827,
2022-07-18 15:00:00,-18.966173936072437,
2022-07-18 15:30:30,-18.966173936072437,
2022-07-18 23:59:59,-16.982956676788596,c
2022-07-19 00:00:00,-28.1240072532585,
2022-07-19 10:00:00,-21.551234482349276,
2022-07-19 10:30:00,-23.297975187224694,
2022-07-19 12:00:00,-6.473566343973996,
2022-07-19 13:30:00,-7.724289920813091,
2022-07-19 15:00:00,-3.7236079567644254,
2022-07-19 15:30:30,-3.7236079567644254,
2022-07-19 23:59:59,-2.9039501456846786,c
2022-07-20 00:00:00,-4.845047885571023,
2022-07-20 10:00:00,2.3437522460048665,
2022-07-20 10:30:00,6.882536202320665,
