date,EU_AEX_2022_Q4,meta
2022-11-01 00:00:00,-449.9600493411008,
2022-11-01 03:30:00,-449.9600493411008,
2022-11-01 04:00:00,-449.9600493411008,
2022-11-01 06:00:00,-469.6765561291022,
2022-11-01 08:00:00,-428.03441669604945,
2022-11-01 10:30:00,-550.1294330805458,
2022-11-01 11:00:00,-615.0293587155547,
2022-11-01 23:59:59,-583.8427630150627,c
2022-11-02 00:00:00,-558.2710341248066,
2022-11-02 03:30:00,-558.2710341248066,
2022-11-02 04:00:00,-558.2710341248066,
2022-11-02 06:00:00,-491.1475248509405,
2022-11-02 08:00:00,-502.62995199943725,
2022-11-02 10:30:00,-505.1939968930874,
2022-11-02 11:00:00,-513.003345555665,
2022-11-02 23:59:59,-513.2742574538142,c
2022-11-03 00:00:00,-529.1464151078744,
2022-11-03 03:30:00,-529.1464151078744,
2022-11-03 04:00:00,-529.1464151078744,
2022-11-03 06:00:00,-516.9135734266019,
2022-11-03 08:00:00,-542.0746747086432,
2022-11-03 10:30:00,-509.85126158560615,
2022-11-03 11:00:00,-525.0448172581582,
2022-11-03 23:59:59,-494.8380221148009,c
2022-11-04 00:00:00,-519.0631242228465,
2022-11-04 03:30:00,-519.0631242228465,
2022-11-04 04:00:00,-519.0631242228465,
2022-11-04 06:00:00,-469.45165559884026,
2022-11-04 08:00:00,-545.5434236242663,
2022-11-04 10:30:00,-438.35987910338645,
2022-11-04 11:00:00,-468.35951232965726,
2022-11-04 23:59:59,-623.8429655364698,w
2022-11-07 00:00:00,-619.8258838329375,
2022-11-07 03:30:00,-635.2664982309698,
2022-11-07 04:00:00,-655.6142058986316,
2022-11-07 06:00:00,-625.2219915500318,
2022-11-07 08:00:00,-605.9732498526755,
2022-11-07 10:30:00,-631.0307128299246,
2022-11-07 11:00:00,-620.750987910782,
2022-11-07 23:59:59,-650.401953535822,c
2022-11-08 00:00:00,-743.4612561005761,
2022-11-08 03:30:00,-743.7252881466775,
2022-11-08 04:00:00,-748.3366876496393,
2022-11-08 06:00:00,-699.5084260020649,
2022-11-08 08:00:00,-652.0296851407948,
2022-11-08 10:30:00,-564.7455059306276,
2022-11-08 11:00:00,-547.1830981340008,
2022-11-08 23:59:59,-583.0335344207633,c
2022-11-09 00:00:00,-593.4936302998185,
2022-11-09 03:30:00,-549.7147505783505,
2022-11-09 04:00:00,-575.0038683673847,
2022-11-09 06:00:00,-581.440785368839,
2022-11-09 08:00:00,-564.0210363456263,
2022-11-09 10:30:00,-543.2942260661548,
2022-11-09 11:00:00,-559.1495241458815,
2022-11-09 23:59:59,-547.6767517062608,c
2022-11-10 00:00:00,-584.7136235677608,
2022-11-10 03:30:00,-579.0620249440044,
2022-11-10 04:00:00,-632.1002765406192,
2022-11-10 06:00:00,-617.436062740745,
2022-11-10 08:00:00,-571.1094831322453,
2022-11-10 10:30:00,-477.9107885912017,
2022-11-10 11:00:00,-461.92758668515944,
2022-11-10 23:59:59,-629.9146867240624,c
2022-11-11 00:00:00,-647.044531244881,
2022-11-11 03:30:00,-615.9160636158804,
2022-11-11 04:00:00,-653.4689235634532,
2022-11-11 06:00:00,-578.2864616320694,
2022-11-11 08:00:00,-524.624926373689,
2022-11-11 10:30:00,-499.59541984460884,
2022-11-11 11:00:00,-502.112701770905,
2022-11-11 23:59:59,-560.962885040527,w
2022-11-14 00:00:00,-533.7497496346805,
2022-11-14 03:30:00,-495.6720358699695,
2022-11-14 04:00:00,-495.3592593686044,
2022-11-14 06:00:00,-553.035541544552,
2022-11-14 08:00:00,-569.3868287738214,
2022-11-14 10:30:00,-568.7246465977141,
2022-11-14 11:00:00,-558.900057045149,
2022-11-14 23:59:59,-595.6883189916352,c
2022-11-15 00:00:00,-743.3572842050835,
2022-11-15 03:30:00,-600.6201303508888,
2022-11-15 04:00:00,-553.0647371090854,
2022-11-15 06:00:00,-501.3142184351109,
2022-11-15 08:00:00,-488.263636342429,
2022-11-15 10:30:00,-518.3334794929578,
2022-11-15 11:00:00,-523.7051861379941,
2022-11-15 23:59:59,-527.6807844501309,c
2022-11-16 00:00:00,-557.3454069741192,
2022-11-16 03:30:00,-564.3178400308216,
2022-11-16 04:00:00,-552.7289568721926,
2022-11-16 06:00:00,-511.24227287605845,
2022-11-16 08:00:00,-525.9900679272196,
2022-11-16 10:30:00,-512.9731946258034,
2022-11-16 11:00:00,-505.6288596224149,
2022-11-16 23:59:59,-526.4842281957153,c
2022-11-17 00:00:00,-520.3441110788126,
2022-11-17 03:30:00,-502.6501761778318,
2022-11-17 04:00:00,-471.3595605519349,
2022-11-17 06:00:00,-500.4582377718152,
2022-11-17 08:00:00,-547.4883803246421,
2022-11-17 10:30:00,-418.0485665492206,
2022-11-17 11:00:00,-440.9742452085575,
2022-11-17 23:59:59,-369.9869029609572,c
2022-11-18 00:00:00,-348.62877559648587,
2022-11-18 03:30:00,-393.9028366475395,
2022-11-18 04:00:00,-321.15132782874025,
2022-11-18 06:00:00,-251.58563420483642,
2022-11-18 08:00:00,-272.83524508217215,
2022-11-18 10:30:00,-203.15260340982877,
2022-11-18 11:00:00,-201.4944985130487,
2022-11-18 23:59:59,-179.219867364528,w
2022-11-21 00:00:00,-185.2327125967513,
2022-11-21 03:30:00,-167.2307429686216,
2022-11-21 04:00:00,-137.409028618531,
2022-11-21 06:00:00,-101.28742576569493,
2022-11-21 08:00:00,-144.31277813978068,
2022-11-21 10:30:00,-176.38688048488166,
2022-11-21 11:00:00,-150.75465486690973,
2022-11-21 23:59:59,-129.1185859750076,c
2022-11-22 00:00:00,-106.97127265630388,
2022-11-22 03:30:00,-137.02557847083972,
2022-11-22 04:00:00,-125.17232714955026,
2022-11-22 06:00:00,-144.50255289963934,
2022-11-22 08:00:00,-137.25798551124717,
2022-11-22 10:30:00,-78.83092362693515,
2022-11-22 11:00:00,-72.33482858593197,
2022-11-22 23:59:59,-89.88477076471463,c
2022-11-23 00:00:00,-92.17842069201015,
2022-11-23 03:30:00,-83.05751482086453,
2022-11-23 04:00:00,-113.01280354384562,
2022-11-23 06:00:00,-125.2320276334467,
2022-11-23 08:00:00,-57.02164173505025,
2022-11-23 10:30:00,-79.52692579106679,
2022-11-23 11:00:00,-85.06253080535498,
2022-11-23 23:59:59,-77.85908030026167,c
2022-11-24 00:00:00,-77.367780744632,
2022-11-24 03:30:00,-68.11101243497615,
2022-11-24 04:00:00,-61.97030736556917,
2022-11-24 06:00:00,-71.7037599566329,
2022-11-24 08:00:00,-123.33563687782953,
2022-11-24 10:30:00,-120.18650846293167,
2022-11-24 11:00:00,-113.26601279950773,
2022-11-24 23:59:59,-103.6900129577034,c
2022-11-25 00:00:00,-115.61899684363834,
2022-11-25 03:30:00,-93.94058499452694,
2022-11-25 04:00:00,-92.67214090991547,
2022-11-25 06:00:00,-93.63778624888346,
2022-11-25 08:00:00,-103.30476902403097,
2022-11-25 10:30:00,-96.18537384774936,
2022-11-25 11:00:00,-75.11325471495365,
2022-11-25 23:59:59,-55.83402820621359,w
2022-11-28 00:00:00,-65.93009641431854,
2022-11-28 03:30:00,-42.262025488115796,
2022-11-28 04:00:00,-73.33168666560687,
2022-11-28 06:00:00,-102.19344230620754,
2022-11-28 08:00:00,-67.51341803063133,
2022-11-28 10:30:00,-76.34864401854975,
2022-11-28 11:00:00,-98.80573354526769,
2022-11-28 23:59:59,-137.21387999438502,c
2022-11-29 00:00:00,-228.6414467013974,
2022-11-29 03:30:00,-228.10316006557605,
2022-11-29 04:00:00,-186.96767661270042,
2022-11-29 06:00:00,-154.19401817713424,
2022-11-29 08:00:00,-137.02449031867036,
2022-11-29 10:30:00,-138.1043470454124,
2022-11-29 11:00:00,-140.3143852459698,
2022-11-29 23:59:59,-144.14819372553393,c
2022-11-30 00:00:00,-153.21330953312008,
2022-11-30 03:30:00,-131.55228511003315,
2022-11-30 04:00:00,-124.92025973527507,
2022-11-30 06:00:00,-106.27636413417258,
2022-11-30 08:00:00,-121.7946245004232,
2022-11-30 10:30:00,-185.24698967795575,
2022-11-30 11:00:00,-156.16015615691867,
2022-11-30 23:59:59,-75.71825690379319,c
2022-12-01 00:00:00,-49.22816617983153,
2022-12-01 03:30:00,14.715370594583874,
2022-12-01 04:00:00,22.335774647817743,
2022-12-01 06:00:00,13.112876943296214,
2022-12-01 08:00:00,39.64985775837886,
2022-12-01 10:30:00,99.26288357035446,
2022-12-01 11:00:00,56.216883291509475,
2022-12-01 23:59:59,27.266499355140695,c
2022-12-02 00:00:00,-107.84213320898652,
2022-12-02 03:30:00,-103.2463434058136,
2022-12-02 04:00:00,-74.30400894968534,
2022-12-02 06:00:00,-86.61169997519755,
2022-12-02 08:00:00,-79.32626507166424,
2022-12-02 10:30:00,-51.46149129247988,
2022-12-02 11:00:00,-70.8168799838877,
2022-12-02 23:59:59,-35.30341876522198,w
2022-12-05 00:00:00,-92.89144405386742,
2022-12-05 03:30:00,-67.44563589625795,
2022-12-05 04:00:00,-25.25149545840486,
2022-12-05 06:00:00,-42.762166250654445,
2022-12-05 08:00:00,21.68316430572213,
2022-12-05 10:30:00,20.279861354145396,
2022-12-05 11:00:00,13.785694155374586,
2022-12-05 23:59:59,9.100691773774088,c
2022-12-06 00:00:00,30.23484067505069,
2022-12-06 03:30:00,14.741227517392872,
2022-12-06 04:00:00,44.0438881503178,
2022-12-06 06:00:00,49.73354916385688,
2022-12-06 08:00:00,38.33862186249462,
2022-12-06 10:30:00,33.48421428129677,
2022-12-06 11:00:00,29.586532338863435,
2022-12-06 23:59:59,0.0,a
2022-12-07 00:00:00,77.36277008463367,
2022-12-07 03:30:00,-77.40736405425014,
2022-12-07 04:00:00,-86.12544579478254,
2022-12-07 06:00:00,-74.80215681145728,
2022-12-07 08:00:00,-24.04849320474841,
2022-12-07 10:30:00,-71.41009466807645,
2022-12-07 11:00:00,-77.13511688698054,
2022-12-07 23:59:59,-193.17518008532898,c
2022-12-08 00:00:00,-221.0196642545643,
2022-12-08 03:30:00,-134.30064336050236,
2022-12-08 04:00:00,-106.93770571503774,
2022-12-08 06:00:00,-130.80559514992365,
2022-12-08 08:00:00,-102.96882727110278,
2022-12-08 10:30:00,-179.46525762729289,
2022-12-08 11:00:00,-196.34025952587126,
2022-12-08 23:59:59,-188.46060834605942,c
2022-12-09 00:00:00,-180.34251568355285,
2022-12-09 03:30:00,-168.5741812394699,
2022-12-09 04:00:00,-180.74714042598134,
2022-12-09 06:00:00,-148.92393563258884,
2022-12-09 08:00:00,-162.30279086393148,
2022-12-09 10:30:00,-189.9341932844345,
2022-12-09 11:00:00,-204.4614574999514,
2022-12-09 23:59:59,-191.22776984588927,w
2022-12-12 00:00:00,-55.20267944284751,
2022-12-12 03:30:00,-154.05147555914937,
2022-12-12 04:00:00,-169.97765100190009,
2022-12-12 06:00:00,-215.30048610775157,
2022-12-12 08:00:00,-276.54378676219403,
2022-12-12 10:30:00,-311.5689181641428,
2022-12-12 11:00:00,-353.50118452659626,
2022-12-12 23:59:59,-380.09574849214096,c
2022-12-13 00:00:00,-379.24042126556014,
2022-12-13 03:30:00,-425.88790934999724,
2022-12-13 04:00:00,-327.0657587154674,
2022-12-13 06:00:00,-302.0770129337043,
2022-12-13 08:00:00,-323.964390969908,
2022-12-13 10:30:00,-289.9599521971859,
2022-12-13 11:00:00,-305.47140913943895,
2022-12-13 23:59:59,-377.511978829305,c
2022-12-14 00:00:00,-388.96745114270016,
2022-12-14 03:30:00,-353.1644251414882,
2022-12-14 04:00:00,-334.3560478255258,
2022-12-14 06:00:00,-386.68355556285496,
2022-12-14 08:00:00,-416.106859571938,
2022-12-14 10:30:00,-401.3297947628125,
2022-12-14 11:00:00,-390.60311041314344,
2022-12-14 23:59:59,-395.96289548617096,c
2022-12-15 00:00:00,-375.39896473594945,
2022-12-15 03:30:00,-387.7145853695647,
2022-12-15 04:00:00,-358.2005430782001,
2022-12-15 06:00:00,-356.8810911051569,
2022-12-15 08:00:00,-368.4649159626315,
2022-12-15 10:30:00,-360.14154563023385,
2022-12-15 11:00:00,-349.40100866011744,
2022-12-15 23:59:59,-348.46317174257,c
2022-12-16 00:00:00,-320.921584631953,
2022-12-16 03:30:00,-361.0792316315119,
2022-12-16 04:00:00,-357.81110040933436,
2022-12-16 06:00:00,-414.57541562239294,
2022-12-16 08:00:00,-365.3797122414271,
2022-12-16 10:30:00,-425.1330669066692,
2022-12-16 11:00:00,-454.32491910153567,
2022-12-16 23:59:59,-546.4898661096986,e
2022-12-19 00:00:00,-484.74781657498625,
2022-12-19 03:30:00,-436.94474859662114,
2022-12-19 04:00:00,-445.88606219704434,
2022-12-19 06:00:00,-486.77503207075824,
