date,MSCI_CAD_SC_2022_Q3,meta
2022-07-07 00:00:00,-159.58126767059593,
2022-07-07 10:00:00,-121.61448812968638,
2022-07-07 10:30:00,-148.54865871707239,
2022-07-07 12:00:00,-158.45663798551254,
2022-07-07 13:30:00,-155.93128918585194,
2022-07-07 15:00:00,-147.33807682448537,
2022-07-07 15:30:30,-147.33807682448537,
2022-07-07 23:59:59,-133.6063136460598,c
2022-07-08 00:00:00,-141.23674406284567,
2022-07-08 10:00:00,-170.47521322204784,
2022-07-08 10:30:00,-158.82283974790562,
2022-07-08 12:00:00,-176.01344124523575,
2022-07-08 13:30:00,-178.17180768571643,
2022-07-08 15:00:00,-175.9129585616663,
2022-07-08 15:30:30,-175.9129585616663,
2022-07-08 23:59:59,-178.52193578727224,w
2022-07-11 00:00:00,-195.5024841822983,
2022-07-11 10:00:00,-204.99701046739165,
2022-07-11 10:30:00,-191.16170178054654,
2022-07-11 12:00:00,-209.07093774964756,
2022-07-11 13:30:00,-225.051301674436,
2022-07-11 15:00:00,-229.41095984750086,
2022-07-11 15:30:30,-229.41095984750086,
2022-07-11 23:59:59,-223.9222212236955,c
2022-07-12 00:00:00,-238.08020364833533,
2022-07-12 10:00:00,-247.92471897799783,
2022-07-12 10:30:00,-260.6738060971272,
2022-07-12 12:00:00,-242.432436027804,
2022-07-12 13:30:00,-247.26359714285604,
2022-07-12 15:00:00,-242.28497213433957,
2022-07-12 15:30:30,-242.28497213433957,
2022-07-12 23:59:59,-239.60565674515897,c
2022-07-13 00:00:00,-246.8492197722494,
2022-07-13 10:00:00,-242.71108526264038,
2022-07-13 10:30:00,-238.85148551780685,
2022-07-13 12:00:00,-205.70844471146916,
2022-07-13 13:30:00,-212.86602567444334,
2022-07-13 15:00:00,-203.18844025031717,
2022-07-13 15:30:30,-203.18844025031717,
2022-07-13 23:59:59,-220.53647843043314,c
2022-07-14 00:00:00,-254.71879649041102,
2022-07-14 10:00:00,-287.6996084713869,
2022-07-14 10:30:00,-286.80579380234553,
2022-07-14 12:00:00,-272.8429795226193,
2022-07-14 13:30:00,-269.2369965941907,
2022-07-14 15:00:00,-260.76639636094797,
2022-07-14 15:30:30,-260.76639636094797,
2022-07-14 23:59:59,-261.2817944964131,c
2022-07-15 00:00:00,-260.73672000567603,
2022-07-15 10:00:00,-272.99062738360317,
2022-07-15 10:30:00,-276.7358983926424,
2022-07-15 12:00:00,-260.1921757659013,
2022-07-15 13:30:00,-260.746242535419,
2022-07-15 15:00:00,-262.8028892242098,
2022-07-15 15:30:30,-262.8028892242098,
2022-07-15 23:59:59,-261.7934904324118,w
2022-07-18 00:00:00,-246.30718878833977,
2022-07-18 10:00:00,-224.772079755204,
2022-07-18 10:30:00,-216.83390165605647,
2022-07-18 12:00:00,-186.08699396327802,
2022-07-18 13:30:00,-182.59006751115567,
2022-07-18 15:00:00,-196.52275947933276,
2022-07-18 15:30:30,-196.52275947933276,s
2022-07-18 23:59:59,-199.905581391052,c
2022-07-19 00:00:00,-203.79078995264717,
2022-07-19 10:00:00,-224.20734835751318,
2022-07-19 10:30:00,-229.52704849796032,
2022-07-19 12:00:00,-218.74999849810547,
2022-07-19 13:30:00,-248.00204008225842,
2022-07-19 15:00:00,-249.95108630076356,
2022-07-19 15:30:30,-249.95108630076356,
2022-07-19 23:59:59,-252.02885300517778,c
2022-07-20 00:00:00,-239.36862949206602,
2022-07-20 10:00:00,-241.28223363467646,
2022-07-20 10:30:00,-243.92180609035904,
2022-07-20 12:00:00,-247.6915601145613,
2022-07-20 13:30:00,-263.43980468510404,
2022-07-20 15:00:00,-290.0538419012587,
2022-07-20 15:30:30,-290.0538419012587,
2022-07-20 23:59:59,-275.4004652738679,c
2022-07-21 00:00:00,-286.2250771420065,
2022-07-21 10:00:00,-270.05718217528533,
2022-07-21 10:30:00,-289.96445284038805,
2022-07-21 12:00:00,-265.0193550993756,
2022-07-21 13:30:00,-256.3313043266903,
2022-07-21 15:00:00,-264.4021782840746,
2022-07-21 15:30:30,-264.4021782840746,
2022-07-21 23:59:59,-259.83687350312607,c
2022-07-22 00:00:00,-248.6775601040697,
2022-07-22 10:00:00,-210.19135671449453,
2022-07-22 10:30:00,-214.7865926941231,
2022-07-22 12:00:00,-234.11825033223545,
2022-07-22 13:30:00,-255.61199116427815,
2022-07-22 15:00:00,-258.9738722170889,
2022-07-22 15:30:30,-258.9738722170889,
2022-07-22 23:59:59,-264.476991421564,w
2022-07-25 00:00:00,-255.4525972248091,
2022-07-25 10:00:00,-292.70759617924205,
2022-07-25 10:30:00,-292.7667824666721,
2022-07-25 12:00:00,-284.6929471894955,
2022-07-25 13:30:00,-268.64829327907887,
2022-07-25 15:00:00,-263.568090417039,
2022-07-25 15:30:30,-263.568090417039,
2022-07-25 23:59:59,-257.946436208724,c
2022-07-26 00:00:00,-255.72839246850026,
2022-07-26 10:00:00,-221.52645069486312,
2022-07-26 10:30:00,-227.3763531194113,
2022-07-26 12:00:00,-228.24138132839062,
2022-07-26 13:30:00,-232.73183384997606,
2022-07-26 15:00:00,-228.01405801026,
2022-07-26 15:30:30,-228.01405801026,
2022-07-26 23:59:59,-213.85907063789296,c
2022-07-27 00:00:00,-263.80612265905825,
2022-07-27 10:00:00,-300.9642152576014,
2022-07-27 10:30:00,-291.559952768974,
2022-07-27 12:00:00,-265.26548771375724,
2022-07-27 13:30:00,-265.4315106473282,
2022-07-27 15:00:00,-234.451394493615,
2022-07-27 15:30:30,-234.451394493615,
2022-07-27 23:59:59,-221.5869289092343,c
2022-07-28 00:00:00,-175.88838069120152,
2022-07-28 10:00:00,-196.78590899336223,
2022-07-28 10:30:00,-229.42206829160682,
2022-07-28 12:00:00,-181.21698156437628,
2022-07-28 13:30:00,-179.78805926633777,
2022-07-28 15:00:00,-181.34752529528328,
2022-07-28 15:30:30,-181.34752529528328,
2022-07-28 23:59:59,-157.00122835607317,c
2022-07-29 00:00:00,-156.79035785964174,
2022-07-29 10:00:00,-175.06507041033456,
2022-07-29 10:30:00,-150.32486255359186,
2022-07-29 12:00:00,-138.88763313200593,
2022-07-29 13:30:00,-130.11405876730532,
2022-07-29 15:00:00,-126.02919245538828,
2022-07-29 15:30:30,-126.02919245538828,
2022-07-29 23:59:59,-119.81334239080911,w
2022-08-01 00:00:00,-119.81334239080911,
2022-08-01 10:00:00,-119.81334239080911,
2022-08-01 10:30:00,-119.81334239080911,
2022-08-01 12:00:00,-119.81334239080911,
2022-08-01 13:30:00,-119.81334239080911,
2022-08-01 15:00:00,-119.81334239080911,
2022-08-01 15:30:30,-119.81334239080911,
2022-08-01 23:59:59,-119.81334239080911,c
2022-08-02 00:00:00,-109.24337000856212,
2022-08-02 10:00:00,-148.68591084071295,
2022-08-02 10:30:00,-142.64307902824726,
2022-08-02 12:00:00,-144.61781630562314,
2022-08-02 13:30:00,-143.1040688050964,
2022-08-02 15:00:00,-163.4956188003166,
2022-08-02 15:30:30,-163.4956188003166,
2022-08-02 23:59:59,-165.26245390288318,c
2022-08-03 00:00:00,-163.9990903703624,
2022-08-03 10:00:00,-151.8612482036533,
2022-08-03 10:30:00,-173.18073539604893,
2022-08-03 12:00:00,-201.90040513781537,
2022-08-03 13:30:00,-204.44356182880824,
2022-08-03 15:00:00,-207.47671110642932,
2022-08-03 15:30:30,-207.47671110642932,
2022-08-03 23:59:59,-197.3707750522642,c
2022-08-04 00:00:00,-181.67103320210754,
2022-08-04 10:00:00,-162.456848738105,
2022-08-04 10:30:00,-166.99358619737427,
