date,HACK_2021_Q4,meta
2021-12-02 00:00:00,244.5750697547686,
2021-12-02 10:00:00,284.7640039420922,
2021-12-02 10:30:00,289.03083425271075,
2021-12-02 12:00:00,149.0561118379787,
2021-12-02 13:30:00,177.52285941740416,
2021-12-02 15:00:00,185.55433834409558,
2021-12-02 15:30:30,185.55433834409558,
2021-12-02 23:59:59,232.66677401762877,c
2021-12-03 00:00:00,151.38061376826028,
2021-12-03 10:00:00,158.83204507658985,
2021-12-03 10:30:00,201.54773613914713,
2021-12-03 12:00:00,228.9979102902137,
2021-12-03 13:30:00,264.41645980974675,
2021-12-03 15:00:00,311.71794315162,
2021-12-03 15:30:30,311.71794315162,
2021-12-03 23:59:59,336.40770215258624,w
2021-12-06 00:00:00,335.2801123873956,
2021-12-06 10:00:00,349.6914154097653,
2021-12-06 10:30:00,350.93590430429026,
2021-12-06 12:00:00,419.29656762629844,
2021-12-06 13:30:00,420.7160934180305,
2021-12-06 15:00:00,440.4257363381984,
2021-12-06 15:30:30,440.4257363381984,
2021-12-06 23:59:59,442.13506753742035,c
2021-12-07 00:00:00,428.4040695963275,
2021-12-07 10:00:00,454.59352335181626,
2021-12-07 10:30:00,440.4486573248579,
2021-12-07 12:00:00,455.09217142395494,
2021-12-07 13:30:00,467.9023492650531,
2021-12-07 15:00:00,467.1770447167951,
2021-12-07 15:30:30,467.1770447167951,
2021-12-07 23:59:59,472.6528766897351,c
2021-12-08 00:00:00,473.64434335497043,
2021-12-08 10:00:00,500.96111159195937,
2021-12-08 10:30:00,543.5432916857876,
2021-12-08 12:00:00,572.8326543845419,
2021-12-08 13:30:00,522.0164561730357,
2021-12-08 15:00:00,522.8495324422918,
2021-12-08 15:30:30,522.8495324422918,
2021-12-08 23:59:59,554.7553149049253,c
2021-12-09 00:00:00,516.3591303837618,
2021-12-09 10:00:00,590.1572263253813,
2021-12-09 10:30:00,609.0911308135148,
2021-12-09 12:00:00,592.6035261386994,
2021-12-09 13:30:00,561.3708157535037,
2021-12-09 15:00:00,472.27898991366385,
2021-12-09 15:30:30,472.27898991366385,
2021-12-09 23:59:59,458.36110795373645,c
2021-12-10 00:00:00,456.26230109798473,
2021-12-10 10:00:00,369.8569464123298,
