date,AS_FTSE_EM_SC_2023_Q1,meta
2023-01-06 00:00:00,-301.76408158356844,
2023-01-06 01:00:00,-301.76408158356844,
2023-01-06 02:30:00,-299.1225546064502,
2023-01-06 03:00:00,-312.7509760878129,
2023-01-06 18:30:00,-312.7509760878129,
2023-01-06 20:00:00,-312.7509760878129,
2023-01-06 23:00:00,-312.7509760878129,
2023-01-06 23:59:59,-310.2346900052253,w
2023-01-09 00:00:00,-221.8355800442414,
2023-01-09 01:00:00,-221.8355800442414,
2023-01-09 02:30:00,-228.6371328537648,
2023-01-09 03:00:00,-230.61556514775702,
2023-01-09 18:30:00,-230.61556514775702,
2023-01-09 20:00:00,-230.61556514775702,
2023-01-09 23:00:00,-291.15617745613145,
2023-01-09 23:59:59,-329.40979269814443,c
2023-01-10 00:00:00,-325.20560637926746,
2023-01-10 01:00:00,-325.20560637926746,
2023-01-10 02:30:00,-326.09599146902474,
2023-01-10 03:00:00,-321.91812214138554,
2023-01-10 18:30:00,-321.91812214138554,
2023-01-10 20:00:00,-321.91812214138554,
2023-01-10 23:00:00,-388.423130730077,
2023-01-10 23:59:59,-386.1500468668464,c
2023-01-11 00:00:00,-368.3963093439679,
2023-01-11 01:00:00,-368.3963093439679,
2023-01-11 02:30:00,-356.189965093135,
2023-01-11 03:00:00,-380.7458938793152,
2023-01-11 18:30:00,-380.7458938793152,
2023-01-11 20:00:00,-380.7458938793152,
2023-01-11 23:00:00,-399.6981267807332,
2023-01-11 23:59:59,-409.43889827481917,c
2023-01-12 00:00:00,-380.38044461182244,
2023-01-12 01:00:00,-380.38044461182244,
2023-01-12 02:30:00,-421.2752595513143,
2023-01-12 03:00:00,-400.59641560890077,
2023-01-12 18:30:00,-400.59641560890077,
2023-01-12 20:00:00,-400.59641560890077,
2023-01-12 23:00:00,-426.5692017987408,
2023-01-12 23:59:59,-452.704666348975,c
2023-01-13 00:00:00,-433.79994553848246,
2023-01-13 01:00:00,-433.79994553848246,
2023-01-13 02:30:00,-431.5297479312221,
2023-01-13 03:00:00,-434.17592222901067,
2023-01-13 18:30:00,-434.17592222901067,
2023-01-13 20:00:00,-434.17592222901067,
2023-01-13 23:00:00,-434.17592222901067,
2023-01-13 23:59:59,-438.88647456694434,w
2023-01-16 00:00:00,-394.1879567623123,
2023-01-16 01:00:00,-394.1879567623123,
2023-01-16 02:30:00,-383.99090976745083,
2023-01-16 03:00:00,-376.43434220088193,
2023-01-16 18:30:00,-376.43434220088193,
2023-01-16 20:00:00,-376.43434220088193,
2023-01-16 23:00:00,-338.7050320897147,
2023-01-16 23:59:59,-340.99394560423434,c
2023-01-17 00:00:00,-342.55877148820036,
2023-01-17 01:00:00,-342.55877148820036,
2023-01-17 02:30:00,-349.2374561035281,
2023-01-17 03:00:00,-362.96414978995335,
2023-01-17 18:30:00,-362.96414978995335,
2023-01-17 20:00:00,-362.96414978995335,
2023-01-17 23:00:00,-332.46654560983916,
2023-01-17 23:59:59,-320.5977544249067,c
2023-01-18 00:00:00,-295.5982814906106,
2023-01-18 01:00:00,-295.5982814906106,
2023-01-18 02:30:00,-275.0190558780823,
2023-01-18 03:00:00,-266.98700563792363,
2023-01-18 18:30:00,-266.98700563792363,
2023-01-18 20:00:00,-266.98700563792363,
2023-01-18 23:00:00,-247.88051105012892,
2023-01-18 23:59:59,-237.02901115078294,c
2023-01-19 00:00:00,-225.56044190294278,
2023-01-19 01:00:00,-225.56044190294278,
2023-01-19 02:30:00,-205.13520386689743,
2023-01-19 03:00:00,-212.6764456632627,
2023-01-19 18:30:00,-212.6764456632627,
2023-01-19 20:00:00,-212.6764456632627,
2023-01-19 23:00:00,-203.41525166848123,
2023-01-19 23:59:59,-194.33406999527233,c
2023-01-20 00:00:00,-197.3131749948975,
2023-01-20 01:00:00,-197.3131749948975,
2023-01-20 02:30:00,-186.9047602809951,
2023-01-20 03:00:00,-176.54668079647172,
2023-01-20 18:30:00,-176.54668079647172,
2023-01-20 20:00:00,-176.54668079647172,
2023-01-20 23:00:00,-176.54668079647172,
2023-01-20 23:59:59,-177.3854834577146,w
2023-01-23 00:00:00,-178.84592623619756,
2023-01-23 01:00:00,-178.84592623619756,
2023-01-23 02:30:00,-178.84592623619756,
2023-01-23 03:00:00,-177.78924029486006,
2023-01-23 18:30:00,-177.78924029486006,
2023-01-23 20:00:00,-177.78924029486006,
2023-01-23 23:00:00,-170.043412685377,
2023-01-23 23:59:59,-174.03024632639017,c
2023-01-24 00:00:00,-174.05590131506142,
2023-01-24 01:00:00,-174.05590131506142,
2023-01-24 02:30:00,-165.3703654348028,
2023-01-24 03:00:00,-159.89584848933146,
2023-01-24 18:30:00,-159.89584848933146,
2023-01-24 20:00:00,-159.89584848933146,
2023-01-24 23:00:00,-160.65578246470113,
2023-01-24 23:59:59,-173.05874961547033,c
2023-01-25 00:00:00,-178.17118664047075,
2023-01-25 01:00:00,-178.17118664047075,
2023-01-25 02:30:00,-178.00058668479733,
2023-01-25 03:00:00,-181.7126482093504,
2023-01-25 18:30:00,-181.7126482093504,
2023-01-25 20:00:00,-181.7126482093504,
2023-01-25 23:00:00,-191.72092034509797,
2023-01-25 23:59:59,-169.53368267830456,c
2023-01-26 00:00:00,-173.41522304091222,
2023-01-26 01:00:00,-173.41522304091222,
2023-01-26 02:30:00,-187.37748430552483,
2023-01-26 03:00:00,-175.78157664957143,
2023-01-26 18:30:00,-175.78157664957143,
2023-01-26 20:00:00,-175.78157664957143,
2023-01-26 23:00:00,-183.86142971115714,
2023-01-26 23:59:59,-193.00994468091994,c
2023-01-27 00:00:00,-205.53674880270273,
2023-01-27 01:00:00,-205.53674880270273,
2023-01-27 02:30:00,-186.8874136941763,
2023-01-27 03:00:00,-191.67640048416888,
2023-01-27 18:30:00,-191.67640048416888,
2023-01-27 20:00:00,-191.67640048416888,
2023-01-27 23:00:00,-191.67640048416888,
2023-01-27 23:59:59,-205.09819717528399,w
2023-01-30 00:00:00,-166.4018864290474,
2023-01-30 01:00:00,-166.4018864290474,
2023-01-30 02:30:00,-149.02014856374853,
2023-01-30 03:00:00,-139.87818099057313,
2023-01-30 18:30:00,-139.87818099057313,
2023-01-30 20:00:00,-139.87818099057313,
2023-01-30 23:00:00,-7.775073865443574,
2023-01-30 23:59:59,0.21978972476881609,c
2023-01-31 00:00:00,-8.153682799837952,
2023-01-31 01:00:00,-8.153682799837952,
2023-01-31 02:30:00,11.869814993868658,
2023-01-31 03:00:00,12.616235146185318,
2023-01-31 18:30:00,12.616235146185318,
2023-01-31 20:00:00,12.616235146185318,
2023-01-31 23:00:00,-2.7546487456097566,
2023-01-31 23:59:59,-15.004779118208717,c
2023-02-01 00:00:00,-13.223918827969555,
2023-02-01 01:00:00,-13.223918827969555,
2023-02-01 02:30:00,11.499119937855994,
2023-02-01 03:00:00,8.14655617454082,
2023-02-01 18:30:00,8.14655617454082,
2023-02-01 20:00:00,8.14655617454082,
2023-02-01 23:00:00,3.3988357110520155,
2023-02-01 23:59:59,2.3627160135947634,c
2023-02-02 00:00:00,15.494901717164339,
2023-02-02 01:00:00,15.494901717164339,
2023-02-02 02:30:00,28.851372695562986,
2023-02-02 03:00:00,30.434290014525686,
2023-02-02 18:30:00,30.434290014525686,
2023-02-02 20:00:00,30.434290014525686,
2023-02-02 23:00:00,118.61486266551947,
2023-02-02 23:59:59,94.55226785169725,c
2023-02-03 00:00:00,99.47188114312166,
2023-02-03 01:00:00,99.47188114312166,
2023-02-03 02:30:00,91.25357335758144,
2023-02-03 03:00:00,85.80905065839715,
2023-02-03 18:30:00,85.80905065839715,
2023-02-03 20:00:00,85.80905065839715,
2023-02-03 23:00:00,85.80905065839715,
2023-02-03 23:59:59,78.11565503644078,w
2023-02-06 00:00:00,119.92626811851596,
2023-02-06 01:00:00,119.92626811851596,
2023-02-06 02:30:00,110.08213314184923,
2023-02-06 03:00:00,123.84994876737028,
2023-02-06 18:30:00,123.84994876737028,
2023-02-06 20:00:00,123.84994876737028,
2023-02-06 23:00:00,99.74716570483633,
2023-02-06 23:59:59,101.75495338588462,c
2023-02-07 00:00:00,101.50653125499775,
2023-02-07 01:00:00,101.50653125499775,
2023-02-07 02:30:00,144.3865256666022,
2023-02-07 03:00:00,142.4077203130273,
2023-02-07 18:30:00,142.4077203130273,
2023-02-07 20:00:00,142.4077203130273,
2023-02-07 23:00:00,178.08683114258156,
2023-02-07 23:59:59,180.74483636116338,c
2023-02-08 00:00:00,192.01477278184893,
2023-02-08 01:00:00,192.01477278184893,
2023-02-08 02:30:00,196.54429956372542,
2023-02-08 03:00:00,214.63381502757602,
2023-02-08 18:30:00,214.63381502757602,
2023-02-08 20:00:00,214.63381502757602,
2023-02-08 23:00:00,228.76991578910975,
2023-02-08 23:59:59,219.57956643873013,c
2023-02-09 00:00:00,216.58106794664536,
2023-02-09 01:00:00,216.58106794664536,
2023-02-09 02:30:00,224.55596264656378,
2023-02-09 03:00:00,216.822764298292,
2023-02-09 18:30:00,216.822764298292,
2023-02-09 20:00:00,216.822764298292,
2023-02-09 23:00:00,120.56800285258169,
2023-02-09 23:59:59,100.93811297753655,c
2023-02-10 00:00:00,94.77775536815716,
2023-02-10 01:00:00,94.77775536815716,
2023-02-10 02:30:00,93.57836961235262,
2023-02-10 03:00:00,88.15838425113407,
2023-02-10 18:30:00,88.15838425113407,
2023-02-10 20:00:00,88.15838425113407,
2023-02-10 23:00:00,88.15838425113407,
2023-02-10 23:59:59,106.17261184481504,w
2023-02-13 00:00:00,35.37712685658744,
2023-02-13 01:00:00,35.37712685658744,
2023-02-13 02:30:00,29.330749852270856,
2023-02-13 03:00:00,29.01369078014841,
2023-02-13 18:30:00,29.01369078014841,
2023-02-13 20:00:00,29.01369078014841,
2023-02-13 23:00:00,-57.060266695491464,
2023-02-13 23:59:59,-73.84367631475516,c
2023-02-14 00:00:00,-76.12204014040981,
2023-02-14 01:00:00,-76.12204014040981,
2023-02-14 02:30:00,-67.30506834452308,
2023-02-14 03:00:00,-70.51269520694768,
2023-02-14 18:30:00,-70.51269520694768,
2023-02-14 20:00:00,-70.51269520694768,
2023-02-14 23:00:00,-113.66851887805888,
2023-02-14 23:59:59,-99.47868831269443,c
2023-02-15 00:00:00,-102.15676474113752,
2023-02-15 01:00:00,-102.15676474113752,
2023-02-15 02:30:00,-127.52589196329518,
2023-02-15 03:00:00,-116.6372790547016,
2023-02-15 18:30:00,-116.6372790547016,
2023-02-15 20:00:00,-116.6372790547016,
2023-02-15 23:00:00,-28.086522919571053,
2023-02-15 23:59:59,-21.271639478607995,c
2023-02-16 00:00:00,0.5085640156571571,
2023-02-16 01:00:00,0.5085640156571571,
2023-02-16 02:30:00,3.850895594323447,
2023-02-16 03:00:00,10.821082587894125,
2023-02-16 18:30:00,10.821082587894125,
2023-02-16 20:00:00,10.821082587894125,
2023-02-16 23:00:00,-3.165351463206207,
2023-02-16 23:59:59,-17.271756063515568,c
2023-02-17 00:00:00,-21.48390616223878,
2023-02-17 01:00:00,-21.48390616223878,
2023-02-17 02:30:00,-23.11697159862979,
2023-02-17 03:00:00,-12.001280312879317,
2023-02-17 18:30:00,-12.001280312879317,
2023-02-17 20:00:00,-12.001280312879317,
2023-02-17 23:00:00,-12.001280312879317,
2023-02-17 23:59:59,0.0,a
2023-02-20 00:00:00,108.66164999081775,
2023-02-20 01:00:00,108.66164999081775,
2023-02-20 02:30:00,103.323751928011,
2023-02-20 03:00:00,98.62522304398044,
2023-02-20 18:30:00,98.62522304398044,
2023-02-20 20:00:00,98.62522304398044,
2023-02-20 23:00:00,138.31618266729765,
2023-02-20 23:59:59,111.00550387255998,c
2023-02-21 00:00:00,115.07757200133938,
2023-02-21 01:00:00,115.07757200133938,
2023-02-21 02:30:00,129.06505050915803,
2023-02-21 03:00:00,121.83829371026013,
2023-02-21 18:30:00,121.83829371026013,
2023-02-21 20:00:00,121.83829371026013,
2023-02-21 23:00:00,101.19442980758095,
2023-02-21 23:59:59,70.68762050586793,c
2023-02-22 00:00:00,59.61992398778011,
2023-02-22 01:00:00,59.61992398778011,
2023-02-22 02:30:00,64.09704839775577,
2023-02-22 03:00:00,64.87595896082394,
2023-02-22 18:30:00,64.87595896082394,
2023-02-22 20:00:00,64.87595896082394,
2023-02-22 23:00:00,171.5148042726778,
2023-02-22 23:59:59,179.41578250635575,c
2023-02-23 00:00:00,168.3574389491414,
2023-02-23 01:00:00,168.3574389491414,
2023-02-23 02:30:00,158.37974482649997,
2023-02-23 03:00:00,154.88740616936275,
2023-02-23 18:30:00,154.88740616936275,
2023-02-23 20:00:00,154.88740616936275,
2023-02-23 23:00:00,-1.7332422107615457,
2023-02-23 23:59:59,-42.21935340283653,c
2023-02-24 00:00:00,17.03739345913982,
2023-02-24 01:00:00,17.03739345913982,
2023-02-24 02:30:00,50.55110450253642,
2023-02-24 03:00:00,50.01312851568446,
2023-02-24 18:30:00,50.01312851568446,
2023-02-24 20:00:00,50.01312851568446,
2023-02-24 23:00:00,50.01312851568446,
2023-02-24 23:59:59,36.93096602936839,w
2023-02-27 00:00:00,5.237751689139259,
2023-02-27 01:00:00,5.237751689139259,
2023-02-27 02:30:00,13.327925959032655,
2023-02-27 03:00:00,9.927675318244837,
2023-02-27 18:30:00,9.927675318244837,
2023-02-27 20:00:00,9.927675318244837,
2023-02-27 23:00:00,24.33146293154641,
2023-02-27 23:59:59,16.60738529643686,c
2023-02-28 00:00:00,9.068142520485708,
2023-02-28 01:00:00,9.068142520485708,
2023-02-28 02:30:00,10.644167087311416,
2023-02-28 03:00:00,6.920705879014349,
2023-02-28 18:30:00,6.920705879014349,
2023-02-28 20:00:00,6.920705879014349,
2023-02-28 23:00:00,41.45483979696746,
2023-02-28 23:59:59,44.35608641940598,c
2023-03-01 00:00:00,37.791653951659555,
2023-03-01 01:00:00,37.791653951659555,
2023-03-01 02:30:00,49.99260676976928,
2023-03-01 03:00:00,44.47374979260212,
2023-03-01 18:30:00,44.47374979260212,
2023-03-01 20:00:00,44.47374979260212,
2023-03-01 23:00:00,67.90641827052787,
2023-03-01 23:59:59,69.35038590652312,c
2023-03-02 00:00:00,65.73789774359466,
2023-03-02 01:00:00,65.73789774359466,
2023-03-02 02:30:00,40.978851773100814,
2023-03-02 03:00:00,41.117573527792956,
2023-03-02 18:30:00,41.117573527792956,
2023-03-02 20:00:00,41.117573527792956,
2023-03-02 23:00:00,61.916419134808166,
2023-03-02 23:59:59,50.590025881200745,c
2023-03-03 00:00:00,51.96177726942142,
2023-03-03 01:00:00,51.96177726942142,
2023-03-03 02:30:00,35.900574654539014,
2023-03-03 03:00:00,16.022218346864975,
2023-03-03 18:30:00,16.022218346864975,
2023-03-03 20:00:00,16.022218346864975,
2023-03-03 23:00:00,16.022218346864975,
2023-03-03 23:59:59,29.46493458425266,w
2023-03-06 00:00:00,47.81717404195024,
2023-03-06 01:00:00,47.81717404195024,
2023-03-06 02:30:00,31.881081767136948,
2023-03-06 03:00:00,34.46657280385534,
2023-03-06 18:30:00,34.46657280385534,
2023-03-06 20:00:00,34.46657280385534,
2023-03-06 23:00:00,22.252029814065736,
2023-03-06 23:59:59,6.952655326805143,c
2023-03-07 00:00:00,4.5299670785589115,
2023-03-07 01:00:00,4.5299670785589115,
2023-03-07 02:30:00,3.482908625784148,
2023-03-07 03:00:00,-2.683500235650172,
2023-03-07 18:30:00,-2.683500235650172,
2023-03-07 20:00:00,-2.683500235650172,
2023-03-07 23:00:00,-7.899887147788377,
2023-03-07 23:59:59,5.542537509306385,c
2023-03-08 00:00:00,-7.840569251074157,
2023-03-08 01:00:00,-7.840569251074157,
2023-03-08 02:30:00,-30.387592889195275,
2023-03-08 03:00:00,-33.5747361606991,
2023-03-08 18:30:00,-33.5747361606991,
2023-03-08 20:00:00,-33.5747361606991,
2023-03-08 23:00:00,-9.913917035637951,
2023-03-08 23:59:59,-11.919857851813504,c
2023-03-09 00:00:00,-13.058784782270322,
2023-03-09 01:00:00,-13.058784782270322,
2023-03-09 02:30:00,2.2330559278116198,
2023-03-09 03:00:00,-6.846575715753261,
2023-03-09 18:30:00,-6.846575715753261,
2023-03-09 20:00:00,-6.846575715753261,
2023-03-09 23:00:00,-137.07947156349428,
2023-03-09 23:59:59,-142.0203364955646,c
2023-03-10 00:00:00,-143.16660611050384,
2023-03-10 01:00:00,-143.16660611050384,
2023-03-10 02:30:00,-123.19747853256013,
2023-03-10 03:00:00,-123.12217582546145,
2023-03-10 18:30:00,-123.12217582546145,
2023-03-10 20:00:00,-123.12217582546145,
2023-03-10 23:00:00,-123.12217582546145,
2023-03-10 23:59:59,-119.77770255688893,w
2023-03-13 00:00:00,-119.77770255688893,
2023-03-13 01:00:00,-119.77770255688893,
2023-03-13 02:30:00,-119.77770255688893,
2023-03-13 03:00:00,-119.77770255688893,
2023-03-13 18:30:00,-119.77770255688893,
2023-03-13 20:00:00,-119.77770255688893,
2023-03-13 23:00:00,-119.77770255688893,
2023-03-13 23:59:59,-119.77770255688893,c
2023-03-14 00:00:00,-119.77770255688893,
2023-03-14 01:00:00,-119.77770255688893,
2023-03-14 02:30:00,-119.77770255688893,
2023-03-14 03:00:00,-119.77770255688893,
2023-03-14 18:30:00,-119.77770255688893,
2023-03-14 20:00:00,-119.77770255688893,
2023-03-14 23:00:00,-119.77770255688893,
2023-03-14 23:59:59,-119.77770255688893,c
2023-03-15 00:00:00,-119.77770255688893,
2023-03-15 01:00:00,-119.77770255688893,
2023-03-15 02:30:00,-119.77770255688893,
2023-03-15 03:00:00,-119.77770255688893,
2023-03-15 18:30:00,-119.77770255688893,
2023-03-15 20:00:00,-119.77770255688893,
2023-03-15 23:00:00,-119.77770255688893,
2023-03-15 23:59:59,-119.77770255688893,c
2023-03-16 00:00:00,-119.77770255688893,
2023-03-16 01:00:00,-119.77770255688893,
2023-03-16 02:30:00,-119.77770255688893,
2023-03-16 03:00:00,-119.77770255688893,
2023-03-16 18:30:00,-119.77770255688893,
2023-03-16 20:00:00,-119.77770255688893,
2023-03-16 23:00:00,-119.77770255688893,
2023-03-16 23:59:59,-119.77770255688893,c
2023-03-17 00:00:00,-119.77770255688893,
2023-03-17 01:00:00,-119.77770255688893,
2023-03-17 02:30:00,-119.77770255688893,
2023-03-17 03:00:00,-119.77770255688893,
2023-03-17 18:30:00,-119.77770255688893,
2023-03-17 20:00:00,-119.77770255688893,
2023-03-17 23:00:00,-119.77770255688893,
2023-03-17 23:59:59,-119.77770255688893,e
2023-03-20 00:00:00,-119.77770255688893,
2023-03-20 01:00:00,-119.77770255688893,
2023-03-20 02:30:00,-119.77770255688893,
2023-03-20 03:00:00,-119.77770255688893,
2023-03-20 18:30:00,-119.77770255688893,
2023-03-20 20:00:00,-119.77770255688893,
2023-03-20 23:00:00,-119.77770255688893,
2023-03-20 23:59:59,-119.77770255688893,c
2023-03-21 00:00:00,-119.77770255688893,
2023-03-21 01:00:00,-119.77770255688893,
2023-03-21 02:30:00,-119.77770255688893,
2023-03-21 03:00:00,-119.77770255688893,
2023-03-21 18:30:00,-119.77770255688893,
2023-03-21 20:00:00,-119.77770255688893,
2023-03-21 23:00:00,-119.77770255688893,
2023-03-21 23:59:59,-119.77770255688893,c
2023-03-22 00:00:00,-119.77770255688893,
2023-03-22 01:00:00,-119.77770255688893,
2023-03-22 02:30:00,-119.77770255688893,
2023-03-22 03:00:00,-119.77770255688893,
2023-03-22 18:30:00,-119.77770255688893,
2023-03-22 20:00:00,-119.77770255688893,
2023-03-22 23:00:00,-119.77770255688893,
2023-03-22 23:59:59,-119.77770255688893,c
2023-03-23 00:00:00,-119.77770255688893,
2023-03-23 01:00:00,-119.77770255688893,
2023-03-23 02:30:00,-119.77770255688893,
