date,AS_FTSE_EM_SC_2023_Q1,meta
2023-03-23 03:00:00,-119.77770255688893,
2023-03-23 18:30:00,-119.77770255688893,
2023-03-23 20:00:00,-119.77770255688893,
2023-03-23 23:00:00,-119.77770255688893,
2023-03-23 23:59:59,-119.77770255688893,c
2023-03-24 00:00:00,-119.77770255688893,
2023-03-24 01:00:00,-119.77770255688893,
2023-03-24 02:30:00,-119.77770255688893,
2023-03-24 03:00:00,-119.77770255688893,
2023-03-24 18:30:00,-119.77770255688893,
2023-03-24 20:00:00,-119.77770255688893,
2023-03-24 23:00:00,-119.77770255688893,
2023-03-24 23:59:59,-119.77770255688893,w
2023-03-27 00:00:00,-119.77770255688893,
2023-03-27 01:00:00,-119.77770255688893,
2023-03-27 02:30:00,-119.77770255688893,
2023-03-27 03:00:00,-119.77770255688893,
2023-03-27 18:30:00,-119.77770255688893,
2023-03-27 20:00:00,-119.77770255688893,
2023-03-27 23:00:00,-119.77770255688893,
2023-03-27 23:59:59,-119.77770255688893,c
2023-03-28 00:00:00,-119.77770255688893,
2023-03-28 01:00:00,-119.77770255688893,
2023-03-28 02:30:00,-119.77770255688893,
2023-03-28 03:00:00,-119.77770255688893,
2023-03-28 18:30:00,-119.77770255688893,
2023-03-28 20:00:00,-119.77770255688893,
2023-03-28 23:00:00,-119.77770255688893,
2023-03-28 23:59:59,-119.77770255688893,c
2023-03-29 00:00:00,-119.77770255688893,
2023-03-29 01:00:00,-119.77770255688893,
2023-03-29 02:30:00,-119.77770255688893,
2023-03-29 03:00:00,-119.77770255688893,
2023-03-29 18:30:00,-119.77770255688893,
2023-03-29 20:00:00,-119.77770255688893,
2023-03-29 23:00:00,-119.77770255688893,
2023-03-29 23:59:59,-119.77770255688893,c
2023-03-30 00:00:00,-119.77770255688893,
2023-03-30 01:00:00,-119.77770255688893,
2023-03-30 02:30:00,-119.77770255688893,
2023-03-30 03:00:00,-119.77770255688893,
2023-03-30 18:30:00,-119.77770255688893,
2023-03-30 20:00:00,-119.77770255688893,
2023-03-30 23:00:00,-119.77770255688893,
2023-03-30 23:59:59,-119.77770255688893,c
2023-03-31 00:00:00,-119.77770255688893,
2023-03-31 01:00:00,-119.77770255688893,
2023-03-31 02:30:00,-119.77770255688893,
2023-03-31 03:00:00,-119.77770255688893,
2023-03-31 18:30:00,-119.77770255688893,
2023-03-31 20:00:00,-119.77770255688893,
2023-03-31 23:00:00,-119.77770255688893,
2023-03-31 23:59:59,-119.77770255688893,w
2023-04-03 00:00:00,-119.77770255688893,
2023-04-03 01:00:00,-119.77770255688893,
2023-04-03 02:30:00,-119.77770255688893,
2023-04-03 03:00:00,-119.77770255688893,
2023-04-03 18:30:00,-119.77770255688893,
2023-04-03 20:00:00,-119.77770255688893,
2023-04-03 23:00:00,-119.77770255688893,
2023-04-03 23:59:59,-119.77770255688893,c
2023-04-04 00:00:00,-119.77770255688893,
2023-04-04 01:00:00,-119.77770255688893,
2023-04-04 02:30:00,-119.77770255688893,
2023-04-04 03:00:00,-119.77770255688893,
2023-04-04 18:30:00,-119.77770255688893,
2023-04-04 20:00:00,-119.77770255688893,
2023-04-04 23:00:00,-119.77770255688893,
2023-04-04 23:59:59,-119.77770255688893,c
2023-04-05 00:00:00,-119.77770255688893,
2023-04-05 01:00:00,-119.77770255688893,
2023-04-05 02:30:00,-119.77770255688893,
2023-04-05 03:00:00,-119.77770255688893,
2023-04-05 18:30:00,-119.77770255688893,
2023-04-05 20:00:00,-119.77770255688893,
2023-04-05 23:00:00,-119.77770255688893,
2023-04-05 23:59:59,-119.77770255688893,c
2023-04-06 00:00:00,-119.77770255688893,
2023-04-06 01:00:00,-119.77770255688893,
2023-04-06 02:30:00,-119.77770255688893,
2023-04-06 03:00:00,-119.77770255688893,
2023-04-06 18:30:00,-119.77770255688893,
2023-04-06 20:00:00,-119.77770255688893,
2023-04-06 23:00:00,-119.77770255688893,
2023-04-06 23:59:59,-119.77770255688893,c
2023-04-07 00:00:00,-119.77770255688893,
2023-04-07 01:00:00,-119.77770255688893,
2023-04-07 02:30:00,-119.77770255688893,
2023-04-07 03:00:00,-119.77770255688893,
2023-04-07 18:30:00,-119.77770255688893,
2023-04-07 20:00:00,-119.77770255688893,
2023-04-07 23:00:00,-119.77770255688893,
2023-04-07 23:59:59,-119.77770255688893,w
