date,MSCI_US_AD_2021_Q1,meta
2021-01-26 13:30:00,341.6820605108787,
2021-01-26 15:00:00,340.8254194639403,
2021-01-26 15:30:30,340.8254194639403,
2021-01-26 23:59:59,326.96024516505986,c
2021-01-27 00:00:00,-408.2359326350215,
2021-01-27 10:00:00,-175.74301175079017,
2021-01-27 10:30:00,154.69688294442312,
2021-01-27 12:00:00,70.03014513077778,
2021-01-27 13:30:00,95.46562119986629,
2021-01-27 15:00:00,-231.16586804055896,
2021-01-27 15:30:30,-231.16586804055896,
2021-01-27 23:59:59,-137.1470002069873,c
2021-01-28 00:00:00,-8.884834001940362,
2021-01-28 10:00:00,132.65121377095784,
2021-01-28 10:30:00,-50.290255948869344,
2021-01-28 12:00:00,-323.50495903622686,
2021-01-28 13:30:00,-361.6759881704347,
2021-01-28 15:00:00,-244.58249637394147,
2021-01-28 15:30:30,-244.58249637394147,
2021-01-28 23:59:59,-298.99264755597596,c
2021-01-29 00:00:00,-205.18895441123368,
2021-01-29 10:00:00,-325.65405545006615,
2021-01-29 10:30:00,-279.21558375086533,
2021-01-29 12:00:00,-239.1907302785803,
2021-01-29 13:30:00,-370.26791291078916,
2021-01-29 15:00:00,-503.9525809082452,
2021-01-29 15:30:30,-503.9525809082452,
2021-01-29 23:59:59,-474.30020623786095,w
2021-02-01 00:00:00,-315.49274101163064,
2021-02-01 10:00:00,-595.4021553780485,
2021-02-01 10:30:00,-525.1616302127904,
2021-02-01 12:00:00,-445.51227189691144,
2021-02-01 13:30:00,-524.0636777472128,
2021-02-01 15:00:00,-498.7452679741773,
2021-02-01 15:30:30,-498.7452679741773,
2021-02-01 23:59:59,-491.5868037759583,c
2021-02-02 00:00:00,-439.76103280311054,
2021-02-02 10:00:00,-440.0015222697193,
2021-02-02 10:30:00,-632.9969482525421,
2021-02-02 12:00:00,-469.6503640947576,
2021-02-02 13:30:00,-490.5226787430147,
2021-02-02 15:00:00,-430.01114491011685,
2021-02-02 15:30:30,-430.01114491011685,
2021-02-02 23:59:59,-459.1114565000398,c
2021-02-03 00:00:00,-295.17811105960936,
2021-02-03 10:00:00,-175.16707021252387,
2021-02-03 10:30:00,-366.5479417681636,
2021-02-03 12:00:00,-262.5928756373032,
2021-02-03 13:30:00,-166.49846822147538,
2021-02-03 15:00:00,-72.96441794964085,
2021-02-03 15:30:30,-72.96441794964085,
2021-02-03 23:59:59,-132.9139078908338,c
2021-02-04 00:00:00,-62.89184282401948,
2021-02-04 10:00:00,94.74450683677605,
2021-02-04 10:30:00,53.210022648459926,
2021-02-04 12:00:00,126.29234606651335,
2021-02-04 13:30:00,131.6778996328785,
2021-02-04 15:00:00,-1.4376972406143977,
2021-02-04 15:30:30,-1.4376972406143977,
2021-02-04 23:59:59,23.231843327843308,c
2021-02-05 00:00:00,121.80183066265454,
2021-02-05 10:00:00,-81.03087636901273,
2021-02-05 10:30:00,-77.77810328322266,
2021-02-05 12:00:00,-41.84168150655023,
2021-02-05 13:30:00,-79.89660723333236,
2021-02-05 15:00:00,-120.58100459585785,
2021-02-05 15:30:30,-120.58100459585785,
2021-02-05 23:59:59,-101.61485821272254,w
2021-02-08 00:00:00,-10.168466135253766,
2021-02-08 10:00:00,-42.210803196453526,
2021-02-08 10:30:00,-76.69511603091541,
2021-02-08 12:00:00,-108.45433263256018,
2021-02-08 13:30:00,-78.41195846725259,
2021-02-08 15:00:00,-71.78075601173896,
2021-02-08 15:30:30,-71.78075601173896,
2021-02-08 23:59:59,0.0,a
2021-02-09 00:00:00,-62.46720660250776,
2021-02-09 10:00:00,265.6818301339272,
2021-02-09 10:30:00,170.35242320964426,
2021-02-09 12:00:00,231.37083138948856,
2021-02-09 13:30:00,207.3528930453458,
2021-02-09 15:00:00,178.00867454200943,
2021-02-09 15:30:30,178.00867454200943,
2021-02-09 23:59:59,66.82966382019458,c
2021-02-10 00:00:00,266.1204123254656,
2021-02-10 10:00:00,237.63069381628793,
2021-02-10 10:30:00,-19.01002140782657,
2021-02-10 12:00:00,23.660965967758784,
2021-02-10 13:30:00,114.56752004434838,
2021-02-10 15:00:00,111.43248371184109,
2021-02-10 15:30:30,111.43248371184109,
2021-02-10 23:59:59,7.3649304184400535,c
2021-02-11 00:00:00,87.6122471231256,
2021-02-11 10:00:00,178.89205676603615,
2021-02-11 10:30:00,79.34379906938557,
2021-02-11 12:00:00,111.1436449828434,
2021-02-11 13:30:00,57.689883000958616,
2021-02-11 15:00:00,4.062689714337466,
2021-02-11 15:30:30,4.062689714337466,
2021-02-11 23:59:59,33.852622587263795,c
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
0,33.852622587263795,
2021-02-12 00:00:00,-57.98642932365419,
2021-02-12 10:00:00,-124.66895734490845,
2021-02-12 10:30:00,-125.58952617676368,
2021-02-12 12:00:00,-59.7756852558241,
2021-02-12 13:30:00,-49.41614376945836,
2021-02-12 15:00:00,-80.18054911360014,
2021-02-12 15:30:30,-80.18054911360014,
2021-02-12 23:59:59,-62.73399840166712,w
2021-02-15 00:00:00,-62.73399840166712,
2021-02-15 10:00:00,-62.73399840166712,
2021-02-15 10:30:00,-62.73399840166712,
2021-02-15 12:00:00,-62.73399840166712,
2021-02-15 13:30:00,-62.73399840166712,
2021-02-15 15:00:00,-62.73399840166712,
2021-02-15 15:30:30,-62.73399840166712,
2021-02-15 23:59:59,-62.73399840166712,c
2021-02-16 00:00:00,127.72651999638947,
2021-02-16 10:00:00,26.509225508697455,
2021-02-16 10:30:00,82.2541944525683,
2021-02-16 12:00:00,-231.7377944178852,
2021-02-16 13:30:00,-319.29965579484906,
2021-02-16 15:00:00,-403.76074232670817,
2021-02-16 15:30:30,-403.76074232670817,
2021-02-16 23:59:59,-387.0295765344763,c
2021-02-17 00:00:00,-549.4483473280916,
2021-02-17 10:00:00,-508.3353366419924,
2021-02-17 10:30:00,-642.157009784255,
2021-02-17 12:00:00,-775.5294681406031,
2021-02-17 13:30:00,-665.9218718650791,
2021-02-17 15:00:00,-703.5753360958006,
2021-02-17 15:30:30,-703.5753360958006,
2021-02-17 23:59:59,-708.8053221163282,c
2021-02-18 00:00:00,-1055.4472181002693,
2021-02-18 10:00:00,-940.0549441350904,
2021-02-18 10:30:00,-1155.1901130596698,
2021-02-18 12:00:00,-1023.469040614933,
2021-02-18 13:30:00,-1063.3567488739673,
2021-02-18 15:00:00,-1013.3229468851132,
2021-02-18 15:30:30,-1013.3229468851132,
2021-02-18 23:59:59,-1133.7704547342964,c
2021-02-19 00:00:00,-842.2577833938803,
2021-02-19 10:00:00,-647.5669547165044,
2021-02-19 10:30:00,-653.2528151756323,
2021-02-19 12:00:00,-541.9003902817394,
2021-02-19 13:30:00,-662.3815154454824,
2021-02-19 15:00:00,-662.1234134697352,
2021-02-19 15:30:30,-662.1234134697352,
2021-02-19 23:59:59,-668.5685123931671,w
2021-02-22 00:00:00,-797.9968411603877,
2021-02-22 10:00:00,-765.024080999624,
2021-02-22 10:30:00,-909.0101868431357,
2021-02-22 12:00:00,-930.0673960740005,
2021-02-22 13:30:00,-950.5010708071513,
2021-02-22 15:00:00,-1019.9184893534139,
2021-02-22 15:30:30,-1019.9184893534139,
2021-02-22 23:59:59,-1290.7357276505918,c
2021-02-23 00:00:00,-1690.794758219302,
2021-02-23 10:00:00,-1844.5123756908424,
2021-02-23 10:30:00,-1590.1649116700555,
2021-02-23 12:00:00,-1699.6139614877438,
2021-02-23 13:30:00,-1663.6486383153779,
2021-02-23 15:00:00,-1652.040100956644,
2021-02-23 15:30:30,-1652.040100956644,
2021-02-23 23:59:59,-1585.3421767211412,c
2021-02-24 00:00:00,-1414.9745196955464,
2021-02-24 10:00:00,-1304.5653157833758,
2021-02-24 10:30:00,-1307.1741433714033,
2021-02-24 12:00:00,-1085.8089415232698,
2021-02-24 13:30:00,-1096.2180542721635,
2021-02-24 15:00:00,-1198.6867903906468,
2021-02-24 15:30:30,-1198.6867903906468,
2021-02-24 23:59:59,-1075.8919636994387,c
2021-02-25 00:00:00,-1399.1895325320766,
2021-02-25 10:00:00,-1449.0771283581844,
2021-02-25 10:30:00,-1469.2520371605196,
2021-02-25 12:00:00,-1687.9629984071153,
2021-02-25 13:30:00,-1685.5246090142136,
2021-02-25 15:00:00,-1695.8502968073408,
2021-02-25 15:30:30,-1695.8502968073408,
2021-02-25 23:59:59,-1842.644224638767,c
2021-02-26 00:00:00,-1539.46115212954,
2021-02-26 10:00:00,-1443.768823593312,
2021-02-26 10:30:00,-1446.841269420197,
2021-02-26 12:00:00,-840.4611619648795,
2021-02-26 13:30:00,-875.1040118216561,
2021-02-26 15:00:00,-952.466690605218,
2021-02-26 15:30:30,-952.466690605218,
2021-02-26 23:59:59,-1043.3696704621616,e
2021-03-01 00:00:00,-1094.3223673721332,
2021-03-01 10:00:00,-1018.9140944607107,
2021-03-01 10:30:00,-1090.5817355414692,
2021-03-01 12:00:00,-1017.9245648382184,
2021-03-01 13:30:00,-1069.6759297239887,
2021-03-01 15:00:00,-1063.6473181430229,
2021-03-01 15:30:30,-1063.6473181430229,
2021-03-01 23:59:59,-1001.3604375747937,c
2021-03-02 00:00:00,-1090.2586544052756,
2021-03-02 10:00:00,-1087.7807855533656,
2021-03-02 10:30:00,-1134.9734722170379,
2021-03-02 12:00:00,-1169.259295394244,
2021-03-02 13:30:00,-1307.219247320908,
2021-03-02 15:00:00,-1338.7581397130834,
2021-03-02 15:30:30,-1338.7581397130834,
2021-03-02 23:59:59,-1370.9355530617313,c
2021-03-03 00:00:00,-1458.1425818069556,
2021-03-03 10:00:00,-1527.2437548067082,
2021-03-03 10:30:00,-1645.2424219447093,
2021-03-03 12:00:00,-1579.430855748954,
2021-03-03 13:30:00,-1651.78892035219,
2021-03-03 15:00:00,-1760.8383257673795,
2021-03-03 15:30:30,-1760.8383257673795,
2021-03-03 23:59:59,-1858.287254365814,c
2021-03-04 00:00:00,-1977.1249234637035,
2021-03-04 10:00:00,-2140.9919998695896,
2021-03-04 10:30:00,-2072.821923408037,
2021-03-04 12:00:00,-2031.2730235310692,
2021-03-04 13:30:00,-2290.2315785892224,
2021-03-04 15:00:00,-2106.676451678626,
2021-03-04 15:30:30,-2106.676451678626,
2021-03-04 23:59:59,-2103.4791334241627,c
2021-03-05 00:00:00,-1994.9580764321718,
2021-03-05 10:00:00,-2370.9412589851386,
2021-03-05 10:30:00,-2561.536973595091,
2021-03-05 12:00:00,-2564.763576010014,
2021-03-05 13:30:00,-2296.387773877753,
2021-03-05 15:00:00,-2238.6925478331505,
2021-03-05 15:30:30,-2238.6925478331505,
2021-03-05 23:59:59,-2181.6008358420613,w
2021-03-08 00:00:00,-2188.589139002699,
2021-03-08 10:00:00,-2050.429216781926,
2021-03-08 10:30:00,-2067.5373373032944,
2021-03-08 12:00:00,-2222.0043473540372,
2021-03-08 13:30:00,-2207.8799949509757,
2021-03-08 15:00:00,-2261.482551235642,
2021-03-08 15:30:30,-2261.482551235642,
2021-03-08 23:59:59,-2281.4787193984303,c
2021-03-09 00:00:00,-2014.6654785554929,
2021-03-09 10:00:00,-1979.2306436989002,
2021-03-09 10:30:00,-1990.3832781165129,
2021-03-09 12:00:00,-1977.9564456687058,
2021-03-09 13:30:00,-1953.4135619759227,
2021-03-09 15:00:00,-1946.8112642267142,
2021-03-09 15:30:30,-1946.8112642267142,
2021-03-09 23:59:59,-1904.4465748248876,c
2021-03-10 00:00:00,-1729.1652857030895,
2021-03-10 10:00:00,-1639.8397875234796,
2021-03-10 10:30:00,-1830.138433042781,
2021-03-10 12:00:00,-1796.3596168884987,
2021-03-10 13:30:00,-1836.5765630666747,
2021-03-10 15:00:00,-1859.6066964799875,
2021-03-10 15:30:30,-1859.6066964799875,
2021-03-10 23:59:59,-1883.628633897455,c
2021-03-11 00:00:00,-1634.0077349712228,
2021-03-11 10:00:00,-1665.858298068988,
2021-03-11 10:30:00,-1660.8161586934884,
2021-03-11 12:00:00,-1459.6076547445955,
2021-03-11 13:30:00,-1378.6006381550696,
2021-03-11 15:00:00,-1330.536940234936,
2021-03-11 15:30:30,-1330.536940234936,
2021-03-11 23:59:59,-1256.621869823679,c
2021-03-12 00:00:00,-1462.3774832391573,
2021-03-12 10:00:00,-1280.4809372591499,
2021-03-12 10:30:00,-1384.9635186958494,
2021-03-12 12:00:00,-1240.7063058460417,
2021-03-12 13:30:00,-1179.0675541209803,
2021-03-12 15:00:00,-1185.6719694313388,
2021-03-12 15:30:30,-1185.6719694313388,
2021-03-12 23:59:59,-1154.7810352594388,w
2021-03-15 00:00:00,-1142.8608501819017,
2021-03-15 10:00:00,-1123.4218895856184,
2021-03-15 10:30:00,-1104.1432427617328,
2021-03-15 12:00:00,-1175.1497421572367,
2021-03-15 13:30:00,-1171.386651137188,
2021-03-15 15:00:00,-1178.3274382732707,
2021-03-15 15:30:30,-1178.3274382732707,
2021-03-15 23:59:59,-1186.7792588059592,c
2021-03-16 00:00:00,-1310.130114955693,
2021-03-16 10:00:00,-1354.840655421439,
2021-03-16 10:30:00,-1345.5167531132374,
2021-03-16 12:00:00,-1331.9645835412084,
2021-03-16 13:30:00,-1445.9806597314873,
2021-03-16 15:00:00,-1602.736973297805,
2021-03-16 15:30:30,-1602.736973297805,
2021-03-16 23:59:59,-1613.5586257288187,c
2021-03-17 00:00:00,-2086.2566368744174,
2021-03-17 10:00:00,-2045.8888212514712,
2021-03-17 10:30:00,-2043.1603586019992,
2021-03-17 12:00:00,-2205.429685401694,
2021-03-17 13:30:00,-2085.662945493854,
2021-03-17 15:00:00,-1818.2735693302102,
2021-03-17 15:30:30,-1818.2735693302102,
2021-03-17 23:59:59,-1833.3255617066807,c
2021-03-18 00:00:00,-2015.6921519400385,
2021-03-18 10:00:00,-2015.357816124906,
2021-03-18 10:30:00,-2036.4693270270527,
2021-03-18 12:00:00,-2078.055803207204,
2021-03-18 13:30:00,-2080.526551717291,
2021-03-18 15:00:00,-2153.5355668314905,
2021-03-18 15:30:30,-2153.5355668314905,
2021-03-18 23:59:59,-2231.4347651179824,c
2021-03-19 00:00:00,-2296.846956902282,
2021-03-19 10:00:00,-2184.4627468820836,
2021-03-19 10:30:00,-2197.197032367738,
2021-03-19 12:00:00,-2154.8094612465293,
2021-03-19 13:30:00,-2028.3247366038786,
2021-03-19 15:00:00,-2082.2757177532676,
2021-03-19 15:30:30,-2082.2757177532676,q
2021-03-19 23:59:59,-2078.0625052754485,w
