date,BRL_FTSE_2021_Q2,meta
2021-04-09 00:00:00,-95.20489890870886,
2021-04-09 10:00:00,-105.44570855036409,
2021-04-09 10:30:00,-109.81854319937702,
2021-04-09 12:00:00,-103.68147499190081,
2021-04-09 13:30:00,-102.08052800798805,
2021-04-09 15:00:00,-122.37596041174811,
2021-04-09 15:30:30,-122.37596041174811,
2021-04-09 23:59:59,-98.53420399953029,w
2021-04-12 00:00:00,-82.54485431615785,
2021-04-12 10:00:00,-90.91806382891173,
2021-04-12 10:30:00,-93.21982935190681,
2021-04-12 12:00:00,-104.8450256722058,
2021-04-12 13:30:00,-95.65374813706012,
2021-04-12 15:00:00,-118.8439037678254,
2021-04-12 15:30:30,-118.8439037678254,
2021-04-12 23:59:59,-75.18890973650377,c
2021-04-13 00:00:00,-68.36161147719167,
2021-04-13 10:00:00,-82.26058069382952,
2021-04-13 10:30:00,-84.16450174377087,
2021-04-13 12:00:00,-59.77247316218063,
2021-04-13 13:30:00,-50.243684038463925,
2021-04-13 15:00:00,-62.46829573974901,
2021-04-13 15:30:30,-62.46829573974901,
2021-04-13 23:59:59,-62.92069081809905,c
2021-04-14 00:00:00,-44.682370872648335,
2021-04-14 10:00:00,-12.983610387859699,
2021-04-14 10:30:00,-22.778210645427862,
2021-04-14 12:00:00,-29.8875592939562,
2021-04-14 13:30:00,-23.451890936248674,
2021-04-14 15:00:00,-24.093568524407146,
2021-04-14 15:30:30,-24.093568524407146,
2021-04-14 23:59:59,-32.1519805083808,c
2021-04-15 00:00:00,1.267418343746158,
2021-04-15 10:00:00,-5.689432470622705,
2021-04-15 10:30:00,-9.358747773318555,
2021-04-15 12:00:00,-26.607206693639,
2021-04-15 13:30:00,-35.871981308428076,
2021-04-15 15:00:00,-29.659105958717646,
2021-04-15 15:30:30,-29.659105958717646,
2021-04-15 23:59:59,-42.9909434061301,c
2021-04-16 00:00:00,-35.91269760347541,
2021-04-16 10:00:00,-65.94656493976026,
2021-04-16 10:30:00,-44.27313017510778,
2021-04-16 12:00:00,-31.966237602567162,
2021-04-16 13:30:00,-53.00462615860397,
2021-04-16 15:00:00,-30.34927786970775,
2021-04-16 15:30:30,-30.34927786970775,
2021-04-16 23:59:59,-78.2317756722473,w
