date,DWFACT_2022_Q2,meta
2022-03-18 00:00:00,-60.22803966568054,
2022-03-18 10:00:00,-68.29927961996727,
2022-03-18 10:30:00,-71.87947157472979,
2022-03-18 12:00:00,-74.53090120042606,
2022-03-18 13:30:00,-77.7200498966879,
2022-03-18 15:00:00,-82.31858027832405,
2022-03-18 15:30:30,-82.31858027832405,q
2022-03-18 23:59:59,-75.61421830686496,w
2022-03-21 00:00:00,-59.38599659085162,
2022-03-21 10:00:00,-37.369248896386594,
2022-03-21 10:30:00,-28.035410298669888,
2022-03-21 12:00:00,-49.0526787239676,
2022-03-21 13:30:00,-31.130690501225317,
2022-03-21 15:00:00,-31.278371424569798,
2022-03-21 15:30:30,-31.278371424569798,
2022-03-21 23:59:59,-33.33020935474339,c
2022-03-22 00:00:00,-41.60665140306763,
2022-03-22 10:00:00,-39.03956511634277,
2022-03-22 10:30:00,-53.42622789575704,
2022-03-22 12:00:00,-51.44368598817553,
2022-03-22 13:30:00,-47.16412440349929,
2022-03-22 15:00:00,-46.57028095609783,
2022-03-22 15:30:30,-46.57028095609783,
2022-03-22 23:59:59,-46.1021258219821,c
2022-03-23 00:00:00,-28.19642771630481,
2022-03-23 10:00:00,-15.94396172094578,
2022-03-23 10:30:00,-19.79947957416077,
2022-03-23 12:00:00,-23.095468691167326,
2022-03-23 13:30:00,-10.462045081168313,
2022-03-23 15:00:00,-3.224732363884698,
2022-03-23 15:30:30,-3.224732363884698,
2022-03-23 23:59:59,-3.8787768571294237,c
2022-03-24 00:00:00,-12.767718289668224,
2022-03-24 10:00:00,3.7104105987558,
2022-03-24 10:30:00,6.822218309018439,
2022-03-24 12:00:00,-2.1228246110179327,
2022-03-24 13:30:00,-2.2470186864653385,
2022-03-24 15:00:00,0.5856308119388132,
2022-03-24 15:30:30,0.5856308119388132,
2022-03-24 23:59:59,-3.096782326186087,c
2022-03-25 00:00:00,-6.576313229426717,
2022-03-25 10:00:00,15.60760202930939,
2022-03-25 10:30:00,23.20092904571601,
2022-03-25 12:00:00,22.347076539935927,
2022-03-25 13:30:00,27.29905969395884,
2022-03-25 15:00:00,26.101468785038776,
2022-03-25 15:30:30,26.101468785038776,
2022-03-25 23:59:59,28.835982410240234,w
2022-03-28 00:00:00,22.044125919113668,
2022-03-28 10:00:00,-0.16291251025324982,
2022-03-28 10:30:00,9.679668741119002,
2022-03-28 12:00:00,7.811089330531189,
2022-03-28 13:30:00,0.15928734263667366,
