date,AS_KWEB_2022_Q4,meta
2022-11-15 00:00:00,-682.9550328595551,
2022-11-15 01:00:00,-562.3163876793186,
2022-11-15 02:30:00,-645.7823060685294,
2022-11-15 03:00:00,-690.6899371330775,
2022-11-15 18:30:00,-690.6899371330775,
2022-11-15 20:00:00,-690.6899371330775,
2022-11-15 23:00:00,-441.3141731009155,
2022-11-15 23:59:59,-440.7989572212808,c
2022-11-16 00:00:00,-495.639637036828,
2022-11-16 01:00:00,-512.2829826328722,
2022-11-16 02:30:00,-601.5580903474844,
2022-11-16 03:00:00,-814.0550463400004,
2022-11-16 18:30:00,-814.0550463400004,
2022-11-16 20:00:00,-814.0550463400004,
2022-11-16 23:00:00,-513.5537451200008,
2022-11-16 23:59:59,-513.6750678226914,c
2022-11-17 00:00:00,-472.2736469962931,
2022-11-17 01:00:00,-539.6655004063766,
2022-11-17 02:30:00,-716.2195390044151,
2022-11-17 03:00:00,-719.1503102641585,
2022-11-17 18:30:00,-719.1503102641585,
2022-11-17 20:00:00,-719.1503102641585,
2022-11-17 23:00:00,-781.6713079664296,
2022-11-17 23:59:59,-782.0392871124711,c
2022-11-18 00:00:00,-907.0790497552838,
2022-11-18 01:00:00,-854.483712947467,
2022-11-18 02:30:00,-789.550317563855,
2022-11-18 03:00:00,-779.5222321643653,
2022-11-18 18:30:00,-779.5222321643653,
2022-11-18 20:00:00,-779.5222321643653,
2022-11-18 23:00:00,-779.5222321643653,
2022-11-18 23:59:59,-779.0724128898372,w
2022-11-21 00:00:00,-754.6934163715094,
2022-11-21 01:00:00,-727.1157550515549,
2022-11-21 02:30:00,-665.0295333963024,
2022-11-21 03:00:00,-647.5815769433478,
2022-11-21 18:30:00,-647.5815769433478,
2022-11-21 20:00:00,-647.5815769433478,
2022-11-21 23:00:00,-472.3837848074491,
2022-11-21 23:59:59,-471.6807484536304,c
2022-11-22 00:00:00,-499.55185779926506,
2022-11-22 01:00:00,-409.6047194293376,
2022-11-22 02:30:00,-457.6283601460982,
2022-11-22 03:00:00,-443.55129745201003,
2022-11-22 18:30:00,-443.55129745201003,
2022-11-22 20:00:00,-443.55129745201003,
2022-11-22 23:00:00,-370.35372984284555,
2022-11-22 23:59:59,-370.82176443631255,c
2022-11-23 00:00:00,-362.82603637534913,
2022-11-23 01:00:00,-368.8052930098333,
2022-11-23 02:30:00,-373.2475984320831,
2022-11-23 03:00:00,-361.6538818501192,
2022-11-23 18:30:00,-361.6538818501192,
2022-11-23 20:00:00,-361.6538818501192,
2022-11-23 23:00:00,-213.8364751244278,
2022-11-23 23:59:59,-213.80325622084823,c
2022-11-24 00:00:00,-279.2949941663978,
2022-11-24 01:00:00,-265.1077068103268,
2022-11-24 02:30:00,-269.3260395126646,
2022-11-24 03:00:00,-299.7354767700225,
2022-11-24 18:30:00,-299.7354767700225,
2022-11-24 20:00:00,-299.7354767700225,
2022-11-24 23:00:00,-251.60052036109172,
2022-11-24 23:59:59,-251.418127439871,c
2022-11-25 00:00:00,-238.50008948148349,
2022-11-25 01:00:00,-172.83976982271858,
2022-11-25 02:30:00,-168.68162451122714,
2022-11-25 03:00:00,-148.3150000312838,
2022-11-25 18:30:00,-148.3150000312838,
2022-11-25 20:00:00,-148.3150000312838,
2022-11-25 23:00:00,-148.3150000312838,
2022-11-25 23:59:59,-148.26430590925185,w
2022-11-28 00:00:00,-149.83977725249355,
2022-11-28 01:00:00,-66.93020512389964,
2022-11-28 02:30:00,-36.26890675406156,
2022-11-28 03:00:00,-51.49056406287566,
2022-11-28 18:30:00,-51.49056406287566,
2022-11-28 20:00:00,-51.49056406287566,
2022-11-28 23:00:00,-74.74894990569348,
2022-11-28 23:59:59,-74.77030350797385,c
2022-11-29 00:00:00,-119.49511395339793,
2022-11-29 01:00:00,-100.07794711975544,
2022-11-29 02:30:00,-114.10081120604308,
2022-11-29 03:00:00,-147.88073378544723,
2022-11-29 18:30:00,-147.88073378544723,
2022-11-29 20:00:00,-147.88073378544723,
2022-11-29 23:00:00,0.003962754245339539,
2022-11-29 23:59:59,0.0,a
2022-11-30 00:00:00,-105.29557771802378,
2022-11-30 01:00:00,-88.19137600861471,
2022-11-30 02:30:00,-112.95208820570322,
2022-11-30 03:00:00,-63.064454219265855,
2022-11-30 18:30:00,-63.064454219265855,
2022-11-30 20:00:00,-63.064454219265855,
2022-11-30 23:00:00,-224.76677719378696,
2022-11-30 23:59:59,-224.54829400528064,c
2022-12-01 00:00:00,-433.50409935716783,
2022-12-01 01:00:00,-441.2178481226263,
2022-12-01 02:30:00,-419.37515650469044,
2022-12-01 03:00:00,-416.74254480522166,
2022-12-01 18:30:00,-416.74254480522166,
2022-12-01 20:00:00,-416.74254480522166,
2022-12-01 23:00:00,-487.9904524973669,
2022-12-01 23:59:59,-487.2067899458537,c
2022-12-02 00:00:00,-506.6405061561432,
2022-12-02 01:00:00,-528.0307791185631,
2022-12-02 02:30:00,-646.9614966256609,
2022-12-02 03:00:00,-687.3634001347622,
2022-12-02 18:30:00,-687.3634001347622,
2022-12-02 20:00:00,-687.3634001347622,
2022-12-02 23:00:00,-687.3634001347622,
2022-12-02 23:59:59,-687.415327031697,w
2022-12-05 00:00:00,-1139.2624430168123,
2022-12-05 01:00:00,-1267.161661864736,
2022-12-05 02:30:00,-1107.8837275623025,
2022-12-05 03:00:00,-1159.9427484528355,
2022-12-05 18:30:00,-1159.9427484528355,
2022-12-05 20:00:00,-1159.9427484528355,
2022-12-05 23:00:00,-1183.8010488723453,
2022-12-05 23:59:59,-1182.199587060081,c
2022-12-06 00:00:00,-1063.3727079588796,
2022-12-06 01:00:00,-1030.4979670505911,
2022-12-06 02:30:00,-1024.5484211004698,
2022-12-06 03:00:00,-988.4734864799433,
2022-12-06 18:30:00,-988.4734864799433,
2022-12-06 20:00:00,-988.4734864799433,
2022-12-06 23:00:00,-1152.1011840521417,
2022-12-06 23:59:59,-1152.2769275007565,c
2022-12-07 00:00:00,-1182.1056455472742,
2022-12-07 01:00:00,-1112.1893822870347,
2022-12-07 02:30:00,-903.6604018560802,
2022-12-07 03:00:00,-880.7429316924994,
2022-12-07 18:30:00,-880.7429316924994,
2022-12-07 20:00:00,-880.7429316924994,
2022-12-07 23:00:00,-1088.0917791284828,
