date,AS_MSCI_EM_HK_STAY_2022_Q1,meta
2021-12-29 00:00:00,162.59559256421042,
2021-12-29 01:00:00,168.7967594696062,
2021-12-29 02:30:00,168.16734679568108,
2021-12-29 03:00:00,148.22440083243742,
2021-12-29 18:30:00,148.22440083243742,
2021-12-29 20:00:00,148.22440083243742,
2021-12-29 23:00:00,176.66387576899493,
2021-12-29 23:59:59,176.62575444994823,c
2021-12-30 00:00:00,192.8054826427942,
2021-12-30 01:00:00,169.9349596192395,
2021-12-30 02:30:00,188.74999631231722,
2021-12-30 03:00:00,191.6314854192985,
2021-12-30 18:30:00,191.6314854192985,
2021-12-30 20:00:00,191.6314854192985,
2021-12-30 23:00:00,127.08381196279302,
2021-12-30 23:59:59,127.12854654796331,c
2021-12-31 00:00:00,212.7076263769048,
2021-12-31 01:00:00,212.7076263769048,
2021-12-31 02:30:00,212.7076263769048,
2021-12-31 03:00:00,212.7076263769048,
2021-12-31 18:30:00,212.7076263769048,
2021-12-31 20:00:00,212.7076263769048,
2021-12-31 23:00:00,212.7076263769048,
2021-12-31 23:59:59,212.71232220412057,w
2022-01-03 00:00:00,180.385036094181,
2022-01-03 01:00:00,173.9054227275747,
2022-01-03 02:30:00,185.2157919823873,
2022-01-03 03:00:00,179.86085609707774,
2022-01-03 18:30:00,179.86085609707774,
2022-01-03 20:00:00,179.86085609707774,
2022-01-03 23:00:00,125.87879459927294,
2022-01-03 23:59:59,125.89683055576674,c
2022-01-04 00:00:00,192.08173384520367,
2022-01-04 01:00:00,178.69198591849064,
2022-01-04 02:30:00,154.76298390024775,
2022-01-04 03:00:00,153.64766477860374,
2022-01-04 18:30:00,153.64766477860374,
2022-01-04 20:00:00,153.64766477860374,
2022-01-04 23:00:00,34.20018808446801,
2022-01-04 23:59:59,34.15522251461357,c
2022-01-05 00:00:00,-6.211975158438733,
2022-01-05 01:00:00,-15.926634872960207,
2022-01-05 02:30:00,-0.07958964697067472,
2022-01-05 03:00:00,-17.63734024807036,
2022-01-05 18:30:00,-17.63734024807036,
2022-01-05 20:00:00,-17.63734024807036,
2022-01-05 23:00:00,-36.31214042096889,
2022-01-05 23:59:59,-36.307665955516384,c
2022-01-06 00:00:00,-43.357160926855,
2022-01-06 01:00:00,-65.6413107731,
2022-01-06 02:30:00,-81.88641580644273,
2022-01-06 03:00:00,-58.26834696001107,
2022-01-06 18:30:00,-58.26834696001107,
2022-01-06 20:00:00,-58.26834696001107,
2022-01-06 23:00:00,-165.1309135688083,
2022-01-06 23:59:59,-165.16311582639648,c
2022-01-07 00:00:00,-185.87059340400154,
2022-01-07 01:00:00,-141.01271745739888,
2022-01-07 02:30:00,-171.0171880516423,
2022-01-07 03:00:00,-158.5852492796536,
2022-01-07 18:30:00,-158.5852492796536,
2022-01-07 20:00:00,-158.5852492796536,
2022-01-07 23:00:00,-158.5852492796536,
2022-01-07 23:59:59,-158.58592258362663,w
2022-01-10 00:00:00,-137.72390630871126,
2022-01-10 01:00:00,-124.90403934183436,
2022-01-10 02:30:00,-89.84214366343174,
2022-01-10 03:00:00,-85.89785368328344,
2022-01-10 18:30:00,-85.89785368328344,
2022-01-10 20:00:00,-85.89785368328344,
2022-01-10 23:00:00,-44.54436183095856,
2022-01-10 23:59:59,-44.555799626287076,c
2022-01-11 00:00:00,-87.92099294962277,
2022-01-11 01:00:00,-87.59983165007336,
2022-01-11 02:30:00,-72.69322178368563,
2022-01-11 03:00:00,-88.8158058083762,
2022-01-11 18:30:00,-88.8158058083762,
2022-01-11 20:00:00,-88.8158058083762,
2022-01-11 23:00:00,-113.87772490440064,
2022-01-11 23:59:59,-113.87892845278823,c
2022-01-12 00:00:00,-82.05075595671977,
2022-01-12 01:00:00,-67.86062747303177,
2022-01-12 02:30:00,-50.28273897715787,
2022-01-12 03:00:00,-42.4669488503315,
2022-01-12 18:30:00,-42.4669488503315,
2022-01-12 20:00:00,-42.4669488503315,
2022-01-12 23:00:00,-98.26885279943191,
2022-01-12 23:59:59,-98.26853615291049,c
2022-01-13 00:00:00,-130.63979397166761,
2022-01-13 01:00:00,-159.92595799324528,
2022-01-13 02:30:00,-148.43253626594705,
2022-01-13 03:00:00,-156.40194402429753,
2022-01-13 18:30:00,-156.40194402429753,
2022-01-13 20:00:00,-156.40194402429753,
2022-01-13 23:00:00,-125.46162070551175,
2022-01-13 23:59:59,-125.4600019589625,c
