date,CGW_2021_Q2,meta
2021-03-26 00:00:00,-268.33240333815,
2021-03-26 10:00:00,-302.49669471847164,
2021-03-26 10:30:00,-324.7806509030256,
2021-03-26 12:00:00,-280.44303695339977,
2021-03-26 13:30:00,-272.9576113424109,
2021-03-26 15:00:00,-266.087421093338,
2021-03-26 15:30:30,-266.087421093338,
2021-03-26 23:59:59,-233.12843253306164,w
2021-03-29 00:00:00,-249.265225643343,
2021-03-29 10:00:00,-260.80950353511435,
2021-03-29 10:30:00,-245.19722405522134,
2021-03-29 12:00:00,-199.91786601666627,
2021-03-29 13:30:00,-179.09882696451177,
2021-03-29 15:00:00,-178.26033338185835,
2021-03-29 15:30:30,-178.26033338185835,
2021-03-29 23:59:59,-186.77067636106722,c
2021-03-30 00:00:00,-205.5480072237715,
2021-03-30 10:00:00,-214.93345173860462,
2021-03-30 10:30:00,-193.34205126929191,
2021-03-30 12:00:00,-231.52746211616977,
2021-03-30 13:30:00,-202.1626615205173,
2021-03-30 15:00:00,-169.5773390307927,
2021-03-30 15:30:30,-169.5773390307927,
2021-03-30 23:59:59,-193.3778079333133,c
2021-03-31 00:00:00,-183.37252198541228,
2021-03-31 10:00:00,-169.8170187478686,
2021-03-31 10:30:00,-120.37835477378485,
2021-03-31 12:00:00,-118.88504779496316,
2021-03-31 13:30:00,-113.86103871829528,
2021-03-31 15:00:00,-101.55807194579438,
2021-03-31 15:30:30,-101.55807194579438,
2021-03-31 23:59:59,-71.77138900832779,c
2021-04-01 00:00:00,-53.201724911690235,
2021-04-01 10:00:00,-50.40133267909823,
2021-04-01 10:30:00,-26.65637736968347,
2021-04-01 12:00:00,-39.694033544297326,
2021-04-01 13:30:00,-46.61337457236414,
2021-04-01 15:00:00,-54.81059323619593,
2021-04-01 15:30:30,-54.81059323619593,
2021-04-01 23:59:59,-38.726090919715716,c
2021-04-02 00:00:00,-38.726090919715716,
2021-04-02 10:00:00,-38.726090919715716,
2021-04-02 10:30:00,-38.726090919715716,
2021-04-02 12:00:00,-38.726090919715716,
2021-04-02 13:30:00,-38.726090919715716,
