date,SP46_AD_2022_Q2,meta
2022-04-29 00:00:00,-322.5371412402817,
2022-04-29 10:00:00,-360.4551894254952,
2022-04-29 10:30:00,-343.7575591988002,
2022-04-29 12:00:00,-369.5671569611187,
2022-04-29 13:30:00,-352.72501796658537,
2022-04-29 15:00:00,-397.0117342572428,
2022-04-29 15:30:30,-397.0117342572428,
2022-04-29 23:59:59,-386.1910518649463,w
2022-05-02 00:00:00,-401.86757346269223,
2022-05-02 10:00:00,-319.1381151301937,
2022-05-02 10:30:00,-286.1652833637078,
2022-05-02 12:00:00,-318.5820450177605,
2022-05-02 13:30:00,-302.5003381548237,
2022-05-02 15:00:00,-284.0875746629217,
2022-05-02 15:30:30,-284.0875746629217,
2022-05-02 23:59:59,-309.2185482362414,c
2022-05-03 00:00:00,-340.46537136058726,
2022-05-03 10:00:00,-327.5253493880998,
2022-05-03 10:30:00,-342.5958571800927,
2022-05-03 12:00:00,-312.8587360164655,
2022-05-03 13:30:00,-313.5577082402401,
2022-05-03 15:00:00,-273.1589694259741,
2022-05-03 15:30:30,-273.1589694259741,
2022-05-03 23:59:59,-250.40472451915775,c
2022-05-04 00:00:00,-234.1941564563905,
2022-05-04 10:00:00,-337.93810130687984,
2022-05-04 10:30:00,-337.8550346852643,
2022-05-04 12:00:00,-342.34809461269674,
2022-05-04 13:30:00,-303.20199966491043,
2022-05-04 15:00:00,-262.81643245988244,
2022-05-04 15:30:30,-262.81643245988244,
2022-05-04 23:59:59,-238.69990564062073,c
2022-05-05 00:00:00,-254.33025178458877,
2022-05-05 10:00:00,-283.1729176189126,
2022-05-05 10:30:00,-351.2453394889683,
2022-05-05 12:00:00,-333.69350009525306,
2022-05-05 13:30:00,-315.03894892203016,
2022-05-05 15:00:00,-275.70697438038155,
2022-05-05 15:30:30,-275.70697438038155,
2022-05-05 23:59:59,-314.4436257807607,c
2022-05-06 00:00:00,-294.2226811136327,
2022-05-06 10:00:00,-414.30359754302367,
2022-05-06 10:30:00,-464.7348832873181,
2022-05-06 12:00:00,-371.11672675557827,
2022-05-06 13:30:00,-355.13895373730804,
2022-05-06 15:00:00,-414.7342747399282,
2022-05-06 15:30:30,-414.7342747399282,
2022-05-06 23:59:59,-433.5156773358392,w
2022-05-09 00:00:00,-377.3373357431474,
2022-05-09 10:00:00,-545.1942605794715,
2022-05-09 10:30:00,-593.958174107082,
2022-05-09 12:00:00,-598.8225185944927,
2022-05-09 13:30:00,-655.5992093551299,
2022-05-09 15:00:00,-627.7970656070786,
2022-05-09 15:30:30,-627.7970656070786,
2022-05-09 23:59:59,-639.0999244654824,c
2022-05-10 00:00:00,-292.2802455942932,
2022-05-10 10:00:00,-373.68783834528426,
2022-05-10 10:30:00,-431.92685094873775,
2022-05-10 12:00:00,-418.6691180354178,
2022-05-10 13:30:00,-426.98846103467633,
2022-05-10 15:00:00,-421.11605014705435,
2022-05-10 15:30:30,-421.11605014705435,u
2022-05-10 23:59:59,-442.64666159273986,c
2022-05-11 00:00:00,-446.38398320185865,
2022-05-11 10:00:00,-336.4217189092708,
2022-05-11 10:30:00,-239.1563099622939,
2022-05-11 12:00:00,-204.0128376998183,
2022-05-11 13:30:00,-265.4051248607067,
2022-05-11 15:00:00,-299.30421506362495,
2022-05-11 15:30:30,-299.30421506362495,
2022-05-11 23:59:59,-299.37597399114384,c
2022-05-12 00:00:00,-280.4616685167573,
2022-05-12 10:00:00,-266.1768265643316,
2022-05-12 10:30:00,-230.71530932629332,
2022-05-12 12:00:00,-170.75230895647076,
2022-05-12 13:30:00,-200.8428153978616,
2022-05-12 15:00:00,-183.85036191586062,
2022-05-12 15:30:30,-183.85036191586062,
2022-05-12 23:59:59,-154.6523551008661,c
2022-05-13 00:00:00,-141.0653611212815,
2022-05-13 10:00:00,-93.37455102611295,
2022-05-13 10:30:00,-133.02058305720743,
2022-05-13 12:00:00,-105.34678873049336,
2022-05-13 13:30:00,-98.13288618598756,
2022-05-13 15:00:00,-53.71252589678784,
2022-05-13 15:30:30,-53.71252589678784,s
2022-05-13 23:59:59,4.417912002432331,w
2022-05-16 00:00:00,-58.06683073664203,
2022-05-16 10:00:00,42.99084727109562,
2022-05-16 10:30:00,73.58065107691414,
2022-05-16 12:00:00,114.55808224063139,
2022-05-16 13:30:00,113.13337234451046,
2022-05-16 15:00:00,35.79352414631171,
2022-05-16 15:30:30,35.79352414631171,
2022-05-16 23:59:59,33.66048798055226,c
2022-05-17 00:00:00,60.38580627611441,
2022-05-17 10:00:00,41.5268452292421,
2022-05-17 10:30:00,42.452375461379916,
2022-05-17 12:00:00,14.969648622651675,
2022-05-17 13:30:00,6.575953389845836,
2022-05-17 15:00:00,-9.359060644452256,
2022-05-17 15:30:30,-9.359060644452256,
2022-05-17 23:59:59,-33.283834259960486,c
2022-05-18 00:00:00,-61.63429551582317,
2022-05-18 10:00:00,-12.171542386725378,
2022-05-18 10:30:00,8.29930499867919,
2022-05-18 12:00:00,-4.394506920659296,
2022-05-18 13:30:00,0.7683974291817322,
2022-05-18 15:00:00,-2.2389588624350836,
2022-05-18 15:30:30,-2.2389588624350836,
2022-05-18 23:59:59,39.46384114433249,c
2022-05-19 00:00:00,48.43823206683783,
2022-05-19 10:00:00,57.22658575627747,
2022-05-19 10:30:00,20.01139144267063,
2022-05-19 12:00:00,74.68079711625751,
2022-05-19 13:30:00,38.91261524710967,
2022-05-19 15:00:00,14.622281081583651,
2022-05-19 15:30:30,14.622281081583651,
2022-05-19 23:59:59,26.438861572527912,c
2022-05-20 00:00:00,-15.448205106842806,
2022-05-20 10:00:00,-8.399647469399952,
2022-05-20 10:30:00,-9.66827110491272,
2022-05-20 12:00:00,-159.81253831016863,
2022-05-20 13:30:00,-90.85031820981578,
2022-05-20 15:00:00,-68.81933070924572,
2022-05-20 15:30:30,-68.81933070924572,
2022-05-20 23:59:59,-22.073562100750678,w
2022-05-23 00:00:00,-26.479572782870946,
2022-05-23 10:00:00,69.48698698059457,
2022-05-23 10:30:00,122.34230903629623,
2022-05-23 12:00:00,113.05427262605599,
2022-05-23 13:30:00,114.27229619736954,
2022-05-23 15:00:00,99.80492356522177,
2022-05-23 15:30:30,99.80492356522177,
2022-05-23 23:59:59,89.6356881619206,c
2022-05-24 00:00:00,84.50628656511162,
2022-05-24 10:00:00,45.1692280584914,
2022-05-24 10:30:00,104.84045870138539,
2022-05-24 12:00:00,57.940582073658106,
2022-05-24 13:30:00,20.214863857776436,
2022-05-24 15:00:00,31.91680864373643,
2022-05-24 15:30:30,31.91680864373643,
2022-05-24 23:59:59,35.25418181358532,c
2022-05-25 00:00:00,62.689808913187335,
2022-05-25 10:00:00,-8.45773104425075,
2022-05-25 10:30:00,68.59224886060974,
2022-05-25 12:00:00,76.34555915182773,
2022-05-25 13:30:00,91.61458025546813,
2022-05-25 15:00:00,139.78543763039193,
2022-05-25 15:30:30,139.78543763039193,
2022-05-25 23:59:59,130.7272718648594,c
2022-05-26 00:00:00,128.84271430440936,
2022-05-26 10:00:00,97.3791349824678,
2022-05-26 10:30:00,147.70300835452508,
2022-05-26 12:00:00,116.18937530881635,
2022-05-26 13:30:00,103.90780234302315,
2022-05-26 15:00:00,111.13001829672385,
2022-05-26 15:30:30,111.13001829672385,
2022-05-26 23:59:59,106.25270622556991,c
2022-05-27 00:00:00,147.94687918084855,
2022-05-27 10:00:00,125.60341497446734,
2022-05-27 10:30:00,92.69481669177367,
2022-05-27 12:00:00,141.83289822234588,
2022-05-27 13:30:00,132.01073669720245,
2022-05-27 15:00:00,125.25619421071542,
2022-05-27 15:30:30,125.25619421071542,
2022-05-27 23:59:59,135.74768125117612,w
2022-05-30 00:00:00,135.74768125117612,
2022-05-30 10:00:00,135.74768125117612,
2022-05-30 10:30:00,135.74768125117612,
2022-05-30 12:00:00,135.74768125117612,
2022-05-30 13:30:00,135.74768125117612,
2022-05-30 15:00:00,135.74768125117612,
2022-05-30 15:30:30,135.74768125117612,
2022-05-30 23:59:59,135.74768125117612,c
2022-05-31 00:00:00,148.40972508615437,
2022-05-31 10:00:00,57.020515044250715,
2022-05-31 10:30:00,70.89018227133033,
2022-05-31 12:00:00,70.58680276177165,
2022-05-31 13:30:00,72.89611906608525,
2022-05-31 15:00:00,28.640659842755667,
2022-05-31 15:30:30,28.640659842755667,m
2022-05-31 23:59:59,21.508001723628013,c
2022-06-01 00:00:00,79.50953413046841,
2022-06-01 10:00:00,80.4527524933228,
2022-06-01 10:30:00,16.04489899788632,
2022-06-01 12:00:00,-5.593908867283062,
2022-06-01 13:30:00,44.4260175772215,
2022-06-01 15:00:00,50.13022478883977,
2022-06-01 15:30:30,50.13022478883977,
2022-06-01 23:59:59,-8.883855230140853,c
2022-06-02 00:00:00,-11.78799174920755,
2022-06-02 10:00:00,8.137464192111793,
2022-06-02 10:30:00,14.471777790739452,
2022-06-02 12:00:00,29.91447145393363,
2022-06-02 13:30:00,101.87997472043367,
2022-06-02 15:00:00,85.3287561011573,
2022-06-02 15:30:30,85.3287561011573,
2022-06-02 23:59:59,101.46014176158064,c
2022-06-03 00:00:00,178.7406969231979,
2022-06-03 10:00:00,60.87148559916159,
2022-06-03 10:30:00,12.9377041619598,
2022-06-03 12:00:00,-37.30569607666757,
2022-06-03 13:30:00,-40.82192300616725,
2022-06-03 15:00:00,-15.783086756739067,
2022-06-03 15:30:30,-15.783086756739067,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,716.6920092480834,
2022-06-06 10:00:00,537.4941010132611,
2022-06-06 10:30:00,543.5965062318808,
2022-06-06 12:00:00,649.574091298472,
2022-06-06 13:30:00,744.8451027065812,
2022-06-06 15:00:00,673.1544480461148,
2022-06-06 15:30:30,673.1544480461148,
2022-06-06 23:59:59,673.4047405475774,c
2022-06-07 00:00:00,750.3018794861387,
2022-06-07 10:00:00,703.1937603391004,
2022-06-07 10:30:00,702.23772826446,
2022-06-07 12:00:00,635.4886163581998,
2022-06-07 13:30:00,594.0749102058126,
2022-06-07 15:00:00,604.5493187206148,
2022-06-07 15:30:30,604.5493187206148,u
2022-06-07 23:59:59,605.1102812528184,c
2022-06-08 00:00:00,692.7630701204737,
2022-06-08 10:00:00,711.2904101717143,
2022-06-08 10:30:00,685.7594344698073,
2022-06-08 12:00:00,689.5061198846756,
2022-06-08 13:30:00,717.2008712761353,
2022-06-08 15:00:00,773.9514612674477,
2022-06-08 15:30:30,773.9514612674477,
2022-06-08 23:59:59,756.503322977491,c
2022-06-09 00:00:00,762.7631540918555,
2022-06-09 10:00:00,777.4756322072017,
2022-06-09 10:30:00,833.4387831515564,
2022-06-09 12:00:00,846.2391486395063,
2022-06-09 13:30:00,775.396481804489,
2022-06-09 15:00:00,772.4598684986647,
2022-06-09 15:30:30,772.4598684986647,
2022-06-09 23:59:59,748.5272042984463,c
2022-06-10 00:00:00,710.4988445956847,
2022-06-10 10:00:00,841.8577278478183,
2022-06-10 10:30:00,756.2639349977278,
2022-06-10 12:00:00,874.4740969322067,
2022-06-10 13:30:00,875.5558609706295,
2022-06-10 15:00:00,863.5156607925142,
2022-06-10 15:30:30,863.5156607925142,
2022-06-10 23:59:59,881.7811237931314,w
2022-06-13 00:00:00,793.8197798273,
2022-06-13 10:00:00,889.5309397149977,
2022-06-13 10:30:00,901.7269104461502,
2022-06-13 12:00:00,924.4208881954169,
2022-06-13 13:30:00,939.417838513895,
2022-06-13 15:00:00,964.5861457300489,
2022-06-13 15:30:30,964.5861457300489,
2022-06-13 23:59:59,979.4702641542408,c
2022-06-14 00:00:00,970.6947409182826,
2022-06-14 10:00:00,692.6786799552203,
2022-06-14 10:30:00,639.4094245484191,
2022-06-14 12:00:00,637.1111041854551,
2022-06-14 13:30:00,628.4085938858943,
2022-06-14 15:00:00,487.79519317989457,
2022-06-14 15:30:30,487.79519317989457,
2022-06-14 23:59:59,530.2463097287418,c
2022-06-15 00:00:00,586.4302391557837,
2022-06-15 10:00:00,564.3352572061051,
2022-06-15 10:30:00,605.5829458097871,
2022-06-15 12:00:00,583.8512707105067,
2022-06-15 13:30:00,512.7460198728238,
2022-06-15 15:00:00,539.077310864813,
2022-06-15 15:30:30,539.077310864813,
2022-06-15 23:59:59,546.619218520483,c
2022-06-16 00:00:00,535.8461897972361,
2022-06-16 10:00:00,559.1062762233021,
2022-06-16 10:30:00,548.882242105127,
2022-06-16 12:00:00,448.59161328680057,
2022-06-16 13:30:00,365.3563078717484,
2022-06-16 15:00:00,307.1749400887609,
2022-06-16 15:30:30,307.1749400887609,
2022-06-16 23:59:59,314.9772471959436,c
2022-06-17 00:00:00,293.4858362587722,
2022-06-17 10:00:00,315.46694189695813,
2022-06-17 10:30:00,218.34274924798478,
2022-06-17 12:00:00,194.74328796619307,
2022-06-17 13:30:00,245.17230507465297,
2022-06-17 15:00:00,249.36932395811118,
2022-06-17 15:30:30,249.36932395811118,
2022-06-17 23:59:59,248.11240096858796,e
2022-06-20 00:00:00,248.11240096858796,
2022-06-20 10:00:00,248.11240096858796,
2022-06-20 10:30:00,248.11240096858796,
2022-06-20 12:00:00,248.11240096858796,
2022-06-20 13:30:00,248.11240096858796,
2022-06-20 15:00:00,248.11240096858796,
2022-06-20 15:30:30,248.11240096858796,
2022-06-20 23:59:59,248.11240096858796,c
2022-06-21 00:00:00,315.05325937172165,
2022-06-21 10:00:00,302.6509434877976,
2022-06-21 10:30:00,298.9653750127509,
2022-06-21 12:00:00,331.3119309846786,
2022-06-21 13:30:00,373.8339180825699,
2022-06-21 15:00:00,383.49369553620227,
2022-06-21 15:30:30,383.49369553620227,
2022-06-21 23:59:59,414.1499819260887,c
2022-06-22 00:00:00,427.1431100182617,
2022-06-22 10:00:00,458.82942015064896,
2022-06-22 10:30:00,437.35799686052883,
2022-06-22 12:00:00,494.7106602633635,
2022-06-22 13:30:00,473.84050802431625,
