date,AS_MSCI_DM_SC_2023_Q1,meta
2023-01-12 18:30:00,-527.0973473165135,
2023-01-12 20:00:00,-484.58038152803726,
2023-01-12 23:00:00,-484.47298727216094,
2023-01-12 23:59:59,-490.6586902866321,c
2023-01-13 00:00:00,-498.9255313580591,
2023-01-13 01:00:00,-521.5579762546342,
2023-01-13 02:30:00,-515.2544510205386,
2023-01-13 03:00:00,-521.9444614600394,
2023-01-13 18:30:00,-521.9444614600394,
2023-01-13 20:00:00,-521.9444614600394,
2023-01-13 23:00:00,-521.9444614600394,
2023-01-13 23:59:59,-526.8474076068043,w
2023-01-16 00:00:00,-545.6007872077397,
2023-01-16 01:00:00,-541.4043247767482,
2023-01-16 02:30:00,-548.8590162814038,
2023-01-16 03:00:00,-548.9144324659416,
2023-01-16 18:30:00,-552.9636457257104,
2023-01-16 20:00:00,-550.746939105616,
2023-01-16 23:00:00,-520.041748588385,
2023-01-16 23:59:59,-529.0689521258513,c
2023-01-17 00:00:00,-508.1759805105786,
2023-01-17 01:00:00,-510.4018149160162,
2023-01-17 02:30:00,-516.5295966878037,
2023-01-17 03:00:00,-519.061267534715,
2023-01-17 18:30:00,-520.626017872775,
2023-01-17 20:00:00,-542.407642344917,
2023-01-17 23:00:00,-541.5134598419726,
2023-01-17 23:59:59,-531.9048967553036,c
2023-01-18 00:00:00,-525.7814146693902,
2023-01-18 01:00:00,-513.3272220363776,
2023-01-18 02:30:00,-507.9521236732675,
2023-01-18 03:00:00,-506.78943663306035,
2023-01-18 18:30:00,-515.4193485477575,
2023-01-18 20:00:00,-497.61627484006016,
2023-01-18 23:00:00,-477.50400179919507,
2023-01-18 23:59:59,-455.71952025384593,c
2023-01-19 00:00:00,-441.99244475862844,
2023-01-19 01:00:00,-426.00406614543306,
2023-01-19 02:30:00,-426.31848312645866,
2023-01-19 03:00:00,-444.2337928129128,
2023-01-19 18:30:00,-445.5270798291759,
2023-01-19 20:00:00,-392.259340096851,
2023-01-19 23:00:00,-381.6883017428688,
2023-01-19 23:59:59,-392.31540503275863,c
2023-01-20 00:00:00,-390.0292887585861,
2023-01-20 01:00:00,-400.7357286287446,
2023-01-20 02:30:00,-413.8996862668682,
2023-01-20 03:00:00,-414.42127013261023,
2023-01-20 18:30:00,-414.42127013261023,
2023-01-20 20:00:00,-414.42127013261023,
2023-01-20 23:00:00,-414.42127013261023,
2023-01-20 23:59:59,-406.5565832574646,w
2023-01-23 00:00:00,-356.2345209752954,
2023-01-23 01:00:00,-359.207492164,
2023-01-23 02:30:00,-359.207492164,
2023-01-23 03:00:00,-359.207492164,
2023-01-23 18:30:00,-358.06337126697235,
2023-01-23 20:00:00,-340.94919418254756,
2023-01-23 23:00:00,-353.8723489961113,
2023-01-23 23:59:59,-354.4192078165085,c
2023-01-24 00:00:00,-356.13772161347435,
2023-01-24 01:00:00,-362.0380986680681,
2023-01-24 02:30:00,-362.0380986680681,
2023-01-24 03:00:00,-362.0380986680681,
2023-01-24 18:30:00,-356.1815145549758,
2023-01-24 20:00:00,-354.59349413742785,
2023-01-24 23:00:00,-296.00778197045554,
2023-01-24 23:59:59,-301.55414680075114,c
2023-01-25 00:00:00,-303.7739441664122,
2023-01-25 01:00:00,-304.0373746151124,
2023-01-25 02:30:00,-301.9218107237517,
2023-01-25 03:00:00,-300.82818712423267,
2023-01-25 18:30:00,-298.1254212028425,
2023-01-25 20:00:00,-307.4718468594587,
2023-01-25 23:00:00,-234.2215105445108,
2023-01-25 23:59:59,-228.09140553512853,c
2023-01-26 00:00:00,-262.9142780332215,
2023-01-26 01:00:00,-231.3126309131585,
2023-01-26 02:30:00,-219.39421567395266,
2023-01-26 03:00:00,-226.5215717712823,
2023-01-26 18:30:00,-250.66920558141138,
2023-01-26 20:00:00,-242.97241072280437,
2023-01-26 23:00:00,-277.4324949678133,
2023-01-26 23:59:59,-278.6848296979832,c
2023-01-27 00:00:00,-296.83987466151893,
2023-01-27 01:00:00,-312.572428745834,
2023-01-27 02:30:00,-311.0265491700495,
2023-01-27 03:00:00,-315.409634594765,
2023-01-27 18:30:00,-315.409634594765,
2023-01-27 20:00:00,-315.409634594765,
2023-01-27 23:00:00,-315.409634594765,
2023-01-27 23:59:59,-312.7276175957402,w
2023-01-30 00:00:00,-181.77483825239537,
2023-01-30 01:00:00,-179.8858510176503,
2023-01-30 02:30:00,-174.19755701325062,
2023-01-30 03:00:00,-181.42479754160564,
2023-01-30 18:30:00,-196.23374834101858,
2023-01-30 20:00:00,-131.00177951477264,
2023-01-30 23:00:00,-117.1621547122025,
2023-01-30 23:59:59,-121.7663366902951,c
2023-01-31 00:00:00,-143.18655767807118,
2023-01-31 01:00:00,-145.76276780965827,
2023-01-31 02:30:00,-151.93203279319744,
2023-01-31 03:00:00,-163.3812105607547,
2023-01-31 18:30:00,-146.28922492585212,
2023-01-31 20:00:00,-112.22081001998131,
2023-01-31 23:00:00,-103.61285243662022,
2023-01-31 23:59:59,-133.491332498794,c
2023-02-01 00:00:00,-130.06042833688045,
2023-02-01 01:00:00,-139.29320500281335,
2023-02-01 02:30:00,-130.70781231398408,
2023-02-01 03:00:00,-139.99381099593475,
2023-02-01 18:30:00,-110.6804986257499,
2023-02-01 20:00:00,-147.21780815275056,
2023-02-01 23:00:00,-136.79458765003002,
2023-02-01 23:59:59,-137.79707241670215,c
2023-02-02 00:00:00,-120.96381210446899,
2023-02-02 01:00:00,-113.96528425420013,
2023-02-02 02:30:00,-126.83523008159418,
2023-02-02 03:00:00,-125.91902721989655,
2023-02-02 18:30:00,-94.14456760462119,
2023-02-02 20:00:00,-80.85738575566617,
2023-02-02 23:00:00,-67.71560078879173,
2023-02-02 23:59:59,-76.16817396037084,c
2023-02-03 00:00:00,-83.3932854988192,
2023-02-03 01:00:00,-72.20123718288941,
2023-02-03 02:30:00,-74.85340563453398,
2023-02-03 03:00:00,-73.82394395291934,
2023-02-03 18:30:00,-73.82394395291934,
2023-02-03 20:00:00,-73.82394395291934,
2023-02-03 23:00:00,-73.82394395291934,
2023-02-03 23:59:59,-78.13424832920423,w
2023-02-06 00:00:00,-144.71596857149353,
2023-02-06 01:00:00,-147.06799806972407,
2023-02-06 02:30:00,-134.4729884073873,
2023-02-06 03:00:00,-144.14678588387665,
2023-02-06 18:30:00,-140.87489696414391,
2023-02-06 20:00:00,-78.73788368354528,
2023-02-06 23:00:00,-52.17250371339457,
2023-02-06 23:59:59,-69.37944248166028,c
2023-02-07 00:00:00,-83.10938223092626,
2023-02-07 01:00:00,-72.17752199358198,
2023-02-07 02:30:00,-71.56235273891174,
2023-02-07 03:00:00,-75.17583976831523,
2023-02-07 18:30:00,-36.166216321811014,
2023-02-07 20:00:00,-41.60085365483325,
2023-02-07 23:00:00,-3.3824048201864727,
2023-02-07 23:59:59,-4.182014603966529,c
2023-02-08 00:00:00,1.3773719875985506,
2023-02-08 01:00:00,23.593974668838193,
2023-02-08 02:30:00,28.138456657502353,
2023-02-08 03:00:00,24.555323179587354,
2023-02-08 18:30:00,17.462632602874983,
2023-02-08 20:00:00,44.55778749627718,
2023-02-08 23:00:00,-28.062714315866565,
2023-02-08 23:59:59,-21.34391118348653,c
2023-02-09 00:00:00,-42.39537307344886,
2023-02-09 01:00:00,-32.61895687628872,
2023-02-09 02:30:00,-22.455260135661046,
2023-02-09 03:00:00,-38.85245594114259,
2023-02-09 18:30:00,-37.96462805858632,
2023-02-09 20:00:00,-45.42578729841469,
2023-02-09 23:00:00,14.753071961909761,
2023-02-09 23:59:59,0.0,a
2023-02-10 00:00:00,0.23749604922819145,
2023-02-10 01:00:00,-0.15612125460461357,
2023-02-10 02:30:00,1.4424603880629405,
2023-02-10 03:00:00,6.6775648097367934,
2023-02-10 18:30:00,6.6775648097367934,
2023-02-10 20:00:00,6.6775648097367934,
2023-02-10 23:00:00,6.6775648097367934,
2023-02-10 23:59:59,1.5596219997356116,w
2023-02-13 00:00:00,-37.73158343829691,
2023-02-13 01:00:00,-62.37356416653645,
2023-02-13 02:30:00,-62.99521111974734,
2023-02-13 03:00:00,-67.08868110312768,
2023-02-13 18:30:00,-55.810776790675305,
2023-02-13 20:00:00,-25.965262842471677,
2023-02-13 23:00:00,-17.747361006390072,
2023-02-13 23:59:59,-13.990237384847646,c
2023-02-14 00:00:00,-9.191688949316145,
2023-02-14 01:00:00,-2.045641303017767,
2023-02-14 02:30:00,-2.145245794898557,
2023-02-14 03:00:00,-5.135415284752462,
2023-02-14 18:30:00,-7.743289390336756,
2023-02-14 20:00:00,-26.8576219558203,
2023-02-14 23:00:00,-30.991173118362276,
2023-02-14 23:59:59,-39.23805175961288,c
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
0,-39.23805175961288,
2023-02-15 00:00:00,-6.922439694204904,
2023-02-15 01:00:00,-13.505695750028053,
2023-02-15 02:30:00,-3.197370791508085,
2023-02-15 03:00:00,-5.7624903588159455,
2023-02-15 18:30:00,23.573628391553946,
2023-02-15 20:00:00,-3.8297229338182106,
2023-02-15 23:00:00,16.848098929319853,
2023-02-15 23:59:59,-20.649467946949308,c
2023-02-16 00:00:00,-13.525421965876063,
2023-02-16 01:00:00,-20.810246782256087,
2023-02-16 02:30:00,4.073991756168311,
2023-02-16 03:00:00,0.018821991981582187,
2023-02-16 18:30:00,-27.967198467874496,
2023-02-16 20:00:00,-21.420077675742483,
2023-02-16 23:00:00,-7.939745205976251,
2023-02-16 23:59:59,7.995668870148236,c
2023-02-17 00:00:00,-0.5248448067394094,
2023-02-17 01:00:00,3.9159439060014876,
2023-02-17 02:30:00,10.655521140256042,
2023-02-17 03:00:00,9.892402234157487,
2023-02-17 18:30:00,9.892402234157487,
2023-02-17 20:00:00,9.892402234157487,
2023-02-17 23:00:00,9.892402234157487,
2023-02-17 23:59:59,11.167234113320013,w
2023-02-20 00:00:00,53.21939489721645,
2023-02-20 01:00:00,57.45157625877756,
2023-02-20 02:30:00,42.584416076327564,
2023-02-20 03:00:00,38.74570626038919,
2023-02-20 18:30:00,84.6484359498375,
2023-02-20 20:00:00,114.47357383141721,
2023-02-20 23:00:00,72.51169654930032,
2023-02-20 23:59:59,68.28828387910318,c
2023-02-21 00:00:00,100.57493202767603,
2023-02-21 01:00:00,102.90215339358465,
2023-02-21 02:30:00,100.00880191406063,
2023-02-21 03:00:00,105.4888092544422,
2023-02-21 18:30:00,110.51031302703294,
2023-02-21 20:00:00,200.64013269515442,
2023-02-21 23:00:00,197.37754710959013,
2023-02-21 23:59:59,184.0882290041383,c
2023-02-22 00:00:00,162.01723103445698,
2023-02-22 01:00:00,162.29975437385036,
2023-02-22 02:30:00,159.52122892782972,
2023-02-22 03:00:00,157.84491330046845,
2023-02-22 18:30:00,133.66141014252497,
2023-02-22 20:00:00,154.9183525464036,
2023-02-22 23:00:00,165.38437955271706,
2023-02-22 23:59:59,153.02536081292547,c
2023-02-23 00:00:00,156.7105332726269,
2023-02-23 01:00:00,177.2705769709674,
2023-02-23 02:30:00,175.64019714450305,
2023-02-23 03:00:00,175.84938525204126,
2023-02-23 18:30:00,182.35368056455036,
2023-02-23 20:00:00,198.784835731261,
2023-02-23 23:00:00,152.47519787421376,
2023-02-23 23:59:59,158.9832788582115,c
2023-02-24 00:00:00,165.86370423013662,
2023-02-24 01:00:00,178.99851784885843,
2023-02-24 02:30:00,183.44215786732582,
2023-02-24 03:00:00,181.4008038619209,
2023-02-24 18:30:00,181.4008038619209,
2023-02-24 20:00:00,181.4008038619209,
2023-02-24 23:00:00,181.4008038619209,
2023-02-24 23:59:59,182.65557082202454,w
2023-02-27 00:00:00,205.74421606294138,
2023-02-27 01:00:00,216.01405014439572,
2023-02-27 02:30:00,215.07613394580542,
2023-02-27 03:00:00,210.99438557057724,
2023-02-27 18:30:00,156.25248596241934,
2023-02-27 20:00:00,220.39651958026892,
2023-02-27 23:00:00,196.13225065243856,
2023-02-27 23:59:59,211.42615992151642,c
2023-02-28 00:00:00,245.22661878129625,
2023-02-28 01:00:00,261.1071323212374,
2023-02-28 02:30:00,253.15891952138995,
2023-02-28 03:00:00,250.6767592812723,
2023-02-28 18:30:00,279.16392897975635,
2023-02-28 20:00:00,279.05961643521977,
2023-02-28 23:00:00,228.94729073185036,
2023-02-28 23:59:59,253.4601739267637,e
2023-03-01 00:00:00,245.55912026404079,
2023-03-01 01:00:00,246.61024487861326,
2023-03-01 02:30:00,253.29713957428177,
2023-03-01 03:00:00,252.50279038571145,
2023-03-01 18:30:00,282.75433153261156,
2023-03-01 20:00:00,267.4360148161498,
2023-03-01 23:00:00,131.25825931569017,
2023-03-01 23:59:59,92.65434072042092,c
2023-03-02 00:00:00,104.61691664340441,
2023-03-02 01:00:00,134.41545815009735,
2023-03-02 02:30:00,149.8279827222275,
2023-03-02 03:00:00,151.528527349061,
2023-03-02 18:30:00,89.48776801653196,
2023-03-02 20:00:00,59.133553557239146,
2023-03-02 23:00:00,105.01611162751433,
2023-03-02 23:59:59,108.31804428999271,c
2023-03-03 00:00:00,117.298491777431,
2023-03-03 01:00:00,103.43337888521216,
2023-03-03 02:30:00,98.22168224730083,
2023-03-03 03:00:00,97.62867793678086,
2023-03-03 18:30:00,97.62867793678086,
2023-03-03 20:00:00,97.62867793678086,
2023-03-03 23:00:00,97.62867793678086,
2023-03-03 23:59:59,97.48211981619559,w
2023-03-06 00:00:00,134.63713894767713,
2023-03-06 01:00:00,128.32849374206575,
2023-03-06 02:30:00,154.6407749755353,
2023-03-06 03:00:00,148.36412228334063,
2023-03-06 18:30:00,135.86464392547407,
2023-03-06 20:00:00,141.50243313942823,
2023-03-06 23:00:00,152.1838847260506,
2023-03-06 23:59:59,137.05950768045284,c
2023-03-07 00:00:00,168.13728703568353,
2023-03-07 01:00:00,176.80354778828368,
2023-03-07 02:30:00,170.33922652282527,
2023-03-07 03:00:00,166.27364285438526,
2023-03-07 18:30:00,164.61044888714153,
2023-03-07 20:00:00,244.75563502085768,
2023-03-07 23:00:00,192.76382278426195,
2023-03-07 23:59:59,187.45270594448482,c
2023-03-08 00:00:00,182.28214126443893,
2023-03-08 01:00:00,191.35682875956013,
2023-03-08 02:30:00,195.64120870807008,
2023-03-08 03:00:00,190.99076972534792,
2023-03-08 18:30:00,209.908245398724,
2023-03-08 20:00:00,260.260337964666,
2023-03-08 23:00:00,334.9446246646073,
2023-03-08 23:59:59,323.4041492605279,c
2023-03-09 00:00:00,340.58729221087094,
2023-03-09 01:00:00,348.89031975156587,
2023-03-09 02:30:00,352.29515070258316,
2023-03-09 03:00:00,352.1916866861995,
2023-03-09 18:30:00,352.1916866861995,
2023-03-09 20:00:00,339.4674630475481,
2023-03-09 23:00:00,350.14356215232897,
2023-03-09 23:59:59,344.6736817884824,c
2023-03-10 00:00:00,353.3360103330614,
2023-03-10 01:00:00,350.80585319249917,
2023-03-10 02:30:00,351.979936170408,
2023-03-10 03:00:00,348.4684105530105,
2023-03-10 18:30:00,348.4684105530105,
2023-03-10 20:00:00,348.4684105530105,
2023-03-10 23:00:00,348.4684105530105,
2023-03-10 23:59:59,352.3704197957835,w
2023-03-13 00:00:00,352.3704197957835,
2023-03-13 01:00:00,352.3704197957835,
2023-03-13 02:30:00,352.3704197957835,
2023-03-13 03:00:00,352.3704197957835,
2023-03-13 18:30:00,352.3704197957835,
2023-03-13 20:00:00,352.3704197957835,
2023-03-13 23:00:00,352.3704197957835,
2023-03-13 23:59:59,352.3704197957835,c
2023-03-14 00:00:00,352.3704197957835,
2023-03-14 01:00:00,352.3704197957835,
2023-03-14 02:30:00,352.3704197957835,
2023-03-14 03:00:00,352.3704197957835,
2023-03-14 18:30:00,352.3704197957835,
2023-03-14 20:00:00,352.3704197957835,
2023-03-14 23:00:00,352.3704197957835,
2023-03-14 23:59:59,352.3704197957835,c
2023-03-15 00:00:00,352.3704197957835,
2023-03-15 01:00:00,352.3704197957835,
2023-03-15 02:30:00,352.3704197957835,
2023-03-15 03:00:00,352.3704197957835,
2023-03-15 18:30:00,352.3704197957835,
2023-03-15 20:00:00,352.3704197957835,
2023-03-15 23:00:00,352.3704197957835,
2023-03-15 23:59:59,352.3704197957835,c
2023-03-16 00:00:00,352.3704197957835,
2023-03-16 01:00:00,352.3704197957835,
2023-03-16 02:30:00,352.3704197957835,
2023-03-16 03:00:00,352.3704197957835,
2023-03-16 18:30:00,352.3704197957835,
2023-03-16 20:00:00,352.3704197957835,
2023-03-16 23:00:00,352.3704197957835,
2023-03-16 23:59:59,352.3704197957835,c
2023-03-17 00:00:00,352.3704197957835,
2023-03-17 01:00:00,352.3704197957835,
2023-03-17 02:30:00,352.3704197957835,
2023-03-17 03:00:00,352.3704197957835,
2023-03-17 18:30:00,352.3704197957835,
2023-03-17 20:00:00,352.3704197957835,
2023-03-17 23:00:00,352.3704197957835,
2023-03-17 23:59:59,352.3704197957835,w
2023-03-20 00:00:00,352.3704197957835,
2023-03-20 01:00:00,352.3704197957835,
2023-03-20 02:30:00,352.3704197957835,
2023-03-20 03:00:00,352.3704197957835,
2023-03-20 18:30:00,352.3704197957835,
2023-03-20 20:00:00,352.3704197957835,
2023-03-20 23:00:00,352.3704197957835,
2023-03-20 23:59:59,352.3704197957835,c
2023-03-21 00:00:00,352.3704197957835,
2023-03-21 01:00:00,352.3704197957835,
2023-03-21 02:30:00,352.3704197957835,
2023-03-21 03:00:00,352.3704197957835,
2023-03-21 18:30:00,352.3704197957835,
2023-03-21 20:00:00,352.3704197957835,
2023-03-21 23:00:00,352.3704197957835,
2023-03-21 23:59:59,352.3704197957835,c
2023-03-22 00:00:00,352.3704197957835,
2023-03-22 01:00:00,352.3704197957835,
2023-03-22 02:30:00,352.3704197957835,
2023-03-22 03:00:00,352.3704197957835,
2023-03-22 18:30:00,352.3704197957835,
2023-03-22 20:00:00,352.3704197957835,
2023-03-22 23:00:00,352.3704197957835,
2023-03-22 23:59:59,352.3704197957835,c
2023-03-23 00:00:00,352.3704197957835,
2023-03-23 01:00:00,352.3704197957835,
2023-03-23 02:30:00,352.3704197957835,
2023-03-23 03:00:00,352.3704197957835,
2023-03-23 18:30:00,352.3704197957835,
2023-03-23 20:00:00,352.3704197957835,
2023-03-23 23:00:00,352.3704197957835,
2023-03-23 23:59:59,352.3704197957835,c
2023-03-24 00:00:00,352.3704197957835,
2023-03-24 01:00:00,352.3704197957835,
2023-03-24 02:30:00,352.3704197957835,
2023-03-24 03:00:00,352.3704197957835,
2023-03-24 18:30:00,352.3704197957835,
2023-03-24 20:00:00,352.3704197957835,
2023-03-24 23:00:00,352.3704197957835,
2023-03-24 23:59:59,352.3704197957835,w
2023-03-27 00:00:00,352.3704197957835,
2023-03-27 01:00:00,352.3704197957835,
2023-03-27 02:30:00,352.3704197957835,
2023-03-27 03:00:00,352.3704197957835,
2023-03-27 18:30:00,352.3704197957835,
2023-03-27 20:00:00,352.3704197957835,
2023-03-27 23:00:00,352.3704197957835,
2023-03-27 23:59:59,352.3704197957835,c
2023-03-28 00:00:00,352.3704197957835,
2023-03-28 01:00:00,352.3704197957835,
2023-03-28 02:30:00,352.3704197957835,
2023-03-28 03:00:00,352.3704197957835,
2023-03-28 18:30:00,352.3704197957835,
2023-03-28 20:00:00,352.3704197957835,
2023-03-28 23:00:00,352.3704197957835,
2023-03-28 23:59:59,352.3704197957835,c
