date,SPYD_2021_Q3,meta
2021-07-02 00:00:00,-51.450096172275266,
2021-07-02 10:00:00,-51.21014886942612,
2021-07-02 10:30:00,-54.25916574508278,
2021-07-02 12:00:00,-43.018705507936716,
2021-07-02 13:30:00,-49.07334857552212,
2021-07-02 15:00:00,-47.33041734210428,
2021-07-02 15:30:30,-47.33041734210428,
2021-07-02 23:59:59,-46.127001461885015,w
2021-07-05 00:00:00,-46.127001461885015,
2021-07-05 10:00:00,-46.127001461885015,
2021-07-05 10:30:00,-46.127001461885015,
2021-07-05 12:00:00,-46.127001461885015,
2021-07-05 13:30:00,-46.127001461885015,
2021-07-05 15:00:00,-46.127001461885015,
2021-07-05 15:30:30,-46.127001461885015,
2021-07-05 23:59:59,-46.127001461885015,c
2021-07-06 00:00:00,-35.21264944084908,
2021-07-06 10:00:00,-32.64298950106627,
2021-07-06 10:30:00,-27.243989632760076,
2021-07-06 12:00:00,-22.50266614312841,
2021-07-06 13:30:00,-19.81665005331172,
2021-07-06 15:00:00,-13.471058151347279,
2021-07-06 15:30:30,-13.471058151347279,
2021-07-06 23:59:59,-9.49261054315366,c
2021-07-07 00:00:00,-0.2848187409218781,
2021-07-07 10:00:00,5.905281480461326,
2021-07-07 10:30:00,23.150241679747865,
2021-07-07 12:00:00,21.259319490626012,
2021-07-07 13:30:00,14.910932091958784,
2021-07-07 15:00:00,8.204016608421739,
2021-07-07 15:30:30,8.204016608421739,
2021-07-07 23:59:59,14.206150321555697,c
2021-07-08 00:00:00,32.6574611996748,
2021-07-08 10:00:00,54.199284505700575,
2021-07-08 10:30:00,30.288223522322824,
2021-07-08 12:00:00,13.26414592470303,
2021-07-08 13:30:00,15.236590315493572,
2021-07-08 15:00:00,30.411014413450403,
2021-07-08 15:30:30,30.411014413450403,
2021-07-08 23:59:59,24.357675183771562,c
2021-07-09 00:00:00,-4.240609684944502,
2021-07-09 10:00:00,0.19494015354450767,
2021-07-09 10:30:00,-10.708578942418626,
2021-07-09 12:00:00,-10.201565196699107,
2021-07-09 13:30:00,-17.948344287904888,
2021-07-09 15:00:00,-18.25742762368975,
2021-07-09 15:30:30,-18.25742762368975,
2021-07-09 23:59:59,-21.536257992856576,w
2021-07-12 00:00:00,-18.344094192151033,
2021-07-12 10:00:00,-30.595377220137607,
2021-07-12 10:30:00,-37.39133804558264,
2021-07-12 12:00:00,-48.49130856854208,
2021-07-12 13:30:00,-43.738318966881025,
2021-07-12 15:00:00,-51.17903843900626,
2021-07-12 15:30:30,-51.17903843900626,
2021-07-12 23:59:59,-46.59374779560562,c
2021-07-13 00:00:00,-45.873658642865735,
2021-07-13 10:00:00,-35.25392898883251,
2021-07-13 10:30:00,-24.61565000027565,
2021-07-13 12:00:00,-33.95751531232224,
2021-07-13 13:30:00,-37.91276236349438,
2021-07-13 15:00:00,-38.688348571552865,
2021-07-13 15:30:30,-38.688348571552865,
2021-07-13 23:59:59,-34.21962208194975,c
2021-07-14 00:00:00,-38.808381881900914,
2021-07-14 10:00:00,-53.61448934466546,
2021-07-14 10:30:00,-43.75291478636734,
2021-07-14 12:00:00,-18.795152929910273,
2021-07-14 13:30:00,-26.23554324164263,
2021-07-14 15:00:00,-19.322060172556007,
2021-07-14 15:30:30,-19.322060172556007,
2021-07-14 23:59:59,-17.04127156947959,c
2021-07-15 00:00:00,-20.841869030521252,
2021-07-15 10:00:00,-20.29656211365716,
2021-07-15 10:30:00,-18.58903794835328,
2021-07-15 12:00:00,-27.602790853341958,
2021-07-15 13:30:00,-8.548994328597928,
2021-07-15 15:00:00,-3.03894274236427,
2021-07-15 15:30:30,-3.03894274236427,
2021-07-15 23:59:59,-2.223823047670294,c
2021-07-16 00:00:00,-9.078968107726268,
2021-07-16 10:00:00,1.9168091744653566,
2021-07-16 10:30:00,9.032019754286239,
2021-07-16 12:00:00,14.074857970583139,
2021-07-16 13:30:00,30.75146750072895,
2021-07-16 15:00:00,44.08935148731666,
2021-07-16 15:30:30,44.08935148731666,
2021-07-16 23:59:59,41.57724873790846,w
2021-07-19 00:00:00,77.12065816417055,
2021-07-19 10:00:00,97.8763160228757,
2021-07-19 10:30:00,89.2064647979696,
2021-07-19 12:00:00,57.30841189896364,
2021-07-19 13:30:00,61.74352667419976,
2021-07-19 15:00:00,71.28305958150588,
2021-07-19 15:30:30,71.28305958150588,
2021-07-19 23:59:59,78.08702432787504,c
2021-07-20 00:00:00,86.66310051832829,
2021-07-20 10:00:00,89.82825316446178,
2021-07-20 10:30:00,57.52032692506975,
2021-07-20 12:00:00,39.5474483085095,
2021-07-20 13:30:00,29.0336487628565,
2021-07-20 15:00:00,23.81045620235875,
2021-07-20 15:30:30,23.81045620235875,
2021-07-20 23:59:59,19.933033180436723,c
2021-07-21 00:00:00,-6.798638507220971,
2021-07-21 10:00:00,-37.10552060432701,
2021-07-21 10:30:00,-39.81240840989983,
2021-07-21 12:00:00,-41.563954614435715,
2021-07-21 13:30:00,-53.187523901226086,
2021-07-21 15:00:00,-42.594584279290075,
2021-07-21 15:30:30,-42.594584279290075,
2021-07-21 23:59:59,-44.04255616661305,c
2021-07-22 00:00:00,-50.98613478993491,
2021-07-22 10:00:00,-32.86050281369194,
2021-07-22 10:30:00,-34.282551923454434,
2021-07-22 12:00:00,-20.530573593804434,
2021-07-22 13:30:00,-27.985686120424134,
2021-07-22 15:00:00,-29.539662646178613,
2021-07-22 15:30:30,-29.539662646178613,
2021-07-22 23:59:59,-23.152580552317318,c
2021-07-23 00:00:00,-39.16702473812518,
2021-07-23 10:00:00,-17.227588175244932,
2021-07-23 10:30:00,-25.559763570474274,
2021-07-23 12:00:00,-3.0251811040230905,
2021-07-23 13:30:00,5.01623887644962,
2021-07-23 15:00:00,-1.3859315772393757,
2021-07-23 15:30:30,-1.3859315772393757,
2021-07-23 23:59:59,0.0,a
2021-07-26 00:00:00,-9.189862153372587,
2021-07-26 10:00:00,-17.35831311244931,
2021-07-26 10:30:00,-22.61152956288231,
2021-07-26 12:00:00,-7.992332035615277,
2021-07-26 13:30:00,-3.3666940061282276,
2021-07-26 15:00:00,-7.0904984066255565,
2021-07-26 15:30:30,-7.0904984066255565,
2021-07-26 23:59:59,-19.744136084682964,c
2021-07-27 00:00:00,-0.6808157077804253,
2021-07-27 10:00:00,19.987328777446123,
2021-07-27 10:30:00,17.492581083632786,
2021-07-27 12:00:00,38.8377931683541,
2021-07-27 13:30:00,44.81334693957683,
2021-07-27 15:00:00,30.580809480558628,
2021-07-27 15:30:30,30.580809480558628,
2021-07-27 23:59:59,30.20915702422326,c
2021-07-28 00:00:00,30.641480705530967,
2021-07-28 10:00:00,34.797618971911675,
2021-07-28 10:30:00,54.34356611694625,
2021-07-28 12:00:00,24.121870977796448,
2021-07-28 13:30:00,18.442487815880213,
2021-07-28 15:00:00,20.034111490693476,
2021-07-28 15:30:30,20.034111490693476,
2021-07-28 23:59:59,31.114400627537634,c
2021-07-29 00:00:00,14.349467481692045,
2021-07-29 10:00:00,35.128100182872004,
2021-07-29 10:30:00,20.991256779000082,
2021-07-29 12:00:00,13.970028629300373,
2021-07-29 13:30:00,16.261856459437467,
2021-07-29 15:00:00,19.984164657114547,
2021-07-29 15:30:30,19.984164657114547,
2021-07-29 23:59:59,23.21995097783804,c
2021-07-30 00:00:00,26.789524934135557,
2021-07-30 10:00:00,17.64855741455915,
2021-07-30 10:30:00,17.850019253590858,
2021-07-30 12:00:00,31.871051170345822,
2021-07-30 13:30:00,33.355562461565114,
2021-07-30 15:00:00,17.144624640753023,
2021-07-30 15:30:30,17.144624640753023,
2021-07-30 23:59:59,16.02958858880811,e
2021-08-02 00:00:00,1.7371642298970755,
2021-08-02 10:00:00,-24.27672360252518,
2021-08-02 10:30:00,2.0493670687465055,
2021-08-02 12:00:00,26.648088194446814,
2021-08-02 13:30:00,17.29458420730964,
2021-08-02 15:00:00,18.5589885025596,
2021-08-02 15:30:30,18.5589885025596,
2021-08-02 23:59:59,28.211355183450337,c
2021-08-03 00:00:00,25.7069217200941,
2021-08-03 10:00:00,52.97236553383766,
2021-08-03 10:30:00,45.364200139013406,
2021-08-03 12:00:00,35.30933476200221,
2021-08-03 13:30:00,38.91623990027324,
2021-08-03 15:00:00,27.600511836375745,
2021-08-03 15:30:30,27.600511836375745,
2021-08-03 23:59:59,22.8946842496307,c
2021-08-04 00:00:00,39.27556699360218,
2021-08-04 10:00:00,33.75360802098271,
2021-08-04 10:30:00,9.073832840934983,
2021-08-04 12:00:00,21.969207988097764,
2021-08-04 13:30:00,20.13682776812243,
2021-08-04 15:00:00,27.378207409787024,
2021-08-04 15:30:30,27.378207409787024,
2021-08-04 23:59:59,26.472295395032802,c
2021-08-05 00:00:00,-20.745683997041965,
2021-08-05 10:00:00,-48.29708166625676,
2021-08-05 10:30:00,-52.22814378843702,
2021-08-05 12:00:00,-70.4419833638159,
2021-08-05 13:30:00,-68.7995605792637,
2021-08-05 15:00:00,-75.67770080511832,
2021-08-05 15:30:30,-75.67770080511832,
2021-08-05 23:59:59,-79.13835724971102,c
2021-08-06 00:00:00,-111.37248450586208,
2021-08-06 10:00:00,-121.60788456152824,
2021-08-06 10:30:00,-113.96223667709319,
2021-08-06 12:00:00,-114.85503972175093,
2021-08-06 13:30:00,-106.64929616365987,
2021-08-06 15:00:00,-103.98028551143261,
2021-08-06 15:30:30,-103.98028551143261,
2021-08-06 23:59:59,-106.18940733697525,w
2021-08-09 00:00:00,-96.12129332390975,
2021-08-09 10:00:00,-103.86510161519413,
2021-08-09 10:30:00,-99.19419934405755,
2021-08-09 12:00:00,-112.75428569093629,
2021-08-09 13:30:00,-123.4169455525294,
2021-08-09 15:00:00,-122.73070521602631,
2021-08-09 15:30:30,-122.73070521602631,
2021-08-09 23:59:59,-110.15245926464524,c
2021-08-10 00:00:00,-117.47909170679611,
2021-08-10 10:00:00,-146.98392326505075,
2021-08-10 10:30:00,-160.0756860762392,
2021-08-10 12:00:00,-159.19264711675612,
2021-08-10 13:30:00,-161.35444240782635,
2021-08-10 15:00:00,-151.5320904029798,
2021-08-10 15:30:30,-151.5320904029798,
2021-08-10 23:59:59,-146.8421711730266,c
2021-08-11 00:00:00,-152.21874629599068,
2021-08-11 10:00:00,-141.71737699753612,
2021-08-11 10:30:00,-141.74112527425712,
2021-08-11 12:00:00,-142.68329501043655,
2021-08-11 13:30:00,-149.81349783350498,
2021-08-11 15:00:00,-151.05323284260595,
2021-08-11 15:30:30,-151.05323284260595,
2021-08-11 23:59:59,-153.27145619605045,c
2021-08-12 00:00:00,-159.44027805838664,
2021-08-12 10:00:00,-151.32155028719308,
2021-08-12 10:30:00,-146.88413980683623,
2021-08-12 12:00:00,-151.59882319627178,
2021-08-12 13:30:00,-144.4601263899704,
2021-08-12 15:00:00,-147.85091192401842,
2021-08-12 15:30:30,-147.85091192401842,
2021-08-12 23:59:59,-147.60943490240254,c
2021-08-13 00:00:00,-141.55239181545693,
2021-08-13 10:00:00,-137.14405435655215,
2021-08-13 10:30:00,-131.51908564405215,
2021-08-13 12:00:00,-129.61010864481165,
2021-08-13 13:30:00,-129.0639070619452,
2021-08-13 15:00:00,-118.23466879160378,
2021-08-13 15:30:30,-118.23466879160378,
2021-08-13 23:59:59,-119.8394906227328,w
