date,MSCI_CAD_2022_Q2,meta
2022-04-07 00:00:00,-484.36450890629055,
2022-04-07 10:00:00,-479.8697269828093,
2022-04-07 10:30:00,-467.8418092689649,
2022-04-07 12:00:00,-488.8491834130166,
2022-04-07 13:30:00,-462.5499363719247,
2022-04-07 15:00:00,-475.0054485661376,
2022-04-07 15:30:30,-475.0054485661376,
2022-04-07 23:59:59,-465.5202331676544,c
2022-04-08 00:00:00,-456.10729803883737,
2022-04-08 10:00:00,-387.44869349305384,
2022-04-08 10:30:00,-366.22884128270505,
2022-04-08 12:00:00,-423.43157095269476,
2022-04-08 13:30:00,-397.5027184239061,
2022-04-08 15:00:00,-373.0307956970588,
2022-04-08 15:30:30,-373.0307956970588,
2022-04-08 23:59:59,-348.7623713643843,w
2022-04-11 00:00:00,-384.6781280117516,
2022-04-11 10:00:00,-426.39584912697285,
2022-04-11 10:30:00,-434.4114788329416,
2022-04-11 12:00:00,-397.49287112001605,
2022-04-11 13:30:00,-422.12336301548635,
2022-04-11 15:00:00,-435.18779964431303,
2022-04-11 15:30:30,-435.18779964431303,
2022-04-11 23:59:59,-461.74165498603236,c
2022-04-12 00:00:00,-428.25747712251666,
2022-04-12 10:00:00,-451.631792594217,
2022-04-12 10:30:00,-427.22335277747845,
2022-04-12 12:00:00,-428.50471464764905,
2022-04-12 13:30:00,-416.75836268242335,
2022-04-12 15:00:00,-390.87547463627925,
2022-04-12 15:30:30,-390.87547463627925,
2022-04-12 23:59:59,-386.44144062712917,c
2022-04-13 00:00:00,-403.63080261903485,
2022-04-13 10:00:00,-415.4207308464496,
2022-04-13 10:30:00,-399.52770156095335,
2022-04-13 12:00:00,-416.9982895925808,
2022-04-13 13:30:00,-386.4932602834475,
2022-04-13 15:00:00,-383.72334498059183,
2022-04-13 15:30:30,-383.72334498059183,
2022-04-13 23:59:59,-375.64455448822605,c
2022-04-14 00:00:00,-393.72915930344277,
2022-04-14 10:00:00,-399.33846863148415,
2022-04-14 10:30:00,-386.6433164493536,
2022-04-14 12:00:00,-392.8901433254483,
2022-04-14 13:30:00,-385.40939272551054,
2022-04-14 15:00:00,-425.03206068130953,
2022-04-14 15:30:30,-425.03206068130953,
2022-04-14 23:59:59,-418.61224572673655,c
2022-04-15 00:00:00,-418.61224572673655,
2022-04-15 10:00:00,-418.61224572673655,
2022-04-15 10:30:00,-418.61224572673655,
2022-04-15 12:00:00,-418.61224572673655,
2022-04-15 13:30:00,-418.61224572673655,
2022-04-15 15:00:00,-418.61224572673655,
2022-04-15 15:30:30,-418.61224572673655,
2022-04-15 23:59:59,-418.61224572673655,w
2022-04-18 00:00:00,-347.39385563474275,
2022-04-18 10:00:00,-347.39385563474275,
2022-04-18 10:30:00,-347.39385563474275,
2022-04-18 12:00:00,-279.9628340477301,
2022-04-18 13:30:00,-246.32180284853303,
2022-04-18 15:00:00,-238.61831041719472,
2022-04-18 15:30:30,-238.61831041719472,s
2022-04-18 23:59:59,-208.51924162089233,c
2022-04-19 00:00:00,-268.8193232427501,
2022-04-19 10:00:00,-225.73909568821443,
2022-04-19 10:30:00,-232.00199674813507,
2022-04-19 12:00:00,-293.7686163454731,
2022-04-19 13:30:00,-291.6875367536809,
2022-04-19 15:00:00,-335.73650088160343,
2022-04-19 15:30:30,-335.73650088160343,
2022-04-19 23:59:59,-345.1709712215543,c
2022-04-20 00:00:00,-313.2918694285095,
2022-04-20 10:00:00,-329.8129729062258,
2022-04-20 10:30:00,-330.24657259046364,
2022-04-20 12:00:00,-329.5927789828703,
2022-04-20 13:30:00,-319.6523890777971,
2022-04-20 15:00:00,-318.7521212621574,
2022-04-20 15:30:30,-318.7521212621574,
2022-04-20 23:59:59,-309.1402995545468,c
2022-04-21 00:00:00,-302.2857543179482,
2022-04-21 10:00:00,-353.4655716268105,
2022-04-21 10:30:00,-353.84436172463677,
2022-04-21 12:00:00,-323.55239279490627,
2022-04-21 13:30:00,-330.38807002954854,
2022-04-21 15:00:00,-338.8383218681778,
2022-04-21 15:30:30,-338.8383218681778,
2022-04-21 23:59:59,-354.07500855527326,c
2022-04-22 00:00:00,-351.5320094549596,
2022-04-22 10:00:00,-330.1985151976254,
2022-04-22 10:30:00,-363.60604320189873,
2022-04-22 12:00:00,-376.18635290317627,
2022-04-22 13:30:00,-353.49618075204603,
2022-04-22 15:00:00,-352.03879418028646,
2022-04-22 15:30:30,-352.03879418028646,
2022-04-22 23:59:59,-315.77775416915836,w
2022-04-25 00:00:00,-394.8062466597985,
2022-04-25 10:00:00,-352.42053662620697,
2022-04-25 10:30:00,-360.8139193166443,
2022-04-25 12:00:00,-377.2531062335469,
2022-04-25 13:30:00,-399.2890350109135,
2022-04-25 15:00:00,-378.96517587106337,
2022-04-25 15:30:30,-378.96517587106337,
