date,KB_FAM_2021_Q3,meta
2021-08-20 00:00:00,-13.453216658800784,
2021-08-20 10:00:00,12.539496167041307,
2021-08-20 10:30:00,15.387101102511451,
2021-08-20 12:00:00,13.941052628191073,
2021-08-20 13:30:00,2.980459342295262,
2021-08-20 15:00:00,7.28758972741457,
2021-08-20 15:30:30,7.28758972741457,
2021-08-20 23:59:59,6.503707713592576,w
2021-08-23 00:00:00,-61.92262098074798,
2021-08-23 10:00:00,-61.32424328256525,
2021-08-23 10:30:00,-66.00923310204485,
2021-08-23 12:00:00,-88.67871380509905,
2021-08-23 13:30:00,-84.64134759698459,
2021-08-23 15:00:00,-82.39904007414111,
2021-08-23 15:30:30,-82.39904007414111,
2021-08-23 23:59:59,-73.10072279929409,c
2021-08-24 00:00:00,-87.59232361318618,
2021-08-24 10:00:00,-67.58305881098204,
2021-08-24 10:30:00,-64.8515093036217,
2021-08-24 12:00:00,-65.4992618016031,
2021-08-24 13:30:00,-68.83910727583975,
2021-08-24 15:00:00,-63.07161016715645,
2021-08-24 15:30:30,-63.07161016715645,
2021-08-24 23:59:59,-59.43356162843497,c
2021-08-25 00:00:00,-57.40563350212983,
2021-08-25 10:00:00,-69.46115047974217,
2021-08-25 10:30:00,-77.40499130519856,
2021-08-25 12:00:00,-81.15535752147957,
2021-08-25 13:30:00,-78.4890290510341,
2021-08-25 15:00:00,-93.19400448106808,
2021-08-25 15:30:30,-93.19400448106808,
2021-08-25 23:59:59,-98.63493212751905,c
2021-08-26 00:00:00,-109.99843271509417,
2021-08-26 10:00:00,-112.82792769181447,
2021-08-26 10:30:00,-109.9661937840674,
2021-08-26 12:00:00,-105.76540437291942,
2021-08-26 13:30:00,-105.12589140296996,
2021-08-26 15:00:00,-101.7951222764791,
2021-08-26 15:30:30,-101.7951222764791,
2021-08-26 23:59:59,-100.81171758727328,c
2021-08-27 00:00:00,-94.27864409094514,
2021-08-27 10:00:00,-108.95722806141225,
2021-08-27 10:30:00,-116.31191679332574,
2021-08-27 12:00:00,-119.72062118522831,
2021-08-27 13:30:00,-127.74490973028674,
2021-08-27 15:00:00,-120.82244126767682,
2021-08-27 15:30:30,-120.82244126767682,
2021-08-27 23:59:59,-117.3314862768334,w
2021-08-30 00:00:00,-88.60950557822798,
2021-08-30 10:00:00,-82.40676896485684,
2021-08-30 10:30:00,-100.80199099517927,
2021-08-30 12:00:00,-105.35425808825721,
2021-08-30 13:30:00,-99.24460591852016,
2021-08-30 15:00:00,-93.6398852763507,
2021-08-30 15:30:30,-93.6398852763507,
2021-08-30 23:59:59,-108.66071014985368,c
2021-08-31 00:00:00,-105.11921268405104,
2021-08-31 10:00:00,-89.33782462979548,
2021-08-31 10:30:00,-102.44301577465012,
2021-08-31 12:00:00,-102.33862583398877,
2021-08-31 13:30:00,-79.29265340940515,
2021-08-31 15:00:00,-72.94526665355147,
2021-08-31 15:30:30,-72.94526665355147,s
2021-08-31 23:59:59,-80.16897582926777,c
2021-09-01 00:00:00,-74.6467917375171,
2021-09-01 10:00:00,-63.35663507910613,
2021-09-01 10:30:00,-56.24374403165871,
2021-09-01 12:00:00,-59.430505292461476,
2021-09-01 13:30:00,-56.70824045287327,
2021-09-01 15:00:00,-51.604972964471244,
2021-09-01 15:30:30,-51.604972964471244,
2021-09-01 23:59:59,-57.13202568518727,c
2021-09-02 00:00:00,-57.321555952121344,
2021-09-02 10:00:00,-54.37379930052248,
2021-09-02 10:30:00,-52.75229378025938,
2021-09-02 12:00:00,-44.7484246764177,
2021-09-02 13:30:00,-37.436903957692266,
2021-09-02 15:00:00,-48.425591490548186,
2021-09-02 15:30:30,-48.425591490548186,
2021-09-02 23:59:59,-43.81341950351225,c
2021-09-03 00:00:00,-38.864179896716905,
2021-09-03 10:00:00,-22.908802383000193,
2021-09-03 10:30:00,-27.15513386683847,
2021-09-03 12:00:00,-24.53331112056344,
2021-09-03 13:30:00,-25.829739978888938,
2021-09-03 15:00:00,-35.88702942695977,
2021-09-03 15:30:30,-35.88702942695977,
2021-09-03 23:59:59,-45.31547484019893,w
2021-09-06 00:00:00,-45.31547484019893,
2021-09-06 10:00:00,-45.31547484019893,
2021-09-06 10:30:00,-45.31547484019893,
2021-09-06 12:00:00,-45.31547484019893,
2021-09-06 13:30:00,-45.31547484019893,
2021-09-06 15:00:00,-45.31547484019893,
2021-09-06 15:30:30,-45.31547484019893,
2021-09-06 23:59:59,-45.31547484019893,c
2021-09-07 00:00:00,-48.94351005710064,
2021-09-07 10:00:00,-50.22817175704722,
2021-09-07 10:30:00,-54.66680427265169,
2021-09-07 12:00:00,-65.63841355121485,
2021-09-07 13:30:00,-58.10232260902376,
2021-09-07 15:00:00,-59.76473515306725,
2021-09-07 15:30:30,-59.76473515306725,
2021-09-07 23:59:59,-59.34597269206779,c
2021-09-08 00:00:00,-43.89968545766669,
2021-09-08 10:00:00,-33.75819187733464,
2021-09-08 10:30:00,-46.50124562701262,
2021-09-08 12:00:00,-56.68067399353458,
2021-09-08 13:30:00,-66.92997150420138,
2021-09-08 15:00:00,-57.65713233838483,
2021-09-08 15:30:30,-57.65713233838483,
2021-09-08 23:59:59,-64.49715480711552,c
2021-09-09 00:00:00,-68.13854305851555,
2021-09-09 10:00:00,-70.06244840649401,
2021-09-09 10:30:00,-60.011897653466576,
2021-09-09 12:00:00,-55.85642905867826,
2021-09-09 13:30:00,-46.35907253550158,
2021-09-09 15:00:00,-46.06230477165627,
2021-09-09 15:30:30,-46.06230477165627,
2021-09-09 23:59:59,-28.39019668123524,c
2021-09-10 00:00:00,-33.46394841739061,
2021-09-10 10:00:00,-8.984649456507896,
2021-09-10 10:30:00,-11.229768063578604,
2021-09-10 12:00:00,-12.92405385088614,
2021-09-10 13:30:00,-11.88529928133471,
2021-09-10 15:00:00,-7.8358072147589155,
2021-09-10 15:30:30,-7.8358072147589155,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,1.4551013115262776,
2021-09-13 10:00:00,11.206021460033753,
2021-09-13 10:30:00,31.592800323184974,
2021-09-13 12:00:00,20.667183218781247,
2021-09-13 13:30:00,33.664832219269556,
2021-09-13 15:00:00,34.83531554153683,
2021-09-13 15:30:30,34.83531554153683,
2021-09-13 23:59:59,28.75343940153789,c
2021-09-14 00:00:00,19.418952909825748,
2021-09-14 10:00:00,19.96790719684668,
2021-09-14 10:30:00,26.10169565749561,
2021-09-14 12:00:00,32.17794813393721,
2021-09-14 13:30:00,28.383429668084318,
2021-09-14 15:00:00,39.9427007558063,
2021-09-14 15:30:30,39.9427007558063,
2021-09-14 23:59:59,35.738516821858866,c
2021-09-15 00:00:00,48.311214369497975,
2021-09-15 10:00:00,36.39446483676056,
2021-09-15 10:30:00,40.155437233495604,
2021-09-15 12:00:00,24.59270120174847,
2021-09-15 13:30:00,22.98648217025334,
2021-09-15 15:00:00,22.824294635460546,
2021-09-15 15:30:30,22.824294635460546,
2021-09-15 23:59:59,24.43061891838488,c
2021-09-16 00:00:00,29.994902433154948,
2021-09-16 10:00:00,15.490599428060023,
2021-09-16 10:30:00,12.715971266958377,
2021-09-16 12:00:00,-0.2290500396745756,
2021-09-16 13:30:00,-11.331704665044981,
2021-09-16 15:00:00,-18.294455005782083,
2021-09-16 15:30:30,-18.294455005782083,
2021-09-16 23:59:59,-14.119389435371886,c
2021-09-17 00:00:00,-13.810074805188378,
2021-09-17 10:00:00,-26.889163505647275,
2021-09-17 10:30:00,-19.592960304786402,
2021-09-17 12:00:00,-28.515503867575262,
2021-09-17 13:30:00,-21.633951900179,
2021-09-17 15:00:00,-38.39888588333292,
2021-09-17 15:30:30,-38.39888588333292,
2021-09-17 23:59:59,-50.134414752842304,e
2021-09-20 00:00:00,-34.49251419105576,
2021-09-20 10:00:00,-36.14829311212975,
2021-09-20 10:30:00,-39.41605802844492,
2021-09-20 12:00:00,-29.57357714277373,
2021-09-20 13:30:00,-30.187118483893983,
2021-09-20 15:00:00,-22.892272827414672,
2021-09-20 15:30:30,-22.892272827414672,
2021-09-20 23:59:59,-38.570389328893725,c
2021-09-21 00:00:00,-45.70625615621816,
2021-09-21 10:00:00,-50.67530102912883,
2021-09-21 10:30:00,-43.739348198974994,
2021-09-21 12:00:00,-39.83737274577629,
2021-09-21 13:30:00,-38.34816077103096,
2021-09-21 15:00:00,-42.348451864524804,
2021-09-21 15:30:30,-42.348451864524804,
2021-09-21 23:59:59,-27.629006973358173,c
2021-09-22 00:00:00,-40.71035378688339,
2021-09-22 10:00:00,-59.89835708228452,
2021-09-22 10:30:00,-56.7371402798542,
2021-09-22 12:00:00,-71.28399638016117,
2021-09-22 13:30:00,-76.62293437809194,
2021-09-22 15:00:00,-89.65951292114528,
2021-09-22 15:30:30,-89.65951292114528,
2021-09-22 23:59:59,-81.53145441884635,c
2021-09-23 00:00:00,-84.50680012438397,
2021-09-23 10:00:00,-101.34628380695767,
2021-09-23 10:30:00,-100.75442020357991,
2021-09-23 12:00:00,-110.54832953881396,
2021-09-23 13:30:00,-125.1210063570702,
2021-09-23 15:00:00,-125.45730618087168,
2021-09-23 15:30:30,-125.45730618087168,
2021-09-23 23:59:59,-115.38964481537687,c
2021-09-24 00:00:00,-112.71906983884082,
2021-09-24 10:00:00,-124.83600259152172,
2021-09-24 10:30:00,-126.05725296846595,
2021-09-24 12:00:00,-123.99422596243107,
2021-09-24 13:30:00,-109.53882256670272,
2021-09-24 15:00:00,-117.7092443717645,
2021-09-24 15:30:30,-117.7092443717645,
2021-09-24 23:59:59,-116.17751521401829,w
2021-09-27 00:00:00,-114.06467765083357,
2021-09-27 10:00:00,-126.70168475374021,
2021-09-27 10:30:00,-110.70916024426037,
2021-09-27 12:00:00,-107.4358712256244,
2021-09-27 13:30:00,-110.0943324896241,
2021-09-27 15:00:00,-123.67840319553738,
2021-09-27 15:30:30,-123.67840319553738,
2021-09-27 23:59:59,-106.0974486796481,c
2021-09-28 00:00:00,-95.45494034982289,
2021-09-28 10:00:00,-85.79742605012848,
2021-09-28 10:30:00,-80.27024742185449,
2021-09-28 12:00:00,-83.94312589807328,
2021-09-28 13:30:00,-90.32027629192771,
2021-09-28 15:00:00,-101.69477133753048,
2021-09-28 15:30:30,-101.69477133753048,
2021-09-28 23:59:59,-100.68124023980158,c
2021-09-29 00:00:00,-87.24963308138467,
2021-09-29 10:00:00,-94.67353517749302,
2021-09-29 10:30:00,-96.30213914854266,
2021-09-29 12:00:00,-97.92459666222112,
2021-09-29 13:30:00,-95.78331521917403,
2021-09-29 15:00:00,-94.36743505925301,
2021-09-29 15:30:30,-94.36743505925301,
2021-09-29 23:59:59,-92.35163410343444,c
2021-09-30 00:00:00,-93.67749754214901,
2021-09-30 10:00:00,-94.30790121624796,
2021-09-30 10:30:00,-80.44007451547259,
2021-09-30 12:00:00,-66.45898622532195,
2021-09-30 13:30:00,-59.62511109661932,
2021-09-30 15:00:00,-66.18999888078247,
2021-09-30 15:30:30,-66.18999888078247,
2021-09-30 23:59:59,-57.712003812652256,c
2021-10-01 00:00:00,-39.00120935552172,
2021-10-01 10:00:00,-61.86057945481252,
2021-10-01 10:30:00,-51.32844764674451,
2021-10-01 12:00:00,-66.7821533333638,
2021-10-01 13:30:00,-56.044825735727045,
2021-10-01 15:00:00,-60.483747349924215,
2021-10-01 15:30:30,-60.483747349924215,
2021-10-01 23:59:59,-45.86097551004764,w
