date,SLEW_2022_Q3,meta
2022-08-29 00:00:00,100.29937750911952,
2022-08-29 10:00:00,85.19247285382858,
2022-08-29 10:30:00,81.95313247507106,
2022-08-29 12:00:00,76.97966698966945,
2022-08-29 13:30:00,80.15978422319698,
2022-08-29 15:00:00,80.2163068625246,
2022-08-29 15:30:30,80.2163068625246,
2022-08-29 23:59:59,77.368340402934,c
2022-08-30 00:00:00,93.84734458916034,
2022-08-30 10:00:00,88.77969603805327,
2022-08-30 10:30:00,80.89274786834221,
2022-08-30 12:00:00,77.58388807613747,
2022-08-30 13:30:00,73.20773176125621,
2022-08-30 15:00:00,71.65487700546213,
2022-08-30 15:30:30,71.65487700546213,
2022-08-30 23:59:59,80.78376303899763,c
2022-08-31 00:00:00,80.99842279469856,
2022-08-31 10:00:00,74.37547514148802,
2022-08-31 10:30:00,66.40217805423205,
2022-08-31 12:00:00,62.30412380993232,
2022-08-31 13:30:00,64.53179324049647,
2022-08-31 15:00:00,61.13193132016838,
2022-08-31 15:30:30,61.13193132016838,m
2022-08-31 23:59:59,61.7297899460893,c
2022-09-01 00:00:00,67.4530626972418,
2022-09-01 10:00:00,46.46533347028762,
2022-09-01 10:30:00,39.16935293044247,
2022-09-01 12:00:00,21.711277564831732,
2022-09-01 13:30:00,28.00958938816831,
2022-09-01 15:00:00,27.560922373356732,
2022-09-01 15:30:30,27.560922373356732,
2022-09-01 23:59:59,26.09160075611291,c
2022-09-02 00:00:00,26.269578418954495,
2022-09-02 10:00:00,20.287886192749113,
2022-09-02 10:30:00,16.252045616626503,
2022-09-02 12:00:00,25.35484978434195,
2022-09-02 13:30:00,9.745341605742567,
2022-09-02 15:00:00,11.885491939422394,
2022-09-02 15:30:30,11.885491939422394,
2022-09-02 23:59:59,11.924481390067143,w
2022-09-05 00:00:00,11.717213884738783,
2022-09-05 10:00:00,11.79135394370985,
2022-09-05 10:30:00,11.37553654946413,
2022-09-05 12:00:00,11.37553654946413,
2022-09-05 13:30:00,11.37553654946413,
2022-09-05 15:00:00,11.37553654946413,
2022-09-05 15:30:30,11.37553654946413,
2022-09-05 23:59:59,11.769030761071036,c
2022-09-06 00:00:00,10.807211353419405,
2022-09-06 10:00:00,6.600863997005774,
2022-09-06 10:30:00,13.379434305244104,
2022-09-06 12:00:00,-9.033008597499077,
2022-09-06 13:30:00,-4.861384974555591,
2022-09-06 15:00:00,1.0807948066973552,
2022-09-06 15:30:30,1.0807948066973552,
2022-09-06 23:59:59,1.3781419440115599,c
2022-09-07 00:00:00,0.5642442220262467,
2022-09-07 10:00:00,8.773781631431262,
2022-09-07 10:30:00,4.761981839004704,
2022-09-07 12:00:00,-4.9751189903929856,
2022-09-07 13:30:00,-5.615135010741739,
2022-09-07 15:00:00,8.414159595424735,
2022-09-07 15:30:30,8.414159595424735,
2022-09-07 23:59:59,1.811525121182484,c
2022-09-08 00:00:00,0.06098452010189703,
2022-09-08 10:00:00,1.0675404484984483,
2022-09-08 10:30:00,11.612489393217174,
2022-09-08 12:00:00,25.366996332686597,
2022-09-08 13:30:00,21.8404183953985,
2022-09-08 15:00:00,16.25379676294324,
2022-09-08 15:30:30,16.25379676294324,
2022-09-08 23:59:59,16.000535746700706,c
2022-09-09 00:00:00,19.92710567480384,
2022-09-09 10:00:00,22.289122065715304,
2022-09-09 10:30:00,21.832923927301493,
2022-09-09 12:00:00,14.29823915324738,
2022-09-09 13:30:00,10.519914311461179,
2022-09-09 15:00:00,5.974752313138623,
2022-09-09 15:30:30,5.974752313138623,s
2022-09-09 23:59:59,7.584229757219163,w
2022-09-12 00:00:00,-4.8162579488007395,
2022-09-12 10:00:00,16.072838539252672,
2022-09-12 10:30:00,4.502272916437619,
2022-09-12 12:00:00,-2.851093907397825,
2022-09-12 13:30:00,3.4127785537071134,
2022-09-12 15:00:00,1.3414195874119343,
2022-09-12 15:30:30,1.3414195874119343,
2022-09-12 23:59:59,0.0,a
2022-09-13 00:00:00,-6.916062964608358,
2022-09-13 10:00:00,-14.169270965663316,
2022-09-13 10:30:00,-19.28553248843187,
2022-09-13 12:00:00,-28.19296367567665,
2022-09-13 13:30:00,-26.075920687592088,
2022-09-13 15:00:00,-40.36355404075371,
2022-09-13 15:30:30,-40.36355404075371,
2022-09-13 23:59:59,-44.332585050524415,c
2022-09-14 00:00:00,-44.91945247217808,
2022-09-14 10:00:00,-58.89423312213097,
2022-09-14 10:30:00,-62.72186253525305,
2022-09-14 12:00:00,-68.77214341028662,
2022-09-14 13:30:00,-68.9420576420313,
2022-09-14 15:00:00,-68.42639990156036,
2022-09-14 15:30:30,-68.42639990156036,
2022-09-14 23:59:59,-77.53108696427282,c
2022-09-15 00:00:00,-72.7952557299842,
2022-09-15 10:00:00,-60.80403416365533,
2022-09-15 10:30:00,-62.30148001377009,
2022-09-15 12:00:00,-67.07922396904391,
2022-09-15 13:30:00,-59.048380890942894,
2022-09-15 15:00:00,-64.4269367020764,
2022-09-15 15:30:30,-64.4269367020764,
2022-09-15 23:59:59,-65.71913883987779,c
2022-09-16 00:00:00,-67.90752127248055,
2022-09-16 10:00:00,-78.00281526755845,
2022-09-16 10:30:00,-68.68242348623855,
2022-09-16 12:00:00,-62.42147408296526,
2022-09-16 13:30:00,-64.52601327915437,
2022-09-16 15:00:00,-63.31386997693838,
2022-09-16 15:30:30,-63.31386997693838,
2022-09-16 23:59:59,-60.19134182043382,e
2022-09-19 00:00:00,-51.66376350207116,
2022-09-19 10:00:00,-57.2766774395796,
2022-09-19 10:30:00,-65.07955659536293,
2022-09-19 12:00:00,-64.12953103945708,
2022-09-19 13:30:00,-65.80722488355414,
2022-09-19 15:00:00,-75.98459840530191,
2022-09-19 15:30:30,-75.98459840530191,
2022-09-19 23:59:59,-67.61316566759541,c
2022-09-20 00:00:00,-75.97114857602236,
2022-09-20 10:00:00,-80.26224376194025,
2022-09-20 10:30:00,-84.52645318051995,
2022-09-20 12:00:00,-92.31845533714707,
2022-09-20 13:30:00,-101.97382518414199,
2022-09-20 15:00:00,-101.41055657415498,
2022-09-20 15:30:30,-101.41055657415498,
2022-09-20 23:59:59,-95.53144175833464,c
2022-09-21 00:00:00,-96.69332887229231,
2022-09-21 10:00:00,-83.81180353703363,
2022-09-21 10:30:00,-81.35707077567565,
2022-09-21 12:00:00,-80.16158045410222,
2022-09-21 13:30:00,-83.42143290130556,
2022-09-21 15:00:00,-77.62621233206892,
2022-09-21 15:30:30,-77.62621233206892,
2022-09-21 23:59:59,-81.96429812504675,c
2022-09-22 00:00:00,-80.5925601796684,
2022-09-22 10:00:00,-89.59536102713352,
2022-09-22 10:30:00,-89.10961775499092,
2022-09-22 12:00:00,-99.4344096049492,
2022-09-22 13:30:00,-91.75043168746154,
