date,SLEW_2022_Q3,meta
2022-09-22 15:00:00,-89.97632996054531,
2022-09-22 15:30:30,-89.97632996054531,
2022-09-22 23:59:59,-90.70835435211941,c
2022-09-23 00:00:00,-82.82163113772046,
2022-09-23 10:00:00,-84.41272905359767,
2022-09-23 10:30:00,-81.22411574544495,
2022-09-23 12:00:00,-77.89722350592717,
2022-09-23 13:30:00,-76.94040104062029,
2022-09-23 15:00:00,-74.36993570884044,
2022-09-23 15:30:30,-74.36993570884044,
2022-09-23 23:59:59,-65.04744466552759,w
2022-09-26 00:00:00,-78.73398597481696,
2022-09-26 10:00:00,-83.11659295343628,
2022-09-26 10:30:00,-84.50718809833486,
2022-09-26 12:00:00,-101.96505978187426,
2022-09-26 13:30:00,-85.9460497496625,
2022-09-26 15:00:00,-87.73787407730157,
2022-09-26 15:30:30,-87.73787407730157,
2022-09-26 23:59:59,-98.7641038434725,c
2022-09-27 00:00:00,-95.04114792446896,
2022-09-27 10:00:00,-113.35223980325938,
2022-09-27 10:30:00,-121.79964879616469,
2022-09-27 12:00:00,-127.28792291322847,
2022-09-27 13:30:00,-130.5854030054335,
2022-09-27 15:00:00,-126.01157921975172,
2022-09-27 15:30:30,-126.01157921975172,
2022-09-27 23:59:59,-127.78651464391353,c
2022-09-28 00:00:00,-111.03950686441326,
2022-09-28 10:00:00,-127.8771139601134,
2022-09-28 10:30:00,-123.87153663076779,
2022-09-28 12:00:00,-124.06489421488229,
2022-09-28 13:30:00,-126.66799439842757,
2022-09-28 15:00:00,-137.2168810592157,
2022-09-28 15:30:30,-137.2168810592157,
2022-09-28 23:59:59,-136.28386377634402,c
2022-09-29 00:00:00,-137.72564598917197,
2022-09-29 10:00:00,-131.83328010141818,
2022-09-29 10:30:00,-127.08689077818255,
2022-09-29 12:00:00,-136.29625099873246,
2022-09-29 13:30:00,-135.27248146350453,
2022-09-29 15:00:00,-129.06516316324516,
2022-09-29 15:30:30,-129.06516316324516,
2022-09-29 23:59:59,-134.74631643726812,c
2022-09-30 00:00:00,-133.17662842540105,
2022-09-30 10:00:00,-133.09829262948912,
2022-09-30 10:30:00,-133.84659774582238,
2022-09-30 12:00:00,-149.60413062549705,
2022-09-30 13:30:00,-149.40241634438203,
2022-09-30 15:00:00,-142.07028248390353,
2022-09-30 15:30:30,-142.07028248390353,
2022-09-30 23:59:59,-147.57102498722347,w
