date,AS_MSCI_EM_MINVOL_2022_Q4,meta
2022-11-02 20:00:00,-20.565442241027085,
2022-11-02 23:00:00,6.729146118857898,
2022-11-02 23:59:59,25.202753126281095,c
2022-11-03 00:00:00,17.328440039565976,
2022-11-03 01:00:00,10.054607178528386,
2022-11-03 02:30:00,-5.003206963860066,
2022-11-03 03:00:00,3.2589097921918437,
2022-11-03 18:30:00,3.2589097921918437,
2022-11-03 20:00:00,3.2589097921918437,
2022-11-03 23:00:00,-8.401115190143173,
2022-11-03 23:59:59,3.9967366347527786,c
2022-11-04 00:00:00,10.726788761900934,
2022-11-04 01:00:00,13.277841878995787,
2022-11-04 02:30:00,10.052362066373462,
2022-11-04 03:00:00,7.25013937975109,
2022-11-04 18:30:00,7.25013937975109,
2022-11-04 20:00:00,7.25013937975109,
2022-11-04 23:00:00,7.25013937975109,
2022-11-04 23:59:59,18.05052915701981,w
2022-11-07 00:00:00,-9.254264435827281,
2022-11-07 01:00:00,-4.938638931694186,
2022-11-07 02:30:00,-0.03669618242656725,
2022-11-07 03:00:00,1.8219322302684304,
2022-11-07 18:30:00,1.8219322302684304,
2022-11-07 20:00:00,-3.2519639363281385,
2022-11-07 23:00:00,1.4134296548745624,
2022-11-07 23:59:59,-5.454051756390072,c
2022-11-08 00:00:00,2.706044126863162,
2022-11-08 01:00:00,11.857397112526087,
2022-11-08 02:30:00,-1.4436725167361146,
2022-11-08 03:00:00,0.04944895480912237,
2022-11-08 18:30:00,0.04944895480912237,
2022-11-08 20:00:00,-12.46577940331099,
2022-11-08 23:00:00,11.380418070611086,
2022-11-08 23:59:59,1.3296052234718445,c
2022-11-09 00:00:00,-4.840181698009474,
2022-11-09 01:00:00,-1.0957264165817833,
2022-11-09 02:30:00,-11.761085666021245,
2022-11-09 03:00:00,2.1521618033584673,
2022-11-09 18:30:00,2.1521618033584673,
2022-11-09 20:00:00,-8.071688688467475,
2022-11-09 23:00:00,15.80624908478785,
2022-11-09 23:59:59,8.425121720997595,c
2022-11-10 00:00:00,-10.710953564337615,
2022-11-10 01:00:00,1.649243500773082,
2022-11-10 02:30:00,0.7319309227077611,
2022-11-10 03:00:00,-6.847558699219007,
2022-11-10 18:30:00,-6.847558699219007,
2022-11-10 20:00:00,-20.9059243838592,
2022-11-10 23:00:00,-15.61532729999908,
2022-11-10 23:59:59,-12.409510239123847,c
2022-11-11 00:00:00,7.486018238968427,
2022-11-11 01:00:00,23.308769619016857,
2022-11-11 02:30:00,27.34082744375428,
2022-11-11 03:00:00,30.212406908974117,
2022-11-11 18:30:00,30.212406908974117,
2022-11-11 20:00:00,30.212406908974117,
2022-11-11 23:00:00,30.212406908974117,
2022-11-11 23:59:59,-20.00027117006084,w
2022-11-14 00:00:00,-6.018032103310361,
2022-11-14 01:00:00,-27.942875689446737,
2022-11-14 02:30:00,-20.846073062620235,
2022-11-14 03:00:00,-36.71011793139405,
2022-11-14 18:30:00,-36.71011793139405,
2022-11-14 20:00:00,-24.96057659417511,
2022-11-14 23:00:00,-41.126742845983244,
2022-11-14 23:59:59,-35.08110073525131,c
2022-11-15 00:00:00,-23.225733760574258,
2022-11-15 01:00:00,-18.804124099632645,
2022-11-15 02:30:00,-31.381859435777187,
2022-11-15 03:00:00,-18.722206156960965,
2022-11-15 18:30:00,-18.722206156960965,
2022-11-15 20:00:00,4.219172210662691,
2022-11-15 23:00:00,-25.553553581524284,
2022-11-15 23:59:59,-34.673566853301054,c
2022-11-16 00:00:00,-71.46613273271123,
2022-11-16 01:00:00,-71.11126893380424,
2022-11-16 02:30:00,-70.26181826936318,
2022-11-16 03:00:00,-59.39082255883295,
2022-11-16 18:30:00,-59.39082255883295,
2022-11-16 20:00:00,-59.39082255883295,
2022-11-16 23:00:00,-43.907474386484864,
2022-11-16 23:59:59,-20.659938266583595,c
2022-11-17 00:00:00,-21.887686262831267,
2022-11-17 01:00:00,-10.692138457556212,
2022-11-17 02:30:00,-8.04540369042843,
2022-11-17 03:00:00,-8.675725268659335,
2022-11-17 18:30:00,-8.675725268659335,
2022-11-17 20:00:00,-8.73483949401907,
2022-11-17 23:00:00,3.5746883464707935,
2022-11-17 23:59:59,3.105880515032368,c
2022-11-18 00:00:00,9.600927583878729,
2022-11-18 01:00:00,24.80328294037281,
2022-11-18 02:30:00,11.212278388046798,
2022-11-18 03:00:00,1.647656562740849,
2022-11-18 18:30:00,1.647656562740849,
2022-11-18 20:00:00,1.647656562740849,
2022-11-18 23:00:00,1.647656562740849,
2022-11-18 23:59:59,0.0,a
2022-11-21 00:00:00,23.573399934652116,
2022-11-21 01:00:00,27.1599679513738,
2022-11-21 02:30:00,24.98199113629471,
2022-11-21 03:00:00,5.246223991355691,
2022-11-21 18:30:00,5.246223991355691,
2022-11-21 20:00:00,9.797062635789189,
2022-11-21 23:00:00,14.70539883622223,
2022-11-21 23:59:59,45.57488102836942,c
2022-11-22 00:00:00,74.63705823304008,
2022-11-22 01:00:00,73.2066948376596,
2022-11-22 02:30:00,65.28391732687214,
2022-11-22 03:00:00,65.69460718315258,
2022-11-22 18:30:00,65.69460718315258,
2022-11-22 20:00:00,70.40139878175796,
2022-11-22 23:00:00,92.54927353790572,
2022-11-22 23:59:59,89.37908981629607,c
2022-11-23 00:00:00,86.07196631407896,
2022-11-23 01:00:00,77.2770852249123,
2022-11-23 02:30:00,75.61832299463276,
2022-11-23 03:00:00,52.516229734157605,
2022-11-23 18:30:00,52.516229734157605,
2022-11-23 20:00:00,59.603642774613945,
2022-11-23 23:00:00,85.60830668058497,
2022-11-23 23:59:59,93.08060513490545,c
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
0,93.08060513490545,
2022-11-24 00:00:00,104.83786655271615,
2022-11-24 01:00:00,130.68875801232116,
2022-11-24 02:30:00,98.75052786825108,
2022-11-24 03:00:00,89.85243528157662,
2022-11-24 18:30:00,89.85243528157662,
2022-11-24 20:00:00,75.23440193193528,
2022-11-24 23:00:00,123.47706082885543,
2022-11-24 23:59:59,106.50105611044637,c
2022-11-25 00:00:00,100.0448570505041,
2022-11-25 01:00:00,117.94287738311141,
2022-11-25 02:30:00,118.57930183103144,
2022-11-25 03:00:00,114.76825501016265,
2022-11-25 18:30:00,114.76825501016265,
2022-11-25 20:00:00,114.76825501016265,
2022-11-25 23:00:00,114.76825501016265,
2022-11-25 23:59:59,116.43119783480324,w
2022-11-28 00:00:00,96.16393660662925,
2022-11-28 01:00:00,98.25248265012578,
2022-11-28 02:30:00,92.55414389564612,
2022-11-28 03:00:00,92.82260628483164,
2022-11-28 18:30:00,92.82260628483164,
2022-11-28 20:00:00,95.64785421428587,
2022-11-28 23:00:00,137.15058276135096,
2022-11-28 23:59:59,128.35913923723456,c
2022-11-29 00:00:00,131.52434881665613,
2022-11-29 01:00:00,128.62760690063988,
2022-11-29 02:30:00,112.42048412781878,
2022-11-29 03:00:00,112.3169462545884,
2022-11-29 18:30:00,112.3169462545884,
2022-11-29 20:00:00,126.76348788303585,
2022-11-29 23:00:00,218.87313262113912,
2022-11-29 23:59:59,220.52240554086075,c
2022-11-30 00:00:00,201.00024762310477,
2022-11-30 01:00:00,227.30597463669346,
2022-11-30 02:30:00,265.7768846195113,
2022-11-30 03:00:00,301.2615472113557,
2022-11-30 18:30:00,301.2615472113557,
2022-11-30 20:00:00,267.38527014467763,
2022-11-30 23:00:00,222.3544510072834,
2022-11-30 23:59:59,198.0205982325524,e
2022-12-01 00:00:00,196.85865695588654,
2022-12-01 01:00:00,195.74963765737084,
2022-12-01 02:30:00,200.5750921240524,
2022-12-01 03:00:00,189.44976845942256,
2022-12-01 18:30:00,189.44976845942256,
2022-12-01 20:00:00,194.9877442548859,
2022-12-01 23:00:00,227.53345352133692,
2022-12-01 23:59:59,203.8360476028265,c
2022-12-02 00:00:00,190.07704774180183,
2022-12-02 01:00:00,187.91613263693762,
2022-12-02 02:30:00,185.79808252277144,
2022-12-02 03:00:00,191.54163025674006,
2022-12-02 18:30:00,191.54163025674006,
2022-12-02 20:00:00,191.54163025674006,
2022-12-02 23:00:00,191.54163025674006,
2022-12-02 23:59:59,161.5852654487271,w
2022-12-05 00:00:00,178.23549216589345,
2022-12-05 01:00:00,181.24588016026337,
2022-12-05 02:30:00,150.76061757298157,
2022-12-05 03:00:00,132.0742841706142,
2022-12-05 18:30:00,132.0742841706142,
2022-12-05 20:00:00,153.85729876952792,
2022-12-05 23:00:00,136.36572148248524,
2022-12-05 23:59:59,129.96998876267025,c
2022-12-06 00:00:00,103.02660367894168,
2022-12-06 01:00:00,89.92262989371375,
2022-12-06 02:30:00,87.94466769253359,
2022-12-06 03:00:00,103.3460592979709,
2022-12-06 18:30:00,103.3460592979709,
2022-12-06 20:00:00,109.41035619533523,
2022-12-06 23:00:00,132.44222603585058,
2022-12-06 23:59:59,163.84410508617566,c
2022-12-07 00:00:00,146.14987657992788,
2022-12-07 01:00:00,148.55907068735632,
2022-12-07 02:30:00,135.32045217042014,
2022-12-07 03:00:00,116.85765372613605,
2022-12-07 18:30:00,116.85765372613605,
2022-12-07 20:00:00,102.39047817288156,
2022-12-07 23:00:00,75.34378268741875,
2022-12-07 23:59:59,114.11655084513495,c
2022-12-08 00:00:00,107.1273539554868,
2022-12-08 01:00:00,102.92988507741029,
2022-12-08 02:30:00,123.09963520141082,
2022-12-08 03:00:00,120.39303039331662,
2022-12-08 18:30:00,120.39303039331662,
2022-12-08 20:00:00,127.45367512330722,
2022-12-08 23:00:00,126.2557567602289,
2022-12-08 23:59:59,116.47059846007869,c
2022-12-09 00:00:00,123.28886233689536,
2022-12-09 01:00:00,130.4111150714716,
2022-12-09 02:30:00,140.78540346393493,
2022-12-09 03:00:00,142.92613743615948,
2022-12-09 18:30:00,142.92613743615948,
2022-12-09 20:00:00,142.92613743615948,
2022-12-09 23:00:00,142.92613743615948,
2022-12-09 23:59:59,128.0551654206256,w
2022-12-12 00:00:00,132.06820205504846,
2022-12-12 01:00:00,142.4227648843571,
2022-12-12 02:30:00,162.02394077710323,
2022-12-12 03:00:00,174.24632568632842,
2022-12-12 18:30:00,174.24632568632842,
2022-12-12 20:00:00,164.42569505182837,
2022-12-12 23:00:00,125.2858654017,
2022-12-12 23:59:59,129.8891851385897,c
2022-12-13 00:00:00,133.13846601221485,
2022-12-13 01:00:00,129.47802966814197,
2022-12-13 02:30:00,134.7806826727383,
2022-12-13 03:00:00,144.3237275489073,
2022-12-13 18:30:00,144.3237275489073,
2022-12-13 20:00:00,146.20481095680952,
2022-12-13 23:00:00,144.35991724464748,
2022-12-13 23:59:59,126.95110545274201,c
2022-12-14 00:00:00,129.1336553851961,
2022-12-14 01:00:00,130.60228605862994,
2022-12-14 02:30:00,142.08037456315196,
2022-12-14 03:00:00,144.0095056875416,
2022-12-14 18:30:00,144.0095056875416,
2022-12-14 20:00:00,149.6159727599379,
2022-12-14 23:00:00,104.02268594129055,
2022-12-14 23:59:59,92.10118887751196,c
2022-12-15 00:00:00,86.72431713168407,
2022-12-15 01:00:00,77.20643537606975,
2022-12-15 02:30:00,91.4012569134793,
2022-12-15 03:00:00,66.79584291297033,
2022-12-15 18:30:00,66.79584291297033,
2022-12-15 20:00:00,81.50558942660973,
2022-12-15 23:00:00,106.04013566131198,
2022-12-15 23:59:59,138.33602033450006,c
2022-12-16 00:00:00,101.8193253534264,
2022-12-16 01:00:00,130.3523187336914,
2022-12-16 02:30:00,150.39586014476026,
2022-12-16 03:00:00,137.73242258981827,
2022-12-16 18:30:00,137.73242258981827,
2022-12-16 20:00:00,137.73242258981827,
2022-12-16 23:00:00,137.73242258981827,
2022-12-16 23:59:59,132.9120009703238,w
2022-12-19 00:00:00,173.7398432528862,
2022-12-19 01:00:00,167.47621949603217,
2022-12-19 02:30:00,179.21774159655524,
2022-12-19 03:00:00,178.47786490394265,
2022-12-19 18:30:00,178.47786490394265,
2022-12-19 20:00:00,196.576762104497,
2022-12-19 23:00:00,201.7664013155645,
2022-12-19 23:59:59,188.0336468126443,c
2022-12-20 00:00:00,165.9356163721195,
2022-12-20 01:00:00,179.46138148577484,
2022-12-20 02:30:00,182.11147573323706,
2022-12-20 03:00:00,189.8941226167426,
2022-12-20 18:30:00,189.8941226167426,
2022-12-20 20:00:00,188.8510148321766,
2022-12-20 23:00:00,179.26825114964777,
2022-12-20 23:59:59,169.93125127323492,c
2022-12-21 00:00:00,175.4874044595481,
2022-12-21 01:00:00,175.85998699470565,
2022-12-21 02:30:00,185.40161945375985,
2022-12-21 03:00:00,197.2094387425177,
2022-12-21 18:30:00,197.2094387425177,
2022-12-21 20:00:00,194.99424672398345,
2022-12-21 23:00:00,191.0325372278421,
2022-12-21 23:59:59,182.6397635607209,c
2022-12-22 00:00:00,187.77288405061336,
2022-12-22 01:00:00,190.02513991161686,
2022-12-22 02:30:00,201.94572943761978,
2022-12-22 03:00:00,200.02158722684726,
2022-12-22 18:30:00,200.02158722684726,
2022-12-22 20:00:00,193.04325861521647,
2022-12-22 23:00:00,198.81798864800385,
2022-12-22 23:59:59,203.93449128962493,c
2022-12-23 00:00:00,197.844182427958,
2022-12-23 01:00:00,203.6784138902849,
2022-12-23 02:30:00,202.3132608458027,
2022-12-23 03:00:00,207.05031432531814,
2022-12-23 18:30:00,207.05031432531814,
2022-12-23 20:00:00,207.05031432531814,
2022-12-23 23:00:00,207.05031432531814,
2022-12-23 23:59:59,189.9218702604776,w
2022-12-26 00:00:00,167.98890603477048,
2022-12-26 01:00:00,174.32287075338718,
2022-12-26 02:30:00,185.1803396107789,
2022-12-26 03:00:00,175.1168916011693,
2022-12-26 18:30:00,175.1168916011693,
2022-12-26 20:00:00,173.74376868433956,
2022-12-26 23:00:00,198.5109479044704,
2022-12-26 23:59:59,199.67280519865835,c
2022-12-27 00:00:00,211.94229889514827,
2022-12-27 01:00:00,209.05722381519536,
2022-12-27 02:30:00,213.98578252729567,
2022-12-27 03:00:00,215.39230903136468,
2022-12-27 18:30:00,215.39230903136468,
2022-12-27 20:00:00,235.08426410416178,
2022-12-27 23:00:00,245.48705400045947,
2022-12-27 23:59:59,242.27092952716976,c
2022-12-28 00:00:00,239.89216128396765,
2022-12-28 01:00:00,237.9699404202529,
2022-12-28 02:30:00,235.49056492045474,
2022-12-28 03:00:00,249.47652751538044,
2022-12-28 18:30:00,249.47652751538044,
2022-12-28 20:00:00,249.47652751538044,
2022-12-28 23:00:00,249.47652751538044,
2022-12-28 23:59:59,261.22701855361265,c
