date,DJSECT_2021_Q3,meta
2021-08-20 00:00:00,-38.57749287771276,
2021-08-20 10:00:00,-61.31978755931368,
2021-08-20 10:30:00,-58.803456822635326,
2021-08-20 12:00:00,-86.7966903842289,
2021-08-20 13:30:00,-94.07458001859777,
2021-08-20 15:00:00,-90.79375727848947,
2021-08-20 15:30:30,-90.79375727848947,
2021-08-20 23:59:59,-89.09429250779795,w
2021-08-23 00:00:00,-99.20252154160107,
2021-08-23 10:00:00,-70.8535145582614,
2021-08-23 10:30:00,-66.81560371339219,
2021-08-23 12:00:00,-70.06516766453342,
2021-08-23 13:30:00,-66.00512672719924,
2021-08-23 15:00:00,-69.4245903561532,
2021-08-23 15:30:30,-69.4245903561532,
2021-08-23 23:59:59,-54.5357704826456,c
2021-08-24 00:00:00,-57.56774001106123,
2021-08-24 10:00:00,-78.06889517176796,
2021-08-24 10:30:00,-73.18841512229619,
2021-08-24 12:00:00,-84.0625485135788,
2021-08-24 13:30:00,-75.64430501636707,
2021-08-24 15:00:00,-66.73748971185705,
2021-08-24 15:30:30,-66.73748971185705,
2021-08-24 23:59:59,-59.826511799576565,c
2021-08-25 00:00:00,-61.758326308666255,
2021-08-25 10:00:00,-82.4100022811358,
2021-08-25 10:30:00,-91.69666237093543,
2021-08-25 12:00:00,-109.73368763960934,
2021-08-25 13:30:00,-107.27924801584504,
2021-08-25 15:00:00,-99.3893977166058,
2021-08-25 15:30:30,-99.3893977166058,
2021-08-25 23:59:59,-96.70707373788946,c
2021-08-26 00:00:00,-86.61671983937458,
2021-08-26 10:00:00,-76.6373687110331,
2021-08-26 10:30:00,-75.33337767888679,
2021-08-26 12:00:00,-76.38169847937979,
2021-08-26 13:30:00,-83.33069175857008,
2021-08-26 15:00:00,-77.48096246527575,
2021-08-26 15:30:30,-77.48096246527575,
2021-08-26 23:59:59,-74.36205887105598,c
2021-08-27 00:00:00,-80.19516314521206,
2021-08-27 10:00:00,-74.99299793915725,
2021-08-27 10:30:00,-83.08799282208292,
2021-08-27 12:00:00,-78.44385019317224,
2021-08-27 13:30:00,-86.3550466564675,
2021-08-27 15:00:00,-85.19650989031516,
2021-08-27 15:30:30,-85.19650989031516,
2021-08-27 23:59:59,-87.0623590641103,w
2021-08-30 00:00:00,-111.55227333049424,
2021-08-30 10:00:00,-125.74490157555056,
2021-08-30 10:30:00,-125.604689891607,
2021-08-30 12:00:00,-119.40616455182362,
2021-08-30 13:30:00,-107.69714524771689,
2021-08-30 15:00:00,-113.64493193875342,
2021-08-30 15:30:30,-113.64493193875342,
2021-08-30 23:59:59,-98.81137287684032,c
2021-08-31 00:00:00,-99.78037881917817,
2021-08-31 10:00:00,-84.28318536265715,
2021-08-31 10:30:00,-47.772555406486845,
2021-08-31 12:00:00,-48.57837750095405,
2021-08-31 13:30:00,-37.00169525722549,
2021-08-31 15:00:00,-44.769644628758215,
2021-08-31 15:30:30,-44.769644628758215,s
2021-08-31 23:59:59,-53.42988235478606,c
2021-09-01 00:00:00,-62.37994198906972,
2021-09-01 10:00:00,-15.628059395397031,
2021-09-01 10:30:00,-16.534269444071015,
2021-09-01 12:00:00,-27.43600821183736,
2021-09-01 13:30:00,-32.6278321474324,
2021-09-01 15:00:00,-43.043662943339314,
2021-09-01 15:30:30,-43.043662943339314,
2021-09-01 23:59:59,-42.56762724338205,c
2021-09-02 00:00:00,-58.783707662196775,
2021-09-02 10:00:00,-67.28920501797529,
2021-09-02 10:30:00,-74.7747973113942,
2021-09-02 12:00:00,-73.01057849746076,
2021-09-02 13:30:00,-70.61257282802808,
2021-09-02 15:00:00,-83.2620430351999,
2021-09-02 15:30:30,-83.2620430351999,
2021-09-02 23:59:59,-88.46548852432124,c
2021-09-03 00:00:00,-70.17685397765217,
2021-09-03 10:00:00,-62.64529238295245,
2021-09-03 10:30:00,-64.89140895728315,
2021-09-03 12:00:00,-67.36449160960274,
2021-09-03 13:30:00,-71.89941954789947,
2021-09-03 15:00:00,-74.51665859683408,
2021-09-03 15:30:30,-74.51665859683408,
2021-09-03 23:59:59,-65.33503104386455,w
2021-09-06 00:00:00,-65.33503104386455,
2021-09-06 10:00:00,-65.33503104386455,
2021-09-06 10:30:00,-65.33503104386455,
2021-09-06 12:00:00,-65.33503104386455,
