date,AS_HSCEI_2022_Q4,meta
2022-10-28 00:00:00,493.3758370226664,
2022-10-28 01:00:00,493.3758370226664,
2022-10-28 02:30:00,511.9850152720317,
2022-10-28 03:00:00,506.8394183158502,
2022-10-28 18:30:00,506.8394183158502,
2022-10-28 20:00:00,506.8394183158502,
2022-10-28 23:00:00,506.8394183158502,
2022-10-28 23:59:59,509.7157067838279,w
2022-10-31 00:00:00,255.86494843416955,
2022-10-31 01:00:00,255.86494843416955,
2022-10-31 02:30:00,238.24584097890255,
2022-10-31 03:00:00,253.98559872577317,
2022-10-31 18:30:00,253.98559872577317,
2022-10-31 20:00:00,253.98559872577317,
2022-10-31 23:00:00,255.2277943040994,
2022-10-31 23:59:59,293.0844767964415,c
2022-11-01 00:00:00,288.8745134549535,
2022-11-01 01:00:00,288.8745134549535,
2022-11-01 02:30:00,261.0932016609906,
2022-11-01 03:00:00,286.3391354946007,
2022-11-01 18:30:00,286.3391354946007,
2022-11-01 20:00:00,286.3391354946007,
2022-11-01 23:00:00,239.86257297447372,
2022-11-01 23:59:59,219.1089796874457,c
2022-11-02 00:00:00,231.51255526563187,
2022-11-02 01:00:00,231.51255526563187,
2022-11-02 02:30:00,231.51255526563187,
2022-11-02 03:00:00,231.51255526563187,
2022-11-02 18:30:00,231.51255526563187,
2022-11-02 20:00:00,231.51255526563187,
2022-11-02 23:00:00,202.66441755363195,
2022-11-02 23:59:59,194.9177675267519,c
2022-11-03 00:00:00,210.3550432450083,
2022-11-03 01:00:00,210.3550432450083,
2022-11-03 02:30:00,182.14060886649526,
2022-11-03 03:00:00,204.40378885046397,
2022-11-03 18:30:00,204.40378885046397,
2022-11-03 20:00:00,204.40378885046397,
2022-11-03 23:00:00,238.34609451535,
2022-11-03 23:59:59,222.21160513271803,c
2022-11-04 00:00:00,197.77311516129345,
2022-11-04 01:00:00,197.77311516129345,
2022-11-04 02:30:00,187.78438169922532,
2022-11-04 03:00:00,183.90426448025624,
2022-11-04 18:30:00,183.90426448025624,
2022-11-04 20:00:00,183.90426448025624,
2022-11-04 23:00:00,183.90426448025624,
2022-11-04 23:59:59,219.33484374426376,w
2022-11-07 00:00:00,223.66872012268522,
2022-11-07 01:00:00,259.6926491369715,
2022-11-07 02:30:00,248.7671348477723,
2022-11-07 03:00:00,227.50974493447683,
2022-11-07 18:30:00,227.50974493447683,
2022-11-07 20:00:00,227.50974493447683,
2022-11-07 23:00:00,219.52935718209693,
2022-11-07 23:59:59,219.53765488380117,c
2022-11-08 00:00:00,194.46996849960436,
2022-11-08 01:00:00,198.02734138794216,
2022-11-08 02:30:00,202.20645766010438,
2022-11-08 03:00:00,182.0572887798192,
2022-11-08 18:30:00,182.0572887798192,
2022-11-08 20:00:00,182.0572887798192,
2022-11-08 23:00:00,297.21543105124573,
2022-11-08 23:59:59,297.2107873984539,c
2022-11-09 00:00:00,298.8544465953632,
2022-11-09 01:00:00,285.4995073993228,
2022-11-09 02:30:00,302.8934062371433,
2022-11-09 03:00:00,299.6637318927688,
2022-11-09 18:30:00,299.6637318927688,
2022-11-09 20:00:00,299.6637318927688,
2022-11-09 23:00:00,256.4969723019113,
2022-11-09 23:59:59,256.4969723019113,c
2022-11-10 00:00:00,259.4635688635462,
2022-11-10 01:00:00,281.16433475984473,
2022-11-10 02:30:00,313.16035570293315,
2022-11-10 03:00:00,318.0535410789726,
2022-11-10 18:30:00,318.0535410789726,
2022-11-10 20:00:00,318.0535410789726,
2022-11-10 23:00:00,200.20408795201416,
2022-11-10 23:59:59,200.18798615865086,c
2022-11-11 00:00:00,201.69130431272396,
2022-11-11 01:00:00,227.07192246248889,
2022-11-11 02:30:00,318.9630049356577,
2022-11-11 03:00:00,276.7737311664345,
2022-11-11 18:30:00,276.7737311664345,
2022-11-11 20:00:00,276.7737311664345,
2022-11-11 23:00:00,276.7737311664345,
2022-11-11 23:59:59,276.7104430420564,w
2022-11-14 00:00:00,178.34136822636896,
2022-11-14 01:00:00,209.7257277816846,
2022-11-14 02:30:00,166.48424861124937,
2022-11-14 03:00:00,162.429656011914,
2022-11-14 18:30:00,162.429656011914,
2022-11-14 20:00:00,162.429656011914,
2022-11-14 23:00:00,98.92139156716604,
2022-11-14 23:59:59,107.21906405262843,c
2022-11-15 00:00:00,66.3969310532616,
2022-11-15 01:00:00,108.41560303751527,
2022-11-15 02:30:00,36.307334193892814,
2022-11-15 03:00:00,12.61092752600615,
2022-11-15 18:30:00,12.61092752600615,
2022-11-15 20:00:00,12.61092752600615,
2022-11-15 23:00:00,22.017041533456677,
2022-11-15 23:59:59,21.469755188149918,c
2022-11-16 00:00:00,-5.074744717256976,
2022-11-16 01:00:00,-31.611239804876448,
2022-11-16 02:30:00,-19.755369232081023,
2022-11-16 03:00:00,-31.4357871614356,
2022-11-16 18:30:00,-31.4357871614356,
2022-11-16 20:00:00,-31.4357871614356,
2022-11-16 23:00:00,19.96380288111351,
2022-11-16 23:59:59,20.073539772322988,c
2022-11-17 00:00:00,24.279281602120477,
2022-11-17 01:00:00,4.647371966334617,
2022-11-17 02:30:00,-33.492882907436126,
2022-11-17 03:00:00,-37.31867193058093,
2022-11-17 18:30:00,-37.31867193058093,
2022-11-17 20:00:00,-37.31867193058093,
2022-11-17 23:00:00,-103.40482294529323,
2022-11-17 23:59:59,-103.24738435535062,c
2022-11-18 00:00:00,-142.00454834065772,
2022-11-18 01:00:00,-54.00695137281144,
2022-11-18 02:30:00,3.056287346441593,
2022-11-18 03:00:00,0.2539093233676226,
2022-11-18 18:30:00,0.2539093233676226,
2022-11-18 20:00:00,0.2539093233676226,
2022-11-18 23:00:00,0.2539093233676226,
2022-11-18 23:59:59,0.0,a
2022-11-21 00:00:00,126.13319637635328,
2022-11-21 01:00:00,67.11782588768591,
2022-11-21 02:30:00,65.1229327262896,
2022-11-21 03:00:00,81.45341617040293,
2022-11-21 18:30:00,81.45341617040293,
2022-11-21 20:00:00,81.45341617040293,
2022-11-21 23:00:00,147.41248672858768,
2022-11-21 23:59:59,146.523962402123,c
2022-11-22 00:00:00,199.0870263471391,
2022-11-22 01:00:00,232.7302190564149,
2022-11-22 02:30:00,256.8393931675334,
2022-11-22 03:00:00,243.93117119221193,
2022-11-22 18:30:00,243.93117119221193,
2022-11-22 20:00:00,243.93117119221193,
2022-11-22 23:00:00,283.5318187392501,
2022-11-22 23:59:59,284.47155032784536,c
2022-11-23 00:00:00,279.9368394840373,
2022-11-23 01:00:00,259.6895698179724,
2022-11-23 02:30:00,262.0412344880935,
2022-11-23 03:00:00,244.9465769101982,
2022-11-23 18:30:00,244.9465769101982,
2022-11-23 20:00:00,244.9465769101982,
2022-11-23 23:00:00,310.21627239447406,
2022-11-23 23:59:59,310.09287898574604,c
2022-11-24 00:00:00,275.96507730275545,
2022-11-24 01:00:00,281.46919752842047,
2022-11-24 02:30:00,279.61004279776495,
2022-11-24 03:00:00,275.9283535523526,
2022-11-24 18:30:00,275.9283535523526,
2022-11-24 20:00:00,275.9283535523526,
2022-11-24 23:00:00,280.86196713523753,
2022-11-24 23:59:59,280.3147146414404,c
2022-11-25 00:00:00,301.7371353526183,
2022-11-25 01:00:00,353.4419403476824,
2022-11-25 02:30:00,321.35425037952206,
2022-11-25 03:00:00,293.152362571825,
2022-11-25 18:30:00,293.152362571825,
2022-11-25 20:00:00,293.152362571825,
2022-11-25 23:00:00,293.152362571825,
2022-11-25 23:59:59,292.87859170107623,w
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
0,292.87859170107623,
2022-11-28 00:00:00,198.81190103375485,
2022-11-28 01:00:00,196.61875872222862,
2022-11-28 02:30:00,150.6909401357113,
