date,EU_ICLN_2022_Q4,meta
2022-09-16 00:00:00,162.8214525749288,
2022-09-16 03:30:00,232.16229901651877,
2022-09-16 04:00:00,218.42045221645844,
2022-09-16 06:00:00,279.1597504571855,
2022-09-16 08:00:00,310.0047530371594,
2022-09-16 10:30:00,279.73639312395085,
2022-09-16 11:00:00,291.12667879144624,
2022-09-16 23:59:59,299.6578727845008,w
2022-09-19 00:00:00,289.55404013773773,
2022-09-19 03:30:00,341.1751354273674,
2022-09-19 04:00:00,372.6403876345496,
2022-09-19 06:00:00,322.05575001737907,
2022-09-19 08:00:00,322.734820421055,
2022-09-19 10:30:00,323.6330139439692,
2022-09-19 11:00:00,331.2376433581135,
2022-09-19 23:59:59,325.04715533516946,c
2022-09-20 00:00:00,346.99975557675407,
2022-09-20 03:30:00,385.8330434425893,
2022-09-20 04:00:00,387.7266503032165,
2022-09-20 06:00:00,336.1098035415025,
2022-09-20 08:00:00,329.61487105730816,
2022-09-20 10:30:00,308.4228182903403,
2022-09-20 11:00:00,300.4209980456051,
2022-09-20 23:59:59,292.41791428124884,c
2022-09-21 00:00:00,312.62573908902687,
2022-09-21 03:30:00,297.63516401798256,
2022-09-21 04:00:00,323.9399085344721,
2022-09-21 06:00:00,326.7558546887485,
2022-09-21 08:00:00,325.6179405132975,
2022-09-21 10:30:00,302.87008378583823,
2022-09-21 11:00:00,300.1325677545285,
2022-09-21 23:59:59,310.19387976464895,c
2022-09-22 00:00:00,320.63172881106493,
2022-09-22 03:30:00,303.96701417206145,
2022-09-22 04:00:00,329.6545965894845,
2022-09-22 06:00:00,328.9205657116245,
2022-09-22 08:00:00,351.926361565118,
2022-09-22 10:30:00,335.7451919870132,
2022-09-22 11:00:00,328.01523123606626,
2022-09-22 23:59:59,344.878212452817,c
2022-09-23 00:00:00,373.03443098583375,
2022-09-23 03:30:00,319.40944011831607,
2022-09-23 04:00:00,303.1911311471033,
2022-09-23 06:00:00,308.65224445353056,
2022-09-23 08:00:00,292.04913161440027,
2022-09-23 10:30:00,316.61789281113215,
2022-09-23 11:00:00,318.66217719746896,
2022-09-23 23:59:59,337.61242229962545,w
2022-09-26 00:00:00,308.2243425338602,
2022-09-26 03:30:00,326.7671494195729,
2022-09-26 04:00:00,266.7469566939917,
2022-09-26 06:00:00,256.76539383741283,
2022-09-26 08:00:00,270.0589924821022,
2022-09-26 10:30:00,246.29869962505063,
2022-09-26 11:00:00,264.1874429435877,
2022-09-26 23:59:59,255.8792910965817,c
2022-09-27 00:00:00,238.11672155599854,
2022-09-27 03:30:00,205.93543471320936,
2022-09-27 04:00:00,163.29811107889032,
2022-09-27 06:00:00,137.3828393288877,
2022-09-27 08:00:00,165.31536296159175,
2022-09-27 10:30:00,118.48297667740849,
2022-09-27 11:00:00,127.41017254314556,
2022-09-27 23:59:59,131.29888314845903,c
2022-09-28 00:00:00,127.07688322156332,
2022-09-28 03:30:00,169.782242145807,
2022-09-28 04:00:00,155.3269002473353,
2022-09-28 06:00:00,150.61056372488656,
2022-09-28 08:00:00,178.72242998625302,
2022-09-28 10:30:00,151.44552543697387,
2022-09-28 11:00:00,160.94578442136276,
2022-09-28 23:59:59,151.91272827355078,c
2022-09-29 00:00:00,120.74104452810002,
2022-09-29 03:30:00,96.41109260183794,
2022-09-29 04:00:00,103.07744015027856,
2022-09-29 06:00:00,124.00527337241988,
2022-09-29 08:00:00,129.988439472339,
2022-09-29 10:30:00,147.194769289958,
2022-09-29 11:00:00,144.343091743257,
