date,EU_FTSE_DM_MIG_2022_Q4,meta
2022-10-07 00:00:00,-2.8743891922313196,
2022-10-07 03:30:00,34.95856113408263,
2022-10-07 04:00:00,-52.324050327541045,
2022-10-07 06:00:00,-147.40192182676947,
2022-10-07 08:00:00,-88.94092422037829,
2022-10-07 10:30:00,-10.699474470386122,
2022-10-07 11:00:00,14.371945961538586,
2022-10-07 23:59:59,-20.120724346019415,w
2022-10-10 00:00:00,-31.618281115206628,
2022-10-10 03:30:00,35.74842259802608,
2022-10-10 04:00:00,69.96279264527402,
2022-10-10 06:00:00,-6.49465857209907,
2022-10-10 08:00:00,5.653842801702922,
2022-10-10 10:30:00,-4.432101701317151,
2022-10-10 11:00:00,-16.3614527107311,
2022-10-10 23:59:59,-22.99511353831076,c
2022-10-11 00:00:00,11.49755676924724,
2022-10-11 03:30:00,-137.6909259398144,
2022-10-11 04:00:00,-220.36795919637007,
2022-10-11 06:00:00,-184.01223138776913,
2022-10-11 08:00:00,-272.1022180143991,
2022-10-11 10:30:00,-212.29480891358435,
2022-10-11 11:00:00,-293.28055382404455,
2022-10-11 23:59:59,-204.08163265300573,c
2022-10-12 00:00:00,-204.08163265300573,
2022-10-12 03:30:00,-192.5840758838167,
2022-10-12 04:00:00,-228.04079030319735,
2022-10-12 06:00:00,-178.67581739697562,
2022-10-12 08:00:00,-172.43584966583694,
2022-10-12 10:30:00,-207.96205806260514,
2022-10-12 11:00:00,-161.45787127225412,
2022-10-12 23:59:59,-172.46335153773725,c
2022-10-13 00:00:00,-172.46335153773725,
2022-10-13 03:30:00,-142.41494168576537,
2022-10-13 04:00:00,-153.141802018441,
2022-10-13 06:00:00,-105.06849935386344,
2022-10-13 08:00:00,-228.09573859300144,
2022-10-13 10:30:00,-107.92998427556631,
2022-10-13 11:00:00,-133.19565613767372,
2022-10-13 23:59:59,-158.09140557625506,c
2022-10-14 00:00:00,-221.3279678067829,
2022-10-14 03:30:00,-147.27214475499022,
2022-10-14 04:00:00,-175.412911190062,
2022-10-14 06:00:00,-81.03786679618497,
2022-10-14 08:00:00,-76.11273349120711,
2022-10-14 10:30:00,-253.2554461658292,
2022-10-14 11:00:00,-423.07520531438786,
2022-10-14 23:59:59,-362.1730382293099,w
2022-10-17 00:00:00,-393.7913193445711,
2022-10-17 03:30:00,-332.2323702061385,
2022-10-17 04:00:00,-287.84532690824744,
2022-10-17 06:00:00,-458.01790958296624,
2022-10-17 08:00:00,-496.1904005796787,
2022-10-17 10:30:00,-444.6153168201272,
2022-10-17 11:00:00,-472.9734758736813,
2022-10-17 23:59:59,-534.636389767109,c
2022-10-18 00:00:00,-586.3753952284496,
2022-10-18 03:30:00,-705.0728350053578,
2022-10-18 04:00:00,-605.0750994283553,
2022-10-18 06:00:00,-761.3328178103202,
2022-10-18 08:00:00,-704.7047569814531,
2022-10-18 10:30:00,-698.2501314282781,
2022-10-18 11:00:00,-719.9107799852518,
2022-10-18 23:59:59,-758.8387467662506,c
2022-10-19 00:00:00,-758.8387467662506,
2022-10-19 03:30:00,-786.0931305902304,
2022-10-19 04:00:00,-763.7551917126821,
2022-10-19 06:00:00,-665.1554332210799,
2022-10-19 08:00:00,-682.8284709602503,
