date,AS_FTSE_AS_EM_AW_ADDSDELS_2021_Q4,meta
2021-10-25 03:00:00,69.52261140599838,
2021-10-25 18:30:00,69.52261140599838,
2021-10-25 20:00:00,69.52261140599838,
2021-10-25 23:00:00,152.91313914226794,
2021-10-25 23:59:59,125.17865181781458,c
2021-10-26 00:00:00,116.39515190991635,
2021-10-26 01:00:00,124.49984098113647,
2021-10-26 02:30:00,118.1597286502927,
2021-10-26 03:00:00,127.70399025816415,
2021-10-26 18:30:00,127.70399025816415,
2021-10-26 20:00:00,127.70399025816415,
2021-10-26 23:00:00,167.19313380222889,
2021-10-26 23:59:59,175.4153002018998,c
2021-10-27 00:00:00,118.35815260764225,
2021-10-27 01:00:00,119.20537992512989,
2021-10-27 02:30:00,95.76958491923467,
2021-10-27 03:00:00,94.32532065439547,
2021-10-27 18:30:00,94.32532065439547,
2021-10-27 20:00:00,94.32532065439547,
2021-10-27 23:00:00,53.14118063740325,
2021-10-27 23:59:59,29.252615739985714,c
2021-10-28 00:00:00,25.329193232347023,
2021-10-28 01:00:00,39.953241307685104,
2021-10-28 02:30:00,2.4742302622313304,
2021-10-28 03:00:00,-21.23112996433784,
2021-10-28 18:30:00,-21.23112996433784,
2021-10-28 20:00:00,-21.23112996433784,
2021-10-28 23:00:00,42.497075478678525,
2021-10-28 23:59:59,34.84744621617821,c
2021-10-29 00:00:00,35.24311456794575,
2021-10-29 01:00:00,28.331113674182603,
2021-10-29 02:30:00,-2.5990684582072134,
2021-10-29 03:00:00,-8.672719759654072,
2021-10-29 18:30:00,-8.672719759654072,
2021-10-29 20:00:00,-8.672719759654072,
2021-10-29 23:00:00,-8.672719759654072,
2021-10-29 23:59:59,21.166229858822888,w
2021-11-01 00:00:00,-46.92836975226476,
2021-11-01 01:00:00,-30.065850812247326,
2021-11-01 02:30:00,-43.068339347679036,
2021-11-01 03:00:00,-27.983811188013085,
2021-11-01 18:30:00,-27.983811188013085,
2021-11-01 20:00:00,-27.983811188013085,
2021-11-01 23:00:00,23.691823813689012,
2021-11-01 23:59:59,6.570888549096466,c
2021-11-02 00:00:00,47.424897569347465,
2021-11-02 01:00:00,39.50116905946406,
2021-11-02 02:30:00,-21.60439128993582,
2021-11-02 03:00:00,-28.8314865354112,
2021-11-02 18:30:00,-28.8314865354112,
2021-11-02 20:00:00,-28.8314865354112,
2021-11-02 23:00:00,-37.46111970633347,
2021-11-02 23:59:59,-62.92216671587937,c
2021-11-03 00:00:00,-65.71511292840809,
2021-11-03 01:00:00,-64.53945580196951,
2021-11-03 02:30:00,-55.895233562161536,
2021-11-03 03:00:00,-68.51829307874698,
2021-11-03 18:30:00,-68.51829307874698,
2021-11-03 20:00:00,-68.51829307874698,
2021-11-03 23:00:00,63.63638515025396,
2021-11-03 23:59:59,99.1753074713145,c
2021-11-04 00:00:00,95.74120985981573,
2021-11-04 01:00:00,103.47843938190114,
2021-11-04 02:30:00,180.62359769677306,
2021-11-04 03:00:00,183.06014862649948,
2021-11-04 18:30:00,183.06014862649948,
2021-11-04 20:00:00,183.06014862649948,
2021-11-04 23:00:00,210.5402613938404,
2021-11-04 23:59:59,213.523984397299,c
2021-11-05 00:00:00,171.89791509719095,
2021-11-05 01:00:00,178.45991288548697,
2021-11-05 02:30:00,172.03091450812406,
2021-11-05 03:00:00,180.19595378156487,
2021-11-05 18:30:00,180.19595378156487,
2021-11-05 20:00:00,180.19595378156487,
2021-11-05 23:00:00,180.19595378156487,
2021-11-05 23:59:59,168.470911572325,w
2021-11-08 00:00:00,151.5042041907235,
2021-11-08 01:00:00,99.30672902340741,
2021-11-08 02:30:00,78.47237827706094,
2021-11-08 03:00:00,76.21595532089957,
2021-11-08 18:30:00,76.21595532089957,
2021-11-08 20:00:00,76.21595532089957,
2021-11-08 23:00:00,72.23418684462173,
2021-11-08 23:59:59,64.68287193031081,c
2021-11-09 00:00:00,88.97272134459907,
2021-11-09 01:00:00,189.43591595042102,
2021-11-09 02:30:00,195.89854742457925,
2021-11-09 03:00:00,208.83305588623875,
2021-11-09 18:30:00,208.83305588623875,
2021-11-09 20:00:00,208.83305588623875,
2021-11-09 23:00:00,253.37114094741816,
2021-11-09 23:59:59,272.2234376385029,c
2021-11-10 00:00:00,257.4946165495824,
2021-11-10 01:00:00,311.53580214263405,
2021-11-10 02:30:00,349.05140357437926,
2021-11-10 03:00:00,338.5926694181278,
2021-11-10 18:30:00,338.5926694181278,
2021-11-10 20:00:00,338.5926694181278,
2021-11-10 23:00:00,385.2612045280167,
2021-11-10 23:59:59,389.0502938022281,c
2021-11-11 00:00:00,364.73137858201346,
2021-11-11 01:00:00,363.56707995462085,
2021-11-11 02:30:00,401.42327205057387,
2021-11-11 03:00:00,388.21302616987913,
2021-11-11 18:30:00,388.21302616987913,
2021-11-11 20:00:00,388.21302616987913,
2021-11-11 23:00:00,175.1806459389274,
2021-11-11 23:59:59,132.04071428751746,c
2021-11-12 00:00:00,142.24818483208168,
2021-11-12 01:00:00,180.78393818843563,
2021-11-12 02:30:00,213.13738429527666,
2021-11-12 03:00:00,196.96858772988304,
2021-11-12 18:30:00,196.96858772988304,
2021-11-12 20:00:00,196.96858772988304,
2021-11-12 23:00:00,196.96858772988304,
2021-11-12 23:59:59,198.00942535444113,w
2021-11-15 00:00:00,30.75918459367955,
2021-11-15 01:00:00,-11.613877461003824,
2021-11-15 02:30:00,-92.24196592106077,
2021-11-15 03:00:00,-76.52336814876908,
2021-11-15 18:30:00,-76.52336814876908,
2021-11-15 20:00:00,-76.52336814876908,
2021-11-15 23:00:00,84.10739743804082,
2021-11-15 23:59:59,79.8122017456708,c
2021-11-16 00:00:00,90.10801629915797,
2021-11-16 01:00:00,78.31975734532863,
2021-11-16 02:30:00,94.69598164036499,
2021-11-16 03:00:00,95.04024705059568,
2021-11-16 18:30:00,95.04024705059568,
2021-11-16 20:00:00,95.04024705059568,
2021-11-16 23:00:00,-13.238503062750937,
2021-11-16 23:59:59,-2.684896023868177,c
2021-11-17 00:00:00,-20.97798738468994,
2021-11-17 01:00:00,-34.61673314523076,
2021-11-17 02:30:00,-21.596953009794603,
2021-11-17 03:00:00,-14.831386359170878,
2021-11-17 18:30:00,-14.831386359170878,
2021-11-17 20:00:00,-14.831386359170878,
2021-11-17 23:00:00,20.518743698104174,
2021-11-17 23:59:59,6.257855352927876,c
2021-11-18 00:00:00,-55.04325523535506,
2021-11-18 01:00:00,-101.65660848154808,
2021-11-18 02:30:00,-85.61920630077186,
2021-11-18 03:00:00,-85.1688847058663,
2021-11-18 18:30:00,-85.1688847058663,
2021-11-18 20:00:00,-85.1688847058663,
2021-11-18 23:00:00,-81.14849170839885,
2021-11-18 23:59:59,-92.6024617073126,c
2021-11-19 00:00:00,-76.10804812904873,
2021-11-19 01:00:00,-65.44548377891537,
2021-11-19 02:30:00,-47.497431579259725,
2021-11-19 03:00:00,-4.877372169216258,
2021-11-19 18:30:00,-4.877372169216258,
2021-11-19 20:00:00,-4.877372169216258,
2021-11-19 23:00:00,-4.877372169216258,
2021-11-19 23:59:59,0.0,a
2021-11-22 00:00:00,-63.01442570433306,
2021-11-22 01:00:00,-34.67110061389494,
2021-11-22 02:30:00,29.357087322588114,
2021-11-22 03:00:00,-1.8972549731608979,
2021-11-22 18:30:00,-1.8972549731608979,
2021-11-22 20:00:00,-1.8972549731608979,
2021-11-22 23:00:00,-101.89263967510098,
2021-11-22 23:59:59,-99.6017054414843,c
2021-11-23 00:00:00,-117.43290462577416,
2021-11-23 01:00:00,-112.9192466115895,
2021-11-23 02:30:00,-92.9099534011009,
2021-11-23 03:00:00,-119.45149696374227,
2021-11-23 18:30:00,-119.45149696374227,
2021-11-23 20:00:00,-119.45149696374227,
2021-11-23 23:00:00,-207.74821309948794,
2021-11-23 23:59:59,-204.26297199436743,c
2021-11-24 00:00:00,-261.8584439724418,
2021-11-24 01:00:00,-239.51751349228516,
2021-11-24 02:30:00,-256.8179849745138,
2021-11-24 03:00:00,-261.8780004724192,
2021-11-24 18:30:00,-261.8780004724192,
2021-11-24 20:00:00,-261.8780004724192,
2021-11-24 23:00:00,-316.04802812794617,
2021-11-24 23:59:59,-330.7090620293476,c
2021-11-25 00:00:00,-321.0935370471282,
2021-11-25 01:00:00,-286.7314493495131,
2021-11-25 02:30:00,-290.48223279297906,
2021-11-25 03:00:00,-281.4949322201094,
2021-11-25 18:30:00,-281.4949322201094,
2021-11-25 20:00:00,-281.4949322201094,
2021-11-25 23:00:00,-298.1126477053826,
2021-11-25 23:59:59,-297.0040760501105,c
2021-11-26 00:00:00,-342.4353969797935,
2021-11-26 01:00:00,-362.8668578984316,
2021-11-26 02:30:00,-415.177114842945,
2021-11-26 03:00:00,-413.42067019176716,
2021-11-26 18:30:00,-413.42067019176716,
2021-11-26 20:00:00,-413.42067019176716,
2021-11-26 23:00:00,-413.42067019176716,
2021-11-26 23:59:59,-418.0982062252277,w
2021-11-29 00:00:00,-465.7765086596079,
2021-11-29 01:00:00,-494.418562691549,
2021-11-29 02:30:00,-494.32172962343213,
2021-11-29 03:00:00,-511.78803098255656,
2021-11-29 18:30:00,-511.78803098255656,
2021-11-29 20:00:00,-511.78803098255656,
2021-11-29 23:00:00,-575.6981982628787,
2021-11-29 23:59:59,-571.3268886221564,c
2021-11-30 00:00:00,-586.619110006076,
2021-11-30 01:00:00,-596.2010330834382,
2021-11-30 02:30:00,-534.8981352020255,
2021-11-30 03:00:00,-555.3548068871809,
2021-11-30 18:30:00,-555.3548068871809,
2021-11-30 20:00:00,-555.3548068871809,
2021-11-30 23:00:00,-525.7368135249468,
2021-11-30 23:59:59,-539.3140308126128,c
2021-12-01 00:00:00,-478.2058190533752,
2021-12-01 01:00:00,-479.87876233791366,
2021-12-01 02:30:00,-485.74171102139405,
2021-12-01 03:00:00,-503.96974809660884,
2021-12-01 18:30:00,-503.96974809660884,
2021-12-01 20:00:00,-503.96974809660884,
2021-12-01 23:00:00,-346.06842889077717,
2021-12-01 23:59:59,-344.6351602880053,c
2021-12-02 00:00:00,-357.23314201332056,
2021-12-02 01:00:00,-301.58121408952513,
2021-12-02 02:30:00,-362.98525651546566,
2021-12-02 03:00:00,-419.3389934336474,
2021-12-02 18:30:00,-419.3389934336474,
2021-12-02 20:00:00,-419.3389934336474,
2021-12-02 23:00:00,-523.5331750729612,
2021-12-02 23:59:59,-543.230683317451,c
2021-12-03 00:00:00,-485.3209607269302,
2021-12-03 01:00:00,-459.7266044406131,
2021-12-03 02:30:00,-482.30531739691133,
2021-12-03 03:00:00,-487.7368274358865,
2021-12-03 18:30:00,-487.7368274358865,
2021-12-03 20:00:00,-487.7368274358865,
2021-12-03 23:00:00,-487.7368274358865,
2021-12-03 23:59:59,-485.61137287076514,w
2021-12-06 00:00:00,-676.8001918242231,
2021-12-06 01:00:00,-709.7648659588302,
2021-12-06 02:30:00,-781.0043504778836,
2021-12-06 03:00:00,-789.5145338417643,
2021-12-06 18:30:00,-789.5145338417643,
2021-12-06 20:00:00,-789.5145338417643,
2021-12-06 23:00:00,-771.2364573721688,
2021-12-06 23:59:59,-778.1771127081207,c
2021-12-07 00:00:00,-688.0983360486958,
2021-12-07 01:00:00,-638.5525121538931,
2021-12-07 02:30:00,-648.6852281386979,
2021-12-07 03:00:00,-633.7404795948681,
2021-12-07 18:30:00,-633.7404795948681,
2021-12-07 20:00:00,-633.7404795948681,
2021-12-07 23:00:00,-586.8986044739315,
2021-12-07 23:59:59,-589.0912528724224,c
2021-12-08 00:00:00,-550.3862761404164,
2021-12-08 01:00:00,-536.894897926162,
2021-12-08 02:30:00,-567.731695432132,
2021-12-08 03:00:00,-559.3268518380237,
2021-12-08 18:30:00,-559.3268518380237,
2021-12-08 20:00:00,-559.3268518380237,
2021-12-08 23:00:00,-398.8650214155378,
2021-12-08 23:59:59,-404.97834504696925,c
2021-12-09 00:00:00,-419.81258607090143,
2021-12-09 01:00:00,-412.84758353739244,
2021-12-09 02:30:00,-415.4332623651323,
2021-12-09 03:00:00,-429.2973895040038,
2021-12-09 18:30:00,-429.2973895040038,
2021-12-09 20:00:00,-429.2973895040038,
2021-12-09 23:00:00,-544.229234554764,
2021-12-09 23:59:59,-542.6092809047368,c
2021-12-10 00:00:00,-526.3264271793114,
2021-12-10 01:00:00,-502.33326352030224,
2021-12-10 02:30:00,-515.6389076466467,
2021-12-10 03:00:00,-514.8664029754495,
2021-12-10 18:30:00,-514.8664029754495,
2021-12-10 20:00:00,-514.8664029754495,
2021-12-10 23:00:00,-514.8664029754495,
2021-12-10 23:59:59,-512.5766123679167,w
2021-12-13 00:00:00,-461.2740902553985,
2021-12-13 01:00:00,-475.4472859980259,
2021-12-13 02:30:00,-488.44519963496055,
2021-12-13 03:00:00,-464.49710859950727,
2021-12-13 18:30:00,-464.49710859950727,
2021-12-13 20:00:00,-464.49710859950727,
2021-12-13 23:00:00,-487.0753361919055,
2021-12-13 23:59:59,-499.89170521427815,c
2021-12-14 00:00:00,-560.2479527006434,
2021-12-14 01:00:00,-583.7197427975557,
2021-12-14 02:30:00,-590.9191779299753,
2021-12-14 03:00:00,-594.1604935928367,
2021-12-14 18:30:00,-594.1604935928367,
2021-12-14 20:00:00,-594.1604935928367,
2021-12-14 23:00:00,-639.2816913252472,
2021-12-14 23:59:59,-621.3591219503062,c
2021-12-15 00:00:00,-558.3313392314062,
2021-12-15 01:00:00,-574.381463400241,
2021-12-15 02:30:00,-594.5136622747141,
2021-12-15 03:00:00,-596.3073802991881,
2021-12-15 18:30:00,-596.3073802991881,
2021-12-15 20:00:00,-596.3073802991881,
2021-12-15 23:00:00,-589.923603259217,
2021-12-15 23:59:59,-564.7157884202845,c
2021-12-16 00:00:00,-595.8910661609559,
2021-12-16 01:00:00,-602.8817530924714,
2021-12-16 02:30:00,-548.0143096080662,
2021-12-16 03:00:00,-549.780253675795,
2021-12-16 18:30:00,-549.780253675795,
2021-12-16 20:00:00,-549.780253675795,
2021-12-16 23:00:00,-711.876824813529,
2021-12-16 23:59:59,-712.9086312328564,c
2021-12-17 00:00:00,-784.4006065590664,
2021-12-17 01:00:00,-729.6680390258242,
2021-12-17 02:30:00,-745.4432088799521,
2021-12-17 03:00:00,-775.9300781416314,
2021-12-17 18:30:00,-775.9300781416314,
2021-12-17 20:00:00,-775.9300781416314,
2021-12-17 23:00:00,-775.9300781416314,
2021-12-17 23:59:59,-779.712968209739,e
2021-12-20 00:00:00,-854.0781276114544,
2021-12-20 01:00:00,-876.752818396597,
2021-12-20 02:30:00,-895.0789929361144,
2021-12-20 03:00:00,-892.2430223997183,
2021-12-20 18:30:00,-892.2430223997183,
2021-12-20 20:00:00,-892.2430223997183,
2021-12-20 23:00:00,-846.1063932560332,
2021-12-20 23:59:59,-847.087000699826,c
2021-12-21 00:00:00,-865.3783651567461,
2021-12-21 01:00:00,-863.6577994513473,
2021-12-21 02:30:00,-846.1449881709121,
2021-12-21 03:00:00,-873.2713648084755,
2021-12-21 18:30:00,-873.2713648084755,
2021-12-21 20:00:00,-873.2713648084755,
2021-12-21 23:00:00,-859.3403138860688,
2021-12-21 23:59:59,-860.2122956920236,c
2021-12-22 00:00:00,-835.5565347288862,
2021-12-22 01:00:00,-834.8654146481392,
2021-12-22 02:30:00,-882.6007069979269,
2021-12-22 03:00:00,-858.8191295109265,
2021-12-22 18:30:00,-858.8191295109265,
2021-12-22 20:00:00,-858.8191295109265,
2021-12-22 23:00:00,-852.9609312812853,
2021-12-22 23:59:59,-852.9344658362882,c
2021-12-23 00:00:00,-899.3669866278084,
2021-12-23 01:00:00,-911.0077480146365,
2021-12-23 02:30:00,-907.9317797044179,
2021-12-23 03:00:00,-924.2772185994685,
2021-12-23 18:30:00,-924.2772185994685,
2021-12-23 20:00:00,-924.2772185994685,
2021-12-23 23:00:00,-929.626505690229,
2021-12-23 23:59:59,-930.7434020825509,c
2021-12-24 00:00:00,-936.6041081754884,
2021-12-24 01:00:00,-936.6041081754884,
2021-12-24 02:30:00,-936.6041081754884,
2021-12-24 03:00:00,-936.6041081754884,
2021-12-24 18:30:00,-936.6041081754884,
2021-12-24 20:00:00,-936.6041081754884,
2021-12-24 23:00:00,-936.6041081754884,
2021-12-24 23:59:59,-936.50037104754,w
2021-12-27 00:00:00,-936.50037104754,
2021-12-27 01:00:00,-936.50037104754,
2021-12-27 02:30:00,-936.50037104754,
2021-12-27 03:00:00,-936.50037104754,
2021-12-27 18:30:00,-936.50037104754,
2021-12-27 20:00:00,-936.50037104754,
2021-12-27 23:00:00,-987.9891690810013,
2021-12-27 23:59:59,-987.9891690810013,c
2021-12-28 00:00:00,-992.5446727251832,
2021-12-28 01:00:00,-931.2634005631854,
2021-12-28 02:30:00,-961.4770866826261,
2021-12-28 03:00:00,-946.9974414320922,
2021-12-28 18:30:00,-946.9974414320922,
2021-12-28 20:00:00,-946.9974414320922,
2021-12-28 23:00:00,-920.3919279705109,
2021-12-28 23:59:59,-920.3658899159104,c
2021-12-29 00:00:00,-949.941017234885,
2021-12-29 01:00:00,-952.5490255850061,
2021-12-29 02:30:00,-971.5870843361005,
2021-12-29 03:00:00,-934.3065451467492,
2021-12-29 18:30:00,-934.3065451467492,
2021-12-29 20:00:00,-934.3065451467492,
2021-12-29 23:00:00,-993.0081744955856,
2021-12-29 23:59:59,-993.5452698031339,c
2021-12-30 00:00:00,-995.9129666862214,
2021-12-30 01:00:00,-1009.5100331369492,
2021-12-30 02:30:00,-1025.0389023799453,
2021-12-30 03:00:00,-1011.773004399207,
2021-12-30 18:30:00,-1011.773004399207,
2021-12-30 20:00:00,-1011.773004399207,
2021-12-30 23:00:00,-1078.745294954163,
2021-12-30 23:59:59,-1078.1195954622447,c
2021-12-31 00:00:00,-996.5619462829646,
2021-12-31 01:00:00,-996.5619462829646,
2021-12-31 02:30:00,-996.5619462829646,
2021-12-31 03:00:00,-996.5619462829646,
2021-12-31 18:30:00,-996.5619462829646,
2021-12-31 20:00:00,-996.5619462829646,
2021-12-31 23:00:00,-996.5619462829646,
2021-12-31 23:59:59,-996.5108419356069,w
2022-01-03 00:00:00,-967.4739634050502,
2022-01-03 01:00:00,-972.1510639544241,
2022-01-03 02:30:00,-971.7566758630082,
2022-01-03 03:00:00,-943.0491467363462,
2022-01-03 18:30:00,-943.0491467363462,
2022-01-03 20:00:00,-943.0491467363462,
2022-01-03 23:00:00,-993.2408187331599,
2022-01-03 23:59:59,-992.933921374781,c
2022-01-04 00:00:00,-973.647481797201,
2022-01-04 01:00:00,-957.4821938492182,
2022-01-04 02:30:00,-974.2499128797409,
2022-01-04 03:00:00,-966.9092989847885,
2022-01-04 18:30:00,-966.9092989847885,
2022-01-04 20:00:00,-966.9092989847885,
2022-01-04 23:00:00,-994.2648639124246,
2022-01-04 23:59:59,-995.5432095393849,c
2022-01-05 00:00:00,-1016.6676679525909,
2022-01-05 01:00:00,-1016.9330180824593,
2022-01-05 02:30:00,-1088.4871489755994,
2022-01-05 03:00:00,-1096.6389941143257,
2022-01-05 18:30:00,-1096.6389941143257,
2022-01-05 20:00:00,-1096.6389941143257,
2022-01-05 23:00:00,-1304.8456608451936,
2022-01-05 23:59:59,-1304.6097767135198,c
2022-01-06 00:00:00,-1315.966340301764,
2022-01-06 01:00:00,-1294.1659488725195,
2022-01-06 02:30:00,-1275.1476619567934,
2022-01-06 03:00:00,-1283.5307716625828,
2022-01-06 18:30:00,-1283.5307716625828,
2022-01-06 20:00:00,-1283.5307716625828,
2022-01-06 23:00:00,-1276.6161686435798,
2022-01-06 23:59:59,-1274.596357587352,c
2022-01-07 00:00:00,-1247.9131106568852,
2022-01-07 01:00:00,-1236.6758251366766,
2022-01-07 02:30:00,-1251.1846592424697,
2022-01-07 03:00:00,-1252.1657778311835,
2022-01-07 18:30:00,-1252.1657778311835,
2022-01-07 20:00:00,-1252.1657778311835,
2022-01-07 23:00:00,-1252.1657778311835,
2022-01-07 23:59:59,-1252.1179702384118,w
